SQLDATE	GBR_empty_pos	GBR_empty_neg	USA_empty_pos	USA_empty_neg	GBR_COP_pos	GBR_COP_neg	USA_COP_pos	USA_COP_neg	GBR_MIL_pos	GBR_MIL_neg	USA_MIL_pos	USA_MIL_neg	GBR_NGO_pos	GBR_NGO_neg	USA_NGO_pos	USA_NGO_neg	GBR_DEV_pos	GBR_DEV_neg	USA_DEV_pos	USA_DEV_neg	GBR_CVL_pos	GBR_CVL_neg	USA_CVL_pos	USA_CVL_neg	GBR_REB_pos	GBR_REB_neg	USA_REB_pos	USA_REB_neg	GBR_REF_pos	GBR_REF_neg	USA_REF_pos	USA_REF_neg	GBR_AGR_pos	GBR_AGR_neg	USA_AGR_pos	USA_AGR_neg	GBR_CRM_pos	GBR_CRM_neg	USA_CRM_pos	USA_CRM_neg	GBR_SPY_pos	GBR_SPY_neg	USA_SPY_pos	USA_SPY_neg	GBR_RAD_pos	GBR_RAD_neg	USA_RAD_pos	USA_RAD_neg	GBR_SET_pos	GBR_SET_neg	USA_SET_pos	USA_SET_neg	GBR_JUD_pos	GBR_JUD_neg	USA_JUD_pos	USA_JUD_neg	GBR_SEP_pos	GBR_SEP_neg	USA_SEP_pos	USA_SEP_neg	GBR_BUS_pos	GBR_BUS_neg	USA_BUS_pos	USA_BUS_neg	GBR_UIS_pos	GBR_UIS_neg	USA_UIS_pos	USA_UIS_neg	GBR_MNC_pos	GBR_MNC_neg	USA_MNC_pos	USA_MNC_neg	GBR_UAF_pos	GBR_UAF_neg	USA_UAF_pos	USA_UAF_neg	GBR_ELI_pos	GBR_ELI_neg	USA_ELI_pos	USA_ELI_neg	GBR_IMG_pos	GBR_IMG_neg	USA_IMG_pos	USA_IMG_neg	GBR_EDU_pos	GBR_EDU_neg	USA_EDU_pos	USA_EDU_neg	GBR_HRI_pos	GBR_HRI_neg	USA_HRI_pos	USA_HRI_neg	GBR_ENV_pos	GBR_ENV_neg	USA_ENV_pos	USA_ENV_neg	GBR_IGO_pos	GBR_IGO_neg	USA_IGO_pos	USA_IGO_neg	GBR_GOV_pos	GBR_GOV_neg	USA_GOV_pos	USA_GOV_neg	GBR_MED_pos	GBR_MED_neg	USA_MED_pos	USA_MED_neg	GBR_OPP_pos	GBR_OPP_neg	USA_OPP_pos	USA_OPP_neg	GBR_LEG_pos	GBR_LEG_neg	USA_LEG_pos	USA_LEG_neg	GBR_INT_pos	GBR_INT_neg	USA_INT_pos	USA_INT_neg	GBR_LAB_pos	GBR_LAB_neg	USA_LAB_pos	USA_LAB_neg	GBR_INS_pos	GBR_INS_neg	USA_INS_pos	USA_INS_neg	GBR_HLH_pos	GBR_HLH_neg	USA_HLH_pos	USA_HLH_neg
20050101	1285.3000000000002	-574.3	3238.2000000000003	-2977.3000000000006	0.0	0.0	63.0	-10.0	17.0	-10.0	420.20000000000005	-1581.6	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.6	-12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.6	0.0	0.0	0.0	0.0	-72.00000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.89999999999998	-46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.50000000000003	-72.00000000000001	1104.6999999999996	-206.0	0.0	0.0	524.8	-1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.6	0.0
20050102	1796.1	-458.79999999999995	2749.9000000000024	-4761.399999999999	0.0	0.0	6.0	0.0	0.0	0.0	217.90000000000003	-853.5	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.60000000000001	-28.0	0.0	0.0	0.0	-6.0	0.0	0.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.80000000000001	-113.0	801.3000000000001	-175.60000000000002	0.0	-60.0	183.79999999999998	-154.5	0.0	-90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.60000000000002	0.0
20050103	597.9999999999999	-1528.1	5983.699999999998	-6959.400000000002	0.0	0.0	144.0	0.0	32.900000000000006	0.0	489.00000000000017	-359.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-158.0	12.0	-45.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.6	-40.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1	-40.0	0.0	0.0	0.0	0.0	0.0	0.0	4.699999999999999	-9.0	0.0	0.0	0.0	0.0	0.0	0.0	49.099999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.5	-10.0	1480.1000000000001	-327.7	0.0	-8.2	213.60000000000002	-34.0	0.0	0.0	0.0	0.0	0.0	-4.0	181.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20050104	1663.9000000000003	-1639.2	6743.299999999999	-6327.7	0.0	0.0	0.0	0.0	9.399999999999999	-54.0	359.4	-873.8	88.80000000000001	0.0	25.300000000000004	-10.0	0.0	0.0	0.0	0.0	0.0	-90.0	0.0	-6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-76.89999999999999	59.8	-57.8	0.0	0.0	0.0	0.0	133.2	0.0	0.0	-50.0	0.0	0.0	0.0	0.0	0.0	0.0	31.4	0.0	0.0	0.0	0.0	0.0	0.0	-8.0	18.799999999999997	-18.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.79999999999995	-75.80000000000001	1732.4	-492.40000000000003	0.0	0.0	594.0	-180.0	0.0	0.0	0.0	0.0	0.0	0.0	383.9	-12.0	0.0	0.0	0.0	0.0	0.0	-100.0	24.0	0.0	0.0	0.0	0.0	0.0	12.0	-8.0	18.5	0.0
20050105	1495.1999999999996	-949.8	6673.6	-5815.000000000001	0.0	-60.0	0.0	-6.0	0.0	-20.0	724.5	-541.0	37.0	0.0	147.4	-20.0	0.0	0.0	33.300000000000004	0.0	0.0	-8.0	16.0	-182.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.2	-98.9	0.0	0.0	0.0	0.0	0.0	-6.0	0.0	-49.0	0.0	0.0	0.0	0.0	0.0	0.0	81.9	-8.0	0.0	0.0	0.0	0.0	0.0	0.0	78.4	-12.0	0.0	0.0	0.0	0.0	66.6	0.0	9.399999999999999	0.0	0.0	0.0	6.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.3	-272.79999999999995	1801.5	-635.2	0.0	0.0	643.6	-158.3	0.0	0.0	0.0	0.0	0.0	0.0	111.19999999999999	-73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.5	0.0	0.0	0.0	0.0	0.0	-15.0	0.0	0.0
20050106	1704.6000000000001	-1164.3000000000002	5351.600000000003	-6810.100000000001	56.39999999999999	-89.0	30.5	-46.400000000000006	0.0	-20.0	879.5999999999996	-694.2	44.400000000000006	0.0	110.0	0.0	0.0	0.0	25.900000000000002	0.0	0.0	0.0	42.0	-146.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	4.0	-184.1	0.0	0.0	0.0	0.0	14.0	0.0	0.0	-37.0	0.0	0.0	0.0	0.0	30.599999999999998	0.0	148.29999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.149999999999995	-61.8	0.0	0.0	0.0	0.0	0.0	0.0	125.69999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	256.5	-98.7	1777.3500000000004	-555.7	0.0	-56.0	572.2	-228.4	0.0	0.0	0.0	0.0	0.0	0.0	170.3	-43.0	0.0	0.0	0.0	0.0	0.0	-70.0	0.0	-10.0	0.0	0.0	0.0	0.0	30.599999999999998	0.0	37.0	0.0
20050107	1453.6999999999996	-1053.7999999999997	4465.500000000004	-4866.2	0.0	-4.0	0.0	-20.0	0.0	0.0	234.95000000000002	-420.2	0.0	0.0	0.0	-268.0	0.0	0.0	0.0	0.0	0.0	-45.0	14.099999999999998	-40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	14.099999999999998	-52.300000000000004	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.6	-30.0	0.0	0.0	0.0	0.0	0.0	0.0	200.20000000000002	-20.0	0.0	0.0	0.0	0.0	0.0	0.0	88.99999999999999	-15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.09999999999997	-1.6	1303.15	-437.09999999999997	60.300000000000004	-4.8	796.9	-192.4	0.0	0.0	0.0	-20.0	0.0	0.0	392.6	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20050108	1294.7	-474.40000000000003	4801.600000000001	-5102.0	0.0	0.0	0.0	-44.0	0.0	0.0	675.7500000000001	-1218.2	0.0	0.0	0.0	-19.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-12.0	0.0	0.0	0.0	-170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	-6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	-0.4	5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.2	-204.60000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	-29.0	1341.5499999999995	-378.5	0.0	-8.0	218.0	-455.59999999999997	0.0	0.0	0.0	0.0	0.0	0.0	221.10000000000002	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20050109	1443.8	-422.0	3767.800000000001	-4404.400000000001	0.0	-10.0	0.0	0.0	0.0	-260.0	308.9	-949.9	0.0	0.0	0.0	0.0	0.0	0.0	33.300000000000004	0.0	0.0	-30.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-90.0	0.0	0.0	0.0	0.0	0.0	-0.7	63.0	-90.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	-20.200000000000003	0.0	0.0	0.0	0.0	0.0	0.0	118.6	-12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.1	-10.0	2384.500000000001	-1006.6	0.0	-12.0	398.4	-194.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-20.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-65.0
20050110	3197.800000000002	-1767.3000000000002	5232.4999999999945	-4352.900000000001	127.50000000000001	-72.0	37.599999999999994	0.0	30.75	-418.5	351.3500000000001	-673.0999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-135.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	-17.0	0.0	0.0	0.0	0.0	23.5	-44.0	154.0	0.0	0.0	0.0	0.0	0.0	87.3	-18.0	237.70000000000002	0.0	14.0	0.0	0.0	0.0	0.0	-19.0	63.7	-44.9	0.0	0.0	0.0	0.0	0.0	0.0	71.9	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.25	-91.5	1920.0499999999993	-1848.1	0.0	-8.0	391.4	-286.0	0.0	0.0	0.0	0.0	0.0	0.0	513.7	-28.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.3	0.0	0.0	0.0
