SQLDATE	GBR_empty_pos	GBR_empty_neg	USA_empty_pos	USA_empty_neg	GBR_COP_pos	GBR_COP_neg	USA_COP_pos	USA_COP_neg	GBR_MIL_pos	GBR_MIL_neg	USA_MIL_pos	USA_MIL_neg	GBR_NGO_pos	GBR_NGO_neg	USA_NGO_pos	USA_NGO_neg	GBR_DEV_pos	GBR_DEV_neg	USA_DEV_pos	USA_DEV_neg	GBR_CVL_pos	GBR_CVL_neg	USA_CVL_pos	USA_CVL_neg	GBR_REB_pos	GBR_REB_neg	USA_REB_pos	USA_REB_neg	GBR_REF_pos	GBR_REF_neg	USA_REF_pos	USA_REF_neg	GBR_AGR_pos	GBR_AGR_neg	USA_AGR_pos	USA_AGR_neg	GBR_CRM_pos	GBR_CRM_neg	USA_CRM_pos	USA_CRM_neg	GBR_SPY_pos	GBR_SPY_neg	USA_SPY_pos	USA_SPY_neg	GBR_RAD_pos	GBR_RAD_neg	USA_RAD_pos	USA_RAD_neg	GBR_SET_pos	GBR_SET_neg	USA_SET_pos	USA_SET_neg	GBR_JUD_pos	GBR_JUD_neg	USA_JUD_pos	USA_JUD_neg	GBR_SEP_pos	GBR_SEP_neg	USA_SEP_pos	USA_SEP_neg	GBR_BUS_pos	GBR_BUS_neg	USA_BUS_pos	USA_BUS_neg	GBR_UIS_pos	GBR_UIS_neg	USA_UIS_pos	USA_UIS_neg	GBR_MNC_pos	GBR_MNC_neg	USA_MNC_pos	USA_MNC_neg	GBR_UAF_pos	GBR_UAF_neg	USA_UAF_pos	USA_UAF_neg	GBR_ELI_pos	GBR_ELI_neg	USA_ELI_pos	USA_ELI_neg	GBR_IMG_pos	GBR_IMG_neg	USA_IMG_pos	USA_IMG_neg	GBR_EDU_pos	GBR_EDU_neg	USA_EDU_pos	USA_EDU_neg	GBR_HRI_pos	GBR_HRI_neg	USA_HRI_pos	USA_HRI_neg	GBR_ENV_pos	GBR_ENV_neg	USA_ENV_pos	USA_ENV_neg	GBR_IGO_pos	GBR_IGO_neg	USA_IGO_pos	USA_IGO_neg	GBR_GOV_pos	GBR_GOV_neg	USA_GOV_pos	USA_GOV_neg	GBR_MED_pos	GBR_MED_neg	USA_MED_pos	USA_MED_neg	GBR_OPP_pos	GBR_OPP_neg	USA_OPP_pos	USA_OPP_neg	GBR_LEG_pos	GBR_LEG_neg	USA_LEG_pos	USA_LEG_neg	GBR_INT_pos	GBR_INT_neg	USA_INT_pos	USA_INT_neg	GBR_LAB_pos	GBR_LAB_neg	USA_LAB_pos	USA_LAB_neg	GBR_INS_pos	GBR_INS_neg	USA_INS_pos	USA_INS_neg	GBR_HLH_pos	GBR_HLH_neg	USA_HLH_pos	USA_HLH_neg
20050101	2704.776317375618	0.0	7833.605514108288	0.0	0.0	0.0	47.99632111417689	0.0	41.005291005291	0.0	1162.9486975649625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.35616438356164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.05872937876288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.35410627209812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	461.50548861801434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.900976651074	0.0	2082.7141462891773	0.0	25.76687116564416	0.0	859.850871919099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.16133518776076	0.0
20050102	3204.382561511545	0.0	8900.363253005644	0.0	0.0	0.0	7.9136690647482	0.0	0.0	0.0	768.4264213440683	0.0	0.0	0.0	101.4925373134328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.70840021401819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.991798797156896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.95333591062752	0.0	0.0	0.0	6.98757763975155	0.0	4.28571428571429	0.0	272.1465739103997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	216.32950662644575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.60224885837073	0.0	2150.7945852227867	0.0	14.56310679611652	0.0	1001.5390045137768	0.0	20.588235294117602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.29216174753805	0.0
20050103	2773.9861344408623	0.0	14782.166024396003	0.0	0.0	0.0	94.73684210526312	0.0	84.41724804937947	0.0	1031.1028852382742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.47168244258705	0.0	71.18144051961494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.06609610158847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.63544460491019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.67164465026401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.86740075317897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.54745875371265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.73393281071199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	374.9702928573468	0.0	3522.729679404586	0.0	37.73584905660378	0.0	525.5677471530297	0.0	0.0	0.0	0.0	0.0	18.1214421252372	0.0	265.9415231724254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20050104	3559.85273849505	0.0	14892.851756979937	0.0	0.0	0.0	0.0	0.0	126.13475266185367	0.0	1009.3467826852377	0.0	58.07294501905272	0.0	81.8651047368567	0.0	0.0	0.0	0.0	0.0	32.25433526011557	0.0	12.37113402061857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.220097033028544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.49140870727563	0.0	156.07793401667251	0.0	0.0	0.0	0.0	0.0	91.69512348485583	0.0	29.62962962962965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.36525775124484	0.0	0.0	0.0	0.0	0.0	27.6243093922652	0.0	160.06023228648343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.919254658385114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	465.60379553028883	0.0	4220.143821630775	0.0	0.0	0.0	1054.0388241945636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	642.3002229928909	0.0	0.0	0.0	0.0	0.0	29.08938209899938	0.0	37.32162458836444	0.0	0.0	0.0	0.0	0.0	66.93227091633464	0.0	23.326015367727777	0.0
20050105	3711.7907058189803	0.0	17984.25426124711	0.0	7.36196319018402	0.0	10.88709677419356	0.0	5.85365853658536	0.0	1768.832844035634	0.0	20.338983050847446	0.0	311.57775057323914	0.0	0.0	0.0	16.66666666666665	0.0	17.29729729729728	0.0	146.49850749083663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.551724137931032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.18289161885644	0.0	0.0	0.0	0.0	0.0	10.55276381909547	0.0	29.467814793901738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.90200507907475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.1597852626369	0.0	0.0	0.0	0.0	0.0	58.75370919881307	0.0	22.03592814371256	0.0	0.0	0.0	10.83172147001934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	738.6001812231218	0.0	3656.4746158696844	0.0	0.0	0.0	1374.1803394815543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.94846861532733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17038777908343	0.0	0.0	0.0	0.0	0.0	2.45398773006134	0.0	0.0	0.0
20050106	4932.751728048934	0.0	14983.685052220224	0.0	216.49086976281578	0.0	64.39745319982345	0.0	5.9071729957806	0.0	1511.5824021658175	0.0	59.449215196206026	0.0	100.89010612803827	0.0	0.0	0.0	22.557172557172574	0.0	0.0	0.0	163.09544931194233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.25827814569536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.90418353576251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83333333333334	0.0	265.8944963177616	0.0	0.0	0.0	0.0	0.0	20.627802690583	0.0	148.63794985067597	0.0	0.0	0.0	0.0	0.0	63.31034482758621	0.0	305.792008590389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.76437943308335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	346.90858401590583	0.0	0.0	0.0	11.11111111111112	0.0	0.0	0.0	26.08695652173912	0.0	0.0	0.0	0.0	0.0	630.4038318113073	0.0	4181.376286634635	0.0	20.367816091954012	0.0	1337.1039030666736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386.7006046214323	0.0	0.0	0.0	0.0	0.0	48.504741064916146	0.0	10.71428571428572	0.0	0.0	0.0	0.0	0.0	63.31034482758621	0.0	29.2792792792793	0.0
20050107	3828.6555639283956	0.0	13284.479266500624	0.0	16.51376146788992	0.0	30.4173540217244	0.0	0.0	0.0	597.5819152092967	0.0	0.0	0.0	159.38662153994005	0.0	0.0	0.0	0.0	0.0	44.262295081967245	0.0	61.14234602606696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.34751773049644	0.0	205.9960993913981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.98412698412696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.32336690830243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442.7102872991353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.87830503206436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	387.07184542607575	0.0	3486.126621105319	0.0	222.30742418961302	0.0	913.6293000431995	0.0	0.0	0.0	8.44155844155844	0.0	0.0	0.0	386.3447939134479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.6279069767442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20050108	2199.6896227423363	0.0	12417.181136168627	0.0	0.0	0.0	25.32609485210824	0.0	0.0	0.0	1243.6588514268499	0.0	0.0	0.0	101.65823496346269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8252427184465905	0.0	0.0	0.0	147.05584389513956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.167597765363098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13793103448276	0.0	43.53394591186515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.86948951876867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	593.623676730404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.41302129232324	0.0	4184.265075171252	0.0	16.05253411013343	0.0	774.8643132936639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.13254871923084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20050109	2650.758208779941	0.0	10100.87584698784	0.0	1.43884892086331	0.0	61.2244897959186	0.0	40.44167569029448	0.0	801.8220574256384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.507462686567138	0.0	34.67413583624706	0.0	21.34831460674158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.62534973575498	0.0	0.0	0.0	0.0	0.0	11.99999999999997	0.0	82.04685880157577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.65521890820663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.46853691876174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.15397098720314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	629.0056557164675	0.0	6278.011296519302	0.0	24.44765391784104	0.0	507.2861453303217	0.0	9.30232558139534	0.0	0.0	0.0	0.0	0.0	74.64513669351756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.79215918045704	0.0
20050110	5505.3935458689975	0.0	13533.710250537664	0.0	208.64350242241483	0.0	57.45856353591168	0.0	150.38883334455727	0.0	1022.1748866820706	0.0	0.0	0.0	46.7708333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.38492204338417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.92307692307692	0.0	64.86746662008629	0.0	0.0	0.0	0.0	0.0	111.22269976317875	0.0	205.07042253521126	0.0	0.0	0.0	0.0	0.0	148.29864140595788	0.0	258.97350498825597	0.0	7.59493670886076	0.0	0.0	0.0	21.91011235955055	0.0	289.3419851175083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.91486752361882	0.0	0.0	0.0	50.41915869218497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	599.5685536782242	0.0	6003.47430382181	0.0	20.39585252513588	0.0	806.167176805398	0.0	15.35181236673774	0.0	0.0	0.0	0.0	0.0	970.3902802658545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.65820400107654	0.0	0.0	0.0
