dates.22.584.,X1,pred...1.,pred...2.,actual
8/20/2014,-0.102111718,-0.046602868,-0.087578406,-0.548193388
8/21/2014,-0.141925739,-0.074689572,-0.15005657,-0.296074153
8/22/2014,-0.233263214,-0.061298453,-0.265991722,0.265273963
8/23/2014,-0.129269413,-0.03148288,-0.148587293,-0.280718535
8/25/2014,-0.132759787,-0.060482852,-0.146073502,-0.117972231
8/26/2014,-0.071102289,-0.051838707,-0.069248062,0.332951973
8/27/2014,-0.140793075,-0.027888215,-0.149674624,-0.165565506
8/28/2014,-0.161266619,-0.054366587,-0.174146871,0.86081981
8/29/2014,-0.041916301,0.000149079,-0.065452923,-0.366991646
8/30/2014,-0.018175771,-0.065065181,-0.012204948,-0.27433312
8/31/2014,-0.084147292,-0.060143695,-0.084367127,-0.061636133
9/2/2014,-0.178474877,-0.048846458,-0.21804017,-0.741080066
9/3/2014,-0.098156249,-0.0849346,-0.106674687,-0.710139561
9/4/2014,-0.131328654,-0.083291219,-0.159705308,-0.040121616
9/5/2014,0.07796171,-0.047703731,0.122483435,-0.453920604
9/6/2014,-0.073735521,-0.069682346,-0.055869209,0.490916439
9/8/2014,-0.12381838,-0.019498054,-0.15461424,-0.155370209
9/9/2014,-0.106914067,-0.053825072,-0.115292899,-0.798373974
9/10/2014,-0.252952394,-0.087977722,-0.280921846,0.066775157
9/11/2014,-0.135257182,-0.042025992,-0.165704693,-1.08919895
9/12/2014,-0.239221674,-0.103424666,-0.257287299,-1.106565931
9/13/2014,-0.381632823,-0.1043471,-0.422459816,0.141205424
9/15/2014,-0.127481783,-0.038072685,-0.150481178,0.002682583
9/16/2014,-0.294604274,-0.045430219,-0.340334272,0.443246052
9/17/2014,-0.147809663,-0.02203003,-0.187760766,-0.169999881
9/18/2014,-0.183299917,-0.054602115,-0.229516977,-0.900241216
9/19/2014,-0.42363957,-0.093388322,-0.48206591,-1.003261255
9/20/2014,-0.383770097,-0.098860152,-0.450496803,-2.804312265
9/22/2014,-0.440486723,-0.19452159,-0.480316073,-0.699561338
9/23/2014,-0.297418425,-0.082729365,-0.337314172,0.486215946
9/24/2014,-0.082360413,-0.019747717,-0.106542489,-0.284794645
9/25/2014,-0.291069544,-0.060699351,-0.33014742,-1.006064079
9/26/2014,-0.317365693,-0.099009022,-0.345662224,0.131430362
9/27/2014,-0.143156698,-0.03859188,-0.182118692,0.323571601
9/29/2014,-0.07733928,-0.028386446,-0.091576951,-0.490307068
9/30/2014,-0.107299781,-0.071614985,-0.096709832,-1.242444219
10/2/2014,-0.136744823,-0.111564171,-0.146474114,0.435185845
10/3/2014,-0.033160123,-0.022458142,-0.041205875,-0.880505888
10/4/2014,-0.214216174,-0.092340095,-0.24325061,-0.954202894
10/6/2014,-0.306005376,-0.096254455,-0.331885244,0.838882987
10/7/2014,0.102041017,-0.001016079,0.130023421,1.869224203
10/8/2014,0.196172021,0.053709702,0.207609027,-0.200699334
10/9/2014,-0.111998558,-0.056232693,-0.121608147,1.212498778
10/10/2014,0.042683889,0.018828236,0.039315356,-0.903808385
10/11/2014,-0.22145879,-0.093577789,-0.259245554,0.401487828
10/13/2014,0.04197291,-0.024247986,0.054974064,0.336306459
10/14/2014,0.001439727,-0.027710044,0.021377634,0.079034184
10/15/2014,-0.139554652,-0.041374863,-0.127766278,-0.849733177
10/16/2014,-0.035652017,-0.090705626,-0.013818289,0.66407573
10/17/2014,0.022888358,-0.010300831,0.013741912,-0.436274032
10/18/2014,-0.211951861,-0.068745062,-0.241979824,-0.517483511
10/20/2014,-0.05133781,-0.073058441,-0.056281876,0.591767238
10/21/2014,-0.184273735,-0.014141441,-0.217609591,0.600874709
10/22/2014,-0.129225114,-0.013657705,-0.147365135,-0.630236099
10/23/2014,-0.251722001,-0.079047208,-0.271479673,-1.06803061
10/24/2014,-0.213107332,-0.102300326,-0.213518522,0.262129442
10/25/2014,0.036272716,-0.031649899,0.049405875,-0.141150663
10/27/2014,0.018371802,-0.053069811,0.040949474,-0.118068918
10/28/2014,-0.206560094,-0.051843842,-0.212872097,0.230773134
10/29/2014,-0.209172894,-0.033315365,-0.24712397,0.006967225
10/30/2014,-0.191235885,-0.045202644,-0.228167171,-2.22200708
10/31/2014,-0.357373725,-0.163592898,-0.381287489,-3.872029225
11/3/2014,-0.46408329,-0.251232554,-0.485219749,-0.687407428
11/4/2014,-0.258364031,-0.082083819,-0.272682648,-0.036769862
11/5/2014,0.025774103,-0.047525706,0.024953372,-2.584410309
11/6/2014,-0.29042689,-0.182841667,-0.303802171,-1.744100835
11/7/2014,-0.388081114,-0.138209276,-0.40368268,0.669488968
11/8/2014,0.117860825,-0.010013312,0.138541526,2.046621162
11/9/2014,0.266363921,0.063132005,0.281936767,0.00570102
11/10/2014,-0.065128685,-0.045269897,-0.078981134,-0.453930125
11/11/2014,-0.117482901,-0.069682852,-0.135650822,-0.58904599
11/12/2014,-0.210071913,-0.076859427,-0.221492618,0.406257945
11/13/2014,-0.103313374,-0.023994625,-0.123187882,-0.087372176
11/14/2014,-0.081747513,-0.050213409,-0.075649212,-0.140465603
11/15/2014,-0.07669026,-0.053033425,-0.078217826,4.15557265
11/16/2014,0.43759813,0.17514734,0.471371297,0.002451656
11/17/2014,-0.398533674,-0.045442485,-0.458110579,-0.583963007
11/18/2014,-0.405048205,-0.076589448,-0.443815001,-0.127078929
11/19/2014,-0.053532638,-0.052322402,-0.059224973,0.045668301
11/20/2014,-0.150805637,-0.043147066,-0.156508699,-0.322592886
11/21/2014,-0.103535931,-0.062706975,-0.100429733,1.086595828
11/22/2014,0.108197605,0.012140998,0.139649061,0.653634993
11/23/2014,0.335750837,-0.010855383,0.381214785,-0.001824956
11/24/2014,-0.179697068,-0.045669634,-0.187627343,-0.137575886
11/25/2014,-0.172051563,-0.05287994,-0.168949233,0.974162593
11/26/2014,0.132896482,0.006169194,0.166978424,0.271097568
11/27/2014,-0.072162474,-0.031173564,-0.076932198,-1.474567704
11/28/2014,-0.268553657,-0.123893231,-0.293476542,-2.453159029
11/29/2014,-0.427450199,-0.175870356,-0.453747215,-3.373218914
12/2/2014,0.582530246,-0.224738628,0.724459018,4.87846597
12/3/2014,0.280981095,0.213543262,0.272351882,0.515479209
12/4/2014,0.081359066,-0.018193421,0.10019646,0.24430425
12/5/2014,-0.019292722,-0.032596671,-0.016404711,-0.481277681
12/6/2014,-0.108601941,-0.071135396,-0.116925564,-0.62650483
12/7/2014,-0.201290971,-0.078849024,-0.232640926,-0.001227491
12/8/2014,-0.129126667,-0.0456379,-0.125249066,-0.060779639
12/9/2014,-0.042264704,-0.048800966,-0.016465781,1.872625034
12/10/2014,0.117124319,0.053890334,0.153586255,2.994283666
12/11/2014,0.216234887,0.113466369,0.234028921,-0.142243788
12/12/2014,-0.204793447,-0.053127872,-0.231253245,0.09485167
12/13/2014,0.047088579,-0.040534729,0.058088539,-0.288933696
12/14/2014,-0.101818803,-0.060919194,-0.106611114,0.004108355
12/15/2014,-0.308645801,-0.045354491,-0.334706495,-1.163514255
12/16/2014,-1.255607516,-0.107371867,-1.399176984,-4.357391663
12/17/2014,-1.085581235,-0.277012206,-1.177107609,-1.769514705
12/18/2014,-0.432639222,-0.139559114,-0.456113363,0.774729703
12/19/2014,-0.031671672,-0.004423531,-0.031687657,-0.090870641
12/20/2014,-0.169701654,-0.050399227,-0.171456453,0.77195864
12/21/2014,0.048191324,-0.004570714,0.103232365,0.003732875
12/22/2014,-0.238805904,-0.045374434,-0.275241231,-0.648495727
12/23/2014,-0.174085247,-0.080017054,-0.185981955,-1.56511544
12/24/2014,-0.421064806,-0.128702604,-0.446820195,0.360630732
12/25/2014,-0.113242649,-0.026418079,-0.050157883,-0.03739941
12/26/2014,-0.055322475,-0.047559144,0.030600108,1.674265887
12/27/2014,0.159981459,0.043354641,0.16683412,0.267115962
12/28/2014,0.045336899,-0.031385044,0.053911471,0.006839754
12/29/2014,-0.109404724,-0.045209414,-0.130568379,-0.20726557
12/30/2014,0.077620635,-0.056581454,0.071132778,-0.367660095
12/31/2014,0.017836968,-0.065100686,0.034211608,0.450493371
1/1/2015,0.091028507,-0.021645094,0.092112609,-2.926680727
1/3/2015,-0.349302334,-0.201021096,-0.344751714,-0.110314407
1/4/2015,0.022502687,-0.051431967,0.03874068,-0.003806116
1/5/2015,0.022277433,-0.045774862,0.049008152,1.530995445
1/6/2015,0.10687676,0.035744942,0.136596587,1.823100155
1/7/2015,0.251482422,0.051259859,0.286438224,1.102994973
1/8/2015,0.258741619,0.013012026,0.297629166,-0.114126851
1/9/2015,0.071541766,-0.051634462,0.111750283,-0.499316002
1/10/2015,-0.058486136,-0.072093488,-0.029377403,0.737135456
1/11/2015,0.14113748,-0.00642032,0.170869578,-0.000605963
1/12/2015,0.056626992,-0.045604888,0.079405056,0.317022675
1/13/2015,0.099644191,-0.028734287,0.126945086,1.885465322
1/14/2015,0.192474456,0.054572336,0.206298839,0.103680059
1/15/2015,0.002364945,-0.040065816,0.011572498,0.205265394
1/16/2015,0.066127676,-0.034670189,0.072009342,1.500885933
1/17/2015,0.52373984,0.034145698,0.582090505,3.529885886
1/18/2015,0.648096023,0.141914469,0.706185726,0.012923853
1/19/2015,-0.043683263,-0.044886262,-0.033617471,-0.513178403
1/20/2015,-0.050335025,-0.072829778,-0.033193153,0.455289004
1/21/2015,0.095433858,-0.021390378,0.115510794,1.950781692
1/22/2015,0.248999721,0.058041565,0.293627972,0.223591768
1/23/2015,-0.020082028,-0.033696798,-0.022979596,0.597822204
1/24/2015,0.177290282,-0.013819837,0.189301432,0.027884166
1/25/2015,0.073600161,-0.044091657,0.081390545,-0.003826778
1/26/2015,0.078628183,-0.045775959,0.070286689,-0.809089884
1/27/2015,-0.13065639,-0.088546889,-0.143346534,-1.10894574
1/28/2015,-0.111431441,-0.104473502,-0.118275996,0.478116025
1/29/2015,0.100628263,-0.020177938,0.116467218,-2.478565475
1/30/2015,-0.181777381,-0.1772198,-0.169058478,-3.340782764
1/31/2015,-0.061546068,-0.223015807,-0.037805059,1.358086651
2/2/2015,0.099100566,0.026561024,0.109198556,-0.347408153
