"Index" "AKJ.Open" "AKJ.High" "AKJ.Low" "AKJ.Close" "AKJ.Volume" "AKJ.Adjusted"
2014-10-31 0.516 0.516 0.516 0.516 0 0.516
2014-11-03 0.516 0.516 0.516 0.516 0 0.516
2014-11-04 0.516 0.516 0.516 0.516 0 0.516
2014-11-05 0.516 0.516 0.516 0.516 0 0.516
2014-11-06 0.516 0.516 0.516 0.516 0 0.516
2014-11-07 0.516 0.516 0.516 0.516 0 0.516
2014-11-10 0.516 0.516 0.516 0.516 0 0.516
2014-11-11 0.516 0.516 0.516 0.516 0 0.516
2014-11-12 0.516 0.516 0.516 0.516 0 0.516
2014-11-13 0.516 0.516 0.516 0.516 0 0.516
2014-11-14 0.516 0.516 0.516 0.516 0 0.516
2014-11-17 0.516 0.516 0.516 0.516 0 0.516
2014-11-18 0.516 0.516 0.516 0.516 0 0.516
2014-11-19 0.516 0.516 0.516 0.516 0 0.516
2014-11-20 0.516 0.516 0.516 0.516 0 0.516
2014-11-21 0.516 0.516 0.516 0.516 0 0.516
2014-11-24 0.516 0.516 0.516 0.516 0 0.516
2014-11-25 0.516 0.516 0.516 0.516 0 0.516
2014-11-26 0.516 0.516 0.516 0.516 0 0.516
2014-11-27 0.516 0.516 0.516 0.516 0 0.516
2014-11-28 0.516 0.516 0.516 0.516 0 0.516
2014-12-01 0.516 0.516 0.516 0.516 0 0.516
2014-12-02 0.516 0.516 0.516 0.516 0 0.516
2014-12-03 0.516 0.516 0.516 0.516 0 0.516
2014-12-04 0.516 0.516 0.516 0.516 0 0.516
2014-12-05 0.516 0.516 0.516 0.516 0 0.516
2014-12-08 0.51 0.51 0.51 0.51 0 0.51
2014-12-09 0.506 0.506 0.506 0.506 0 0.506
2014-12-10 0.505 0.505 0.505 0.505 0 0.505
2014-12-11 0.497 0.497 0.497 0.497 0 0.497
2014-12-12 0.412 0.412 0.412 0.412 0 0.412
2014-12-15 0.412 0.412 0.412 0.412 0 0.412
2014-12-16 0.412 0.412 0.412 0.412 0 0.412
2014-12-17 0.412 0.412 0.412 0.412 0 0.412
2014-12-18 0.412 0.412 0.412 0.412 0 0.412
2014-12-19 0.412 0.412 0.412 0.412 0 0.412
2014-12-22 0.425 0.425 0.425 0.425 0 0.425
2014-12-23 0.425 0.425 0.425 0.425 0 0.425
2014-12-24 0.425 0.425 0.425 0.425 0 0.425
2014-12-25 0.425 0.425 0.425 0.425 0 0.425
2014-12-26 0.425 0.425 0.425 0.425 0 0.425
2014-12-29 0.425 0.425 0.425 0.425 0 0.425
2014-12-30 0.427 0.427 0.427 0.427 0 0.427
2014-12-31 0.427 0.427 0.427 0.427 0 0.427
2015-01-01 0.427 0.427 0.427 0.427 0 0.427
2015-01-02 0.433 0.433 0.433 0.433 0 0.433
2015-01-05 0.433 0.433 0.433 0.433 0 0.433
2015-01-06 0.439 0.439 0.439 0.439 0 0.439
2015-01-07 0.443 0.443 0.443 0.443 0 0.443
2015-01-08 0.451 0.451 0.451 0.451 0 0.451
2015-01-09 0.453 0.453 0.453 0.453 0 0.453
2015-01-12 0.454 0.454 0.454 0.454 0 0.454
2015-01-13 0.458 0.458 0.458 0.458 0 0.458
2015-01-14 0.463 0.463 0.463 0.463 0 0.463
2015-01-15 0.467 0.467 0.467 0.467 0 0.467
2015-01-16 0.476 0.476 0.476 0.476 0 0.476
2015-01-19 0.485 0.485 0.485 0.485 0 0.485
2015-01-20 0.485 0.485 0.485 0.485 0 0.485
2015-01-21 0.485 0.485 0.485 0.485 0 0.485
2015-01-22 0.485 0.485 0.485 0.485 0 0.485
2015-01-23 0.492 0.492 0.492 0.492 0 0.492
2015-01-26 0.497 0.497 0.497 0.497 0 0.497
2015-01-27 0.505 0.505 0.505 0.505 0 0.505
2015-01-28 0.505 0.505 0.505 0.505 0 0.505
2015-01-29 0.505 0.505 0.505 0.505 0 0.505
2015-01-30 0.505 0.505 0.505 0.505 0 0.505
2015-02-02 0.505 0.505 0.505 0.505 0 0.505
2015-02-03 0.505 0.505 0.505 0.505 0 0.505
2015-02-04 0.505 0.505 0.505 0.505 0 0.505
2015-02-05 0.505 0.505 0.505 0.505 0 0.505
2015-02-06 0.505 0.505 0.505 0.505 0 0.505
2015-02-09 0.508 0.508 0.508 0.508 0 0.508
2015-02-10 0.51 0.51 0.51 0.51 0 0.51
2015-02-11 0.51 0.51 0.51 0.51 0 0.51
2015-02-12 0.51 0.51 0.51 0.51 0 0.51
2015-02-13 0.51 0.51 0.51 0.51 0 0.51
2015-02-16 0.51 0.51 0.51 0.51 0 0.51
2015-02-17 0.51 0.51 0.51 0.51 0 0.51
2015-02-18 0.51 0.51 0.51 0.51 0 0.51
2015-02-19 0.51 0.51 0.51 0.51 0 0.51
2015-02-20 0.51 0.51 0.51 0.51 0 0.51
2015-02-23 0.51 0.51 0.51 0.51 0 0.51
2015-02-24 0.51 0.51 0.51 0.51 0 0.51
2015-02-25 0.51 0.51 0.51 0.51 0 0.51
2015-02-26 0.51 0.51 0.51 0.51 0 0.51
2015-02-27 0.51 0.51 0.51 0.51 0 0.51
2015-03-02 0.51 0.51 0.51 0.51 0 0.51
2015-03-03 0.51 0.51 0.51 0.51 0 0.51
2015-03-04 0.51 0.51 0.51 0.51 0 0.51
2015-03-05 0.51 0.51 0.51 0.51 0 0.51
2015-03-06 0.51 0.51 0.51 0.51 0 0.51
2015-03-09 0.51 0.51 0.51 0.51 0 0.51
2015-03-10 0.51 0.51 0.51 0.51 0 0.51
2015-03-11 0.51 0.51 0.51 0.51 0 0.51
2015-03-12 0.51 0.51 0.51 0.51 0 0.51
2015-03-13 0.51 0.51 0.51 0.51 0 0.51
2015-03-16 0.51 0.51 0.51 0.51 0 0.51
2015-03-17 0.51 0.51 0.51 0.51 0 0.51
2015-03-18 0.51 0.51 0.51 0.51 0 0.51
2015-03-19 0.51 0.51 0.51 0.51 0 0.51
2015-03-20 0.51 0.51 0.51 0.51 0 0.51
2015-03-23 0.523 0.523 0.523 0.523 0 0.523
2015-03-24 0.523 0.523 0.523 0.523 0 0.523
2015-03-25 0.523 0.523 0.523 0.523 0 0.523
2015-03-26 0.534 0.594 0.534 0.594 3000 0.594
2015-03-27 0.594 0.594 0.594 0.594 0 0.594
2015-03-30 0.766 0.766 0.766 0.766 0 0.766
2015-03-31 0.766 0.766 0.766 0.766 0 0.766
2015-04-01 0.766 0.766 0.766 0.766 0 0.766
2015-04-02 0.766 0.766 0.766 0.766 0 0.766
2015-04-03 0.766 0.766 0.766 0.766 0 0.766
2015-04-06 0.766 0.766 0.766 0.766 0 0.766
2015-04-07 0.782 0.782 0.782 0.782 0 0.782
2015-04-08 0.816 0.816 0.816 0.816 0 0.816
2015-04-09 0.823 0.823 0.823 0.823 1000 0.823
2015-04-10 0.823 0.823 0.823 0.823 0 0.823
2015-04-13 0.823 0.823 0.823 0.823 0 0.823
2015-04-14 0.823 0.823 0.823 0.823 0 0.823
2015-04-15 0.823 0.823 0.823 0.823 0 0.823
2015-04-16 0.823 0.823 0.823 0.823 0 0.823
2015-04-17 0.823 0.823 0.823 0.823 0 0.823
2015-04-20 0.823 0.823 0.823 0.823 0 0.823
2015-04-21 0.823 0.823 0.823 0.823 0 0.823
2015-04-22 0.823 0.823 0.823 0.823 0 0.823
2015-04-23 0.82 0.82 0.82 0.82 0 0.82
2015-04-24 0.816 0.816 0.816 0.816 0 0.816
2015-04-27 0.81 0.81 0.81 0.81 0 0.81
2015-04-28 0.81 0.81 0.81 0.81 0 0.81
2015-04-29 0.81 0.81 0.81 0.81 0 0.81
2015-04-30 0.81 0.81 0.81 0.81 0 0.81
2015-05-01 0.81 0.81 0.81 0.81 0 0.81
2015-05-04 0.803 0.803 0.803 0.803 0 0.803
2015-05-05 0.803 0.803 0.803 0.803 0 0.803
2015-05-06 0.803 0.803 0.803 0.803 0 0.803
2015-05-07 0.801 0.801 0.801 0.801 0 0.801
2015-05-08 0.801 0.801 0.801 0.801 0 0.801
2015-05-11 0.801 0.801 0.801 0.801 0 0.801
2015-05-12 0.801 0.801 0.801 0.801 0 0.801
2015-05-13 0.801 0.801 0.801 0.801 0 0.801
2015-05-14 0.801 0.801 0.801 0.801 0 0.801
2015-05-15 0.801 0.801 0.801 0.801 0 0.801
2015-05-18 0.801 0.801 0.801 0.801 0 0.801
2015-05-19 0.801 0.801 0.801 0.801 0 0.801
2015-05-20 0.838 0.838 0.838 0.838 0 0.838
2015-05-21 0.869 0.869 0.869 0.869 0 0.869
2015-05-22 0.869 0.869 0.869 0.869 0 0.869
2015-05-25 0.869 0.869 0.869 0.869 0 0.869
2015-05-26 0.869 0.869 0.869 0.869 0 0.869
2015-05-27 0.869 0.869 0.869 0.869 0 0.869
2015-05-28 0.869 0.869 0.869 0.869 0 0.869
2015-05-29 0.869 0.869 0.869 0.869 0 0.869
2015-06-01 0.869 0.869 0.869 0.869 0 0.869
2015-06-02 0.869 0.869 0.869 0.869 0 0.869
2015-06-03 0.861 0.861 0.861 0.861 0 0.861
2015-06-04 0.848 0.848 0.848 0.848 0 0.848
2015-06-05 0.848 0.848 0.848 0.848 0 0.848
2015-06-08 0.848 0.848 0.848 0.848 0 0.848
2015-06-09 0.84 0.84 0.84 0.84 0 0.84
2015-06-10 0.84 0.84 0.84 0.84 0 0.84
2015-06-11 0.84 0.84 0.84 0.84 0 0.84
2015-06-12 0.84 0.84 0.84 0.84 0 0.84
2015-06-15 0.84 0.84 0.84 0.84 0 0.84
2015-06-16 0.84 0.84 0.84 0.84 0 0.84
2015-06-17 0.84 0.84 0.84 0.84 0 0.84
2015-06-18 0.84 0.84 0.84 0.84 0 0.84
2015-06-19 0.84 0.84 0.84 0.84 0 0.84
2015-06-22 0.84 0.84 0.84 0.84 0 0.84
2015-06-23 0.84 0.84 0.84 0.84 0 0.84
2015-06-24 0.84 0.84 0.84 0.84 0 0.84
2015-06-25 0.84 0.84 0.84 0.84 0 0.84
2015-06-26 0.84 0.84 0.84 0.84 0 0.84
2015-06-29 0.84 0.84 0.84 0.84 0 0.84
2015-06-30 0.84 0.84 0.84 0.84 0 0.84
2015-07-01 0.84 0.84 0.84 0.84 0 0.84
2015-07-02 0.84 0.84 0.84 0.84 0 0.84
2015-07-03 0.84 0.84 0.84 0.84 0 0.84
2015-07-06 0.787 0.787 0.787 0.787 0 0.787
2015-07-07 0.794 0.794 0.794 0.794 0 0.794
2015-07-08 0.789 0.789 0.789 0.789 0 0.789
2015-07-09 0.776 0.776 0.776 0.776 0 0.776
2015-07-10 0.775 0.775 0.775 0.775 0 0.775
2015-07-13 0.774 0.774 0.774 0.774 0 0.774
2015-07-14 0.788 0.788 0.788 0.788 0 0.788
2015-07-15 0.791 0.791 0.791 0.791 0 0.791
2015-07-16 0.79 0.79 0.79 0.79 0 0.79
2015-07-17 0.791 0.791 0.791 0.791 0 0.791
2015-07-20 0.79 0.79 0.79 0.79 0 0.79
2015-07-21 0.785 0.785 0.785 0.785 0 0.785
2015-07-22 0.781 0.83 0.781 0.83 5000 0.83
2015-07-23 0.83 0.83 0.83 0.83 0 0.83
2015-07-24 0.83 0.83 0.83 0.83 0 0.83
2015-07-27 0.83 0.83 0.83 0.83 0 0.83
2015-07-28 0.83 0.83 0.83 0.83 0 0.83
2015-07-29 0.83 0.83 0.83 0.83 0 0.83
2015-07-30 0.83 0.83 0.83 0.83 0 0.83
2015-07-31 0.83 0.83 0.83 0.83 0 0.83
2015-08-03 0.83 0.83 0.83 0.83 0 0.83
2015-08-04 0.83 0.83 0.83 0.83 0 0.83
2015-08-05 0.83 0.83 0.83 0.83 0 0.83
2015-08-06 0.83 0.83 0.83 0.83 0 0.83
2015-08-07 0.83 0.83 0.83 0.83 0 0.83
2015-08-10 0.83 0.83 0.83 0.83 0 0.83
2015-08-11 0.83 0.83 0.83 0.83 1000 0.83
2015-08-12 0.827 0.827 0.827 0.827 0 0.827
2015-08-13 0.827 0.827 0.827 0.827 0 0.827
2015-08-14 0.82 0.82 0.82 0.82 0 0.82
2015-08-17 0.82 0.82 0.82 0.82 0 0.82
2015-08-18 0.82 0.82 0.82 0.82 0 0.82
2015-08-19 0.82 0.82 0.82 0.82 0 0.82
2015-08-20 0.82 0.82 0.82 0.82 0 0.82
2015-08-21 0.79 0.79 0.79 0.79 0 0.79
2015-08-24 0.768 0.768 0.768 0.768 0 0.768
2015-08-25 0.757 0.757 0.757 0.757 0 0.757
2015-08-26 0.757 0.757 0.757 0.757 0 0.757
2015-08-27 0.757 0.757 0.757 0.757 0 0.757
2015-08-28 0.757 0.757 0.757 0.757 0 0.757
2015-08-31 0.758 0.758 0.758 0.758 0 0.758
2015-09-01 0.765 0.765 0.765 0.765 0 0.765
2015-09-02 0.765 0.765 0.765 0.765 0 0.765
2015-09-03 0.765 0.765 0.765 0.765 0 0.765
2015-09-04 0.765 0.765 0.765 0.765 0 0.765
2015-09-07 0.765 0.765 0.765 0.765 0 0.765
2015-09-08 0.765 0.765 0.765 0.765 0 0.765
2015-09-09 0.765 0.765 0.765 0.765 0 0.765
2015-09-10 0.765 0.765 0.765 0.765 0 0.765
2015-09-11 0.765 0.765 0.765 0.765 0 0.765
2015-09-14 0.765 0.765 0.765 0.765 0 0.765
2015-09-15 0.765 0.765 0.765 0.765 0 0.765
2015-09-16 0.77 0.77 0.77 0.77 0 0.77
2015-09-17 0.777 0.777 0.777 0.777 0 0.777
2015-09-18 0.777 0.777 0.777 0.777 0 0.777
2015-09-21 0.777 0.777 0.777 0.777 0 0.777
2015-09-22 0.779 0.779 0.779 0.779 0 0.779
2015-09-23 0.779 0.779 0.779 0.779 0 0.779
2015-09-24 0.779 0.779 0.779 0.779 0 0.779
2015-09-25 0.779 0.779 0.779 0.779 0 0.779
2015-09-28 0.779 0.779 0.779 0.779 0 0.779
2015-09-29 0.779 0.779 0.779 0.779 0 0.779
2015-09-30 0.81 0.81 0.81 0.81 0 0.81
2015-10-01 0.852 0.852 0.852 0.852 0 0.852
2015-10-02 0.852 0.852 0.852 0.852 0 0.852
2015-10-05 0.852 0.852 0.852 0.852 0 0.852
2015-10-06 0.855 0.855 0.855 0.855 0 0.855
2015-10-07 0.855 0.855 0.855 0.855 0 0.855
2015-10-08 0.855 0.855 0.855 0.855 0 0.855
2015-10-09 0.863 0.863 0.863 0.863 0 0.863
2015-10-12 0.863 0.863 0.863 0.863 0 0.863
2015-10-13 0.863 0.863 0.863 0.863 0 0.863
2015-10-14 0.863 0.863 0.863 0.863 0 0.863
2015-10-15 0.863 0.863 0.863 0.863 0 0.863
2015-10-16 0.863 0.863 0.863 0.863 0 0.863
2015-10-19 0.863 0.863 0.863 0.863 0 0.863
2015-10-20 0.863 0.863 0.863 0.863 0 0.863
2015-10-21 0.863 0.863 0.863 0.863 0 0.863
2015-10-22 0.863 0.863 0.863 0.863 0 0.863
2015-10-23 0.87 0.87 0.87 0.87 0 0.87
2015-10-26 0.871 0.871 0.871 0.871 0 0.871
2015-10-27 0.871 0.871 0.871 0.871 0 0.871
2015-10-28 0.872 0.872 0.872 0.872 0 0.872
2015-10-29 0.875 0.875 0.875 0.875 0 0.875
2015-10-30 0.881 0.881 0.881 0.881 0 0.881
