"Index" "CL.Open" "CL.High" "CL.Low" "CL.Close" "CL.Volume" "CL.Adjusted"
2013-02-14 107.620003 108.730003 107.57 108.330002 3427800 50.987454
2013-02-15 108.699997 110.32 108.699997 110.019997 5396400 51.782881
2013-02-19 110.160004 112.040001 109.919998 111.910004 5458400 52.672446
2013-02-20 112 113 111.949997 112.110001 3273800 52.766578
2013-02-21 111.75 113.620003 111.510002 113.089996 4462400 53.227831
2013-02-22 113.099998 114.199997 112.809998 113.970001 3723600 53.642021
2013-02-25 114.25 115.709999 113.760002 114.010002 4942600 53.660848
2013-02-26 112.900002 114.139999 112.480003 113.910004 5666400 53.613782
2013-02-27 113.550003 114.919998 112.830002 114.459999 4004200 53.872647
2013-02-28 114.660004 115.690002 114.410004 114.43 3905800 53.858528
2013-03-01 114.089996 114.419998 113.400002 114.110001 3515200 53.707914
2013-03-04 114.080002 114.879997 113.860001 114.839996 2275200 54.0515
2013-03-05 115.230003 116.169998 115.099998 115.709999 2893000 54.460982
2013-03-06 115.849998 115.949997 114.839996 115.349998 2423400 54.291541
2013-03-07 116.709999 116.709999 115.290001 115.410004 3718800 54.319784
2013-03-08 115.830002 115.949997 115 115.739998 2969400 54.475102
2013-03-11 115.830002 115.959999 115.239998 115.639999 2661000 54.428036
2013-03-12 115.690002 115.75 115 115.059998 2449600 54.155047
2013-03-13 115.059998 115.160004 114.620003 114.900002 2309000 54.079742
2013-03-14 114.949997 114.980003 113.709999 113.839996 4585400 53.580832
2013-03-15 112.940002 113.110001 112.080002 112.080002 8422800 52.752459
2013-03-18 111.639999 112.449997 111.32 112.260002 3896800 52.837179
2013-03-19 112.110001 112.68 111.970001 112.540001 4108000 52.968966
2013-03-20 112.860001 114.800003 112.860001 114.599998 3447800 53.93854
2013-03-21 114.110001 114.580002 113.699997 113.709999 2341800 53.519646
2013-03-22 113.75 115 113.349998 114.410004 4500400 53.849116
2013-03-25 114.769997 115.089996 114.099998 114.400002 3294600 53.844408
2013-03-26 114.800003 117.360001 114.800003 117.32 3123400 55.218758
2013-03-27 116.5 116.959999 116.07 116.720001 2134800 54.936358
