"Index" "CSC.Open" "CSC.High" "CSC.Low" "CSC.Close" "CSC.Volume" "CSC.Adjusted"
2014-07-29 64.790001 65 64.32 64.32 700500 63.153717
2014-07-30 64.559998 64.730003 63.950001 64.239998 577900 63.075166
2014-07-31 63.849998 64.07 61.799999 62.389999 1370000 61.258712
2014-08-01 62.09 62.919998 62.049999 62.650002 1003300 61.514
2014-08-04 62.66 63.02 62.169998 62.790001 654900 61.651461
2014-08-05 62.59 62.970001 62.049999 62.360001 839900 61.229257
2014-08-06 61.939999 62.720001 61.900002 62.099998 808800 60.97397
2014-08-07 62.360001 62.599998 61.299999 61.330002 1162900 60.217935
2014-08-08 59.080002 59.509998 56.939999 57.5 2947300 56.457381
2014-08-11 57.799999 58.869999 57.790001 58.599998 1678300 57.537434
2014-08-12 58.439999 58.799999 57.900002 57.990002 1396400 56.938498
2014-08-13 58.279999 58.669998 57.939999 58.52 1565300 57.458886
2014-08-14 58.73 58.990002 58.52 58.77 795600 57.704353
2014-08-15 59 59.43 58.41 58.82 1009500 57.753446
2014-08-18 59.310001 59.900002 59.049999 59.630001 926600 58.54876
2014-08-19 59.599998 59.889999 59.599998 59.84 497700 58.754951
2014-08-20 59.880001 60.169998 59.66 60 1180300 58.91205
2014-08-21 60 60.68 59.919998 60.439999 709500 59.34407
2014-08-22 60.369999 60.599998 59.779999 59.799999 681800 58.715675
2014-08-25 60.02 60.259998 59.689999 59.970001 480200 58.882595
2014-08-26 59.860001 60.299999 59.639999 60.049999 748500 58.961142
2014-08-27 60.220001 60.470001 59.93 60.400002 971900 59.304798
2014-08-28 60.07 60.299999 59.639999 59.98 602300 58.892412
2014-08-29 59.970001 59.970001 59.369999 59.790001 762000 58.931836
2014-09-02 59.959999 60.41 59.740002 60.23 739400 59.36552
2014-09-03 60.25 60.75 59.98 60.049999 1147400 59.188103
2014-09-04 60.259998 60.630001 59.779999 59.98 545700 59.119108
2014-09-05 60 60.360001 59.810001 60.25 439400 59.385233
2014-09-08 60.029999 60.279999 59.720001 59.82 506400 58.961405
2014-09-09 59.669998 59.669998 59.130001 59.360001 806800 58.508008
2014-09-10 59.220001 59.959999 59.220001 59.75 460500 58.89241
2014-09-11 59.580002 59.959999 59.549999 59.860001 764100 59.000831
2014-09-12 59.799999 60.080002 59.450001 59.709999 1008500 58.852983
2014-09-15 59.790001 59.93 59.369999 59.599998 863300 58.744561
2014-09-16 59.610001 59.740002 59.200001 59.48 1664300 58.626284
2014-09-17 59.450001 59.700001 59.139999 59.189999 1267300 58.340446
2014-09-18 59.32 59.560001 59.18 59.200001 845400 58.350304
2014-09-19 59.450001 59.459999 58.439999 58.700001 1626300 57.857481
2014-09-22 58.41 58.529999 57.759998 57.799999 1207300 56.970397
2014-09-23 57.52 57.610001 57.189999 57.23 1015100 56.408579
2014-09-24 57.139999 57.619999 57.139999 57.439999 1178700 56.615564
2014-09-25 57.209999 57.360001 56.310001 56.630001 940900 55.817192
2014-09-26 56.709999 56.84 56.470001 56.630001 664100 55.817192
2014-09-29 56.34 62 56.189999 59.619999 4706200 58.764274
2014-09-30 60.419998 61.68 60.009998 61.150002 3853200 60.272317
2014-10-01 61.049999 61.93 58.57 58.990002 3006400 58.14332
2014-10-02 59.009998 59.240002 58.040001 58.709999 904600 57.867336
2014-10-03 59.150002 59.709999 59.139999 59.169998 1195600 58.320733
2014-10-06 59.66 59.919998 59.25 59.25 1053600 58.399586
2014-10-07 58.939999 59.200001 57.98 58 1089600 57.167527
2014-10-08 58 59.330002 57.98 59.23 1559500 58.379873
2014-10-09 59.18 59.299999 57.619999 57.639999 1186600 56.812694
2014-10-10 57.68 58.25 57.130001 57.130001 1398700 56.310015
2014-10-13 57.240002 57.529999 56.389999 56.389999 1041400 55.580635
2014-10-14 56.540001 56.810001 56.209999 56.259998 1310900 55.4525
2014-10-15 55.68 56.16 54.77 55.369999 1408100 54.575275
2014-10-16 54.290001 55.650002 54.23 55.380001 1400700 54.585133
2014-10-17 55.91 56.599998 55.529999 56.439999 922700 55.629917
2014-10-20 55.799999 56.720001 55.73 56.639999 933000 55.827047
2014-10-21 56.849998 59.200001 56.700001 58.75 2021200 57.906763
2014-10-22 58.75 59.43 58.549999 58.669998 1514600 57.827909
2014-10-23 59.25 59.41 58.939999 59.119999 1532200 58.271451
2014-10-24 59.330002 59.650002 59.080002 59.549999 1133500 58.695279
2014-10-27 59.290001 60.009998 59.07 59.490002 1250800 58.636143
2014-10-28 59.310001 60 59.310001 59.77 1039600 58.912123
2014-10-29 59.77 60.349998 59.5 60.139999 953300 59.276811
2014-10-30 60.240002 60.360001 59.759998 60.040001 1195300 59.178248
2014-10-31 60.639999 60.720001 60.139999 60.400002 1104600 59.533082
2014-11-03 60.450001 60.450001 60.139999 60.200001 885900 59.335952
2014-11-04 60.189999 60.73 60.130001 60.209999 1155900 59.345806
2014-11-05 60.459999 60.610001 60 60.380001 1476000 59.513368
2014-11-06 60.459999 60.900002 59.68 59.689999 2279400 58.833269
2014-11-07 56.779999 60.34 56.560001 59.669998 2947600 58.813556
2014-11-10 59.610001 59.689999 59.02 59.310001 1311000 58.458726
2014-11-11 59.349998 60.220001 58.900002 60.200001 1335200 59.335952
2014-11-12 60.09 61.369999 59.48 61.25 1802100 60.37088
2014-11-13 61.43 61.700001 60.68 61.669998 1309300 60.78485
2014-11-14 61.700001 62.150002 61.400002 61.759998 1236200 60.873558
2014-11-17 61.75 62.5 61.689999 62.389999 884300 61.494517
2014-11-18 62.310001 62.57 61.970001 62.02 1031700 61.129829
2014-11-19 61.900002 62.32 61.5 62.279999 955000 61.386095
2014-11-20 61.900002 62.91 61.669998 62.709999 970800 61.809924
2014-11-21 63.450001 63.59 62.110001 62.48 900500 61.583226
2014-11-24 62.759998 63.610001 62.490002 63.450001 870400 62.539304
2014-11-25 63.360001 63.720001 62.919998 63.139999 744600 62.233752
2014-11-26 63.27 63.57 62.849998 63.290001 694800 62.381601
2014-11-28 63.419998 63.889999 63.139999 63.380001 399000 62.470309
2014-12-01 63.299999 63.939999 62.869999 63.52 873300 62.608299
2014-12-02 63.419998 64.110001 63.209999 64.089996 963800 63.170114
2014-12-03 64.129997 66.989998 63.48 66.230003 2744500 65.279406
2014-12-04 66.010002 66.18 65 65.230003 1558300 64.293759
2014-12-05 65.129997 65.690002 64.809998 65.57 1242200 64.628875
2014-12-08 65.190002 65.519997 64.32 64.43 830600 63.505238
2014-12-09 63.990002 64.190002 63.369999 63.91 1023000 62.992701
2014-12-10 63.650002 63.900002 62.43 62.779999 1508000 61.878919
2014-12-11 62.91 63.32 62.369999 62.48 1268000 61.583226
2014-12-12 62.18 62.549999 61.290001 61.32 1120200 60.439875
2014-12-15 61.560001 62.049999 61.299999 61.93 1357200 61.04112
2014-12-16 61.549999 62.290001 60.900002 60.93 802900 60.055473
2014-12-17 61.209999 62.220001 60.91 62.18 753300 61.287532
2014-12-18 63.119999 63.720001 62.84 63.720001 876600 62.805429
2014-12-19 64.029999 64.339996 63.529999 63.84 1393700 62.923706
2014-12-22 63.84 64.440002 63.099998 64.230003 735900 63.308112
2014-12-23 64.360001 64.629997 64.040001 64.120003 562300 63.19969
2014-12-24 64.290001 64.739998 64.160004 64.360001 184600 63.436243
2014-12-26 64.470001 64.699997 64.099998 64.150002 219000 63.229258
2014-12-29 63.919998 64.449997 63.84 63.98 302300 63.061696
2014-12-30 64.43 65 64.370003 64.440002 621700 63.515097
2014-12-31 64.279999 64.5 63.009998 63.049999 569000 62.36765
2015-01-02 63.310001 63.580002 62.369999 63.25 759700 62.565486
2015-01-05 62.869999 62.970001 61.860001 61.970001 748200 61.29934
2015-01-06 62.09 62.529999 61.599998 62.130001 1014600 61.457608
2015-01-07 62.380001 62.82 61.75 62.580002 782400 61.902739
2015-01-08 62.959999 63.66 62.720001 63.290001 1274500 62.605054
2015-01-09 63.5 64.440002 63.34 64.290001 955900 63.594232
2015-01-12 64.190002 64.489998 63.110001 63.189999 1064100 62.506134
2015-01-13 63.490002 64.349998 62.599998 63.139999 1200300 62.456676
2015-01-14 62.459999 63.639999 62.34 63.450001 1128400 62.763322
2015-01-15 62.82 63.389999 62.09 62.360001 928500 61.685118
2015-01-16 62.299999 62.950001 61.84 62.889999 1144800 62.209381
2015-01-20 63.41 63.860001 62.48 62.970001 765400 62.288517
2015-01-21 62.650002 62.970001 61.950001 62.5 902900 61.823603
2015-01-22 62.900002 63.560001 62.540001 63.560001 1117700 62.872132
2015-01-23 63.66 65.019997 63.66 64.449997 1244800 63.752496
2015-01-26 64.389999 64.5 63.380001 63.689999 971100 63.000723
2015-01-27 62.91 63.400002 62.27 62.75 1052500 62.070897
2015-01-28 63.189999 63.439999 61.939999 61.98 1142200 61.30923
2015-01-29 62.040001 62.93 61.150002 62.84 1348600 62.159923
2015-01-30 62 62 60.419998 60.68 2222100 60.0233
2015-02-02 60.32 61.380001 59.799999 61.32 1722700 60.656373
2015-02-03 61.740002 62.400002 61.490002 62.049999 1841300 61.378472
2015-02-04 61.959999 63.060001 61.82 62.630001 1917500 61.952197
2015-02-05 62.950001 63.52 62.610001 63.450001 1228600 62.763322
2015-02-06 64.07 65.349998 63.93 65.019997 1574700 64.316327
2015-02-09 64.830002 64.980003 64.400002 64.839996 1727000 64.138275
2015-02-10 60.18 62.200001 59.880001 60.889999 5736300 60.231026
2015-02-11 60.959999 62.34 60.490002 62.139999 3220200 61.467498
2015-02-12 62.279999 64.739998 62.279999 64.5 2763900 63.801958
2015-02-13 64.610001 66.639999 64.419998 66.099998 1875800 65.384641
2015-02-17 66.160004 66.940002 66.110001 66.690002 1075200 65.96826
2015-02-18 66.639999 67.330002 66.489998 67.019997 2197400 66.294682
2015-02-19 67 67.129997 66.400002 66.889999 1066800 66.166092
2015-02-20 66.760002 67.139999 66.32 66.93 817300 66.20566
2015-02-23 69.129997 73.290001 69 71.739998 5474800 70.963602
2015-02-24 72.690002 72.980003 69.610001 70.839996 4358300 70.073341
2015-02-25 70.610001 70.860001 70.150002 70.480003 1979100 69.717244
2015-02-26 70.779999 71.220001 70.190002 70.860001 1648100 70.093128
2015-02-27 70.580002 71.379997 70.519997 70.919998 1737200 70.152477
2015-03-02 70.919998 71.160004 70.239998 71 1226500 70.231613
2015-03-03 70.629997 70.650002 69.980003 70.589996 1022200 69.826046
2015-03-04 70.32 70.360001 69.919998 70.059998 1489000 69.301783
2015-03-05 70 70.129997 69.410004 69.860001 1681800 69.103951
2015-03-06 69.669998 70.5 68.769997 68.860001 1202100 68.114773
2015-03-09 68.879997 69.480003 68.739998 69.129997 1211700 68.381848
2015-03-10 68.870003 69 67.25 67.309998 1803700 66.581545
2015-03-11 67.279999 67.760002 66.269997 66.650002 2077100 65.928691
2015-03-12 66.720001 68.110001 66.720001 68.099998 1993800 67.362996
2015-03-13 67.709999 68.230003 66.93 67.370003 1757500 66.640901
2015-03-16 67.940002 68.18 67.260002 67.470001 1124700 66.739817
2015-03-17 67.269997 67.330002 66.690002 66.699997 924400 65.978146
2015-03-18 66.599998 67.410004 65.879997 67.07 1300900 66.344144
2015-03-19 67.110001 67.610001 66.75 66.779999 689800 66.057282
2015-03-20 66.919998 67.309998 66.709999 66.730003 1375200 66.007828
2015-03-23 66.889999 67.389999 66.379997 66.510002 1759900 65.790207
2015-03-24 66.43 66.779999 65.660004 65.730003 1038800 65.01865
2015-03-25 66.330002 66.339996 64.330002 64.360001 1318400 63.663474
2015-03-26 64.07 65.419998 64.059998 65.169998 1751900 64.695903
2015-03-27 65.309998 65.849998 64.919998 65.769997 1422200 65.291537
2015-03-30 65.970001 66.720001 65.970001 66.449997 787000 65.96659
2015-03-31 66.080002 66.300003 65.260002 65.279999 1593900 64.805103
2015-04-01 65.199997 65.720001 64.389999 65.230003 863900 64.755472
2015-04-02 65.25 65.989998 65.099998 65.379997 713300 64.904374
2015-04-06 65.010002 65.739998 64.419998 65.330002 1262700 64.854743
2015-04-07 65.309998 65.699997 65.139999 65.279999 809600 64.805103
2015-04-08 65.269997 65.559998 64.389999 64.779999 1181000 64.308741
2015-04-09 64.879997 65.139999 64.279999 64.489998 1166700 64.020849
2015-04-10 64.620003 65.980003 64.489998 65.849998 1375500 65.370956
2015-04-13 66.040001 66.269997 65.400002 65.400002 941100 64.924233
2015-04-14 64.379997 64.970001 64.25 64.589996 1053100 64.12012
2015-04-15 64.620003 65.830002 64.470001 65.669998 1604600 65.192266
2015-04-16 65.440002 66.760002 65.300003 65.839996 1331000 65.361027
2015-04-17 65.5 65.870003 65.260002 65.599998 1220700 65.122775
2015-04-20 65.790001 66.300003 65.360001 65.540001 1110000 65.063214
2015-04-21 65.580002 65.75 65 65.059998 1009900 64.586703
2015-04-22 65.25 66.019997 65.199997 65.830002 855400 65.351105
2015-04-23 65.610001 65.959999 65.5 65.650002 770700 65.172414
2015-04-24 65.5 65.75 65.199997 65.559998 841600 65.083065
2015-04-27 65.5 65.75 64.919998 65.07 881600 64.596632
2015-04-28 65.010002 65.620003 64.669998 65.389999 586100 64.914304
2015-04-29 65.239998 65.279999 64.610001 64.809998 575100 64.338521
2015-04-30 64.68 65.040001 63.91 64.449997 1744800 63.98114
2015-05-01 64.790001 65.300003 64.580002 65.230003 708600 64.755472
2015-05-04 65.400002 65.839996 65.400002 65.639999 558000 65.162485
2015-05-05 65.199997 65.5 64.830002 64.949997 1011400 64.477502
2015-05-06 65.239998 65.529999 64 64.379997 879600 63.911649
2015-05-07 64.550003 65.010002 64.269997 64.580002 737100 64.110199
2015-05-08 64.669998 65.610001 64.669998 65.309998 579600 64.834884
2015-05-11 65.269997 65.989998 64.970001 65.199997 732500 64.725683
2015-05-12 64.699997 64.699997 63.849998 64.25 1141000 63.782598
2015-05-13 64.190002 64.870003 64.190002 64.510002 550000 64.040708
2015-05-14 65.160004 69.110001 64.970001 67.279999 3602200 66.790554
2015-05-15 67.5 67.940002 66.610001 67.790001 1887900 67.296846
2015-05-18 67.709999 68.449997 67.419998 68.269997 1605400 67.77335
2015-05-19 68.169998 68.330002 67.139999 67.660004 2121400 67.167794
2015-05-20 70.209999 71 68.519997 69.260002 4572200 68.756153
2015-05-21 68.949997 69.25 68.540001 68.989998 1366400 68.488113
2015-05-22 68.68 68.919998 68.330002 68.480003 1414700 67.981829
2015-05-26 68.25 68.25 67.220001 67.480003 1826100 66.989103
2015-05-27 68.139999 69.669998 68.139999 69.209999 1992900 68.706514
2015-05-28 68.809998 69.389999 68.650002 69.339996 904600 68.835565
2015-05-29 69.339996 69.540001 68.580002 68.599998 1258400 68.100951
2015-06-01 68.769997 69.010002 67.830002 67.949997 946200 67.455678
2015-06-02 67.839996 68.489998 67.730003 68.239998 675800 67.743569
2015-06-03 68.290001 69.150002 68.150002 68.860001 747900 68.359062
2015-06-04 68.440002 68.519997 66.75 67.709999 1465600 67.217426
2015-06-05 67.980003 68.209999 67.019997 67.690002 1057900 67.197575
2015-06-08 67.57 67.68 67.040001 67.050003 759500 66.562231
2015-06-09 67.099998 67.099998 66.160004 66.43 1108200 65.946739
2015-06-10 66.660004 67.550003 66.379997 67.480003 908200 67.221848
2015-06-11 67.82 69.610001 67.650002 69.379997 1964700 69.114573
2015-06-12 68.879997 68.970001 67.529999 67.75 1483300 67.490811
2015-06-15 67.029999 67.050003 66.07 66.199997 1222100 65.946738
2015-06-16 66.410004 67.050003 66.07 66.940002 923800 66.683912
2015-06-17 66.980003 67.580002 66.830002 67.309998 704600 67.052492
2015-06-18 67.43 68 67.330002 67.730003 948700 67.470891
2015-06-19 67.489998 68.029999 67.150002 67.709999 1304000 67.450963
2015-06-22 68.120003 68.160004 67.32 67.410004 1167400 67.152116
2015-06-23 67.510002 67.800003 67.290001 67.309998 772900 67.052492
2015-06-24 67.300003 67.580002 66.400002 66.690002 653000 66.434869
2015-06-25 66.93 67.040001 66.029999 66.349998 596600 66.096166
2015-06-26 66.43 67.089996 66.43 66.760002 1132800 66.504601
2015-06-29 66.260002 66.440002 65.550003 65.75 1210400 65.498463
2015-06-30 66.25 66.559998 65.449997 65.639999 1021500 65.388883
2015-07-01 66.110001 66.309998 65.5 65.919998 778500 65.66781
2015-07-02 66.190002 66.260002 65.669998 66.099998 553700 65.847122
2015-07-06 65.379997 66.440002 65.139999 66.099998 1161100 65.847122
2015-07-07 66.089996 66.5 65.239998 66.300003 898000 66.046361
2015-07-08 65.849998 66.029999 65.089996 65.220001 1049500 64.970491
2015-07-09 66.019997 66.449997 65.25 65.489998 1079200 65.239455
2015-07-10 66.220001 66.970001 66.139999 66.739998 858700 66.484673
2015-07-13 67 67.480003 66.949997 67.370003 873400 67.112268
2015-07-14 67.260002 67.699997 66.970001 67.330002 1199500 67.07242
2015-07-15 67.480003 68.239998 66.980003 67.900002 1016600 67.640239
2015-07-16 68.349998 68.57 67.730003 67.800003 989000 67.540623
2015-07-17 67.720001 67.870003 67.019997 67.5 1401800 67.241768
2015-07-20 67.720001 67.959999 67.300003 67.43 779300 67.172036
2015-07-21 67.080002 67.599998 66.389999 66.510002 1090000 66.255557
2015-07-22 66.25 67 66.18 66.629997 849000 66.375093
2015-07-23 66.620003 66.970001 66.360001 66.550003 576600 66.295405
2015-07-24 66.5 66.540001 64.989998 65.459999 743200 65.209571
2015-07-27 64.980003 65.18 64.379997 64.589996 561100 64.342897
2015-07-28 64.870003 65.099998 64.080002 64.830002 555200 64.581984
2015-07-29 64.739998 65.160004 64.330002 65.040001 542500 64.79118
2015-07-30 64.720001 65.099998 63.880001 64.989998 445400 64.741368
2015-07-31 65.360001 65.470001 64.720001 65.43 667100 65.179687
2015-08-03 65.419998 65.470001 64.629997 65.25 631400 65.000375
2015-08-04 65.269997 65.910004 64.959999 65.139999 776100 64.890796
2015-08-05 65.5 65.989998 65.040001 65.410004 1725000 65.159767
2015-08-06 65.419998 65.580002 63.490002 63.540001 1439700 63.296918
2015-08-07 63.970001 65 63.490002 64.959999 1753800 64.711484
2015-08-10 65 65.760002 64.739998 65.360001 1114700 65.109955
2015-08-11 64.989998 65.510002 63.75 64.199997 1530400 63.954389
2015-08-12 67.43 67.75 65.260002 66.769997 3991000 66.514557
2015-08-13 66.900002 66.970001 65.839996 66.330002 1888500 66.076245
2015-08-14 66.199997 67.830002 66.010002 67.470001 1468300 67.211884
2015-08-17 67.309998 67.75 66.830002 67.699997 703100 67.440999
2015-08-18 67.720001 67.989998 67.449997 67.760002 902200 67.500775
2015-08-19 67.550003 67.589996 66.169998 66.519997 678200 66.265513
2015-08-20 65.830002 66.07 65.199997 65.25 815300 65.000375
2015-08-21 64.739998 65.099998 63.09 63.169998 1192700 62.928331
2015-08-24 59.610001 62.549999 58.77 60.5 1782000 60.268547
2015-08-25 62.470001 62.470001 59.869999 59.91 1935800 59.680804
2015-08-26 61.279999 62.029999 59.830002 61.959999 1112300 61.722961
2015-08-27 62.610001 63.209999 61.290001 62.639999 932300 62.40036
2015-08-28 62.220001 63.060001 62.009998 62.970001 968900 62.729099
2015-08-31 62.5 62.950001 61.91 61.990002 826800 61.752849
2015-09-01 61.290001 61.41 59.75 60.119999 3037900 59.89
2015-09-02 60.52 61.139999 59.990002 61.139999 1453200 61.139999
2015-09-03 61.119999 62.119999 61.040001 61.610001 827300 61.610001
2015-09-04 60.669998 61.299999 60.349998 60.59 806200 60.59
2015-09-08 61.669998 62.189999 61.119999 62.130001 784800 62.130001
2015-09-09 62.849998 62.900002 61.150002 61.279999 669200 61.279999
2015-09-10 61.139999 62.360001 61 61.970001 772400 61.970001
2015-09-11 61.599998 62.240002 61.439999 62.189999 554600 62.189999
2015-09-14 62.200001 62.43 61.240002 61.490002 594200 61.490002
2015-09-15 61.84 62.59 61.369999 62.43 1121000 62.43
2015-09-16 62.240002 62.91 62.16 62.75 615800 62.75
2015-09-17 62.700001 63.02 62.060001 62.189999 559700 62.189999
2015-09-18 61.330002 61.830002 60.779999 60.889999 1287700 60.889999
2015-09-21 61.34 61.869999 60.779999 61.41 871700 61.41
2015-09-22 60.630001 61.040001 60.34 60.900002 693800 60.900002
2015-09-23 60.880001 61.099998 60.189999 60.889999 501300 60.889999
2015-09-24 60.279999 60.650002 59.09 60.490002 974600 60.490002
2015-09-25 61.049999 61.810001 60.57 61.310001 894700 61.310001
2015-09-28 60.98 61.060001 59.68 59.869999 1617600 59.869999
2015-09-29 59.91 60.169998 59.139999 59.810001 1672300 59.810001
2015-09-30 60.369999 61.48 60.200001 61.380001 2201800 61.380001
2015-10-01 61.5 61.740002 61 61.41 1000900 61.41
2015-10-02 60.630001 62.43 60.209999 62.389999 673800 62.389999
2015-10-05 62.68 63.43 62.580002 63.259998 585300 63.259998
2015-10-06 63 63.470001 62.709999 63.139999 894500 63.139999
2015-10-07 63.389999 64.080002 63.049999 63.549999 868000 63.549999
2015-10-08 63.299999 64.419998 63.25 64.330002 827900 64.330002
2015-10-09 64.290001 64.839996 64.029999 64.660004 872600 64.660004
2015-10-12 64.830002 65.139999 64.389999 65.010002 1098400 65.010002
2015-10-13 64.699997 65.330002 64.489998 64.690002 909700 64.690002
2015-10-14 64.57 65.82 64.059998 64.330002 827400 64.330002
2015-10-15 64.459999 64.75 63.939999 64.099998 868700 64.099998
2015-10-16 64.199997 64.440002 63.66 64.32 916500 64.32
2015-10-19 64.220001 64.720001 63.990002 64.389999 1060200 64.389999
2015-10-20 64.330002 64.860001 64.32 64.75 677100 64.75
2015-10-21 65.059998 65.400002 64.589996 64.839996 1344400 64.839996
2015-10-22 65.419998 66.379997 64.709999 65.900002 1668100 65.900002
2015-10-23 66.550003 66.580002 65.900002 66.309998 982300 66.309998
2015-10-26 66.279999 66.540001 66.089996 66.370003 718500 66.370003
2015-10-27 66.120003 66.269997 65.769997 66.059998 580200 66.059998
2015-10-28 66.330002 67.040001 66.059998 67.040001 1298900 67.040001
2015-10-29 66.800003 66.860001 65.959999 66.18 901400 66.18
2015-10-30 66.43 66.980003 66.199997 66.589996 1151800 66.589996
