"Index" "CSC.Open" "CSC.High" "CSC.Low" "CSC.Close" "CSC.Volume" "CSC.Adjusted"
2014-06-19 63.66 63.869999 63.25 63.759998 686200 62.60387
2014-06-20 63.779999 64.25 63.650002 64.019997 1099400 62.859154
2014-06-23 64.099998 64.230003 63.84 64.07 670300 62.90825
2014-06-24 63.91 64.330002 63.91 63.93 1046100 62.770789
2014-06-25 63.880001 64.160004 63.720001 63.990002 619100 62.829702
2014-06-26 63.93 63.990002 63 63.18 751300 62.034388
2014-06-27 63.009998 63.279999 62.720001 62.959999 1163800 61.818376
2014-06-30 63.189999 64.199997 63.009998 63.200001 910900 62.054026
2014-07-01 63.5 64.400002 63.349998 63.98 1129300 62.819882
2014-07-02 63.799999 64.480003 63.73 63.990002 808400 62.829702
2014-07-03 64.059998 64.339996 64.029999 64.260002 432600 63.094807
2014-07-07 64.239998 64.459999 63.84 63.849998 622400 62.692238
2014-07-08 62.93 63.700001 62.869999 62.93 1104800 61.788922
2014-07-09 62.939999 63.84 62.939999 63.299999 917900 62.152212
2014-07-10 62.529999 62.98 62.400002 62.709999 778900 61.57291
2014-07-11 62.779999 63.099998 62.52 62.720001 673400 61.58273
2014-07-14 63.209999 63.34 62.669998 62.700001 667600 61.563093
2014-07-15 62.700001 63 62.450001 62.709999 1020500 61.57291
2014-07-16 63 63.43 62.849998 63.419998 1205600 62.270035
2014-07-17 63.240002 64.519997 63.200001 63.799999 1170200 62.643145
2014-07-18 64.169998 64.290001 63.639999 63.830002 824400 62.672604
2014-07-21 63.580002 63.639999 62.919998 63.540001 597900 62.387861
2014-07-22 63.810001 64.779999 63.689999 64.68 784200 63.50719
2014-07-23 64.660004 65.07 64.279999 65 812200 63.821387
2014-07-24 65 65.519997 64.769997 64.910004 824300 63.733023
2014-07-25 64.800003 65.190002 64.510002 64.790001 467200 63.615196
2014-07-28 64.809998 64.910004 64.379997 64.559998 1206300 63.389363
