"Index" "NP.Open" "NP.High" "NP.Low" "NP.Close" "NP.Volume" "NP.Adjusted"
2013-03-07 29.309999 29.5 29.049999 29.459999 60400 27.901751
2013-03-08 29.5 30.370001 29.440001 30.280001 92500 28.678379
2013-03-11 30.1 30.690001 29.74 30.48 115000 28.8678
2013-03-12 30.26 30.41 29.530001 29.92 109700 28.337421
2013-03-13 29.879999 30.25 29.6 30.120001 53100 28.526843
2013-03-14 30.18 30.26 29.870001 30.25 62400 28.649966
2013-03-15 30.15 30.85 29.940001 30.530001 130400 28.915156
2013-03-18 30.049999 30.809999 30.049999 30.59 47100 28.971982
2013-03-19 30.75 30.77 30.5 30.77 53100 29.142461
2013-03-20 30.950001 31 30.799999 31 51100 29.360295
2013-03-21 30.700001 31.01 30.6 30.65 60500 29.028808
2013-03-22 30.9 30.99 30.41 30.809999 49200 29.180345
2013-03-25 30.84 31 30.360001 30.5 103600 28.886742
2013-03-26 30.6 30.93 30.370001 30.92 67300 29.284527
2013-03-27 30.549999 30.950001 30.24 30.77 122100 29.142461
2013-03-28 30.950001 30.99 30.57 30.76 62400 29.13299
2013-04-01 30.6 30.75 29.700001 29.959999 85200 28.375304
2013-04-02 30.059999 30.32 29.35 29.57 80700 28.005933
2013-04-03 29.549999 29.549999 28.41 28.83 114600 27.305075
2013-04-04 28.879999 29.08 28.620001 28.98 79900 27.44714
2013-04-05 28.290001 28.790001 27.91 28.700001 69600 27.181952
2013-04-08 28.700001 28.799999 28.23 28.65 57500 27.134595
2013-04-09 28.65 28.65 28.139999 28.309999 114800 26.812579
2013-04-10 28.309999 29.15 27.790001 29.01 121000 27.475554
2013-04-11 29.049999 29.110001 28.66 28.870001 76700 27.34296
2013-04-12 28.799999 28.84 28.42 28.690001 122400 27.17248
2013-04-15 28.440001 28.58 28.01 28.15 222000 26.661042
2013-04-16 28.41 28.610001 28.15 28.49 70200 26.983058
2013-04-17 28.299999 28.68 28.23 28.370001 99100 26.869407
2013-04-18 28.51 28.51 28 28.219999 145600 26.727339
2013-04-19 28.26 28.51 27.809999 28.290001 65000 26.793638
2013-04-22 28.34 28.370001 27.82 28.24 79300 26.746282
2013-04-23 28.35 28.73 28.280001 28.559999 52000 27.049355
2013-04-24 28.610001 29.23 28.559999 29 66100 27.466083
2013-04-25 29.139999 29.139999 28.43 28.48 41200 26.973587
2013-04-26 28.43 28.43 28.15 28.23 53800 26.73681
2013-04-29 28.459999 28.58 28.290001 28.43 92800 26.926232
2013-04-30 28.51 29.09 28.469999 28.76 71900 27.238777
2013-05-01 28.690001 28.700001 27.440001 28.18 241700 26.689456
2013-05-02 28.4 28.469999 28.200001 28.24 62600 26.746282
2013-05-03 28.360001 29.23 28.360001 29.040001 143300 27.503968
2013-05-06 29.049999 29.139999 28.25 28.49 149400 26.983058
2013-05-07 28.51 29.120001 28.389999 29.110001 109300 27.570265
2013-05-08 29.15 29.66 28.99 29.66 72700 28.091173
2013-05-09 29.540001 32.349998 29.540001 32.009998 155800 30.316871
2013-05-10 32.169998 32.279999 30.42 30.57 181600 28.953039
2013-05-13 30.6 31.440001 30.530001 31.32 74300 29.663369
2013-05-14 31.290001 31.42 30.950001 31.200001 85900 29.549717
2013-05-15 30.799999 31.219999 30.610001 30.959999 65000 29.464064
2013-05-16 30.790001 31.16 30.790001 30.969999 62800 29.473581
2013-05-17 31.200001 31.33 30.52 30.870001 67100 29.378414
2013-05-20 30.68 31.52 30.68 31.379999 69700 29.86377
2013-05-21 31.379999 31.42 31.059999 31.129999 49600 29.62585
2013-05-22 31.15 31.59 30.209999 30.469999 71700 28.99774
2013-05-23 30.25 30.440001 29.780001 30.309999 47500 28.845471
2013-05-24 30.030001 30.469999 29.809999 30.450001 30000 28.978708
2013-05-28 30.74 31.34 30.57 31.040001 57000 29.5402
2013-05-29 30.809999 31.120001 30.57 31.07 54700 29.568749
2013-05-30 31.09 31.16 30.790001 31.1 37800 29.5973
2013-05-31 31.15 31.870001 31 31.41 124600 29.892321
2013-06-03 31.4 31.969999 31.049999 31.389999 130200 29.873287
2013-06-04 31.5 31.610001 30.23 30.93 180600 29.435514
2013-06-05 30.9 31.200001 30.48 30.860001 55200 29.368897
2013-06-06 30.719999 31.09 30.440001 31.09 72400 29.587783
2013-06-07 31.25 31.4 30.92 31.33 102600 29.816187
2013-06-10 31.43 31.93 31.129999 31.92 59500 30.377679
2013-06-11 31.440001 31.77 31.379999 31.58 38300 30.054107
2013-06-12 31.74 31.74 31.110001 31.209999 42500 29.701984
2013-06-13 31.120001 31.809999 31 31.65 56000 30.120725
2013-06-14 31.6 31.889999 31.59 31.639999 53700 30.111208
2013-06-17 31.92 32 31.639999 31.790001 42300 30.253961
2013-06-18 31.799999 32.07 31.799999 31.959999 92200 30.415745
2013-06-19 31.91 32.049999 31.75 31.75 54300 30.215893
2013-06-20 31.52 31.780001 31.34 31.629999 85200 30.101691
2013-06-21 31.73 31.9 31.360001 31.84 90600 30.301545
2013-06-24 31.66 31.67 31.24 31.43 70900 29.911355
2013-06-25 31.719999 31.719999 31 31.540001 82200 30.016041
2013-06-26 31.67 31.799999 31.16 31.290001 27300 29.77812
2013-06-27 31.49 31.77 31.34 31.639999 45400 30.111208
2013-06-28 31.57 32.150002 31.5 31.77 288900 30.234927
2013-07-01 31.799999 32.48 31.799999 32.419998 89700 30.853518
2013-07-02 32.32 33 32.32 32.98 106100 31.386461
2013-07-03 32.790001 33.93 32.639999 33.779999 39900 32.147806
2013-07-05 34.18 34.240002 33.650002 34.240002 53000 32.585582
2013-07-08 34.209999 34.84 34.209999 34.75 60100 33.070938
2013-07-09 34.799999 35.200001 34.459999 34.950001 108100 33.261275
2013-07-10 34.950001 35.599998 34.869999 35.509998 81200 33.794215
