"Index" "NP.Open" "NP.High" "NP.Low" "NP.Close" "NP.Volume" "NP.Adjusted"
2014-08-14 54.400002 54.740002 54.110001 54.549999 39300 53.256017
2014-08-15 55.07 55.169998 53.869999 54.09 79700 52.806929
2014-08-18 54.5 55.330002 54.5 55.060001 45300 53.753921
2014-08-19 55.07 55.720001 55.02 55.25 65000 53.939413
2014-08-20 55.119999 55.16 54.369999 54.439999 32000 53.148625
2014-08-21 54.509998 55.119999 54.220001 54.950001 30900 53.64653
2014-08-22 55.080002 55.23 54.369999 54.82 59800 53.519612
2014-08-25 55.16 55.529999 54.57 55.02 59100 53.714869
2014-08-26 55.09 55.240002 54.650002 55.080002 61900 53.773447
2014-08-27 55.27 55.27 54.77 55.009998 19400 53.705104
2014-08-28 54.639999 54.740002 54.259998 54.380001 56800 53.090051
2014-08-29 54.439999 55.029999 54.25 54.669998 49700 53.373169
2014-09-02 54.91 55.630001 54.669998 54.799999 52500 53.500086
2014-09-03 55.18 55.18 54.52 54.650002 75000 53.353647
2014-09-04 54.849998 55.279999 54.419998 55.09 60700 53.783208
2014-09-05 54.889999 55.720001 54.490002 55.299999 71500 53.988226
2014-09-08 55.23 55.5 54.889999 55.389999 53100 54.076091
2014-09-09 55.220001 55.299999 54.68 55.119999 63000 53.812495
2014-09-10 55.110001 55.110001 54.560001 54.91 54000 53.607478
2014-09-11 54.740002 55.91 54.740002 55.77 56200 54.447078
2014-09-12 55.700001 55.779999 55.099998 55.540001 59400 54.222534
2014-09-15 55.740002 56.099998 55.009998 55.900002 80900 54.573995
2014-09-16 55.82 56.98 55.73 56.82 75500 55.47217
2014-09-17 56.970001 57.299999 56.599998 57.16 53500 55.804105
2014-09-18 57.27 57.439999 56.759998 57.310001 52600 55.950549
2014-09-19 57.5 57.5 56.639999 57.139999 138500 55.784579
2014-09-22 56.970001 57.009998 56.040001 56.259998 68600 54.925453
2014-09-23 56.209999 56.43 55.360001 55.48 51600 54.163956
2014-09-24 55.490002 55.790001 55 55.41 59500 54.095617
2014-09-25 55.450001 55.450001 54.34 54.73 53500 53.431747
2014-09-26 54.779999 55.240002 54.450001 55.169998 42500 53.861308
2014-09-29 54.549999 54.549999 53.959999 54.09 49200 52.806929
2014-09-30 54.18 54.18 53.48 53.48 77300 52.211398
2014-10-01 53.259998 53.259998 52.419998 52.529999 108500 51.283933
2014-10-02 52.490002 52.91 51.700001 52.689999 57600 51.440137
2014-10-03 53.290001 53.860001 53.27 53.700001 43400 52.426181
2014-10-06 53.759998 53.799999 53.02 53.040001 35900 51.781837
2014-10-07 52.880001 53.32 52.099998 52.169998 46700 50.932472
2014-10-08 52.169998 53.59 51.939999 53.509998 50200 52.240686
2014-10-09 53.400002 53.5 51.900002 51.990002 60500 50.756745
2014-10-10 51.720001 52.720001 51.290001 51.330002 72400 50.112401
2014-10-13 51.450001 53.32 51.439999 52.169998 50900 50.932472
2014-10-14 52.66 54.459999 52.529999 53.720001 57400 52.445707
2014-10-15 53.32 54.950001 52.75 54.689999 87600 53.392695
2014-10-16 54.139999 55.439999 54.139999 54.93 81000 53.627004
2014-10-17 55.389999 55.41 54.43 54.509998 76300 53.216965
2014-10-20 54.48 55.23 54.380001 55.02 76700 53.714869
2014-10-21 55.18 55.869999 54.919998 55.799999 96800 54.476365
2014-10-22 55.93 57 55.73 56.259998 78400 54.925453
2014-10-23 56.970001 57.950001 56.77 57.470001 156800 56.106753
2014-10-24 57.580002 58.439999 57.540001 57.73 140900 56.360584
2014-10-27 57.599998 57.599998 56.689999 56.869999 61900 55.520983
2014-10-28 57.299999 58.689999 57.299999 58.68 120300 57.28805
2014-10-29 58.799999 59.950001 58.669998 59.59 66800 58.176463
2014-10-30 59.470001 60.459999 59.25 60.299999 74600 58.869621
2014-10-31 61.150002 61.380001 60.529999 61.009998 124300 59.562778
2014-11-03 60.900002 62.720001 60.82 61.73 125800 60.2657
2014-11-04 61.82 62.400002 61.32 61.790001 124700 60.324278
2014-11-05 62.23 63.099998 58.380001 59.75 116200 58.332668
2014-11-06 58.669998 58.790001 57.799999 58.77 126700 57.375915
2014-11-07 58.509998 58.630001 58.09 58.419998 79400 57.034215
2014-11-10 58.27 58.369999 57.599998 58.240002 86400 56.858488
2014-11-11 58.240002 58.34 57.759998 58.259998 62700 56.878011
2014-11-12 57.900002 58.419998 57.860001 57.939999 83300 56.828972
2014-11-13 58 58.220001 57.48 57.669998 61000 56.564149
2014-11-14 57.619999 57.900002 57.290001 57.549999 62900 56.446451
2014-11-17 57.259998 57.639999 56.48 56.990002 67700 55.897192
2014-11-18 57.110001 57.779999 56.900002 57.189999 67800 56.093354
2014-11-19 57.02 57.18 55.310001 55.59 75200 54.524036
2014-11-20 55.549999 56.52 54.73 56.459999 41700 55.377352
2014-11-21 57.209999 57.41 55.279999 55.700001 74300 54.631927
2014-11-24 55.790001 56.209999 55.099998 56.040001 85600 54.965408
2014-11-25 55.970001 56.860001 55.900002 56.720001 53800 55.632369
2014-11-26 56.619999 57.84 56.040001 57.549999 102900 56.446451
2014-11-28 57.66 57.970001 57.16 57.240002 43100 56.142398
2014-12-01 57 57.540001 56.419998 56.509998 70700 55.426393
2014-12-02 56.68 57.84 56.580002 56.900002 102200 55.808917
2014-12-03 56.779999 57.93 56.66 57.209999 86300 56.11297
2014-12-04 57.009998 57.75 56.490002 57.009998 76400 55.916805
2014-12-05 57.029999 57.860001 57.029999 57.599998 76900 56.495491
2014-12-08 57.290001 58 56.099998 56.439999 87500 55.357735
2014-12-09 56.150002 59.82 56.110001 59.779999 124700 58.633689
2014-12-10 59.369999 59.98 58 58.209999 57900 57.093795
2014-12-11 58.32 59.32 58.099998 58.200001 70000 57.083988
2014-12-12 57.43 58.029999 56.98 57.25 45500 56.152204
2014-12-15 57.360001 57.849998 56.240002 56.330002 58900 55.249848
2014-12-16 56.330002 57.080002 55.959999 56.009998 79000 54.93598
2014-12-17 56.099998 57 55.540001 56.939999 130500 55.848147
2014-12-18 57.84 58.080002 56.790001 58.040001 80200 56.927057
2014-12-19 58.029999 58.459999 57.049999 57.619999 306600 56.515108
2014-12-22 57.509998 58.75 57.25 58.639999 43000 57.51555
2014-12-23 58.959999 59.84 58.02 59.630001 65200 58.486568
2014-12-24 59.810001 60.759998 59.490002 59.82 57300 58.672923
2014-12-26 60.220001 60.98 60.200001 60.529999 42100 59.369308
2014-12-29 60.77 61.27 60.52 60.720001 41600 59.555667
2014-12-30 60.540001 60.810001 60.25 60.43 40200 59.271227
2014-12-31 60.700001 61.150002 59.990002 60.27 73500 59.114295
2015-01-02 60.580002 61.869999 59.77 60.48 129300 59.320267
2015-01-05 60.040001 60.099998 59 59.110001 86700 57.976539
2015-01-06 59.259998 59.57 56.330002 56.669998 140500 55.583324
2015-01-07 56.970001 57.009998 55.419998 56.169998 133900 55.092912
2015-01-08 56.639999 57.720001 56.349998 57.240002 165500 56.142398
2015-01-09 57.32 57.32 56.43 56.740002 80900 55.651985
2015-01-12 57 57.080002 55.959999 56.34 73100 55.259654
2015-01-13 57.080002 57.75 55.799999 56.68 83700 55.593135
2015-01-14 56.25 56.919998 55.639999 56.43 77200 55.347929
2015-01-15 56.459999 56.650002 55.139999 55.32 61900 54.259213
2015-01-16 55.349998 57.110001 55.349998 57.049999 74700 55.956039
2015-01-20 57.029999 57.41 56.32 56.490002 81100 55.406779
2015-01-21 56.419998 56.57 55.84 56.139999 93900 55.063489
2015-01-22 56.700001 58.23 55.959999 58.139999 99300 57.025138
2015-01-23 58.389999 59.240002 57.709999 59.009998 86700 57.878454
2015-01-26 59.330002 60.299999 58.93 60.07 77300 58.918129
2015-01-27 59.380001 59.990002 58.860001 59.720001 88600 58.574842
2015-01-28 60.43 60.43 57.970001 58.419998 77100 57.299767
2015-01-29 58.860001 59.41 57.549999 58.990002 64800 57.858841
2015-01-30 58.68 59.139999 57.189999 57.380001 85300 56.279713
2015-02-02 57.849998 58.27 56.939999 58.18 57800 57.064371
2015-02-03 58.619999 60.02 58.330002 59.490002 68500 58.349253
2015-02-04 59.48 60.349998 58.77 59.5 56300 58.35906
2015-02-05 60.07 60.5 59.369999 60.400002 67300 59.241803
2015-02-06 60.59 61.310001 59.91 60.23 69700 59.075061
2015-02-09 60.119999 60.549999 59.169998 59.279999 53300 58.143277
2015-02-10 59.990002 60.040001 58.779999 59.650002 69000 58.506185
2015-02-11 59.439999 61.060001 59.150002 60.860001 80900 59.994713
2015-02-12 61.5 62.75 61.369999 62.669998 131700 61.778977
2015-02-13 62.75 62.75 61.59 62.150002 51900 61.266373
2015-02-17 62.470001 62.619999 61.43 61.860001 55400 60.980495
2015-02-18 61.389999 61.919998 60.709999 61.810001 58600 60.931207
2015-02-19 61.540001 62.360001 61.049999 61.93 45000 61.0495
2015-02-20 61.68 61.790001 60.349998 61.669998 41600 60.793194
2015-02-23 61.669998 61.669998 60.029999 60.84 67000 59.974997
2015-02-24 60.669998 61.110001 60.119999 61.029999 52900 60.162294
2015-02-25 60.830002 61.279999 59.919998 60.77 56500 59.905992
2015-02-26 60.880001 61.560001 60.630001 61.27 44800 60.398884
2015-02-27 61.119999 61.119999 60.189999 60.419998 96300 59.560966
2015-03-02 60.57 61.790001 60.400002 61.57 50600 60.694617
2015-03-03 61.200001 61.5 60.360001 61.080002 57300 60.211586
2015-03-04 60.689999 60.93 59.84 60.34 41200 59.482106
2015-03-05 60.360001 60.970001 59.740002 60.77 87600 59.905992
2015-03-06 60.189999 60.669998 59.119999 59.759998 74500 58.91035
2015-03-09 59.970001 60.400002 59.450001 60.060001 44500 59.206088
2015-03-10 59.77 59.82 58.810001 59.009998 95500 58.171013
2015-03-11 59.27 59.91 58.849998 59.799999 85800 58.949782
2015-03-12 60.369999 61.32 59.700001 61.200001 63800 60.329879
2015-03-13 61.040001 61.290001 59.84 60.400002 88000 59.541254
2015-03-16 60.939999 61 59.720001 59.900002 72000 59.048363
2015-03-17 59.52 60.700001 59.52 60.610001 65600 59.748267
2015-03-18 60.59 61.5 60 61.360001 50200 60.487604
2015-03-19 61.169998 61.799999 60.860001 61.240002 39800 60.369311
2015-03-20 61.639999 62.75 61.27 62.490002 114100 61.601539
2015-03-23 62.189999 63.869999 61.880001 62.189999 97800 61.305801
2015-03-24 62.189999 62.799999 61.389999 62.290001 58200 61.404382
2015-03-25 62.32 62.610001 61.57 61.720001 88300 60.842486
2015-03-26 61.419998 62.209999 61.32 61.720001 72800 60.842486
2015-03-27 61.580002 62.279999 61.57 61.959999 32600 61.079072
2015-03-30 62.5 63.529999 62.380001 63.25 46600 62.350732
2015-03-31 62.709999 63.110001 61.040001 62.540001 90700 61.650828
2015-04-01 62.18 62.580002 61.32 62.09 72000 61.207225
2015-04-02 62.02 62.549999 61.59 62.060001 43200 61.177652
2015-04-06 61.990002 62.27 61.599998 61.84 51100 60.960779
2015-04-07 62 62.369999 60.880001 60.889999 50900 60.024285
2015-04-08 60.759998 61.580002 60.759998 61.189999 70100 60.320019
2015-04-09 61.080002 61.84 59.849998 61.299999 55600 60.428456
2015-04-10 61.700001 62 61.07 61.25 25100 60.379167
2015-04-13 61.189999 61.900002 61.009998 61.740002 46800 60.862202
2015-04-14 61.790001 61.790001 60.630001 61.529999 47800 60.655185
2015-04-15 61.619999 62.150002 61.209999 61.57 50900 60.694617
2015-04-16 61.669998 61.919998 60.91 61.48 43900 60.605897
2015-04-17 60.810001 61.200001 60.490002 60.900002 62600 60.034145
2015-04-20 61.139999 62.060001 61.110001 61.59 60000 60.714334
2015-04-21 61.66 61.869999 61.060001 61.310001 59700 60.438316
2015-04-22 61.220001 61.349998 60.66 61.029999 37600 60.162294
2015-04-23 60.790001 61.240002 60.75 61 50400 60.132722
2015-04-24 60.889999 61.880001 60.889999 61.540001 51400 60.665045
2015-04-27 61.68 62.59 61 61.369999 76700 60.49746
2015-04-28 61.669998 62.290001 61.310001 61.529999 54200 60.655185
2015-04-29 61.43 61.720001 61.119999 61.18 55600 60.310163
2015-04-30 60.68 61.09 60.150002 60.470001 105900 59.610258
2015-05-01 60.59 61.029999 60.360001 60.5 42000 59.639831
2015-05-04 60.369999 61.029999 60.169998 60.5 49500 59.639831
2015-05-05 60.52 60.700001 59.330002 59.939999 91400 59.087791
2015-05-06 59.98 60.07 59.52 59.75 110000 58.900494
2015-05-07 59.16 60.189999 58.650002 59.540001 84400 58.693481
2015-05-08 60.259998 61.790001 60.259998 61.5 69800 60.625613
2015-05-11 61.650002 61.959999 61.540001 61.75 49400 60.872059
2015-05-12 61.450001 61.66 60.610001 61.549999 92500 60.674901
2015-05-13 61.5 61.970001 61.400002 61.560001 72000 60.981994
2015-05-14 61.689999 62.860001 61.689999 62.549999 61800 61.962696
2015-05-15 62.599998 62.880001 60.959999 61.779999 92200 61.199925
2015-05-18 61.52 61.91 61.369999 61.869999 61100 61.28908
2015-05-19 61.790001 61.91 61.200001 61.82 97700 61.239551
2015-05-20 61.98 62.119999 61.419998 61.959999 37700 61.378236
2015-05-21 62.009998 62.290001 61.549999 61.900002 44700 61.318801
2015-05-22 61.630001 62.139999 60.98 61.540001 43100 60.962181
2015-05-26 61.060001 61.240002 60.049999 60.380001 54700 59.813073
2015-05-27 60.439999 61.220001 60.259998 60.889999 70500 60.318282
2015-05-28 60.59 61.18 60.400002 60.759998 56000 60.189502
2015-05-29 60.59 61.18 60.040001 60.290001 55900 59.723918
2015-06-01 60.619999 60.91 60.049999 60.220001 51200 59.654575
2015-06-02 60.18 60.900002 59.91 60.119999 70000 59.555512
2015-06-03 60.209999 61.41 60 61.040001 66300 60.466876
2015-06-04 60.639999 60.73 60.009998 60.209999 47100 59.644667
2015-06-05 60.290001 60.700001 59.459999 60.630001 45000 60.060725
2015-06-08 60.400002 60.400002 60.02 60.150002 55400 59.585233
2015-06-09 60.009998 60.349998 59.799999 60.099998 37200 59.535699
2015-06-10 60.310001 61.490002 59.860001 60.709999 66300 60.139972
2015-06-11 60.669998 61.060001 60.490002 60.59 32500 60.0211
2015-06-12 60.549999 60.759998 60.02 60.150002 87600 59.585233
2015-06-15 59.560001 59.93 58.869999 58.900002 82800 58.346969
2015-06-16 58.900002 59.790001 58.720001 59.549999 56300 58.990864
2015-06-17 59.759998 60.02 59.169998 59.369999 64300 58.812554
2015-06-18 59.400002 60.490002 59.389999 60.060001 57400 59.496078
2015-06-19 60.240002 61.060001 59.66 60.59 84700 60.0211
2015-06-22 60.77 60.77 59.650002 60.52 52100 59.951758
2015-06-23 60.59 60.919998 59.900002 60.709999 63200 60.139972
2015-06-24 60.490002 60.549999 59.790001 60 51100 59.43664
2015-06-25 60.139999 60.380001 59.259998 59.599998 71300 59.040394
2015-06-26 59.799999 60.599998 59.549999 60.459999 92700 59.89232
2015-06-29 60.07 60.459999 58.830002 59.040001 71600 58.485654
2015-06-30 59.540001 59.66 58.23 58.959999 94000 58.406404
2015-07-01 59.259998 59.700001 58.810001 59.299999 79000 58.743211
2015-07-02 59.240002 59.240002 57.849998 58.02 72500 57.475231
2015-07-06 57.669998 58.209999 56.380001 57.220001 157000 56.682743
2015-07-07 57.200001 58.16 57.099998 57.98 95400 57.435606
2015-07-08 57.330002 57.75 56.630001 56.900002 81800 56.365748
2015-07-09 57.799999 57.799999 56.080002 56.5 73900 55.969502
2015-07-10 57.139999 57.880001 57.139999 57.77 39700 57.227578
2015-07-13 58.049999 58.889999 58.049999 58.400002 58300 57.851664
2015-07-14 58.400002 58.84 58.049999 58.759998 43100 58.208281
2015-07-15 58.59 58.73 58.02 58.09 34300 57.544573
2015-07-16 58.23 59.32 58.23 58.290001 34400 57.742696
2015-07-17 58.119999 58.720001 57.189999 57.349998 69000 56.81152
2015-07-20 58.360001 59.849998 58.25 59.82 150000 59.258329
2015-07-21 59.599998 62.09 59.599998 61.759998 130300 61.180113
2015-07-22 61.740002 62.259998 61.52 62.110001 74300 61.526829
2015-07-23 62.360001 62.360001 60.689999 60.91 84500 60.338095
2015-07-24 60.759998 61 59.77 60.099998 74700 59.535699
2015-07-27 59.689999 60.34 59.150002 60.060001 73700 59.496078
2015-07-28 60.23 61.060001 59.82 60.669998 102800 60.100347
2015-07-29 60.700001 60.91 59.810001 59.919998 97100 59.357389
2015-07-30 59.580002 60.099998 59.240002 59.349998 81800 58.792741
2015-07-31 59.599998 60.720001 58.93 60.580002 143300 60.011196
2015-08-03 60.580002 60.68 59.52 60.400002 51100 59.832885
2015-08-04 60.57 60.599998 59.91 60.049999 71300 59.486169
2015-08-05 60.549999 60.900002 59.700001 60.080002 76400 59.51589
2015-08-06 60.139999 61.889999 59.540001 60.619999 105000 60.050817
2015-08-07 60.27 61.439999 60.139999 61.07 72400 60.496593
2015-08-10 61.57 62.23 61.369999 61.919998 53100 61.33861
2015-08-11 61.32 61.810001 60.830002 61.349998 65700 60.773962
2015-08-12 60.650002 60.650002 59.349998 60.080002 50100 59.808351
2015-08-13 60.450001 60.759998 59.790001 60.209999 52100 59.93776
2015-08-14 60.240002 61.209999 59.84 60.91 87900 60.634596
2015-08-17 60.900002 62.02 60.02 61.669998 95400 61.391158
2015-08-18 61.650002 61.740002 61.220001 61.310001 74100 61.032789
2015-08-19 61.150002 62.75 60.459999 62.169998 124100 61.888897
2015-08-20 61.970001 61.970001 60.73 61.25 73100 60.973059
2015-08-21 60.290001 61.18 59.790001 60.119999 101900 59.848167
2015-08-24 57.279999 57.279999 56.029999 56.220001 140000 55.965803
2015-08-25 57.98 58.150002 55.290001 55.450001 94800 55.199284
2015-08-26 56.720001 56.720001 54.900002 55.639999 133900 55.388424
2015-08-27 56.310001 57.299999 55.720001 56.799999 72500 56.543179
2015-08-28 56.82 57.549999 56.77 57.43 56200 57.170331
2015-08-31 57.099998 57.93 57.02 57.720001 59800 57.459021
2015-09-01 56.869999 57.5 56.060001 56.529999 163400 56.274399
2015-09-02 57.130001 57.619999 56.599998 57.459999 57600 57.200194
2015-09-03 57.66 59 57.34 57.450001 82100 57.190241
2015-09-04 56.759998 57.790001 56.759998 57.450001 43700 57.190241
2015-09-08 58.25 58.619999 57.549999 57.860001 48100 57.598387
2015-09-09 58.23 58.25 56.349998 56.52 98700 56.264446
2015-09-10 56.619999 56.75 56 56.330002 39300 56.075306
2015-09-11 56.220001 56.529999 55.720001 56.459999 41800 56.204716
2015-09-14 56.43 56.43 55.52 55.990002 58500 55.736843
2015-09-15 55.959999 57.16 55.73 56.950001 53000 56.692502
2015-09-16 56.970001 57.740002 56.709999 57.25 117100 56.991145
2015-09-17 57.400002 58.669998 57.400002 57.669998 79100 57.409244
2015-09-18 57.240002 57.799999 56.779999 57.080002 192700 56.821915
2015-09-21 57.27 57.860001 56.619999 56.82 116400 56.563089
2015-09-22 56.32 56.400002 55.41 55.639999 77500 55.388424
2015-09-23 55.77 56.150002 55.59 55.709999 81600 55.458107
2015-09-24 55.32 55.77 54.700001 55.619999 91700 55.368514
2015-09-25 55.889999 56.27 55.189999 55.93 67300 55.677113
2015-09-28 55.84 59.669998 55.490002 58.41 255100 58.1459
2015-09-29 58.650002 59.860001 57.970001 59.349998 188900 59.081648
2015-09-30 60 60 57.970001 58.279999 144600 58.016486
2015-10-01 58.380001 59.02 57.84 58.27 83900 58.006533
2015-10-02 57.740002 59.220001 57.68 59.040001 65300 58.773052
2015-10-05 59.540001 61.82 59.48 61.68 104800 61.401115
2015-10-06 61.75 62.790001 61.209999 61.43 86100 61.152245
2015-10-07 61.650002 63.459999 61.400002 62.610001 109000 62.32691
2015-10-08 62.439999 63.759998 62.439999 63.16 88800 62.874423
2015-10-09 63.509998 64.400002 62.849998 63.630001 74400 63.342299
2015-10-12 63.82 63.82 62.849998 63.619999 74300 63.332342
2015-10-13 63.299999 64.720001 62.77 63.610001 57600 63.322389
2015-10-14 63.810001 63.810001 62.470001 62.619999 44400 62.336863
2015-10-15 62.849998 63.720001 61.990002 63.560001 59700 63.272616
2015-10-16 63.75 63.91 62.939999 63.540001 52800 63.252705
2015-10-19 63.27 63.889999 62.849998 63.889999 50200 63.601121
2015-10-20 63.470001 64.279999 62.689999 63.439999 81200 63.153155
2015-10-21 63.580002 63.639999 62.869999 63.200001 65600 62.914243
2015-10-22 63.700001 65.910004 63.299999 65.650002 130300 65.353166
2015-10-23 66.290001 67.470001 65.779999 67.360001 57400 67.055433
2015-10-26 67 67.349998 65.910004 66.82 126000 66.517874
2015-10-27 66.699997 67.209999 66.160004 66.440002 84200 66.139595
2015-10-28 66.589996 68.25 66.589996 67.910004 88300 67.602949
2015-10-29 67.660004 68.379997 67.449997 67.849998 68900 67.543215
2015-10-30 67.82 68.489998 67.209999 67.410004 77000 67.10521
