"Index" "CIN.Open" "CIN.High" "CIN.Low" "CIN.Close" "CIN.Volume" "CIN.Adjusted"
2013-03-15 3.45 3.45 3.45 3.45 0 1.92379
2013-03-18 3.45 3.45 3.45 3.45 0 1.92379
2013-03-19 3.45 3.45 3.45 3.45 0 1.92379
2013-03-20 3.45 3.45 3.45 3.45 0 1.92379
2013-03-21 3.45 3.45 3.45 3.45 0 1.92379
2013-03-22 3.45 3.45 3.45 3.45 0 1.92379
2013-03-25 3.28001 3.28001 3.28001 3.28001 0 1.829
2013-03-26 3.28001 3.28001 3.28001 3.28001 0 1.829
2013-03-27 3.45 3.45 3.45 3.45 0 1.92379
2013-03-28 3.45 3.45 3.45 3.45 0 1.92379
2013-03-29 3.45 3.45 3.45 3.45 0 1.92379
2013-04-01 3.45 3.45 3.45 3.45 0 1.92379
2013-04-02 3.234 3.234 3.234 3.234 0 1.80334
2013-04-03 3.23201 3.39 3.19 3.19 1800 1.94281
2013-04-04 3 3 2.92301 2.92301 1500 1.7802
2013-04-05 3.01 3.01 3.01 3.01 0 1.83319
2013-04-08 3.01 3.01 3.01 3.01 0 1.83319
2013-04-09 3.01 3.01 3.01 3.01 0 1.83319
2013-04-10 3.01999 3.01999 3.01999 3.01999 0 1.83927
2013-04-11 3.01 3.01 3.01 3.01 0 1.83319
2013-04-12 3.01 3.01 3.01 3.01 0 1.83319
2013-04-15 3.31699 3.31699 3.31699 3.31699 0 2.02015
2013-04-16 3.29501 3.29501 3.29501 3.29501 0 2.00676
2013-04-17 3.22001 3.22001 3.22001 3.22001 0 1.96108
2013-04-18 3.19 3.19 3.19 3.19 0 1.94281
2013-04-19 3.16999 3.16999 3.16999 3.16999 0 1.93062
2013-04-22 3.24101 3.24101 3.24101 3.24101 0 1.97387
2013-04-23 3.20201 3.20201 3.20201 3.20201 0 1.95012
2013-04-24 3.207 3.208 3.207 3.208 6000 1.95377
2013-04-25 3.18701 3.18701 3.18701 3.18701 0 1.94098
2013-04-26 3.24 3.24 3.24 3.24 0 1.97326
2013-04-29 3.22399 3.22399 3.22399 3.22399 0 1.96351
2013-04-30 3.111 3.111 3.111 3.111 0 1.89469
2013-05-01 3.111 3.111 3.111 3.111 0 1.89469
2013-05-02 3.231 3.231 3.231 3.231 0 1.96778
2013-05-03 3.21 3.21 3.21 3.21 0 1.95499
2013-05-06 3.18 3.18 3.18 3.18 0 1.93672
2013-05-07 3.26 3.26 3.26 3.26 0 1.98544
2013-05-08 3.25699 3.45 3.25699 3.45 500 2.10116
2013-05-09 3.33199 3.33199 3.33199 3.33199 0 2.02929
2013-05-10 3.331 3.331 3.331 3.331 0 2.02868
2013-05-13 3.41801 3.41801 3.41801 3.41801 0 2.08167
2013-05-14 3.37001 3.37001 3.337 3.337 0 2.03234
2013-05-15 3.36 3.36 3.36 3.36 0 2.04634
2013-05-16 3.48 3.48 3.48 3.48 0 2.11943
2013-05-17 3.521 3.521 3.521 3.521 0 2.14439
2013-05-20 3.46999 3.46999 3.414 3.414 100 2.07923
2013-05-21 3.47201 3.47201 3.47201 3.47201 0 2.11456
2013-05-22 3.58001 3.58001 3.58001 3.58001 0 2.18033
2013-05-23 3.51701 3.51701 3.51701 3.51701 0 2.14196
2013-05-24 3.497 3.497 3.497 3.497 0 2.12978
2013-05-27 3.497 3.497 3.497 3.497 0 2.12978
2013-05-28 3.497 3.497 3.497 3.497 0 2.12978
2013-05-29 3.587 3.587 3.587 3.587 0 2.18459
2013-05-30 3.627 3.627 3.627 3.627 0 2.20895
2013-05-31 3.728 3.728 3.728 3.728 0 2.27046
2013-06-03 3.728 3.728 3.728 3.728 0 2.27046
2013-06-04 3.54701 3.54701 3.54701 3.54701 0 2.16024
2013-06-05 3.52 3.52 3.52 3.52 0 2.14379
2013-06-06 3.56 3.56 3.56 3.56 0 2.16815
2013-06-07 3.56 3.56 3.56 3.56 0 2.16815
2013-06-10 3.482 3.482 3.482 3.482 0 2.12064
2013-06-11 3.482 3.482 3.482 3.482 0 2.12064
2013-06-12 3.22399 3.22399 3.22399 3.22399 0 1.96351
2013-06-13 3.03401 3.03401 3.03401 3.03401 0 1.8478
2013-06-14 3.008 3.008 3.008 3.008 0 1.83196
2013-06-17 3.05201 3.05201 3.05201 3.05201 0 1.85877
2013-06-18 3.05801 3.07 3.05801 3.07 0 1.86973
2013-06-19 3.05801 3.05801 3.05801 3.05801 0 1.86242
2013-06-20 3.01 3.01 3.01 3.01 0 1.83319
2013-06-21 3.01 3.01 3.01 3.01 0 1.83319
2013-06-24 3.032 3.032 3.032 3.032 0 1.84658
2013-06-25 2.92399 2.92399 2.92399 2.92399 0 1.7808
2013-06-26 2.93 2.93 2.93 2.93 0 1.78446
2013-06-27 2.903 2.903 2.903 2.903 0 1.76801
2013-06-28 2.89699 2.89699 2.89699 2.89699 0 1.76436
2013-07-01 2.904 2.904 2.904 2.904 0 1.76863
2013-07-02 3 3 3 3 0 1.82709
2013-07-03 3.20899 3.20899 3.20899 3.20899 0 1.95438
2013-07-04 3.35801 3.35801 3.35801 3.35801 0 2.04513
2013-07-05 3.473 3.473 3.473 3.473 0 2.11516
2013-07-08 3.486 3.704 3.486 3.704 800 2.25585
2013-07-09 3.62 3.62 3.62 3.62 0 2.20469
2013-07-10 3.681 3.681 3.681 3.681 0 2.24184
2013-07-11 3.492 3.492 3.492 3.492 0 2.12674
2013-07-12 3.46 3.46 3.46 3.46 0 2.10725
2013-07-15 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-07-16 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-07-17 3.49999 3.49999 3.49999 3.49999 4500 2.1316
2013-07-18 3.3 3.3 3.3 3.3 0 2.0098
2013-07-19 3.627 3.627 3.627 3.627 0 2.20895
2013-07-22 3.32299 3.69 3.32299 3.69 800 2.24732
2013-07-23 3.60701 3.60701 3.60701 3.60701 0 2.19678
2013-07-24 3.552 3.552 3.552 3.552 0 2.16328
2013-07-25 3.54799 3.54799 3.54799 3.54799 0 2.16084
2013-07-26 3.506 3.506 3.506 3.506 0 2.13526
2013-07-29 3.555 3.555 3.555 3.555 0 2.1651
2013-07-30 3.553 3.553 3.553 3.553 0 2.16389
2013-07-31 3.49999 3.9 3.49999 3.501 3300 2.13222
2013-08-01 3.501 3.501 3.501 3.501 0 2.13222
2013-08-02 3.501 3.501 3.501 3.501 0 2.13222
2013-08-05 3.9 3.9 3.79999 3.79999 200 2.31431
2013-08-06 3.79999 3.79999 3.79999 3.79999 0 2.31431
2013-08-07 3.79999 3.79999 3.79999 3.79999 0 2.31431
2013-08-08 3.79999 3.79999 3.79999 3.79999 0 2.31431
2013-08-09 3.717 3.717 3.717 3.717 0 2.26377
2013-08-12 3.9 3.9 3.9 3.9 0 2.37522
2013-08-13 3.9 3.9 3.9 3.9 0 2.37522
2013-08-14 3.804 3.804 3.63 3.63 0 2.21078
2013-08-15 3.58001 3.58001 3.58001 3.58001 300 2.18033
2013-08-16 3.437 3.437 3.437 3.437 800 2.09324
2013-08-19 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-08-20 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-08-21 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-08-22 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-08-23 3.514 3.514 3.514 3.514 0 2.14014
2013-08-26 3.514 3.514 3.514 3.514 0 2.14014
2013-08-27 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-08-28 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-08-29 3.50801 3.50801 3.49999 3.49999 0 2.1316
2013-08-30 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-09-02 3.437 3.437 3.437 3.437 0 2.09324
2013-09-03 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-09-04 3.49999 3.49999 3.49999 3.49999 0 2.1316
2013-09-05 3.484 3.484 3.484 3.484 0 2.12187
2013-09-06 3.484 3.484 3.484 3.484 0 2.12187
2013-09-09 3.484 3.484 3.484 3.484 0 2.12187
2013-09-10 3.704 3.704 3.704 3.704 0 2.25585
2013-09-11 3.704 3.704 3.704 3.704 0 2.25585
2013-09-12 3.73099 3.73099 3.73099 3.73099 0 2.27229
2013-09-13 3.738 3.738 3.738 3.738 0 2.27656
2013-09-16 3.9 3.9 3.9 3.9 0 2.37522
2013-09-17 3.9 3.9 3.9 3.9 0 2.37522
2013-09-18 3.9 3.9 3.9 3.9 0 2.37522
2013-09-19 3.9 3.9 3.66101 3.66101 900 2.22966
2013-09-20 3.66101 3.66101 3.66101 3.66101 0 2.22966
2013-09-23 3.66101 3.66101 3.66101 3.66101 0 2.22966
2013-09-24 3.85999 3.85999 3.85999 3.85999 0 2.35086
2013-09-25 3.85999 3.85999 3.85999 3.85999 0 2.35086
2013-09-26 3.842 3.842 3.842 3.842 0 2.33989
2013-09-27 3.866 3.866 3.866 3.866 0 2.35451
2013-09-30 3.866 3.866 3.866 3.866 0 2.35451
2013-10-01 3.82 3.82 3.82 3.82 500 2.3265
2013-10-02 3.82 3.82 3.82 3.82 0 2.3265
2013-10-03 3.865 3.865 3.865 3.865 0 2.35391
2013-10-04 3.865 3.865 3.865 3.865 0 2.35391
2013-10-07 3.865 3.865 3.865 3.865 0 2.35391
2013-10-08 3.894 3.894 3.894 3.894 0 2.37157
2013-10-09 3.894 3.894 3.894 3.894 0 2.37157
2013-10-10 3.97399 3.97399 3.97399 3.97399 0 2.42029
2013-10-11 4.00699 4.00699 4.00699 4.00699 0 2.44038
2013-10-14 3.98501 3.98501 3.98501 3.98501 0 2.42699
2013-10-15 4.02 4.02 4.02 4.02 0 2.4483
2013-10-16 4.02 4.02 4.02 4.02 0 2.4483
2013-10-17 4.05 4.05 3.971 3.971 300 2.41846
2013-10-18 3.969 3.969 3.969 3.969 0 2.41724
2013-10-21 3.969 3.969 3.969 3.969 0 2.41724
2013-10-22 4.081 4.081 4.081 4.081 0 2.48546
2013-10-23 4.08 4.08 4.08 4.08 0 2.48485
2013-10-24 4.04 4.04 4.04 4.04 0 2.46048
2013-10-25 4.07599 4.07599 4.07599 4.07599 0 2.48241
2013-10-28 4.041 4.041 4.041 4.041 100 2.46109
2013-10-29 4.064 4.064 4.064 4.064 0 2.4751
2013-10-30 4.065 4.065 4.065 4.065 600 2.47571
2013-10-31 4.2 4.2 4.194 4.194 0 2.55428
2013-11-01 4.194 4.194 4.194 4.194 0 2.55428
2013-11-04 4.311 4.311 4.311 4.311 500 2.62553
2013-11-05 4.4 4.4 4.23499 4.23499 700 2.57924
2013-11-06 4.449 4.5 4.449 4.5 14500 2.74064
2013-11-07 4.467 4.467 4.467 4.467 0 2.72054
2013-11-08 4.467 4.467 4.467 4.467 0 2.72054
2013-11-11 4.62 4.73 4.58599 4.58599 600 2.79301
2013-11-12 4.499 4.499 4.38 4.38 9400 2.66755
2013-11-13 4.387 4.387 4.387 4.387 0 2.67182
2013-11-14 4.46501 4.46501 4.46501 4.46501 0 2.71933
2013-11-15 4.486 4.486 4.486 4.486 0 2.73212
