"Index" "MIR.Open" "MIR.High" "MIR.Low" "MIR.Close" "MIR.Volume" "MIR.Adjusted"
2014-10-27 0.001 0.001 0.001 0.001 0 0.001
2014-10-28 0.001 0.001 0.001 0.001 0 0.001
2014-10-29 0.001 0.001 0.001 0.001 0 0.001
2014-10-30 0.001 0.001 0.001 0.001 0 0.001
2014-10-31 0.001 0.001 0.001 0.001 0 0.001
2014-11-03 0.001 0.001 0.001 0.001 0 0.001
2014-11-04 0.001 0.002 0.001 0.002 2000 0.002
2014-11-05 0.002 0.002 0.002 0.002 0 0.002
2014-11-06 0.002 0.002 0.002 0.002 0 0.002
2014-11-07 0.001 0.001 0.001 0.001 0 0.001
2014-11-10 0.001 0.001 0.001 0.001 0 0.001
2014-11-11 0.001 0.001 0.001 0.001 0 0.001
2014-11-12 0.001 0.001 0.001 0.001 0 0.001
2014-11-13 0.001 0.001 0.001 0.001 0 0.001
2014-11-14 0.001 0.001 0.001 0.001 0 0.001
2014-11-17 0.001 0.001 0.001 0.001 0 0.001
2014-11-18 0.001 0.001 0.001 0.001 0 0.001
2014-11-19 0.001 0.001 0.001 0.001 0 0.001
2014-11-20 0.001 0.001 0.001 0.001 0 0.001
2014-11-21 0.001 0.001 0.001 0.001 0 0.001
2014-11-24 0.001 0.001 0.001 0.001 0 0.001
2014-11-25 0.001 0.001 0.001 0.001 0 0.001
2014-11-26 0.001 0.001 0.001 0.001 0 0.001
2014-11-27 0.001 0.001 0.001 0.001 0 0.001
2014-11-28 0.001 0.001 0.001 0.001 0 0.001
2014-12-01 0.001 0.001 0.001 0.001 0 0.001
2014-12-02 0.001 0.001 0.001 0.001 0 0.001
2014-12-03 0.001 0.001 0.001 0.001 0 0.001
2014-12-04 0.001 0.001 0.001 0.001 0 0.001
2014-12-05 0.001 0.001 0.001 0.001 0 0.001
2014-12-08 0.001 0.001 0.001 0.001 0 0.001
2014-12-09 0.001 0.001 0.001 0.001 0 0.001
2014-12-10 0.001 0.001 0.001 0.001 0 0.001
2014-12-11 0.001 0.001 0.001 0.001 0 0.001
2014-12-12 0.001 0.001 0.001 0.001 0 0.001
2014-12-15 0.001 0.001 0.001 0.001 0 0.001
2014-12-16 0.001 0.001 0.001 0.001 0 0.001
2014-12-17 0.001 0.001 0.001 0.001 0 0.001
2014-12-18 0.001 0.001 0.001 0.001 0 0.001
2014-12-19 0.001 0.001 0.001 0.001 0 0.001
2014-12-22 0.001 0.001 0.001 0.001 0 0.001
2014-12-23 0.001 0.001 0.001 0.001 0 0.001
2014-12-24 0.001 0.001 0.001 0.001 0 0.001
2014-12-25 0.001 0.001 0.001 0.001 0 0.001
2014-12-26 0.001 0.001 0.001 0.001 0 0.001
2014-12-29 0.001 0.001 0.001 0.001 0 0.001
2014-12-30 0.001 0.001 0.001 0.001 0 0.001
2014-12-31 0.001 0.001 0.001 0.001 0 0.001
2015-01-01 0.001 0.001 0.001 0.001 0 0.001
2015-01-02 0.001 0.001 0.001 0.001 0 0.001
2015-01-05 0.001 0.001 0.001 0.001 0 0.001
2015-01-06 0.001 0.001 0.001 0.001 0 0.001
2015-01-07 0.001 0.001 0.001 0.001 0 0.001
2015-01-08 0.001 0.001 0.001 0.001 0 0.001
2015-01-09 0.001 0.001 0.001 0.001 0 0.001
2015-01-12 0.001 0.001 0.001 0.001 0 0.001
2015-01-13 0.001 0.001 0.001 0.001 0 0.001
2015-01-14 0.001 0.001 0.001 0.001 0 0.001
2015-01-15 0.001 0.001 0.001 0.001 0 0.001
2015-01-16 0.001 0.001 0.001 0.001 0 0.001
2015-01-19 0.001 0.001 0.001 0.001 0 0.001
2015-01-20 0.001 0.001 0.001 0.001 0 0.001
2015-01-21 0.001 0.001 0.001 0.001 0 0.001
2015-01-22 0.001 0.001 0.001 0.001 0 0.001
2015-01-23 0.001 0.001 0.001 0.001 0 0.001
2015-01-26 0.001 0.001 0.001 0.001 0 0.001
2015-01-27 0.001 0.001 0.001 0.001 0 0.001
2015-01-28 0.001 0.001 0.001 0.001 0 0.001
2015-01-29 0.001 0.001 0.001 0.001 0 0.001
2015-01-30 0.001 0.001 0.001 0.001 0 0.001
2015-02-02 0.001 0.001 0.001 0.001 0 0.001
2015-02-03 0.001 0.001 0.001 0.001 0 0.001
2015-02-04 0.001 0.001 0.001 0.001 0 0.001
2015-02-05 0.001 0.001 0.001 0.001 0 0.001
2015-02-06 0.001 0.001 0.001 0.001 0 0.001
2015-02-09 0.001 0.001 0.001 0.001 0 0.001
2015-02-10 0.001 0.001 0.001 0.001 0 0.001
2015-02-11 0.001 0.001 0.001 0.001 0 0.001
2015-02-12 0.001 0.001 0.001 0.001 0 0.001
2015-02-13 0.001 0.001 0.001 0.001 0 0.001
2015-02-16 0.001 0.001 0.001 0.001 0 0.001
2015-02-17 0.001 0.001 0.001 0.001 0 0.001
2015-02-18 0.001 0.001 0.001 0.001 0 0.001
2015-02-19 0.001 0.001 0.001 0.001 0 0.001
2015-02-20 0.001 0.001 0.001 0.001 0 0.001
2015-02-23 0.001 0.001 0.001 0.001 0 0.001
2015-02-24 0.064 0.065 0.064 0.065 705000 0.065
2015-02-25 0.068 0.068 0.064 0.064 462000 0.064
2015-02-26 0.064 0.064 0.064 0.064 0 0.064
2015-02-27 0.067 0.067 0.052 0.065 61500 0.065
2015-03-02 0.068 0.068 0.06 0.06 337900 0.06
2015-03-03 0.063 0.064 0.06 0.06 281000 0.06
2015-03-04 0.06 0.06 0.06 0.06 0 0.06
2015-03-05 0.06 0.06 0.06 0.06 0 0.06
2015-03-06 0.061 0.061 0.05 0.05 185000 0.05
2015-03-09 0.067 0.067 0.066 0.066 34700 0.066
2015-03-10 0.06 0.064 0.06 0.06 437300 0.06
2015-03-11 0.064 0.066 0.064 0.065 366300 0.065
2015-03-12 0.065 0.065 0.058 0.065 53500 0.065
2015-03-13 0.056 0.062 0.053 0.062 282100 0.062
2015-03-16 0.066 0.066 0.052 0.064 76500 0.064
2015-03-17 0.053 0.062 0.053 0.057 197900 0.057
2015-03-18 0.065 0.065 0.06 0.064 96600 0.064
2015-03-19 0.06 0.065 0.058 0.064 338600 0.064
2015-03-20 0.064 0.064 0.064 0.064 0 0.064
2015-03-23 0.065 0.065 0.052 0.065 12800 0.065
2015-03-24 0.054 0.066 0.054 0.062 102700 0.062
2015-03-25 0.06 0.066 0.06 0.06 416900 0.06
2015-03-26 0.07 0.07 0.06 0.065 25400 0.065
2015-03-27 0.066 0.066 0.06 0.065 80100 0.065
2015-03-30 0.06 0.064 0.06 0.064 259900 0.064
2015-03-31 0.064 0.064 0.064 0.064 0 0.064
2015-04-01 0.052 0.064 0.052 0.063 296700 0.063
2015-04-02 0.062 0.062 0.062 0.062 8700 0.062
2015-04-03 0.062 0.062 0.062 0.062 0 0.062
2015-04-06 0.062 0.062 0.062 0.062 0 0.062
2015-04-07 0.062 0.062 0.062 0.062 0 0.062
2015-04-08 0.062 0.065 0.05 0.05 302500 0.05
2015-04-09 0.055 0.055 0.052 0.055 55400 0.055
2015-04-10 0.061 0.068 0.06 0.06 80300 0.06
2015-04-13 0.06 0.066 0.06 0.066 57000 0.066
2015-04-14 0.065 0.065 0.06 0.06 283700 0.06
2015-04-15 0.061 0.061 0.056 0.058 61800 0.058
2015-04-16 0.06 0.06 0.059 0.06 207700 0.06
2015-04-17 0.052 0.072 0.052 0.06 669700 0.06
2015-04-20 0.055 0.07 0.055 0.07 430800 0.07
2015-04-21 0.07 0.07 0.067 0.067 35000 0.067
2015-04-22 0.065 0.065 0.065 0.065 26000 0.065
2015-04-23 0.066 0.068 0.066 0.068 535000 0.068
2015-04-24 0.068 0.068 0.06 0.06 165500 0.06
2015-04-27 0.069 0.069 0.06 0.069 1748300 0.069
2015-04-28 0.07 0.07 0.059 0.064 796200 0.064
2015-04-29 0.065 0.069 0.06 0.067 841100 0.067
2015-04-30 0.066 0.066 0.066 0.066 1e+05 0.066
2015-05-01 0.066 0.066 0.066 0.066 0 0.066
2015-05-04 0.06 0.063 0.059 0.061 589900 0.061
2015-05-05 0.061 0.061 0.059 0.061 2200 0.061
2015-05-06 0.061 0.061 0.053 0.061 174200 0.061
2015-05-07 0.061 0.062 0.052 0.059 114700 0.059
2015-05-08 0.052 0.061 0.052 0.061 20000 0.061
2015-05-11 0.054 0.061 0.054 0.06 39000 0.06
2015-05-12 0.055 0.06 0.055 0.06 28000 0.06
2015-05-13 0.06 0.06 0.06 0.06 0 0.06
2015-05-14 0.06 0.06 0.06 0.06 0 0.06
2015-05-15 0.062 0.068 0.055 0.062 252000 0.062
2015-05-18 0.063 0.063 0.053 0.057 61400 0.057
2015-05-19 0.056 0.066 0.056 0.059 176100 0.059
2015-05-20 0.056 0.06 0.051 0.051 705300 0.051
2015-05-21 0.052 0.06 0.052 0.06 547600 0.06
2015-05-22 0.05 0.058 0.05 0.058 368700 0.058
2015-05-25 0.059 0.059 0.051 0.051 11700 0.051
2015-05-26 0.051 0.057 0.051 0.056 333000 0.056
2015-05-27 0.045 0.06 0.045 0.058 20600 0.058
2015-05-28 0.058 0.058 0.047 0.057 103800 0.057
2015-05-29 0.053 0.056 0.053 0.056 257900 0.056
2015-06-01 0.056 0.059 0.056 0.059 121000 0.059
2015-06-02 0.059 0.059 0.053 0.053 606500 0.053
2015-06-03 0.056 0.069 0.056 0.066 2189200 0.066
2015-06-04 0.063 0.08 0.056 0.073 2784100 0.073
2015-06-05 0.073 0.073 0.061 0.07 1166300 0.07
2015-06-08 0.08 0.08 0.065 0.07 2001900 0.07
2015-06-09 0.08 0.08 0.066 0.066 982700 0.066
2015-06-10 0.07 0.07 0.062 0.065 611000 0.065
2015-06-11 0.065 0.069 0.065 0.069 591600 0.069
2015-06-12 0.065 0.07 0.064 0.07 804300 0.07
2015-06-15 0.07 0.078 0.063 0.071 937200 0.071
2015-06-16 0.072 0.073 0.072 0.073 450000 0.073
2015-06-17 0.072 0.072 0.062 0.072 376300 0.072
2015-06-18 0.072 0.072 0.063 0.07 766000 0.07
2015-06-19 0.07 0.07 0.07 0.07 0 0.07
2015-06-22 0.071 0.071 0.07 0.071 976000 0.071
2015-06-23 0.071 0.071 0.069 0.069 589000 0.069
2015-06-24 0.07 0.07 0.068 0.069 481500 0.069
2015-06-25 0.069 0.073 0.064 0.068 4948600 0.068
2015-06-26 0.067 0.067 0.06 0.062 2430200 0.062
2015-06-29 0.066 0.104 0.062 0.095 5631800 0.095
2015-06-30 0.099 0.128 0.095 0.1 7778900 0.1
2015-07-01 0.102 0.109 0.088 0.09 1181400 0.09
2015-07-02 0.091 0.107 0.09 0.105 639600 0.105
2015-07-03 0.094 0.112 0.088 0.088 3274400 0.088
2015-07-06 0.098 0.102 0.09 0.097 1326700 0.097
2015-07-07 0.1 0.101 0.094 0.1 547900 0.1
2015-07-08 0.1 0.119 0.097 0.115 3618900 0.115
2015-07-09 0.119 0.14 0.11 0.14 5278200 0.14
2015-07-10 0.14 0.14 0.128 0.13 2296700 0.13
2015-07-13 0.13 0.14 0.128 0.138 1210700 0.138
2015-07-14 0.14 0.148 0.138 0.147 2371700 0.147
2015-07-15 0.153 0.158 0.13 0.149 9763900 0.149
2015-07-16 0.149 0.154 0.143 0.15 3354600 0.15
2015-07-17 0.15 0.154 0.14 0.148 3552700 0.148
2015-07-20 0.148 0.154 0.148 0.154 1107800 0.154
2015-07-21 0.15 0.155 0.15 0.15 2078900 0.15
2015-07-22 0.155 0.157 0.148 0.156 1481400 0.156
2015-07-23 0.154 0.156 0.149 0.15 2393200 0.15
2015-07-24 0.15 0.164 0.146 0.146 3917500 0.146
2015-07-27 0.15 0.161 0.15 0.152 2046700 0.152
2015-07-28 0.157 0.161 0.152 0.161 1502500 0.161
2015-07-29 0.161 0.2 0.16 0.18 3358000 0.18
2015-07-30 0.189 0.205 0.18 0.2 3671900 0.2
2015-07-31 0.205 0.3 0.201 0.246 11714500 0.246
2015-08-03 0.25 0.3 0.247 0.266 10044900 0.266
2015-08-04 0.252 0.265 0.21 0.23 7803800 0.23
2015-08-05 0.221 0.228 0.192 0.218 7715300 0.218
2015-08-06 0.205 0.21 0.193 0.197 4801900 0.197
2015-08-07 0.2 0.207 0.193 0.196 3081500 0.196
2015-08-10 0.204 0.204 0.192 0.199 2065500 0.199
2015-08-11 0.199 0.208 0.131 0.17 3636100 0.17
2015-08-12 0.16 0.169 0.14 0.16 3924200 0.16
2015-08-13 0.154 0.17 0.15 0.17 703900 0.17
2015-08-14 0.17 0.187 0.157 0.17 1841000 0.17
2015-08-17 0.18 0.18 0.151 0.156 473400 0.156
2015-08-18 0.161 0.168 0.145 0.165 1360600 0.165
2015-08-19 0.165 0.17 0.153 0.167 401800 0.167
2015-08-20 0.155 0.168 0.15 0.156 1562100 0.156
2015-08-21 0.16 0.16 0.15 0.158 1289100 0.158
2015-08-24 0.15 0.15 0.09 0.138 1330900 0.138
2015-08-25 0.138 0.163 0.138 0.151 5925700 0.151
2015-08-26 0.166 0.168 0.146 0.168 847200 0.168
2015-08-27 0.169 0.169 0.157 0.165 1277400 0.165
2015-08-28 0.165 0.17 0.15 0.156 2762800 0.156
2015-08-31 0.16 0.16 0.151 0.153 915600 0.153
2015-09-01 0.155 0.155 0.12 0.14 2100300 0.14
2015-09-02 0.135 0.144 0.127 0.135 219800 0.135
2015-09-03 0.14 0.15 0.14 0.15 469400 0.15
2015-09-04 0.14 0.144 0.135 0.144 306400 0.144
2015-09-07 0.144 0.145 0.135 0.135 530900 0.135
2015-09-08 0.135 0.149 0.13 0.135 468900 0.135
2015-09-09 0.135 0.135 0.13 0.135 669200 0.135
2015-09-10 0.128 0.138 0.12 0.13 351400 0.13
2015-09-11 0.136 0.137 0.125 0.135 255000 0.135
2015-09-14 0.131 0.136 0.121 0.129 888400 0.129
2015-09-15 0.13 0.136 0.13 0.13 337000 0.13
2015-09-16 0.13 0.13 0.12 0.13 621300 0.13
2015-09-17 0.121 0.129 0.121 0.123 218100 0.123
2015-09-18 0.123 0.13 0.122 0.129 302000 0.129
2015-09-21 0.12 0.13 0.12 0.123 155900 0.123
2015-09-22 0.13 0.178 0.125 0.17 8071500 0.17
2015-09-23 0.17 0.17 0.142 0.158 8080900 0.158
2015-09-24 0.155 0.16 0.151 0.155 2150200 0.155
2015-09-25 0.15 0.179 0.15 0.168 14537700 0.168
2015-09-28 0.172 0.172 0.155 0.16 1235500 0.16
2015-09-29 0.16 0.189 0.16 0.16 3691400 0.16
2015-09-30 0.159 0.169 0.154 0.161 862900 0.161
2015-10-01 0.157 0.165 0.153 0.154 1391000 0.154
2015-10-02 0.16 0.16 0.15 0.152 253200 0.152
2015-10-05 0.15 0.175 0.15 0.156 458200 0.156
2015-10-06 0.16 0.164 0.15 0.151 612600 0.151
2015-10-07 0.15 0.174 0.15 0.168 299100 0.168
2015-10-08 0.168 0.168 0.154 0.16 856800 0.16
2015-10-09 0.16 0.166 0.155 0.165 819600 0.165
2015-10-12 0.162 0.165 0.153 0.164 307700 0.164
2015-10-13 0.164 0.164 0.153 0.161 373900 0.161
2015-10-14 0.16 0.161 0.153 0.161 101700 0.161
2015-10-15 0.158 0.161 0.156 0.157 161800 0.157
2015-10-16 0.155 0.162 0.154 0.156 167200 0.156
2015-10-19 0.159 0.159 0.154 0.158 122200 0.158
2015-10-20 0.16 0.16 0.142 0.155 1739500 0.155
2015-10-21 0.155 0.155 0.139 0.149 649500 0.149
2015-10-22 0.158 0.158 0.146 0.154 534400 0.154
2015-10-23 0.158 0.158 0.148 0.154 575600 0.154
2015-10-26 0.142 0.172 0.142 0.158 3954900 0.158
2015-10-27 0.158 0.158 0.143 0.15 1890000 0.15
2015-10-28 0.149 0.158 0.1 0.133 3899900 0.133
2015-10-29 0.124 0.138 0.12 0.127 1440700 0.127
2015-10-30 0.121 0.139 0.121 0.13 434400 0.13
