"Index" "KRK.Open" "KRK.High" "KRK.Low" "KRK.Close" "KRK.Volume" "KRK.Adjusted"
2013-03-08 222.3 222.3 222.3 222.3 0 215.21196
2013-03-11 222.3 222.3 222.3 222.3 0 215.21196
2013-03-12 222.3 222.3 222.3 222.3 0 215.21196
2013-03-13 212 212 212 212 0 205.24037
2013-03-14 205 205 205 205 0 198.46357
2013-03-15 192.39999 205 192.39999 196 700 189.75053
2013-03-18 196 196 196 196 0 189.75053
2013-03-19 196 196 196 196 0 189.75053
2013-03-20 196 196 196 196 0 189.75053
2013-03-21 196 196 196 196 0 189.75053
2013-03-22 196 196 196 196 0 189.75053
2013-03-25 196 196 196 196 0 189.75053
2013-03-26 196 196 196 196 0 189.75053
2013-03-27 196 196 196 196 0 189.75053
2013-03-28 195 195 194.8 194.8 18100 188.5888
2013-03-29 194.8 194.8 194.8 194.8 0 188.5888
2013-04-01 194.8 194.8 194.8 194.8 0 188.5888
2013-04-02 194.8 194.8 194.8 194.8 0 188.5888
2013-04-03 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-04 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-05 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-08 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-09 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-10 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-11 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-12 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-15 194.8 194.8 194.8 194.8 18100 188.5888
2013-04-16 194.8 194.8 194.8 194.8 0 188.5888
2013-04-17 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-18 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-19 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-22 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-23 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-24 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-25 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-26 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-29 194.8 194.8 194.8 194.8 18100 188.74808
2013-04-30 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-01 194.8 194.8 194.8 194.8 0 188.74808
2013-05-02 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-03 194.8 194.8 194.8 194.8 0 188.74808
2013-05-06 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-07 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-08 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-09 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-10 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-13 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-14 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-15 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-16 194.8 194.8 194.8 194.8 18100 188.74808
2013-05-17 205 211.7 205 211.7 28200 205.12303
2013-05-20 211.7 211.7 211.7 211.7 28200 205.12303
2013-05-21 210.5 210.5 210.5 210.5 3000 203.96032
2013-05-22 210.75 210.75 210.75 210.75 7000 204.20255
2013-05-23 210.75 210.75 210.75 210.75 7000 204.20255
2013-05-24 211.25 211.25 211.25 211.25 3000 204.68702
2013-05-27 211.55 211.55 211.55 211.55 1800 204.9777
2013-05-28 211.5 211.5 211.5 211.5 3700 204.92925
2013-05-29 211.5 211.5 211.5 211.5 3700 204.92925
2013-05-30 211.5 211.5 211.5 211.5 0 204.92925
2013-05-31 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-03 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-04 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-05 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-06 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-07 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-10 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-11 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-12 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-13 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-14 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-17 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-18 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-19 211.5 211.5 211.5 211.5 3700 204.92925
2013-06-20 208 208 205 205 100 198.63119
2013-06-21 205 205 205 205 0 198.63119
2013-06-24 217 217 217 217 500 210.25838
2013-06-25 217 217 217 217 500 210.25838
2013-06-26 217 217 217 217 500 210.25838
2013-06-27 217 217 217 217 500 210.25838
2013-06-28 217 217 217 217 500 210.25838
2013-07-01 217 217 217 217 500 210.25838
2013-07-02 217 217 217 217 500 210.25838
2013-07-03 218 218 218 218 0 211.22731
2013-07-04 218 218 218 218 0 211.22731
2013-07-05 211.05 211.05 211.05 211.05 0 206.01472
2013-07-08 211.05 211.05 211.05 211.05 0 206.01472
2013-07-09 211.05 211.05 211.05 211.05 0 206.01472
2013-07-10 211.05 211.05 211.05 211.05 0 206.01472
2013-07-11 216 216 216 216 9700 210.84662
2013-07-12 216 216 216 216 9700 210.84662
2013-07-15 216 216 216 216 9700 210.84662
2013-07-16 216 216 216 216 9700 210.84662
2013-07-17 216 216 216 216 9700 210.84662
2013-07-18 216 216 216 216 9700 210.84662
2013-07-19 216 216 216 216 9700 210.84662
2013-07-22 216 216 216 216 9700 210.84662
2013-07-23 216 216 216 216 9700 210.84662
2013-07-24 216 216 216 216 9700 210.84662
2013-07-25 216 216 216 216 9700 210.84662
2013-07-26 221 221 221 221 29100 215.72733
2013-07-29 221 221 221 221 29100 215.72733
2013-07-30 221 221 221 221 29100 215.72733
2013-07-31 221 221 221 221 29100 215.72733
2013-08-01 221 221 221 221 29100 215.72733
2013-08-02 221 221 221 221 29100 215.72733
2013-08-05 221 221 221 221 29100 215.72733
2013-08-06 221 221 221 221 29100 215.72733
2013-08-07 221 221 221 221 29100 215.72733
2013-08-08 241 241 210 210 0 204.98977
2013-08-09 210 210 210 210 0 204.98977
