"Index" "MWE.Open" "MWE.High" "MWE.Low" "MWE.Close" "MWE.Volume" "MWE.Adjusted"
2014-08-07 68 70.440002 68 69.620003 959400 64.45113
2014-08-08 69.75 70.07 68.93 70 701300 64.802914
2014-08-11 71.029999 75.940002 70.910004 75.18 3766600 69.59833
2014-08-12 74.989998 76.830002 73.769997 74.510002 1640500 68.978075
2014-08-13 74.510002 74.879997 73.029999 74.540001 1039700 69.005847
2014-08-14 75 75.839996 74.470001 74.620003 726000 69.079909
2014-08-15 75.029999 75.589996 73.849998 75.18 601900 69.59833
2014-08-18 75.360001 75.510002 74.690002 75.470001 774800 69.8668
2014-08-19 75.519997 76.029999 74.980003 75.610001 417300 69.996406
2014-08-20 75.599998 76.839996 75.550003 76.480003 771000 70.801816
2014-08-21 76.519997 76.639999 75.650002 76.260002 857600 70.598148
2014-08-22 76.080002 76.510002 75.129997 75.519997 507700 69.913084
2014-08-25 75.760002 76.25 75.110001 75.860001 484000 70.227845
2014-08-26 76.209999 76.660004 76.050003 76.129997 530500 70.477795
2014-08-27 76.019997 76.809998 75.949997 76.269997 705200 70.607401
2014-08-28 76.410004 79.260002 76.410004 78.779999 1363600 72.93105
2014-08-29 79.129997 80.019997 78.529999 79.730003 755600 73.810522
2014-09-02 79.5 80.790001 78.790001 79.360001 968000 73.46799
2014-09-03 79.279999 80.25 79.099998 79.709999 714200 73.792003
2014-09-04 79.529999 80.739998 79.529999 79.949997 819600 74.014183
2014-09-05 80 80.18 79.139999 80.089996 600300 74.143788
2014-09-08 80 80.089996 79.160004 79.730003 429300 73.810522
2014-09-09 79.139999 79.879997 78.790001 79.860001 944600 73.930868
2014-09-10 79.730003 80.18 79.269997 79.800003 793800 73.875325
2014-09-11 79.629997 79.82 78.839996 79.5 1044500 73.597595
2014-09-12 79.139999 79.230003 77 78.110001 1043600 72.310795
2014-09-15 77.839996 78.139999 76.989998 77.730003 671400 71.959011
2014-09-16 77.589996 78.5 77.470001 78 1068900 72.208962
2014-09-17 78 78.629997 77.389999 77.940002 1068900 72.153419
2014-09-18 77.839996 78.480003 76.949997 78.18 1926300 72.375598
2014-09-19 78.129997 80.480003 77.639999 78.489998 3146200 72.66258
2014-09-22 78.43 78.470001 76.540001 77.43 597900 71.681281
2014-09-23 77.169998 77.730003 76.389999 76.389999 631400 70.718494
2014-09-24 76.32 76.389999 74.610001 76.220001 918800 70.561117
2014-09-25 76.300003 76.519997 75.400002 75.489998 651800 69.885312
2014-09-26 75.489998 77.209999 75.160004 77 518400 71.283206
2014-09-29 76.790001 77.760002 76.449997 77.5 693100 71.746084
2014-09-30 77.309998 77.940002 76.620003 76.82 538600 71.116569
2014-10-01 76.779999 77.18 74.610001 74.660004 708500 69.11694
2014-10-02 74.599998 75.330002 71.669998 74.970001 1480000 69.403922
2014-10-03 75.050003 75.800003 74.68 75.720001 403900 70.098239
2014-10-06 75.910004 76.089996 75.169998 75.589996 522900 69.977886
2014-10-07 75.489998 76.160004 74.279999 74.639999 587400 69.098421
2014-10-08 74.449997 74.449997 72.5 73.75 1107100 68.274499
2014-10-09 73.550003 73.790001 70.279999 71.220001 1224700 65.932338
2014-10-10 70.669998 71.669998 68.75 70 2343300 64.802914
2014-10-13 70 70.589996 66.580002 67.040001 1671300 62.062678
2014-10-14 67.07 67.5 64.300003 65.910004 2566500 61.016576
2014-10-15 64.769997 66.760002 63.459999 66.5 3140000 61.562769
2014-10-16 65.550003 70.120003 65.510002 68.029999 3791900 62.979174
2014-10-17 68.690002 70.5 67.25 69.669998 3948500 64.497413
2014-10-20 69.779999 70.989998 68.970001 70.830002 798900 65.571293
2014-10-21 71.290001 72.68 70.900002 71.610001 775700 66.293382
2014-10-22 71.760002 73.379997 69.459999 69.849998 1409400 64.664049
2014-10-23 71.25 73.419998 71.029999 71.510002 1677800 66.200808
2014-10-24 71.690002 73.699997 70.93 72.260002 817300 66.895125
2014-10-27 72.080002 72.25 70.07 71.5 905600 66.191548
2014-10-28 72 72.330002 70.849998 71.040001 1161400 65.765701
2014-10-29 71.080002 72.110001 69.910004 70.739998 838300 65.487972
2014-10-30 70.5 71.040001 68.720001 69.589996 866100 64.423351
2014-10-31 69.519997 70.190002 69.18 70.050003 3177400 64.849205
2014-11-03 69 69.860001 68.720001 69.559998 1116300 65.224268
2014-11-04 68.949997 69.389999 67.720001 68.480003 1124500 64.211591
2014-11-05 68.389999 69.629997 67.919998 68.889999 1113000 64.596032
2014-11-06 67 69.110001 65.730003 68 2724600 63.761507
2014-11-07 68.379997 71.400002 68.080002 70.980003 1617600 66.555764
2014-11-10 71.309998 71.760002 70.400002 70.709999 827700 66.30259
2014-11-11 71.120003 71.150002 70.099998 70.910004 647900 66.490128
2014-11-12 70.809998 71.769997 70.370003 70.989998 738300 66.565136
2014-11-13 70.860001 71.970001 70 70.709999 1012700 66.30259
2014-11-14 71.389999 72.029999 70.75 71.959999 836500 67.474676
2014-11-17 71.959999 72.809998 71.349998 72.669998 993900 68.14042
2014-11-18 72.800003 74.529999 72.419998 74.339996 764400 69.706326
2014-11-19 74.330002 75.139999 74.010002 74.5 907000 69.856357
2014-11-20 74.510002 75.529999 73.040001 74.989998 1560600 70.315813
2014-11-21 75.400002 77.309998 74.900002 75.290001 4446700 70.597116
2014-11-24 75.199997 75.199997 73.290001 73.449997 943100 68.871801
2014-11-25 73.82 74.099998 72.620003 72.790001 764400 68.252943
2014-11-26 72.970001 74.150002 72.330002 73.910004 803200 69.303135
2014-11-28 71.839996 72.599998 69.010002 71.059998 867100 66.630772
2014-12-01 70.330002 71.410004 67.690002 68.870003 1438300 64.577282
2014-12-02 68.519997 70.739998 68.410004 69.620003 1048400 65.280534
2014-12-03 69.68 70.699997 69.190002 69.919998 1371700 65.56183
2014-12-04 69.93 71 69.169998 70.699997 840300 66.293211
2014-12-05 70.779999 70.779999 69.379997 69.730003 867000 65.383678
2014-12-08 68.900002 69.220001 66.800003 67.019997 1365100 62.842588
2014-12-09 66 67.68 65.559998 66.169998 1349400 62.04557
2014-12-10 65.769997 65.769997 63.200001 63.549999 2263000 59.588878
2014-12-11 63.73 64.629997 61.549999 61.73 1437000 57.88232
2014-12-12 61.110001 63.259998 59.25 61.799999 2144200 57.947957
2014-12-15 62.09 62.849998 60.169998 61.220001 957300 57.404111
2014-12-16 59.639999 63.490002 58.669998 61.360001 2497700 57.535384
2014-12-17 61.439999 63.470001 60.5 63.34 2707800 59.391968
2014-12-18 63.740002 67.959999 62.5 67.330002 2112700 63.13327
2014-12-19 67.349998 68.5 65.75 67.980003 2589800 63.742757
2014-12-22 67.699997 67.699997 65.279999 66.980003 861800 62.805087
2014-12-23 67.379997 67.440002 66.279999 66.839996 648100 62.673807
2014-12-24 67.25 67.25 66.150002 66.400002 242000 62.261237
2014-12-26 66.809998 67.169998 65.879997 66.620003 801100 62.467526
2014-12-29 66.599998 67.669998 65.989998 67.050003 783900 62.870724
2014-12-30 66.93 67.470001 66.230003 67.410004 582300 63.208285
2014-12-31 67.120003 68.349998 66.480003 67.190002 562500 63.001997
2015-01-02 67.160004 69.160004 67.080002 68.889999 1032000 64.596032
2015-01-05 68.739998 68.790001 64.309998 64.540001 1072600 60.517172
2015-01-06 64.540001 64.800003 60.380001 61.110001 2041200 57.300966
2015-01-07 61.740002 62.419998 59.91 60.560001 1246700 56.785249
2015-01-08 61.009998 61.57 59.560001 59.66 1499100 55.941345
2015-01-09 59.889999 60.07 57.860001 58.189999 3966500 54.56297
2015-01-12 57.380001 57.380001 54.66 55.040001 2771400 51.609315
2015-01-13 54.759998 56.009998 54.040001 55.759998 1612500 52.284434
2015-01-14 55.380001 57.77 54.540001 57.57 1603900 53.981617
2015-01-15 57.57 58.610001 55.259998 55.720001 1462400 52.24693
2015-01-16 55.619999 57.75 55.529999 57.5 1712800 53.91598
2015-01-20 57.52 60 56.150002 59.459999 1575000 55.753811
2015-01-21 59.43 61.029999 58.549999 60.959999 1010500 57.160315
2015-01-22 61.41 61.490002 60.040001 60.970001 1166600 57.169693
2015-01-23 60.900002 61.68 60 61.029999 1075100 57.225951
2015-01-26 61.029999 63.080002 60.630001 62.560001 818300 58.660588
2015-01-27 62.5 63.130001 61.400002 61.580002 1075300 57.741672
2015-01-28 60.669998 62.419998 59.639999 59.720001 1124300 55.997607
2015-01-29 60.049999 60.41 57.25 58.84 947400 55.172457
2015-01-30 58.419998 59.75 57.25 58.93 924800 55.256847
2015-02-02 59.5 60.970001 58.950001 60.509998 3835300 56.738363
2015-02-03 60.029999 60.57 58.73 59.720001 1555200 56.843066
2015-02-04 58.889999 60.52 58.580002 60 612200 57.109576
2015-02-05 60.619999 61.43 60 61.02 839400 58.08044
2015-02-06 61.490002 61.52 60.119999 61.130001 595400 58.185141
2015-02-09 61.349998 61.41 58.720001 58.84 769400 56.005458
2015-02-10 58.990002 60.279999 57.52 59.98 854100 57.09054
2015-02-11 59.220001 60.029999 58.580002 58.689999 448800 55.862683
2015-02-12 59.419998 59.93 59.07 59.810001 461300 56.928731
2015-02-13 60.560001 61.84 60.009998 60.939999 675200 58.004292
2015-02-17 61.150002 62.150002 60.419998 61.939999 490900 58.956118
2015-02-18 61.599998 61.900002 61.119999 61.880001 493400 58.899011
2015-02-19 60.950001 61.950001 59.66 61.389999 1352700 58.432614
2015-02-20 61.459999 62.110001 61.049999 61.849998 1455400 58.870454
2015-02-23 61.459999 61.849998 60.110001 60.720001 2946500 57.794893
2015-02-24 61.009998 61.220001 60.099998 60.380001 616700 57.471271
2015-02-25 60.389999 66.989998 60.389999 66.790001 2671500 63.572478
2015-02-26 66.620003 66.739998 63.77 64.720001 1084100 61.602198
2015-02-27 65.080002 65.300003 63.560001 64.949997 843400 61.821114
2015-03-02 64.32 65.360001 63.790001 64.610001 827700 61.497496
2015-03-03 65.169998 65.239998 63.849998 64.650002 541500 61.53557
2015-03-04 64.559998 64.790001 63.540001 64.709999 558300 61.592677
2015-03-05 64.529999 66.139999 64.449997 65.440002 833500 62.287514
2015-03-06 64.980003 65.940002 63.82 64.589996 837300 61.478456
2015-03-09 64.639999 65.360001 63.130001 63.139999 1050600 60.09831
2015-03-10 62.169998 62.82 61.439999 62.5 587300 59.489142
2015-03-11 62.450001 62.450001 60.709999 61.029999 660700 58.089956
2015-03-12 61 61.189999 59.59 60.130001 785600 57.233315
2015-03-13 59.869999 60.330002 59.459999 60.07 1113400 57.176204
2015-03-16 60.009998 60.310001 59.25 60.049999 917700 57.157167
2015-03-17 59.889999 61.369999 59.720001 60.57 570200 57.652117
2015-03-18 60.25 63.43 59.68 62.279999 1026600 59.279739
2015-03-19 61.490002 62.009998 60.720001 60.810001 430900 57.880557
2015-03-20 61.049999 62 61.049999 61.330002 1722600 58.375507
2015-03-23 61.459999 65.620003 61.110001 65 1149900 61.868708
2015-03-24 65 65.459999 62.540001 62.669998 507100 59.650951
2015-03-25 62.830002 63.119999 61.860001 62.279999 419900 59.279739
2015-03-26 62.279999 63.560001 62.119999 62.82 757400 59.793726
2015-03-27 62.669998 64.699997 62.099998 63.02 960200 59.984092
2015-03-30 63 65.300003 62.880001 65.230003 553800 62.087631
2015-03-31 64.989998 66.639999 64.559998 66.099998 819600 62.915715
2015-04-01 66.139999 67.029999 65.25 65.419998 1054100 62.268473
2015-04-02 65.610001 66.720001 64.989998 66.400002 1273200 63.201266
2015-04-06 66.419998 67.220001 64.860001 65.059998 668800 61.925815
2015-04-07 64.589996 66.889999 64.589996 65.239998 989100 62.097144
2015-04-08 65.559998 66.660004 64.209999 64.760002 495200 61.640272
2015-04-09 65 65.419998 64.230003 64.239998 428000 61.145318
2015-04-10 64.43 65.080002 64.089996 64.489998 340500 61.383274
2015-04-13 64.860001 65 64.449997 64.839996 233000 61.716412
2015-04-14 65 67.029999 64.940002 66.589996 446700 63.382108
2015-04-15 67 68.870003 66.860001 67.300003 633700 64.057911
2015-04-16 67.040001 68.129997 67.019997 67.199997 705600 63.962723
2015-04-17 67.040001 67.470001 65.889999 66.720001 1600000 63.50585
2015-04-20 66.730003 68.550003 66.610001 68.080002 844900 64.800335
2015-04-21 68.669998 69.129997 66.68 66.690002 654900 63.477297
2015-04-22 66.900002 67.550003 66.610001 66.82 251900 63.601031
2015-04-23 66.800003 68.910004 66.279999 68.879997 670700 65.561791
2015-04-24 69 69.360001 68.32 69.220001 366600 65.885416
2015-04-27 69.5 69.5 67.870003 68.209999 536200 64.924069
2015-04-28 68 68.690002 66.050003 66.669998 516300 63.458256
2015-04-29 66.650002 67.300003 65.25 66.620003 1468500 63.410669
2015-04-30 66.599998 67.779999 66.089996 67.459999 612700 64.2102
2015-05-01 67.400002 68.480003 67.040001 67.669998 613500 64.410082
2015-05-04 68.029999 68.309998 67.25 67.330002 949800 64.086465
2015-05-05 66.970001 67.589996 65.879997 66.339996 762400 64.009269
2015-05-06 66.050003 68.120003 66.019997 68.040001 1626300 65.649547
2015-05-07 68.099998 68.099998 65.699997 65.82 616500 63.507541
2015-05-08 66.470001 67.120003 65.739998 66.209999 729100 63.883839
2015-05-11 65.599998 65.879997 64.050003 64.589996 739800 62.320752
2015-05-12 64.260002 66.610001 63.689999 65.739998 716000 63.43035
2015-05-13 66.489998 67.260002 65.919998 66.900002 1118100 64.5496
2015-05-14 67.230003 68.629997 67.160004 68.379997 1102900 65.977598
2015-05-15 68.690002 68.690002 66.419998 66.800003 776800 64.453114
2015-05-18 66.839996 67.239998 66.059998 66.459999 594700 64.125056
2015-05-19 66.349998 66.730003 65.720001 66.690002 463700 64.346978
2015-05-20 66.690002 66.870003 65.019997 65.349998 389300 63.054053
2015-05-21 65.449997 65.809998 65.010002 65.440002 428000 63.140895
2015-05-22 65 65.889999 65 65.629997 753300 63.324214
2015-05-26 65.139999 65.639999 64.610001 65.010002 466800 62.726002
2015-05-27 64.980003 65.480003 64.720001 65.080002 527600 62.793542
2015-05-28 65.07 65.080002 63.889999 64.449997 826700 62.185671
2015-05-29 64.279999 65.199997 64.029999 64.629997 682400 62.359347
2015-06-01 64.209999 64.959999 64.160004 64.379997 596000 62.118131
2015-06-02 64.370003 65.720001 63.98 65.379997 1142700 63.082998
2015-06-03 65.019997 66.199997 62.099998 62.43 1263900 60.236643
2015-06-04 62.32 62.459999 60.470001 61.009998 1548100 58.86653
2015-06-05 61 62.509998 60.560001 62.18 2371400 59.995426
2015-06-08 61.939999 62.73 60.34 61.310001 733700 59.155993
2015-06-09 61.330002 62.349998 61.330002 61.580002 599700 59.416508
2015-06-10 62.310001 62.610001 60.439999 60.599998 626600 58.470935
2015-06-11 60.5 61.419998 60.400002 61.080002 518900 58.934074
2015-06-12 60.290001 61.889999 60.200001 61.700001 670800 59.532291
2015-06-15 61.34 63.009998 61.290001 62.5 811400 60.304184
2015-06-16 62.59 62.759998 61.889999 62.330002 568300 60.140158
2015-06-17 62.950001 63.490002 62.02 62.380001 1095600 60.188401
2015-06-18 62.369999 62.48 61.049999 62.080002 1069400 59.898941
2015-06-19 61.75 61.939999 60.220001 60.919998 2033500 58.779692
2015-06-22 62.080002 62.77 61.029999 61.830002 1762400 59.657724
2015-06-23 61.900002 62.02 60.82 60.82 1091900 58.683207
2015-06-24 60.75 60.990002 60.240002 60.25 1461200 58.133233
2015-06-25 60.200001 60.32 58.869999 58.939999 1138600 56.869256
2015-06-26 59.18 60.310001 58.18 58.279999 1239300 56.232444
2015-06-29 57.779999 57.93 56.849998 57.560001 1091600 55.537742
2015-06-30 57.849998 58.18 56.200001 56.380001 1028000 54.399199
2015-07-01 56.259998 57.299999 55.560001 56.189999 1638200 54.215872
2015-07-02 56.400002 57.650002 56.110001 57.310001 1446900 55.296525
2015-07-06 57.279999 57.950001 56.73 57.919998 1261800 55.885091
2015-07-07 57.919998 59.529999 57.59 58.959999 1048100 56.888554
2015-07-08 58.630001 59.330002 57.32 57.939999 777400 55.904389
2015-07-09 58.25 59.029999 57.709999 57.98 685400 55.942985
2015-07-10 58.34 59.990002 58.139999 59.75 901100 57.650799
2015-07-13 68.300003 69.150002 65.029999 68.089996 13075600 65.697786
2015-07-14 67.389999 70.809998 67.169998 69.25 4752900 66.817035
2015-07-15 69.059998 69.470001 67.739998 67.860001 2558900 65.475871
2015-07-16 67.910004 68.449997 66.809998 67.349998 4248300 64.983787
2015-07-17 67.529999 68.410004 66.290001 68.300003 3820100 65.900415
2015-07-20 68 68.129997 65.669998 65.849998 2300000 63.536486
2015-07-21 65.57 66.610001 64.57 64.860001 1097200 62.58127
2015-07-22 64.449997 64.790001 62.490002 62.98 1940000 60.767319
2015-07-23 62.77 64.599998 62.41 64.110001 1635300 61.85762
2015-07-24 64.150002 65.980003 64.050003 65.110001 1254500 62.822487
2015-07-27 64.629997 65.370003 63.529999 64.260002 1125700 62.002351
2015-07-28 64.139999 65.190002 64.129997 64.68 1358600 62.407594
2015-07-29 64.5 65.690002 64.230003 65.540001 735000 63.23738
2015-07-30 65.290001 65.529999 64.199997 64.709999 582900 62.436539
2015-07-31 64.400002 65.919998 64.400002 65.440002 1438900 63.140895
2015-08-03 64.949997 65.510002 64.110001 65.050003 673200 62.764597
2015-08-04 64.230003 64.540001 62.459999 62.720001 727200 61.384617
2015-08-05 61.689999 63.5 56.91 57.290001 2501200 56.070228
2015-08-06 57.060001 57.060001 53.27 55.07 3180900 53.897494
2015-08-07 54.150002 54.560001 53.189999 53.599998 1984500 52.45879
2015-08-10 53.869999 55.919998 53.77 55.279999 1488100 54.103021
2015-08-11 54.610001 55.25 53.630001 54.75 1544000 53.584307
2015-08-12 53.950001 55.740002 53.299999 55.099998 1624000 53.926854
2015-08-13 54.84 55.549999 54.450001 54.790001 724300 53.623456
2015-08-14 55.290001 56.459999 54.599998 56.34 947700 55.140454
2015-08-17 56.57 58.27 56.049999 57.52 648400 56.295331
2015-08-18 57.650002 59.709999 57.610001 59 1571900 57.743819
2015-08-19 58.669998 60.419998 58.669998 60.049999 2132600 58.771463
2015-08-20 59.43 60.150002 58.82 59.470001 1022400 58.203814
2015-08-21 58.939999 59.799999 57.43 58.759998 1102000 57.508928
2015-08-24 56.700001 57.900002 54.669998 55.060001 2134100 53.887708
2015-08-25 55.900002 56 54.41 54.41 867700 53.251546
2015-08-26 55 55.27 53.299999 54.5 1767900 53.33963
2015-08-27 55.040001 58.029999 54.810001 56.779999 1442800 55.571085
2015-08-28 56.82 58.419998 56.549999 56.959999 1368600 55.747253
2015-08-31 56.950001 57.740002 55.52 56.369999 1141900 55.169814
2015-09-01 55.599998 56.540001 53.93 53.93 889600 52.781766
2015-09-02 54.700001 55.130001 52.720001 54.349998 1519600 53.192822
2015-09-03 54.439999 56.049999 53.91 54.5 1161600 53.33963
2015-09-04 54.220001 54.950001 53.75 54.5 899500 53.33963
2015-09-08 54.84 55.919998 53.360001 53.91 1154600 52.762191
2015-09-09 53.950001 54.66 53.220001 53.509998 1085300 52.370706
2015-09-10 53.400002 53.810001 52.549999 52.709999 1469300 51.58774
2015-09-11 52.52 52.650002 51.450001 52.200001 1994800 51.0886
2015-09-14 52.110001 52.150002 51.32 51.610001 864800 50.511162
2015-09-15 51.349998 52.279999 50.41 50.450001 1234200 49.37586
2015-09-16 50.5 50.529999 49.310001 49.650002 1469000 48.592894
2015-09-17 49.98 50.560001 49.400002 50 1444500 48.93544
2015-09-18 49.560001 50.549999 48.919998 50 2728400 48.93544
2015-09-21 50.049999 50.689999 49.619999 50.369999 1441100 49.297561
2015-09-22 49.799999 50.509998 49.459999 49.709999 779400 48.651614
2015-09-23 49.669998 49.849998 47.68 48.240002 726400 47.212914
2015-09-24 48.34 48.740002 45.209999 48 1485300 46.978023
2015-09-25 48.099998 48.610001 47.549999 48 2247200 46.978023
2015-09-28 47.900002 48.34 44.029999 45 2087000 44.041896
2015-09-29 45 45.939999 41.619999 41.77 2008500 40.880667
2015-09-30 41.84 44.130001 41.799999 42.91 3253700 41.996395
2015-10-01 43.52 44.5 43.110001 44 1938100 43.063187
2015-10-02 43.509998 44.970001 43.290001 44.299999 2836000 43.356799
2015-10-05 44.900002 45.98 44.650002 45.470001 2781300 44.50189
2015-10-06 45.34 46.169998 44.880001 45.66 1500700 44.687844
2015-10-07 46.25 47.57 46.25 47.459999 1001500 46.449519
2015-10-08 47.450001 49.080002 46.82 48.639999 733500 47.604396
2015-10-09 48.900002 49.669998 48.669998 49.41 1234600 48.358002
2015-10-12 49.279999 49.52 48.02 48.110001 653200 47.085681
2015-10-13 47.700001 48.580002 46.73 47.290001 777900 46.28314
2015-10-14 47.290001 47.880001 45.360001 46.279999 1004900 45.294642
2015-10-15 46.34 46.349998 44.799999 45.619999 910200 44.648695
2015-10-16 45.720001 46.549999 45.560001 45.66 842600 44.687844
2015-10-19 45.529999 45.740002 44.389999 44.619999 596000 43.669986
2015-10-20 44.349998 45.380001 44.349998 44.580002 691800 43.63084
2015-10-21 44.439999 44.689999 43.330002 43.799999 523500 42.867445
2015-10-22 43.799999 43.869999 41.310001 41.970001 1078700 41.07641
2015-10-23 42.459999 42.459999 40.619999 40.900002 1341100 40.029192
2015-10-26 40.619999 40.900002 39.049999 39.860001 1234000 39.011334
2015-10-27 39.369999 39.369999 37.279999 38.16 1755200 37.347528
2015-10-28 38.439999 41.189999 37.869999 40.57 1764300 39.706216
2015-10-29 40.23 42.099998 40.02 42.080002 798500 41.184068
2015-10-30 41.990002 44.439999 40.900002 43.68 1441700 42.750001
