"Index" "RMB.Open" "RMB.High" "RMB.Low" "RMB.Close" "RMB.Volume" "RMB.Adjusted"
2014-10-27 8.208 8.208 8.208 8.208 0 8.208
2014-10-28 8.366 8.366 8.366 8.366 0 8.366
2014-10-29 8.441 8.441 8.441 8.441 0 8.441
2014-10-30 8.625 8.625 8.625 8.625 0 8.625
2014-10-31 8.791 8.791 8.791 8.791 0 8.791
2014-11-03 9.092 9.092 9.092 9.092 0 9.092
2014-11-04 8.995 8.995 8.995 8.995 0 8.995
2014-11-05 8.83 8.83 8.83 8.83 0 8.83
2014-11-06 8.87 8.87 8.87 8.87 0 8.87
2014-11-07 9.112 9.112 9.112 9.112 0 9.112
2014-11-10 8.851 8.851 8.851 8.851 0 8.851
2014-11-11 9.034 9.034 9.034 9.034 0 9.034
2014-11-12 9.05 9.05 9.05 9.05 0 9.05
2014-11-13 9.307 9.307 9.307 9.307 100 9.307
2014-11-14 9.176 9.176 9.176 9.176 0 9.176
2014-11-17 9.126 9.126 9.126 9.126 0 9.126
2014-11-18 8.966 8.966 8.966 8.966 0 8.966
2014-11-19 9.256 9.256 9.256 9.256 0 9.256
2014-11-20 8.954 8.954 8.93 8.93 0 8.93
2014-11-21 9.173 9.173 9.173 9.173 0 9.173
2014-11-24 9.287 9.287 9.287 9.287 0 9.287
2014-11-25 9.398 9.398 9.398 9.398 0 9.398
2014-11-26 9.318 9.318 9.318 9.318 0 9.318
2014-11-27 9.47 9.6 9.47 9.6 0 9.6
2014-11-28 9.47 9.47 9.47 9.47 0 9.47
2014-12-01 9.505 9.505 9.505 9.505 0 9.505
2014-12-02 8.95 8.95 8.95 8.95 0 8.95
2014-12-03 9.425 9.425 9.425 9.425 0 9.425
2014-12-04 9.611 9.611 9.5 9.5 0 9.5
2014-12-05 9.426 9.426 9.426 9.426 0 9.426
2014-12-08 9.581 9.581 9.581 9.581 0 9.581
2014-12-09 9.292 9.292 9.292 9.292 0 9.292
2014-12-10 9.63 9.63 9.63 9.63 0 9.63
2014-12-11 9.368 9.368 9.368 9.368 0 9.368
2014-12-12 9.182 9.182 9.182 9.182 0 9.182
2014-12-15 9.04 9.04 9.04 9.04 0 9.04
2014-12-16 8.976 8.976 8.976 8.976 0 8.976
2014-12-17 8.994 8.994 8.994 8.994 0 8.994
2014-12-18 9.369 9.369 9.369 9.369 0 9.369
2014-12-19 9.622 9.622 9.622 9.622 0 9.622
2014-12-22 9.408 9.408 9.408 9.408 0 9.408
2014-12-23 9.508 9.508 9.508 9.508 0 9.508
2014-12-24 9.508 9.508 9.508 9.508 0 9.508
2014-12-25 9.508 9.508 9.508 9.508 0 9.508
2014-12-26 9.508 9.508 9.508 9.508 0 9.508
2014-12-29 9.484 9.484 9.484 9.484 0 9.484
2014-12-30 9.346 9.346 9.346 9.346 0 9.346
2014-12-31 9.346 9.346 9.346 9.346 0 9.346
2015-01-01 9.346 9.346 9.346 9.346 0 9.346
2015-01-02 9.235 9.235 9.235 9.235 0 9.235
2015-01-05 9.516 9.516 9.502 9.502 0 9.502
2015-01-06 9.255 9.255 9.255 9.255 0 9.255
2015-01-07 9.124 9.124 9.124 9.124 0 9.124
2015-01-08 9.285 9.285 9.285 9.285 0 9.285
2015-01-09 9.253 9.253 9.253 9.253 400 9.253
2015-01-12 9.436 9.436 9.436 9.436 0 9.436
2015-01-13 9.361 9.361 9.361 9.361 0 9.361
2015-01-14 9.095 9.095 9.095 9.095 0 9.095
2015-01-15 9.147 9.147 9.147 9.147 0 9.147
2015-01-16 8.4 8.4 8.4 8.4 0 8.4
2015-01-19 8.785 8.785 8.785 8.785 0 8.785
2015-01-20 8.846 8.846 8.846 8.846 0 8.846
2015-01-21 8.801 8.801 8.801 8.801 0 8.801
2015-01-22 8.684 8.684 8.684 8.684 0 8.684
2015-01-23 9.229 9.229 9.229 9.229 0 9.229
2015-01-26 9.346 9.346 9.346 9.346 0 9.346
2015-01-27 9 9 9 9 0 9
2015-01-28 9.983 9.983 9.983 9.983 0 9.983
2015-01-29 9.895 9.895 9.895 9.895 0 9.895
2015-01-30 9.883 9.883 9.883 9.883 0 9.883
2015-02-02 9.91 9.91 9.91 9.91 0 9.91
2015-02-03 9.82 9.82 9.82 9.82 0 9.82
2015-02-04 9.933 9.933 9.933 9.933 0 9.933
2015-02-05 9.978 9.978 9.978 9.978 0 9.978
2015-02-06 10.03 10.03 10.03 10.03 0 10.03
2015-02-09 10.14 10.14 10.14 10.14 0 10.14
2015-02-10 10.26 10.26 10.26 10.26 0 10.26
2015-02-11 10.34 10.34 10.34 10.34 0 10.34
2015-02-12 10.44 10.44 10.44 10.44 0 10.44
2015-02-13 10.44 10.44 10.44 10.44 0 10.44
2015-02-16 10.52 10.52 10.52 10.52 0 10.52
2015-02-17 10.53 10.53 10.53 10.53 0 10.53
2015-02-18 10.55 10.55 10.55 10.55 0 10.55
2015-02-19 10.465 10.465 10.465 10.465 0 10.465
2015-02-20 10.51 10.51 10.51 10.51 0 10.51
2015-02-23 10.4 10.4 10.4 10.4 0 10.4
2015-02-24 10.56 10.56 10.56 10.56 0 10.56
2015-02-25 10.595 10.595 10.595 10.595 0 10.595
2015-02-26 10.57 10.57 10.57 10.57 0 10.57
2015-02-27 10.7 10.7 10.7 10.7 0 10.7
2015-03-02 10.69 10.69 10.69 10.69 0 10.69
2015-03-03 10.915 10.915 10.915 10.915 0 10.915
2015-03-04 10.79 10.79 10.79 10.79 0 10.79
2015-03-05 10.99 10.99 10.99 10.99 0 10.99
2015-03-06 11.045 11.045 11.045 11.045 0 11.045
2015-03-09 11.2 11.2 11.2 11.2 0 11.2
2015-03-10 11.37 11.37 11.37 11.37 0 11.37
2015-03-11 11.485 11.485 11.485 11.485 0 11.485
2015-03-12 11.715 11.715 11.645 11.645 0 11.645
2015-03-13 11.68 11.68 11.68 11.68 0 11.68
2015-03-16 11.785 11.785 11.785 11.785 0 11.785
2015-03-17 11.65 11.65 11.65 11.65 0 11.65
2015-03-18 11.78 11.78 11.78 11.78 0 11.78
2015-03-19 11.61 11.61 11.61 11.61 0 11.61
2015-03-20 11.725 11.725 11.725 11.725 0 11.725
2015-03-23 11.64 11.64 11.64 11.64 0 11.64
2015-03-24 11.5 11.5 11.5 11.5 0 11.5
2015-03-25 11.6 11.6 11.6 11.6 0 11.6
2015-03-26 11.245 11.245 11.245 11.245 0 11.245
2015-03-27 11.495 11.495 11.495 11.495 0 11.495
2015-03-30 11.645 11.645 11.645 11.645 0 11.645
2015-03-31 11.605 11.605 11.605 11.605 0 11.605
2015-04-01 11.545 11.545 11.545 11.545 0 11.545
2015-04-02 11.625 11.625 11.625 11.625 0 11.625
2015-04-03 11.625 11.625 11.625 11.625 0 11.625
2015-04-06 11.625 11.625 11.625 11.625 0 11.625
2015-04-07 11.44 11.44 11.44 11.44 0 11.44
2015-04-08 11.845 11.845 11.845 11.845 0 11.845
2015-04-09 12.51 12.51 12.51 12.51 0 12.51
2015-04-10 12.46 12.46 12.46 12.46 0 12.46
2015-04-13 12.83 12.83 12.83 12.83 0 12.83
2015-04-14 12.92 12.92 12.92 12.92 0 12.92
2015-04-15 12.325 12.325 12.325 12.325 0 12.325
2015-04-16 12.24 12.24 12.24 12.24 0 12.24
2015-04-17 11.995 11.995 11.995 11.995 0 11.995
2015-04-20 11.93 11.93 11.93 11.93 0 11.93
2015-04-21 11.895 11.895 11.895 11.895 0 11.895
2015-04-22 13.16 13.16 13.16 13.16 0 13.16
2015-04-23 13.375 13.375 13.375 13.375 0 13.375
2015-04-24 13.145 13.145 13.145 13.145 0 13.145
2015-04-27 12.82 12.82 12.82 12.82 0 12.82
2015-04-28 12.87 12.87 12.87 12.87 0 12.87
2015-04-29 12.84 12.84 12.84 12.84 0 12.84
2015-04-30 12.68 12.68 12.68 12.68 0 12.68
2015-05-01 12.68 12.68 12.68 12.68 0 12.68
2015-05-04 12.61 12.61 12.61 12.61 0 12.61
2015-05-05 12.495 12.495 12.495 12.495 0 12.495
2015-05-06 12.105 12.105 12.105 12.105 0 12.105
2015-05-07 11.99 11.99 11.99 11.99 0 11.99
2015-05-08 12.345 12.345 12.345 12.345 0 12.345
2015-05-11 12.385 12.385 12.385 12.385 0 12.385
2015-05-12 12.445 12.445 12.445 12.445 0 12.445
2015-05-13 12.475 12.475 12.475 12.475 0 12.475
2015-05-14 12.185 12.185 12.185 12.185 0 12.185
2015-05-15 12.45 12.45 12.45 12.45 0 12.45
2015-05-18 12.31 12.31 12.31 12.31 0 12.31
2015-05-19 12.825 12.825 12.825 12.825 0 12.825
2015-05-20 12.86 12.86 12.86 12.86 0 12.86
2015-05-21 12.675 12.675 12.675 12.675 0 12.675
2015-05-22 12.93 12.93 12.93 12.93 0 12.93
2015-05-25 12.93 12.93 12.93 12.93 0 12.93
2015-05-26 13.14 13.14 13.14 13.14 0 13.14
2015-05-27 13.18 13.18 13.18 13.18 0 13.18
2015-05-28 13.465 13.465 13.465 13.465 0 13.465
2015-05-29 13.535 13.535 13.535 13.535 0 13.535
2015-06-01 13.95 13.95 13.95 13.95 0 13.95
2015-06-02 13.79 13.79 13.79 13.79 0 13.79
2015-06-03 13.665 13.665 13.665 13.665 0 13.665
2015-06-04 13.455 13.455 13.455 13.455 0 13.455
2015-06-05 13.475 13.475 13.475 13.475 0 13.475
2015-06-08 13.52 13.52 13.52 13.52 0 13.52
2015-06-09 13.175 13.175 13.175 13.175 0 13.175
2015-06-10 13.115 13.115 13.115 13.115 0 13.115
2015-06-11 13.395 13.395 13.395 13.395 0 13.395
2015-06-12 13.635 13.635 13.635 13.635 0 13.635
2015-06-15 13.505 13.505 13.505 13.505 0 13.505
2015-06-16 13.29 13.29 13.29 13.29 0 13.29
2015-06-17 13.43 13.43 13.43 13.43 0 13.43
2015-06-18 13.14 13.14 13.14 13.14 0 13.14
2015-06-19 13.24 13.24 13.24 13.24 0 13.24
2015-06-22 13.17 13.17 13.17 13.17 0 13.17
2015-06-23 13.285 13.285 13.285 13.285 0 13.285
2015-06-24 13.275 13.275 13.275 13.275 0 13.275
2015-06-25 13.18 13.18 13.18 13.18 0 13.18
2015-06-26 13.62 13.62 13.62 13.62 0 13.62
2015-06-29 13.425 13.425 13.425 13.425 0 13.425
2015-06-30 13 13 13 13 0 13
2015-07-01 12.995 12.995 12.995 12.995 0 12.995
2015-07-02 12.885 12.885 12.885 12.885 0 12.885
2015-07-03 12.965 12.965 12.965 12.965 0 12.965
2015-07-06 12.98 12.98 12.98 12.98 0 12.98
2015-07-07 12.595 12.595 12.595 12.595 0 12.595
2015-07-08 12.28 12.28 12.28 12.28 0 12.28
2015-07-09 12.135 12.135 12.135 12.135 0 12.135
2015-07-10 11.855 11.855 11.855 11.855 0 11.855
2015-07-13 11.9 11.9 11.9 11.9 0 11.9
2015-07-14 12.225 12.225 12.225 12.225 0 12.225
2015-07-15 12.155 12.155 12.155 12.155 0 12.155
2015-07-16 11.92 11.92 11.92 11.92 0 11.92
2015-07-17 11.75 11.75 11.75 11.75 0 11.75
2015-07-20 11.94 11.94 11.94 11.94 0 11.94
2015-07-21 11.7 11.7 11.7 11.7 0 11.7
2015-07-22 11.67 11.67 11.67 11.67 0 11.67
2015-07-23 12.04 12.04 12.04 12.04 0 12.04
2015-07-24 12.145 12.145 12.145 12.145 0 12.145
2015-07-27 11.855 11.855 11.855 11.855 0 11.855
2015-07-28 11.865 11.865 11.865 11.865 0 11.865
2015-07-29 12.185 12.185 12.185 12.185 0 12.185
2015-07-30 12.085 12.085 12.085 12.085 0 12.085
2015-07-31 11.935 11.935 11.935 11.935 0 11.935
2015-08-03 11.85 11.85 11.85 11.85 0 11.85
2015-08-04 11.85 11.85 11.85 11.85 0 11.85
2015-08-05 11.96 11.96 11.96 11.96 0 11.96
2015-08-06 12.305 12.305 12.305 12.305 0 12.305
2015-08-07 12.16 12.16 12.16 12.16 0 12.16
2015-08-10 12.25 12.25 12.25 12.25 0 12.25
2015-08-11 12.73 12.73 12.73 12.73 0 12.73
2015-08-12 12.21 12.21 12.21 12.21 0 12.21
2015-08-13 12.075 12.075 12.075 12.075 0 12.075
2015-08-14 11.975 11.975 11.975 11.975 0 11.975
2015-08-17 12.045 12.045 12.045 12.045 0 12.045
2015-08-18 12.265 12.265 12.265 12.265 0 12.265
2015-08-19 11.7 11.7 11.7 11.7 0 11.7
2015-08-20 11.29 11.29 11.29 11.29 0 11.29
2015-08-21 10.93 10.93 10.93 10.93 0 10.93
2015-08-24 10.7 10.7 10.7 10.7 0 10.7
2015-08-25 10.845 10.845 10.845 10.845 0 10.845
2015-08-26 11.135 11.135 11.135 11.135 0 11.135
2015-08-27 11.47 11.47 11.47 11.47 0 11.47
2015-08-28 11.6 11.6 11.6 11.6 0 11.6
2015-08-31 11.8 11.8 11.8 11.8 0 11.8
2015-09-01 11.65 11.65 11.65 11.65 0 11.65
2015-09-02 11.78 11.78 11.78 11.78 0 11.78
2015-09-03 11.995 11.995 11.995 11.995 0 11.995
2015-09-04 12.08 12.08 12.08 12.08 0 12.08
2015-09-07 12.13 12.13 12.13 12.13 0 12.13
2015-09-08 12.07 12.07 12.07 12.07 0 12.07
2015-09-09 12.51 12.51 12.51 12.51 0 12.51
2015-09-10 12.175 12.175 12.175 12.175 0 12.175
2015-09-11 12.015 12.015 12.015 12.015 0 12.015
2015-09-14 11.975 11.975 11.975 11.975 0 11.975
2015-09-15 12 12 12 12 0 12
2015-09-16 11.61 11.61 11.61 11.61 0 11.61
2015-09-17 10.29 10.29 10.29 10.29 0 10.29
2015-09-18 10.505 10.505 10.505 10.505 0 10.505
2015-09-21 10.19 10.19 10.19 10.19 0 10.19
2015-09-22 10.1 10.1 10.1 10.1 0 10.1
2015-09-23 9.585 9.585 9.585 9.585 0 9.585
2015-09-24 9.428 9.428 9.428 9.428 0 9.428
2015-09-25 9.872 9.872 9.872 9.872 0 9.872
2015-09-28 9.999 9.999 9.999 9.999 0 9.999
2015-09-29 9.87 9.87 9.87 9.87 0 9.87
2015-09-30 10.135 10.135 10.135 10.135 0 10.135
2015-10-01 10.595 10.595 10.595 10.595 0 10.595
2015-10-02 10.445 10.445 10.445 10.445 0 10.445
2015-10-05 10.565 10.565 10.565 10.565 0 10.565
2015-10-06 10.585 10.585 10.585 10.585 0 10.585
2015-10-07 10.78 10.845 10.78 10.845 0 10.845
2015-10-08 11.115 11.115 11.115 11.115 0 11.115
2015-10-09 11.35 11.35 11.35 11.35 0 11.35
2015-10-12 11.055 11.055 11.055 11.055 0 11.055
2015-10-13 10.9 10.9 10.9 10.9 0 10.9
2015-10-14 11.255 11.255 11.255 11.255 0 11.255
2015-10-15 11.57 11.57 11.57 11.57 0 11.57
2015-10-16 11.88 11.88 11.88 11.88 0 11.88
2015-10-19 12.01 12.01 12.01 12.01 0 12.01
2015-10-20 10.24 10.24 10.24 10.24 0 10.24
2015-10-21 8.774 8.774 8.774 8.774 0 8.774
2015-10-22 9.122 9.122 9.122 9.122 0 9.122
2015-10-23 9.551 9.551 9.551 9.551 0 9.551
2015-10-26 9.562 9.562 9.562 9.562 0 9.562
2015-10-27 9.29 9.29 9.29 9.29 0 9.29
2015-10-28 9.472 9.472 9.472 9.472 0 9.472
2015-10-29 9.411 9.411 9.411 9.411 0 9.411
2015-10-30 9.224 9.224 9.224 9.224 0 9.224
