"Index" "SPY.Open" "SPY.High" "SPY.Low" "SPY.Close" "SPY.Volume" "SPY.Adjusted"
2014-07-14 197.610001 197.860001 197.440002 197.600006 58658000 192.78647
2014-07-15 197.720001 198.100006 196.360001 197.229996 111307000 192.425473
2014-07-16 198.110001 198.259995 197.419998 197.960007 79986400 193.137701
2014-07-17 197.350006 198.100006 195.429993 195.710007 145398000 190.942511
2014-07-18 196.350006 197.910004 196.240005 197.710007 124330000 192.893791
2014-07-21 197.089996 197.5 196.429993 197.339996 67592000 192.532794
2014-07-22 198.009995 198.559998 197.869995 198.199997 67678000 193.371845
2014-07-23 198.5 198.850006 198.100006 198.639999 65612000 193.801129
2014-07-24 198.830002 199.059998 198.449997 198.649994 56888000 193.81088
2014-07-25 198.089996 198.259995 197.330002 197.720001 76837000 192.903542
2014-07-28 197.759995 198.089996 196.619995 197.800003 69259000 192.981595
2014-07-29 198.169998 198.449997 196.919998 196.949997 80466000 192.152295
2014-07-30 197.649994 197.910004 196.160004 196.979996 104222000 192.181563
2014-07-31 195.610001 195.779999 192.970001 193.089996 183479000 188.386324
2014-08-01 192.559998 193.759995 191.570007 192.5 189261000 187.8107
2014-08-04 192.869995 194.300003 192.050003 193.889999 91340000 189.166839
2014-08-05 193.100006 193.600006 191.309998 192.009995 152690000 187.332631
2014-08-06 191.110001 192.889999 191.080002 192.070007 94818000 187.391182
2014-08-07 192.940002 193.130005 190.550003 191.029999 135733000 186.376508
2014-08-08 191.460007 193.369995 190.949997 193.240005 117014000 188.532679
2014-08-11 193.970001 194.660004 193.710007 193.800003 74544000 189.079035
2014-08-12 193.610001 194.149994 192.940002 193.529999 73632000 188.815608
2014-08-13 194.289993 195.059998 193.960007 194.839996 69047000 190.093694
2014-08-14 195.160004 195.759995 194.979996 195.759995 57371000 190.991281
2014-08-15 196.470001 196.649994 194.309998 195.720001 139951000 190.952262
2014-08-18 196.800003 197.449997 196.690002 197.360001 75424000 192.552311
2014-08-19 197.839996 198.539993 197.440002 198.389999 59135000 193.557219
2014-08-20 198.119995 199.160004 198.080002 198.919998 72763000 194.074307
2014-08-21 199.089996 199.759995 198.929993 199.5 67791000 194.64018
2014-08-22 199.339996 199.690002 198.740005 199.190002 76107000 194.337734
2014-08-25 200.139999 200.589996 199.149994 200.199997 63855000 195.323125
2014-08-26 200.330002 200.820007 200.279999 200.330002 47298000 195.449963
2014-08-27 200.429993 200.570007 199.940002 200.25 47874000 195.37191
2014-08-28 199.589996 200.270004 199.389999 200.139999 58330000 195.264589
2014-08-29 200.449997 200.729996 199.820007 200.710007 65907000 195.820711
2014-09-02 200.970001 201 199.860001 200.610001 72426000 195.723141
2014-09-03 201.380005 201.410004 200.220001 200.5 57462000 195.61582
2014-09-04 200.839996 201.580002 199.660004 200.210007 85236000 195.332891
2014-09-05 200.169998 201.190002 199.410004 201.110001 102177000 196.210961
2014-09-08 200.919998 201.210007 200 200.589996 64146000 195.703624
2014-09-09 200.410004 200.550003 198.910004 199.320007 88591000 194.464572
2014-09-10 199.429993 200.199997 198.770004 200.070007 67251000 195.196302
2014-09-11 199.270004 200.330002 199.119995 200.300003 66774400 195.420695
2014-09-12 200.100006 200.119995 198.559998 199.130005 117409300 194.279198
2014-09-15 199.160004 199.320007 198.380005 198.979996 76401000 194.132843
2014-09-16 198.610001 200.839996 198.5 200.479996 116201000 195.596303
2014-09-17 200.770004 201.679993 199.75 200.75 151266000 195.85973
2014-09-18 201.360001 201.850006 201.100006 201.820007 94990000 196.903672
2014-09-19 201.520004 201.899994 200.289993 200.699997 121649000 196.726243
2014-09-22 200.350006 200.380005 198.729996 199.149994 125553000 195.206929
2014-09-23 198.429993 199.259995 197.949997 198.009995 111393000 194.089501
2014-09-24 198.039993 199.690002 197.520004 199.559998 107276000 195.608815
2014-09-25 199.039993 199.050003 196.270004 196.339996 150300000 192.452568
2014-09-26 196.699997 198.389999 196.419998 197.899994 103547000 193.981679
2014-09-29 196.199997 197.889999 196.050003 197.539993 95112000 193.628806
2014-09-30 197.690002 198.300003 196.610001 197.020004 131302000 193.119112
2014-10-01 196.699997 196.770004 193.910004 194.350006 177798000 190.501979
2014-10-02 194.179993 195.059998 192.350006 194.380005 157285000 190.531384
2014-10-03 195.679993 196.940002 195.080002 196.520004 121569000 192.629012
2014-10-06 197.339996 197.600006 195.580002 196.289993 104778000 192.403555
2014-10-07 195.279999 195.720001 193.220001 193.259995 147913000 189.433549
2014-10-08 193.369995 196.919998 192.360001 196.639999 186461000 192.746631
2014-10-09 196.330002 196.600006 192.580002 192.740005 210705000 188.923855
2014-10-10 192.690002 193.649994 190.490005 190.539993 221909000 186.767402
2014-10-13 190.460007 191.149994 187.300003 187.410004 230939000 183.699385
2014-10-14 188.419998 189.820007 187.039993 187.699997 215847000 183.983636
2014-10-15 185.160004 187.690002 181.919998 186.429993 380715000 182.738777
2014-10-16 183.059998 187.580002 182.889999 186.270004 270391000 182.581957
2014-10-17 188.419998 189.75 187.619995 188.470001 214625000 184.738395
2014-10-20 188.130005 190.449997 188.070007 190.300003 130011000 186.532164
2014-10-21 191.679993 194.199997 191.479996 194.070007 154949000 190.227524
2014-10-22 194.410004 194.910004 192.610001 192.690002 151822000 188.874842
2014-10-23 194.619995 196.199997 194.259995 194.929993 154944000 191.070482
2014-10-24 195.25 196.490005 194.490005 196.429993 117927000 192.540783
2014-10-27 195.729996 196.449997 195.029999 196.160004 82954000 192.276139
2014-10-28 196.820007 198.419998 196.729996 198.410004 106736000 194.481591
2014-10-29 198.550003 199.119995 196.800003 198.110001 142557000 194.187527
2014-10-30 197.580002 199.949997 197.399994 199.380005 113330000 195.432386
2014-10-31 201.779999 201.820007 200.770004 201.660004 146903000 197.667242
2014-11-03 201.919998 202.449997 201.309998 201.770004 93600000 197.775065
2014-11-04 201.229996 201.600006 200.059998 201.070007 93343000 197.088928
2014-11-05 202.539993 202.589996 201.449997 202.339996 91709000 198.333771
2014-11-06 202.389999 203.259995 201.639999 203.149994 107089000 199.127732
2014-11-07 203.169998 203.600006 202.610001 203.339996 89540000 199.313972
2014-11-10 203.380005 204.039993 203.130005 203.979996 66319000 199.9413
2014-11-11 204.059998 204.309998 203.649994 204.179993 54499000 200.137337
2014-11-12 203.350006 204.240005 203.309998 203.960007 90120000 199.921706
2014-11-13 204.160004 204.830002 203.210007 204.190002 85358000 200.147148
2014-11-14 204.100006 204.490005 203.720001 204.240005 80418000 200.196161
2014-11-17 203.850006 204.580002 203.649994 204.369995 80441000 200.323577
2014-11-18 204.440002 205.919998 204.440002 205.550003 76068000 201.480222
2014-11-19 205.309998 205.550003 204.300003 205.220001 82373000 201.156754
2014-11-20 204.259995 205.710007 204.179993 205.580002 72840000 201.509627
2014-11-21 207.639999 207.839996 205.979996 206.679993 142327000 202.587838
2014-11-24 207.169998 207.389999 206.910004 207.259995 65881000 203.156356
2014-11-25 207.539993 207.789993 206.800003 207.110001 79108000 203.009332
2014-11-26 207.289993 207.759995 207.029999 207.639999 61928400 203.528837
2014-11-28 207.490005 207.869995 206.910004 207.199997 57890100 203.097547
2014-12-01 206.399994 206.539993 205.380005 205.759995 103968400 201.686055
2014-12-02 205.809998 207.339996 205.779999 207.089996 74507200 202.989724
2014-12-03 207.300003 208.149994 207.100006 207.889999 69450000 203.773887
2014-12-04 207.539993 208.270004 206.699997 207.660004 89928200 203.548445
2014-12-05 207.869995 208.470001 207.550003 208 91025500 203.88171
2014-12-08 207.520004 208.119995 205.929993 206.610001 108588200 202.519232
2014-12-09 204.369995 206.600006 203.910004 206.470001 125180100 202.382004
2014-12-10 205.910004 205.979996 202.929993 203.160004 154761600 199.137543
2014-12-11 203.880005 206.190002 203.710007 204.190002 159012800 200.147148
2014-12-12 202.639999 203.820007 200.850006 200.889999 202330200 196.912484
2014-12-15 201.979996 202.529999 198.779999 199.509995 189965800 195.559802
2014-12-16 199.509995 202.399994 197.860001 197.910004 259543800 193.99149
2014-12-17 198.440002 202.339996 198.289993 201.789993 253754500 197.794658
2014-12-18 204.740005 212.970001 203.919998 206.779999 247780600 202.685864
2014-12-19 206.429993 207.330002 205.610001 206.520004 245084600 203.548282
2014-12-22 206.75 207.470001 206.460007 207.470001 148318900 204.484609
2014-12-23 208.169998 208.229996 207.399994 207.75 122167900 204.760578
2014-12-24 208.020004 208.339996 207.720001 207.770004 42963400 204.780295
2014-12-26 208.309998 208.850006 208.25 208.440002 57326700 205.440652
2014-12-29 208.220001 208.970001 208.139999 208.720001 79643900 205.716622
2014-12-30 208.210007 208.369995 207.509995 207.600006 73540800 204.612743
2014-12-31 207.990005 208.190002 205.389999 205.539993 130333800 202.582372
2015-01-02 206.380005 206.880005 204.179993 205.429993 121465900 202.473955
2015-01-05 204.169998 204.369995 201.350006 201.720001 169632600 198.817348
2015-01-06 202.089996 202.720001 198.860001 199.820007 209151400 196.944694
2015-01-07 201.419998 202.720001 200.880005 202.309998 125346700 199.398855
2015-01-08 204.009995 206.160004 203.990005 205.899994 147217800 202.937193
2015-01-09 206.399994 206.419998 203.509995 204.25 158567300 201.310942
2015-01-12 204.410004 204.600006 201.919998 202.649994 144396100 199.733959
2015-01-13 204.119995 205.479996 200.509995 202.080002 214553300 199.172169
2015-01-14 199.649994 201.100006 198.570007 200.860001 190552900 197.969723
2015-01-15 201.630005 202.009995 198.880005 199.020004 176613900 196.156203
2015-01-16 198.770004 201.820007 198.550003 201.630005 211879600 198.728647
2015-01-20 202.399994 202.720001 200.169998 202.059998 130991100 199.152452
2015-01-21 201.5 203.660004 200.940002 203.080002 122942700 200.157779
2015-01-22 203.990005 206.259995 202.330002 206.100006 174356000 203.134327
2015-01-23 205.789993 206.100006 204.809998 204.970001 117516800 202.020582
2015-01-26 204.710007 205.559998 203.850006 205.449997 92009700 202.493671
2015-01-27 202.970001 204.119995 201.740005 202.740005 134044600 199.822675
2015-01-28 204.169998 204.289993 199.910004 200.139999 168514300 197.260082
2015-01-29 200.380005 202.300003 198.679993 201.990005 173585400 199.083467
2015-01-30 200.570007 202.169998 199.130005 199.449997 197729700 196.580008
2015-02-02 200.050003 202.029999 197.860001 201.919998 163107000 199.014467
2015-02-03 203 204.850006 202.550003 204.839996 124212900 201.892448
2015-02-04 203.919998 205.380005 203.509995 204.059998 134306700 201.123673
2015-02-05 204.860001 206.300003 204.770004 206.119995 97953200 203.154028
2015-02-06 206.559998 207.240005 204.919998 205.550003 125672000 202.592238
2015-02-09 204.770004 205.639999 204.139999 204.630005 87219000 201.685478
2015-02-10 205.880005 207.119995 204.679993 206.809998 96164200 203.834102
2015-02-11 206.610001 207.449997 205.830002 206.929993 91087800 203.95237
2015-02-12 207.889999 208.990005 206.970001 208.919998 97545900 205.913741
2015-02-13 209.070007 209.839996 208.759995 209.779999 93670400 206.761366
2015-02-17 209.399994 210.320007 209.100006 210.110001 76968200 207.08662
2015-02-18 209.660004 210.220001 209.339996 210.130005 80652900 207.106336
2015-02-19 209.410004 210.419998 209.240005 209.979996 91462500 206.958485
2015-02-20 209.479996 211.330002 208.729996 211.240005 140896400 208.200364
2015-02-23 210.940002 211.210007 210.479996 211.210007 74411100 208.170797
2015-02-24 211.119995 212.050003 210.759995 211.809998 72472300 208.762154
2015-02-25 211.660004 212.240005 211.220001 211.630005 73061700 208.584752
2015-02-26 211.520004 211.710007 210.649994 211.380005 72697900 208.338349
2015-02-27 211.259995 211.580002 210.600006 210.660004 108076000 207.628708
2015-03-02 210.779999 212.059998 210.720001 211.990005 87491400 208.939572
2015-03-03 211.470001 212.050003 210.080002 211.119995 110325800 208.082081
2015-03-04 210.399994 210.490005 209.059998 210.229996 114497200 207.204888
2015-03-05 210.619995 210.800003 209.850006 210.460007 76873000 207.431589
2015-03-06 209.419998 209.940002 207.100006 207.5 188128000 204.514176
2015-03-09 207.740005 208.789993 207.550003 208.360001 89818900 205.361801
2015-03-10 206.710007 206.809998 204.929993 204.979996 157121300 202.030433
2015-03-11 205.289993 205.5 204.399994 204.5 110145700 201.557344
2015-03-12 205.259995 207.179993 205.199997 207.100006 93993500 204.119937
2015-03-13 206.770004 207.929993 204.580002 205.830002 162410900 202.868208
2015-03-16 206.710007 208.690002 205.860001 208.580002 136099200 205.578637
2015-03-17 207.690002 208.419998 206.979996 207.960007 94510400 204.967563
2015-03-18 207.389999 211.270004 206.619995 210.460007 228808500 207.431589
2015-03-19 209.960007 210.470001 209.029999 209.5 117917300 206.485397
2015-03-20 209.710007 211.020004 209.490005 210.410004 177715100 208.308013
2015-03-23 210.419998 211.110001 210 210 71784500 207.902105
2015-03-24 209.850006 210.399994 208.740005 208.820007 77805300 206.7339
2015-03-25 209.070007 209.350006 205.710007 205.759995 159521700 203.704457
2015-03-26 204.960007 206.369995 204.119995 205.270004 153067200 203.219362
2015-03-27 205.130005 205.949997 204.899994 205.740005 118939000 203.684668
2015-03-30 206.979996 208.610001 206.960007 208.25 96180400 206.169587
2015-03-31 207.259995 208.100006 206.360001 206.429993 126768700 204.367762
2015-04-01 206.429993 206.429993 204.509995 205.699997 137303600 203.645059
2015-04-02 205.619995 206.979996 205.399994 206.440002 86900900 204.377672
2015-04-06 206.440002 208.449997 205.210007 207.830002 114368200 205.753785
2015-04-07 207.860001 208.759995 207.240005 207.279999 81236300 205.209276
2015-04-08 207.550003 208.509995 207.080002 207.979996 89351900 205.90228
2015-04-09 207.779999 209.179993 207.190002 208.899994 85548900 206.813088
2015-04-10 209.199997 210.089996 208.960007 210.039993 72722900 207.941699
2015-04-13 209.869995 210.630005 209.029999 209.089996 74436600 207.001192
2015-04-14 208.850006 209.710007 208.100006 209.490005 75099900 207.397205
2015-04-15 210.050003 211.039993 209.949997 210.429993 99529300 208.327802
2015-04-16 210.029999 210.979996 209.789993 210.369995 68934900 208.268404
2015-04-17 208.940002 209.229996 207.009995 207.949997 191113200 205.872581
2015-04-20 209.059998 210.25 208.960007 209.850006 92189500 207.753609
2015-04-21 209.850006 210.860001 209.240005 209.600006 72559800 207.506107
2015-04-22 210.009995 210.850006 208.899994 210.630005 78264600 208.525816
2015-04-23 210.149994 211.940002 210.009995 211.160004 102585900 209.05052
2015-04-24 211.660004 211.970001 211.110001 211.649994 61327400 209.535615
2015-04-27 212.330002 212.479996 210.539993 210.770004 79358100 208.664417
2015-04-28 210.740005 211.5 209.330002 211.440002 86863500 209.327722
2015-04-29 211.440002 211.440002 209.600006 210.570007 125684900 208.466418
2015-04-30 209.880005 210.350006 207.619995 208.460007 161304900 206.377496
2015-05-01 209.399994 210.770004 209.279999 210.720001 103399700 208.614913
2015-05-04 211.229996 212.020004 211.100006 211.320007 70927200 209.208925
2015-05-05 211.029999 211.460007 208.729996 208.899994 113326200 206.813088
2015-05-06 209.559998 209.929993 206.759995 208.039993 135060200 205.961679
2015-05-07 207.919998 209.380005 207.520004 208.869995 88244900 206.783389
2015-05-08 210.880005 211.860001 210.779999 211.619995 155877300 209.505916
2015-05-11 211.570007 211.889999 210.520004 210.610001 75708100 208.506012
2015-05-12 209.610001 210.630005 208.619995 209.979996 119727600 207.8823
2015-05-13 210.470001 211.220001 209.740005 210.020004 94667900 207.921909
2015-05-14 211.240005 212.320007 210.910004 212.210007 95934000 210.090034
2015-05-15 212.440002 212.610001 211.860001 212.440002 76510100 210.317732
2015-05-18 212.240005 213.399994 212.160004 213.100006 74549700 210.971142
2015-05-19 213.240005 213.570007 212.690002 213.029999 72114600 210.901834
2015-05-20 213.149994 213.779999 212.5 212.880005 76857500 210.753339
2015-05-21 212.710007 213.75 212.509995 213.5 64764600 211.36714
2015-05-22 213.039993 213.539993 212.910004 212.990005 57433500 210.86224
2015-05-26 212.399994 212.910004 210.199997 210.699997 124308600 208.595109
2015-05-27 211.25 212.979996 210.759995 212.699997 93214000 210.575129
2015-05-28 212.330002 212.589996 211.630005 212.460007 74974600 210.337536
2015-05-29 212.380005 212.429993 210.820007 211.139999 124919600 209.030716
2015-06-01 211.940002 212.339996 210.619995 211.570007 93338800 209.456428
2015-06-02 211.020004 212.190002 210.270004 211.360001 91531000 209.248519
2015-06-03 212 212.669998 211.330002 211.919998 86954600 209.802922
2015-06-04 211.070007 211.860001 209.75 210.130005 151882800 208.030811
2015-06-05 209.949997 210.580002 208.979996 209.770004 121704700 207.674407
2015-06-08 209.639999 209.820007 208.389999 208.419998 89063300 206.337887
2015-06-09 208.449997 209.100006 207.690002 208.449997 105034700 206.367586
2015-06-10 209.369995 211.410004 209.300003 210.960007 134551300 208.852521
2015-06-11 211.479996 212.089996 211.199997 211.649994 73876400 209.535615
2015-06-12 210.639999 211.479996 209.679993 209.929993 135382400 207.832797
2015-06-15 208.639999 209.449997 207.789993 209.100006 124384200 207.011102
2015-06-16 208.929993 210.350006 208.720001 210.25 85308200 208.149607
2015-06-17 210.589996 211.320007 209.360001 210.589996 126708600 208.486207
2015-06-18 211.309998 213.339996 210.630005 212.710007 165867900 210.585039
2015-06-19 211.460007 211.550003 210.360001 210.809998 130478700 209.719534
2015-06-22 211.910004 212.589996 211.639999 211.889999 70696000 210.79395
2015-06-23 212.139999 212.440002 211.570007 212.050003 68476800 210.953126
2015-06-24 211.720001 212.169998 210.470001 210.509995 92307300 209.421083
2015-06-25 211.100006 211.25 209.770004 209.830002 97107400 208.744608
2015-06-26 210.289993 210.580002 209.160004 209.899994 104174800 208.814238
2015-06-29 208.050003 209.830002 205.330002 205.470001 202621300 204.40716
2015-06-30 207.259995 207.320007 205.279999 205.889999 182925100 204.824986
2015-07-01 207.729996 208.029999 206.559998 207.570007 135979900 206.496304
2015-07-02 208.070007 208.270004 206.809998 207.320007 104373700 206.247597
2015-07-06 205.770004 207.649994 205.529999 206.669998 117975400 205.60095
2015-07-07 206.960007 208.169998 204.110001 208.009995 173820200 206.934015
2015-07-08 206.419998 206.759995 204.25 204.529999 164020100 203.47202
2015-07-09 207.039993 207.350006 204.770004 204.800003 139210600 203.740628
2015-07-10 207.289993 207.979996 204.949997 207.479996 129456900 206.406758
2015-07-13 208.990005 209.899994 208.940002 209.759995 106069400 208.674963
2015-07-14 209.720001 211.050003 209.649994 210.720001 81709600 209.630004
2015-07-15 210.729996 211.279999 210.039993 210.630005 97914100 209.540473
2015-07-16 211.869995 212.300003 211.580002 212.270004 106683300 211.171989
2015-07-17 212.289993 212.550003 211.800003 212.470001 89030000 211.370951
2015-07-20 212.75 213.179993 212.210007 212.619995 70446800 211.520169
2015-07-21 212.429993 212.740005 211.389999 211.759995 77965000 210.664617
2015-07-22 210.929993 211.770004 210.889999 211.289993 88667900 210.197047
2015-07-23 211.529999 211.649994 209.75 210.139999 90509100 209.053002
2015-07-24 210.300003 210.369995 207.600006 207.940002 117755000 206.864385
2015-07-27 208 208 206.259995 206.740005 132361100 205.670595
2015-07-28 207.789993 209.5 206.800003 209.309998 123544800 208.227294
2015-07-29 209.479996 211.039993 209.309998 210.770004 105791300 209.679748
2015-07-30 210.160004 211.020004 209.419998 210.820007 91304400 209.729492
2015-07-31 211.419998 211.449997 210.160004 210.449997 103266900 209.361396
2015-08-03 210.460007 210.529999 208.649994 209.729996 113965700 208.645119
2015-08-04 209.699997 210.25 208.800003 209.320007 81820800 208.237252
2015-08-05 210.449997 211.309998 209.729996 210.100006 85786800 209.013216
2015-08-06 210.289993 210.419998 207.649994 208.350006 116030800 207.272268
2015-08-07 208.160004 208.339996 206.869995 207.919998 117858000 206.844484
2015-08-10 209.279999 210.669998 209.279999 210.630005 80270700 209.540473
2015-08-11 208.970001 209.470001 207.759995 208.660004 126081400 207.580662
2015-08-12 207.110001 209.139999 205.360001 208.830002 168996000 207.749781
2015-08-13 208.729996 209.550003 208.009995 208.699997 89383300 207.620448
2015-08-14 208.429993 209.509995 208.259995 209.360001 72786500 208.277038
2015-08-17 208.710007 210.589996 208.160004 210.559998 79072600 209.470828
2015-08-18 210.259995 210.679993 209.699997 209.929993 71692700 208.844082
2015-08-19 209.089996 210.009995 207.350006 208.279999 167316300 207.202623
2015-08-20 206.509995 208.289993 203.899994 204.009995 194327900 202.954706
2015-08-21 201.729996 203.940002 197.520004 197.630005 346588500 196.607718
2015-08-24 197.630005 197.630005 182.399994 189.550003 507244300 188.569512
2015-08-25 195.429993 195.449997 186.919998 187.229996 369833100 186.261506
2015-08-26 192.080002 194.789993 188.369995 194.679993 339257000 193.672966
2015-08-27 197.020004 199.419998 195.210007 199.160004 274143900 198.129803
2015-08-28 198.5 199.839996 197.919998 199.240005 160414400 198.209391
2015-08-31 198.110001 199.130005 197.009995 197.539993 163298800 196.518172
2015-09-01 193.119995 194.770004 190.729996 191.919998 256000400 190.927248
2015-09-02 194.619995 195.460007 191.770004 195.360001 160269300 194.349456
2015-09-03 196.259995 198.050003 194.960007 195.649994 152087800 194.637949
2015-09-04 192.850006 193.860001 191.610001 192.589996 207081000 191.59378
2015-09-08 195.940002 197.610001 195.169998 197.460007 116025700 196.4386
2015-09-09 199.320007 199.470001 194.350006 194.759995 149347700 193.752554
2015-09-10 194.559998 197.220001 194.25 195.850006 158611100 194.836927
2015-09-11 195.380005 196.820007 194.529999 196.809998 119691200 195.791953
2015-09-14 196.949997 197.009995 195.429993 195.979996 79452000 194.966244
2015-09-15 196.610001 198.990005 195.960007 198.449997 113806200 197.423469
2015-09-16 198.820007 200.410004 198.410004 200.139999 99581600 199.104729
2015-09-17 200.020004 202.889999 199.279999 199.699997 276046600 198.667003
2015-09-18 195.710007 198.679993 194.960007 195.360001 223657500 195.360001
2015-09-21 196.440002 197.679993 195.210007 196.440002 105726200 196.440002
2015-09-22 193.880005 194.460007 192.559998 193.899994 153890900 193.899994
2015-09-23 194.110001 194.669998 192.910004 193.600006 92790600 193.600006
2015-09-24 192.149994 193.449997 190.559998 192.929993 159378800 192.929993
2015-09-25 194.639999 195 191.809998 192.869995 142052900 192.869995
2015-09-28 191.779999 191.910004 187.639999 187.910004 158514500 187.910004
2015-09-29 188.270004 189.740005 186.929993 188.080002 152279900 188.080002
2015-09-30 190.369995 191.830002 189.440002 191.589996 152593200 191.589996
2015-10-01 192.080002 192.490005 189.820007 192.160004 127828700 192.160004
2015-10-02 189.770004 195.029999 189.119995 194.990005 206129500 194.990005
2015-10-05 196.460007 198.740005 196.330002 198.479996 122213200 198.479996
2015-10-06 198.309998 198.979996 197 197.809998 106144200 197.809998
2015-10-07 198.899994 199.830002 197.479996 199.429993 120246700 199.429993
2015-10-08 199.410004 201.550003 198.589996 201.199997 148387100 201.199997
2015-10-09 201.380005 201.899994 200.580002 201.399994 94899000 201.399994
2015-10-12 201.419998 201.759995 200.910004 201.589996 55425200 201.589996
2015-10-13 200.649994 202.160004 200.050003 200.179993 83578000 200.179993
2015-10-14 200.179993 200.869995 198.940002 199.300003 95532400 199.300003
2015-10-15 200.080002 202.360001 199.639999 202.289993 125812600 202.289993
2015-10-16 202.830002 203.289993 201.919998 203.270004 109692900 203.270004
2015-10-19 202.5 203.369995 202.130005 203.320007 73106800 203.320007
2015-10-20 202.850006 203.839996 202.550003 203.089996 75598000 203.089996
2015-10-21 203.610001 203.789993 201.649994 201.869995 99149500 201.869995
2015-10-22 202.979996 205.509995 201.850006 205.210007 164941500 205.210007
2015-10-23 207.25 207.949997 206.300003 207.520004 138355700 207.520004
2015-10-26 207.300003 207.369995 206.559998 206.990005 66254500 206.990005
2015-10-27 206.199997 207 205.789993 206.570007 74930600 206.570007
2015-10-28 207 208.979996 206.210007 208.940002 132528000 208.940002
2015-10-29 208.350006 209.270004 208.210007 208.889999 84727800 208.889999
2015-10-30 209.059998 209.440002 207.740005 207.869995 125338300 207.869995
