"Index" "SG.Open" "SG.High" "SG.Low" "SG.Close" "SG.Volume" "SG.Adjusted"
2014-10-31 0.02 0.025 0.02 0.025 4700 0.25
2014-11-03 0.025 0.025 0.025 0.025 0 0.25
2014-11-04 0.025 0.025 0.025 0.025 0 0.25
2014-11-05 0.025 0.025 0.025 0.025 0 0.25
2014-11-06 0.025 0.025 0.025 0.025 0 0.25
2014-11-07 0.025 0.025 0.025 0.025 0 0.25
2014-11-10 0.025 0.025 0.025 0.025 0 0.25
2014-11-11 0.025 0.025 0.025 0.025 0 0.25
2014-11-12 0.025 0.025 0.025 0.025 0 0.25
2014-11-13 0.025 0.025 0.025 0.025 0 0.25
2014-11-14 0.025 0.025 0.025 0.025 0 0.25
2014-11-17 0.02 0.02 0.02 0.02 2000 0.2
2014-11-18 0.015 0.015 0.015 0.015 8000 0.15
2014-11-19 0.015 0.015 0.015 0.015 0 0.15
2014-11-20 0.015 0.02 0.015 0.02 10600 0.2
2014-11-21 0.02 0.02 0.02 0.02 0 0.2
2014-11-24 0.02 0.02 0.02 0.02 0 0.2
2014-11-25 0.02 0.02 0.02 0.02 0 0.2
2014-11-26 0.02 0.02 0.02 0.02 0 0.2
2014-11-27 0.02 0.02 0.02 0.02 0 0.2
2014-11-28 0.02 0.02 0.02 0.02 0 0.2
2014-12-01 0.02 0.02 0.02 0.02 0 0.2
2014-12-02 0.02 0.02 0.02 0.02 0 0.2
2014-12-03 0.02 0.02 0.02 0.02 0 0.2
2014-12-04 0.02 0.02 0.02 0.02 1200 0.2
2014-12-05 0.02 0.02 0.02 0.02 0 0.2
2014-12-08 0.02 0.02 0.02 0.02 0 0.2
2014-12-09 0.02 0.02 0.02 0.02 0 0.2
2014-12-10 0.02 0.02 0.02 0.02 0 0.2
2014-12-11 0.02 0.02 0.02 0.02 0 0.2
2014-12-12 0.02 0.02 0.02 0.02 0 0.2
2014-12-15 0.02 0.02 0.02 0.02 0 0.2
2014-12-16 0.02 0.02 0.02 0.02 0 0.2
2014-12-17 0.02 0.02 0.02 0.02 0 0.2
2014-12-18 0.02 0.02 0.02 0.02 0 0.02
2014-12-19 0.085 0.375 0.085 0.375 2200 0.375
2014-12-22 0.375 0.375 0.375 0.375 6000 0.375
2014-12-23 0.375 0.375 0.375 0.375 0 0.375
2014-12-24 0.375 0.375 0.375 0.375 0 0.375
2014-12-25 0.375 0.375 0.375 0.375 0 0.375
2014-12-26 0.375 0.375 0.375 0.375 0 0.375
2014-12-29 0.375 0.375 0.375 0.375 0 0.375
2014-12-30 0.375 0.375 0.375 0.375 0 0.375
2014-12-31 0.185 0.23 0.185 0.23 9500 0.23
2015-01-01 0.23 0.23 0.23 0.23 0 0.23
2015-01-02 0.23 0.23 0.23 0.23 0 0.23
2015-01-05 0.23 0.23 0.23 0.23 0 0.23
2015-01-06 0.23 0.23 0.23 0.23 0 0.23
2015-01-07 0.23 0.23 0.23 0.23 0 0.23
2015-01-08 0.23 0.23 0.23 0.23 0 0.23
2015-01-09 0.23 0.23 0.23 0.23 0 0.23
2015-01-12 0.23 0.23 0.23 0.23 0 0.23
2015-01-13 0.23 0.23 0.23 0.23 0 0.23
2015-01-14 0.23 0.23 0.23 0.23 0 0.23
2015-01-15 0.23 0.23 0.23 0.23 0 0.23
2015-01-16 0.23 0.23 0.23 0.23 0 0.23
2015-01-19 0.23 0.23 0.23 0.23 0 0.23
2015-01-20 0.23 0.23 0.23 0.23 0 0.23
2015-01-21 0.165 0.18 0.165 0.18 2200 0.18
2015-01-22 0.18 0.18 0.18 0.18 0 0.18
2015-01-23 0.2 0.2 0.2 0.2 700 0.2
2015-01-26 0.2 0.2 0.2 0.2 12500 0.2
2015-01-27 0.2 0.2 0.2 0.2 0 0.2
2015-01-28 0.2 0.2 0.2 0.2 0 0.2
2015-01-29 0.2 0.2 0.2 0.2 0 0.2
2015-01-30 0.2 0.2 0.2 0.2 0 0.2
2015-02-02 0.2 0.2 0.2 0.2 0 0.2
2015-02-03 0.2 0.2 0.2 0.2 0 0.2
2015-02-04 0.2 0.2 0.2 0.2 0 0.2
2015-02-05 0.2 0.2 0.2 0.2 0 0.2
2015-02-06 0.2 0.2 0.2 0.2 0 0.2
2015-02-09 0.2 0.2 0.2 0.2 0 0.2
2015-02-10 0.2 0.2 0.2 0.2 0 0.2
2015-02-11 0.16 0.16 0.16 0.16 500 0.16
2015-02-12 0.16 0.16 0.16 0.16 0 0.16
2015-02-13 0.16 0.16 0.16 0.16 0 0.16
2015-02-16 0.16 0.16 0.16 0.16 0 0.16
2015-02-17 0.16 0.16 0.16 0.16 0 0.16
2015-02-18 0.16 0.16 0.16 0.16 0 0.16
2015-02-19 0.16 0.16 0.16 0.16 0 0.16
2015-02-20 0.16 0.16 0.16 0.16 0 0.16
2015-02-23 0.16 0.16 0.16 0.16 0 0.16
2015-02-24 0.16 0.16 0.16 0.16 0 0.16
2015-02-25 0.16 0.16 0.16 0.16 0 0.16
2015-02-26 0.16 0.16 0.16 0.16 0 0.16
2015-02-27 0.16 0.16 0.16 0.16 0 0.16
2015-03-02 0.16 0.16 0.16 0.16 0 0.16
2015-03-03 0.16 0.16 0.16 0.16 0 0.16
2015-03-04 0.16 0.16 0.16 0.16 0 0.16
2015-03-05 0.16 0.16 0.16 0.16 0 0.16
2015-03-06 0.16 0.16 0.16 0.16 0 0.16
2015-03-09 0.16 0.16 0.16 0.16 0 0.16
2015-03-10 0.16 0.16 0.16 0.16 0 0.16
2015-03-11 0.16 0.16 0.16 0.16 0 0.16
2015-03-12 0.16 0.16 0.16 0.16 0 0.16
2015-03-13 0.16 0.16 0.16 0.16 0 0.16
2015-03-16 0.165 0.165 0.165 0.165 900 0.165
2015-03-17 0.165 0.165 0.165 0.165 0 0.165
2015-03-18 0.165 0.165 0.165 0.165 0 0.165
2015-03-19 0.165 0.165 0.165 0.165 0 0.165
2015-03-20 0.165 0.165 0.165 0.165 0 0.165
2015-03-23 0.165 0.165 0.165 0.165 0 0.165
2015-03-24 0.165 0.165 0.165 0.165 0 0.165
2015-03-25 0.165 0.165 0.165 0.165 0 0.165
2015-03-26 0.15 0.15 0.14 0.14 10000 0.14
2015-03-27 0.14 0.14 0.14 0.14 0 0.14
2015-03-30 0.14 0.14 0.14 0.14 0 0.14
2015-03-31 0.14 0.14 0.14 0.14 0 0.14
2015-04-01 0.11 0.11 0.11 0.11 5700 0.11
2015-04-02 0.11 0.11 0.11 0.11 0 0.11
2015-04-03 0.11 0.11 0.11 0.11 0 0.11
2015-04-06 0.11 0.11 0.11 0.11 0 0.11
2015-04-07 0.11 0.11 0.11 0.11 0 0.11
2015-04-08 0.11 0.11 0.11 0.11 0 0.11
2015-04-09 0.11 0.11 0.11 0.11 0 0.11
2015-04-10 0.11 0.11 0.11 0.11 0 0.11
2015-04-13 0.11 0.11 0.11 0.11 0 0.11
2015-04-14 0.11 0.11 0.11 0.11 0 0.11
2015-04-15 0.11 0.11 0.11 0.11 0 0.11
2015-04-16 0.09 0.09 0.09 0.09 500 0.09
2015-04-17 0.09 0.09 0.09 0.09 0 0.09
2015-04-20 0.09 0.09 0.09 0.09 0 0.09
2015-04-21 0.09 0.09 0.09 0.09 0 0.09
2015-04-22 0.09 0.09 0.09 0.09 0 0.09
2015-04-23 0.09 0.09 0.09 0.09 0 0.09
2015-04-24 0.09 0.09 0.09 0.09 0 0.09
2015-04-27 0.09 0.09 0.09 0.09 0 0.09
2015-04-28 0.09 0.09 0.09 0.09 0 0.09
2015-04-29 0.09 0.09 0.09 0.09 0 0.09
2015-04-30 0.09 0.09 0.09 0.09 0 0.09
2015-05-01 0.09 0.09 0.09 0.09 0 0.09
2015-05-04 0.09 0.09 0.09 0.09 0 0.09
2015-05-05 0.085 0.085 0.085 0.085 1200 0.085
2015-05-06 0.085 0.085 0.085 0.085 0 0.085
2015-05-07 0.085 0.085 0.085 0.085 0 0.085
2015-05-08 0.085 0.085 0.08 0.08 13300 0.08
2015-05-11 0.07 0.07 0.07 0.07 3400 0.07
