"Index" "GCU.Open" "GCU.High" "GCU.Low" "GCU.Close" "GCU.Volume" "GCU.Adjusted"
2014-10-24 0.771 0.771 0.771 0.771 0 0.771
2014-10-27 0.766 0.766 0.766 0.766 0 0.766
2014-10-28 0.767 0.767 0.767 0.767 0 0.767
2014-10-29 0.764 0.764 0.764 0.764 0 0.764
2014-10-30 0.765 0.765 0.765 0.765 0 0.765
2014-10-31 0.773 0.773 0.773 0.773 0 0.773
2014-11-03 0.77 0.77 0.77 0.77 0 0.77
2014-11-04 0.77 0.77 0.77 0.77 0 0.77
2014-11-05 0.798 0.798 0.798 0.798 0 0.798
2014-11-06 0.784 0.784 0.784 0.784 0 0.784
2014-11-07 0.791 0.791 0.791 0.791 0 0.791
2014-11-10 0.787 0.787 0.787 0.787 0 0.787
2014-11-11 0.804 0.804 0.804 0.804 0 0.804
2014-11-12 0.808 0.808 0.808 0.808 0 0.808
2014-11-13 0.812 0.812 0.812 0.812 0 0.812
2014-11-14 0.943 0.943 0.943 0.943 0 0.943
2014-11-17 0.965 0.965 0.965 0.965 0 0.965
2014-11-18 0.963 0.963 0.963 0.963 0 0.963
2014-11-19 0.958 0.958 0.958 0.958 0 0.958
2014-11-20 0.964 0.964 0.964 0.964 0 0.964
2014-11-21 0.991 0.991 0.991 0.991 0 0.991
2014-11-24 1.04 1.04 1.04 1.04 0 1.04
2014-11-25 1.056 1.056 1.056 1.056 0 1.056
2014-11-26 1.06 1.06 1.06 1.06 0 1.06
2014-11-27 1.06 1.06 1.06 1.06 0 1.06
2014-11-28 1.055 1.055 1.055 1.055 0 1.055
2014-12-01 1.048 1.048 1.048 1.048 0 1.048
2014-12-02 1.043 1.043 1.043 1.043 0 1.043
2014-12-03 1.046 1.046 1.046 1.046 0 1.046
2014-12-04 1.054 1.054 1.054 1.054 0 1.054
2014-12-05 1.047 1.047 1.047 1.047 0 1.047
2014-12-08 1.047 1.047 1.047 1.047 0 1.047
2014-12-09 1.046 1.046 1.046 1.046 0 1.046
2014-12-10 1.024 1.024 1.024 1.024 0 1.024
2014-12-11 1.023 1.023 1.023 1.023 0 1.023
2014-12-12 1.027 1.027 1.027 1.027 0 1.027
2014-12-15 1.032 1.032 1.032 1.032 0 1.032
2014-12-16 1.028 1.028 1.028 1.028 0 1.028
2014-12-17 1.024 1.024 1.024 1.024 0 1.024
2014-12-18 1.035 1.035 1.035 1.035 0 1.035
2014-12-19 1.043 1.043 1.043 1.043 0 1.043
2014-12-22 1.043 1.043 1.043 1.043 0 1.043
2014-12-23 1.041 1.041 1.041 1.041 0 1.041
2014-12-24 1.041 1.041 1.041 1.041 0 1.041
2014-12-25 1.041 1.041 1.041 1.041 0 1.041
2014-12-26 1.041 1.041 1.041 1.041 0 1.041
2014-12-29 1.044 1.044 1.044 1.044 0 1.044
2014-12-30 1.062 1.062 1.062 1.062 0 1.062
2014-12-31 1.062 1.062 1.062 1.062 0 1.062
2015-01-01 1.062 1.062 1.062 1.062 0 1.062
2015-01-02 1.073 1.073 1.073 1.073 0 1.073
2015-01-05 1.061 1.061 1.061 1.061 0 1.061
2015-01-06 1.06 1.06 1.06 1.06 0 1.06
2015-01-07 1.061 1.061 1.061 1.061 0 1.061
2015-01-08 1.066 1.066 1.066 1.066 0 1.066
2015-01-09 1.062 1.062 1.062 1.062 0 1.062
2015-01-12 1.064 1.064 1.064 1.064 0 1.064
2015-01-13 1.059 1.059 1.059 1.059 0 1.059
2015-01-14 1.057 1.057 1.057 1.057 0 1.057
2015-01-15 1.073 1.073 1.073 1.073 0 1.073
2015-01-16 1.074 1.074 1.074 1.074 0 1.074
2015-01-19 1.083 1.083 1.083 1.083 0 1.083
2015-01-20 1.078 1.078 1.078 1.078 0 1.078
2015-01-21 1.082 1.082 1.082 1.082 0 1.082
2015-01-22 1.06 1.06 1.06 1.06 0 1.06
2015-01-23 1.075 1.075 1.075 1.075 0 1.075
2015-01-26 1.1 1.1 1.1 1.1 0 1.1
2015-01-27 1.091 1.091 1.091 1.091 0 1.091
2015-01-28 1.107 1.107 1.107 1.107 0 1.107
2015-01-29 1.105 1.105 1.105 1.105 0 1.105
2015-01-30 1.093 1.093 1.093 1.093 0 1.093
2015-02-02 1.095 1.095 1.095 1.095 0 1.095
2015-02-03 1.096 1.096 1.096 1.096 0 1.096
2015-02-04 1.086 1.086 1.086 1.086 0 1.086
2015-02-05 1.096 1.096 1.096 1.096 0 1.096
2015-02-06 1.098 1.098 1.098 1.098 0 1.098
2015-02-09 1.103 1.103 1.103 1.103 0 1.103
2015-02-10 1.105 1.105 1.105 1.105 0 1.105
2015-02-11 1.107 1.107 1.107 1.107 0 1.107
2015-02-12 1.107 1.107 1.107 1.107 0 1.107
2015-02-13 1.109 1.109 1.109 1.109 0 1.109
2015-02-16 1.103 1.103 1.103 1.103 0 1.103
2015-02-17 1.103 1.103 1.103 1.103 0 1.103
2015-02-18 1.087 1.087 1.087 1.087 0 1.087
2015-02-19 1.092 1.092 1.092 1.092 0 1.092
2015-02-20 1.074 1.074 1.074 1.074 0 1.074
2015-02-23 1.073 1.073 1.073 1.073 0 1.073
2015-02-24 1.073 1.073 1.073 1.073 0 1.073
2015-02-25 1.074 1.074 1.074 1.074 0 1.074
2015-02-26 1.076 1.076 1.076 1.076 0 1.076
2015-02-27 1.083 1.083 1.083 1.083 0 1.083
2015-03-02 1.084 1.084 1.084 1.084 0 1.084
2015-03-03 1.081 1.081 1.081 1.081 0 1.081
2015-03-04 1.082 1.082 1.082 1.082 0 1.082
2015-03-05 1.086 1.086 1.086 1.086 0 1.086
2015-03-06 1.153 1.153 1.153 1.153 0 1.153
2015-03-09 1.156 1.156 1.156 1.156 0 1.156
2015-03-10 1.16 1.16 1.16 1.16 0 1.16
2015-03-11 1.167 1.167 1.167 1.167 0 1.167
2015-03-12 1.172 1.172 1.172 1.172 0 1.172
2015-03-13 1.162 1.162 1.162 1.162 0 1.162
2015-03-16 1.161 1.161 1.161 1.161 0 1.161
2015-03-17 1.158 1.158 1.158 1.158 0 1.158
2015-03-18 1.149 1.149 1.149 1.149 0 1.149
2015-03-19 1.137 1.137 1.137 1.137 0 1.137
2015-03-20 1.14 1.14 1.14 1.14 0 1.14
2015-03-23 1.14 1.14 1.14 1.14 0 1.14
2015-03-24 1.139 1.139 1.139 1.139 0 1.139
2015-03-25 1.176 1.176 1.176 1.176 0 1.176
2015-03-26 1.188 1.188 1.188 1.188 0 1.188
2015-03-27 1.203 1.203 1.203 1.203 0 1.203
2015-03-30 1.197 1.197 1.197 1.197 0 1.197
2015-03-31 1.199 1.199 1.199 1.199 0 1.199
2015-04-01 1.196 1.196 1.196 1.196 0 1.196
2015-04-02 1.191 1.191 1.191 1.191 0 1.191
2015-04-03 1.191 1.191 1.191 1.191 0 1.191
2015-04-06 1.191 1.191 1.191 1.191 0 1.191
2015-04-07 1.157 1.157 1.157 1.157 0 1.157
2015-04-08 1.197 1.197 1.197 1.197 0 1.197
2015-04-09 1.279 1.279 1.279 1.279 0 1.279
2015-04-10 1.309 1.309 1.309 1.309 0 1.309
2015-04-13 1.306 1.306 1.306 1.306 0 1.306
2015-04-14 1.32 1.32 1.32 1.32 0 1.32
2015-04-15 1.298 1.298 1.298 1.298 0 1.298
2015-04-16 1.297 1.297 1.297 1.297 0 1.297
2015-04-17 1.31 1.31 1.31 1.31 0 1.31
2015-04-20 1.31 1.31 1.31 1.31 0 1.31
2015-04-21 1.312 1.312 1.312 1.312 0 1.312
2015-04-22 1.322 1.322 1.322 1.322 0 1.322
2015-04-23 1.334 1.334 1.334 1.334 0 1.334
2015-04-24 1.309 1.309 1.309 1.309 0 1.309
2015-04-27 1.316 1.316 1.316 1.316 0 1.316
2015-04-28 1.317 1.317 1.317 1.317 0 1.317
2015-04-29 1.317 1.317 1.317 1.317 0 1.317
2015-04-30 1.317 1.317 1.317 1.317 0 1.317
2015-05-01 1.317 1.317 1.317 1.317 0 1.317
2015-05-04 1.287 1.287 1.287 1.287 0 1.287
2015-05-05 1.288 1.288 1.288 1.288 0 1.288
2015-05-06 1.287 1.287 1.287 1.287 0 1.287
2015-05-07 1.274 1.274 1.274 1.274 0 1.274
2015-05-08 1.344 1.344 1.344 1.344 0 1.344
2015-05-11 1.346 1.346 1.346 1.346 0 1.346
2015-05-12 1.355 1.355 1.355 1.355 0 1.355
2015-05-13 1.353 1.353 1.353 1.353 0 1.353
2015-05-14 1.34 1.34 1.34 1.34 0 1.34
2015-05-15 1.362 1.362 1.362 1.362 0 1.362
2015-05-18 1.354 1.354 1.354 1.354 0 1.354
2015-05-19 1.364 1.364 1.364 1.364 0 1.364
2015-05-20 1.371 1.371 1.371 1.371 0 1.371
2015-05-21 1.375 1.375 1.375 1.375 0 1.375
2015-05-22 1.383 1.383 1.383 1.383 0 1.383
2015-05-25 1.383 1.383 1.383 1.383 0 1.383
2015-05-26 1.389 1.389 1.389 1.389 0 1.389
2015-05-27 1.391 1.391 1.391 1.391 0 1.391
2015-05-28 1.383 1.383 1.383 1.383 0 1.383
2015-05-29 1.378 1.378 1.378 1.378 0 1.378
2015-06-01 1.377 1.377 1.377 1.377 0 1.377
2015-06-02 1.411 1.411 1.411 1.411 0 1.411
2015-06-03 1.408 1.408 1.408 1.408 0 1.408
2015-06-04 1.423 1.423 1.423 1.423 0 1.423
2015-06-05 1.42 1.42 1.42 1.42 0 1.42
2015-06-08 1.405 1.405 1.405 1.405 0 1.405
2015-06-09 1.391 1.391 1.391 1.391 0 1.391
2015-06-10 1.401 1.401 1.401 1.401 0 1.401
2015-06-11 1.401 1.401 1.401 1.401 0 1.401
2015-06-12 1.409 1.409 1.409 1.409 0 1.409
2015-06-15 1.398 1.398 1.398 1.398 0 1.398
2015-06-16 1.402 1.402 1.402 1.402 0 1.402
2015-06-17 1.397 1.397 1.397 1.397 0 1.397
2015-06-18 1.393 1.393 1.393 1.393 0 1.393
2015-06-19 1.388 1.388 1.388 1.388 0 1.388
2015-06-22 1.395 1.395 1.395 1.395 0 1.395
2015-06-23 1.402 1.402 1.402 1.402 0 1.402
2015-06-24 1.392 1.392 1.392 1.392 0 1.392
2015-06-25 1.383 1.383 1.383 1.383 0 1.383
2015-06-26 1.387 1.387 1.387 1.387 0 1.387
2015-06-29 1.387 1.387 1.387 1.387 0 1.387
2015-06-30 1.387 1.387 1.387 1.387 0 1.387
2015-07-01 1.399 1.399 1.399 1.399 0 1.399
2015-07-02 1.394 1.394 1.394 1.394 0 1.394
2015-07-03 1.393 1.393 1.393 1.393 0 1.393
2015-07-06 1.385 1.385 1.385 1.385 0 1.385
2015-07-07 1.377 1.377 1.377 1.377 0 1.377
2015-07-08 1.39 1.39 1.39 1.39 0 1.39
2015-07-09 1.374 1.374 1.374 1.374 0 1.374
2015-07-10 1.365 1.365 1.365 1.365 0 1.365
2015-07-13 1.355 1.355 1.355 1.355 0 1.355
2015-07-14 1.372 1.372 1.372 1.372 0 1.372
2015-07-15 1.386 1.386 1.386 1.386 0 1.386
2015-07-16 1.381 1.381 1.381 1.381 0 1.381
2015-07-17 1.385 1.385 1.385 1.385 0 1.385
2015-07-20 1.381 1.381 1.381 1.381 0 1.381
2015-07-21 1.367 1.367 1.367 1.367 0 1.367
2015-07-22 1.35 1.35 1.35 1.35 0 1.35
2015-07-23 1.358 1.358 1.358 1.358 0 1.358
2015-07-24 1.32 1.32 1.32 1.32 0 1.32
2015-07-27 1.316 1.316 1.316 1.316 0 1.316
2015-07-28 1.317 1.317 1.317 1.317 0 1.317
2015-07-29 1.32 1.32 1.32 1.32 0 1.32
2015-07-30 1.332 1.332 1.332 1.332 0 1.332
2015-07-31 1.347 1.347 1.347 1.347 0 1.347
2015-08-03 1.343 1.343 1.343 1.343 0 1.343
2015-08-04 1.344 1.344 1.344 1.344 0 1.344
2015-08-05 1.352 1.352 1.352 1.352 0 1.352
2015-08-06 1.348 1.348 1.348 1.348 0 1.348
2015-08-07 1.349 1.349 1.349 1.349 0 1.349
2015-08-10 1.35 1.35 1.35 1.35 0 1.35
2015-08-11 1.387 1.387 1.387 1.387 0 1.387
2015-08-12 1.371 1.371 1.371 1.371 0 1.371
2015-08-13 1.379 1.379 1.379 1.379 0 1.379
2015-08-14 1.368 1.368 1.368 1.368 0 1.368
2015-08-17 1.382 1.382 1.382 1.382 0 1.382
2015-08-18 1.38 1.38 1.38 1.38 0 1.38
2015-08-19 1.373 1.373 1.373 1.373 0 1.373
2015-08-20 1.368 1.368 1.368 1.368 0 1.368
2015-08-21 1.345 1.345 1.345 1.345 0 1.345
2015-08-24 1.32 1.32 1.32 1.32 0 1.32
2015-08-25 1.338 1.338 1.338 1.338 0 1.338
2015-08-26 1.339 1.339 1.339 1.339 0 1.339
2015-08-27 1.351 1.351 1.351 1.351 0 1.351
2015-08-28 1.362 1.362 1.362 1.362 0 1.362
2015-08-31 1.359 1.359 1.359 1.359 0 1.359
2015-09-01 1.344 1.344 1.344 1.344 0 1.344
2015-09-02 1.35 1.35 1.35 1.35 0 1.35
2015-09-03 1.362 1.362 1.362 1.362 0 1.362
2015-09-04 1.366 1.366 1.366 1.366 0 1.366
2015-09-07 1.4 1.4 1.4 1.4 0 1.4
2015-09-08 1.408 1.408 1.408 1.408 0 1.408
2015-09-09 1.428 1.428 1.428 1.428 0 1.428
2015-09-10 1.48 1.48 1.48 1.48 0 1.48
2015-09-11 1.57 1.57 1.57 1.57 0 1.57
2015-09-14 1.561 1.561 1.561 1.561 0 1.561
2015-09-15 1.563 1.563 1.563 1.563 0 1.563
2015-09-16 1.547 1.547 1.547 1.547 0 1.547
2015-09-17 1.555 1.555 1.555 1.555 0 1.555
2015-09-18 1.541 1.541 1.541 1.541 0 1.541
2015-09-21 1.539 1.539 1.539 1.539 0 1.539
2015-09-22 1.541 1.541 1.541 1.541 0 1.541
2015-09-23 1.518 1.518 1.518 1.518 0 1.518
2015-09-24 1.487 1.487 1.487 1.487 0 1.487
2015-09-25 1.481 1.481 1.481 1.481 0 1.481
2015-09-28 1.457 1.457 1.457 1.457 0 1.457
2015-09-29 1.441 1.441 1.441 1.441 0 1.441
2015-09-30 1.455 1.455 1.455 1.455 0 1.455
2015-10-01 1.46 1.46 1.46 1.46 0 1.46
2015-10-02 1.456 1.456 1.456 1.456 0 1.456
2015-10-05 1.46 1.46 1.46 1.46 0 1.46
2015-10-06 1.467 1.467 1.467 1.467 0 1.467
2015-10-07 1.465 1.465 1.465 1.465 0 1.465
2015-10-08 1.471 1.471 1.471 1.471 0 1.471
2015-10-09 1.48 1.48 1.48 1.48 0 1.48
2015-10-12 1.46 1.46 1.46 1.46 0 1.46
2015-10-13 1.457 1.457 1.457 1.457 0 1.457
2015-10-14 1.453 1.453 1.453 1.453 0 1.453
2015-10-15 1.467 1.467 1.467 1.467 0 1.467
2015-10-16 1.481 1.481 1.481 1.481 0 1.481
2015-10-19 1.475 1.475 1.475 1.475 0 1.475
2015-10-20 1.483 1.483 1.483 1.483 0 1.483
2015-10-21 1.479 1.479 1.479 1.479 0 1.479
2015-10-22 1.478 1.478 1.478 1.478 0 1.478
2015-10-23 1.505 1.505 1.505 1.505 0 1.505
2015-10-26 1.502 1.502 1.502 1.502 0 1.502
2015-10-27 1.5 1.5 1.5 1.5 0 1.5
2015-10-28 1.489 1.489 1.489 1.489 0 1.489
2015-10-29 1.498 1.498 1.498 1.498 0 1.498
2015-10-30 1.498 1.498 1.498 1.498 0 1.498
