"Index" "VC.Open" "VC.High" "VC.Low" "VC.Close" "VC.Volume" "VC.Adjusted"
2013-09-23 73.559998 76.190002 73.260002 75.309998 1286300 75.309998
2013-09-24 75.18 75.919998 73.730003 73.730003 844900 73.730003
2013-09-25 73.900002 75.599998 73.730003 74.650002 640900 74.650002
2013-09-26 75.459999 77.599998 75.160004 75.860001 607900 75.860001
2013-09-27 75.629997 75.919998 75 75.220001 370500 75.220001
2013-09-30 74.739998 76.25 74.239998 75.639999 454500 75.639999
2013-10-01 75.769997 76.879997 75.330002 75.82 471000 75.82
2013-10-02 75.419998 76.440002 74.690002 76.300003 373700 76.300003
2013-10-03 76.099998 76.440002 74.730003 75.709999 496100 75.709999
2013-10-04 75.779999 76.540001 75.25 76.169998 288800 76.169998
2013-10-07 75.199997 75.660004 74.489998 74.489998 322900 74.489998
2013-10-08 74.82 74.980003 72.5 72.949997 540200 72.949997
2013-10-09 73.230003 74.120003 72.5 73.559998 547500 73.559998
2013-10-10 74.309998 75.68 74.309998 74.720001 308600 74.720001
2013-10-11 74.900002 75.300003 74.339996 75.019997 177300 75.019997
2013-10-14 74.730003 75.900002 74.260002 75.290001 402000 75.290001
2013-10-15 75.339996 76.230003 75.059998 75.230003 421900 75.230003
2013-10-16 75.93 76.68 75.190002 75.529999 352100 75.529999
2013-10-17 75.099998 76.57 75.099998 76.510002 221700 76.510002
2013-10-18 77.010002 77.349998 76.440002 77.209999 290200 77.209999
2013-10-21 77.470001 78 77.169998 77.980003 360600 77.980003
2013-10-22 78.589996 79.620003 77.769997 78.269997 660100 78.269997
2013-10-23 77.830002 78.389999 77.129997 77.760002 327200 77.760002
2013-10-24 77.879997 79.099998 77.190002 78.650002 461700 78.650002
2013-10-25 78.959999 79.010002 77.129997 77.82 217000 77.82
2013-10-28 77.989998 77.989998 76.760002 77.220001 444200 77.220001
2013-10-29 77.089996 77.510002 75.830002 76.889999 357500 76.889999
2013-10-30 77.25 77.559998 76.389999 76.949997 323400 76.949997
2013-10-31 77.120003 77.769997 76.800003 77.089996 431700 77.089996
2013-11-01 77.279999 78.089996 76.190002 76.580002 494500 76.580002
2013-11-04 76.779999 77.43 76.669998 77.050003 283500 77.050003
2013-11-05 76.940002 77.400002 76.309998 76.760002 344600 76.760002
2013-11-06 76.959999 77.300003 76.309998 76.879997 675300 76.879997
2013-11-07 76.949997 76.949997 72.849998 75.260002 1363100 75.260002
