"Index" "VC.Open" "VC.High" "VC.Low" "VC.Close" "VC.Volume" "VC.Adjusted"
2013-03-08 59.98 60.470001 59.889999 60.040001 394700 60.040001
2013-03-11 59.709999 61.5 59.709999 61.330002 508000 61.330002
2013-03-12 61.27 61.380001 59.959999 60 331200 60
2013-03-13 59.990002 60.549999 59.759998 60.049999 257300 60.049999
2013-03-14 60.09 60.34 59.540001 59.919998 369300 59.919998
2013-03-15 59.84 59.84 58.57 58.98 517300 58.98
2013-03-18 58.450001 58.849998 57.669998 57.73 647000 57.73
2013-03-19 57.900002 58.93 57.040001 57.759998 556500 57.759998
2013-03-20 58.259998 58.990002 57.459999 57.849998 522700 57.849998
2013-03-21 57.549999 58.029999 57.169998 57.490002 229700 57.490002
2013-03-22 57.779999 58.07 56.84 57.43 280500 57.43
2013-03-25 57.639999 58.07 56.580002 57.119999 464700 57.119999
2013-03-26 57.200001 57.419998 56.68 57.150002 700500 57.150002
2013-03-27 56.82 57.959999 56.630001 57.720001 741700 57.720001
2013-03-28 57.779999 58.099998 56.66 57.700001 569500 57.700001
2013-04-01 57.700001 58.080002 57.130001 57.380001 379900 57.380001
2013-04-02 57.360001 57.73 56.48 57.110001 602600 57.110001
2013-04-03 57.240002 57.240002 55.82 56.150002 908100 56.150002
2013-04-04 56.259998 56.349998 55.040001 55.830002 546200 55.830002
2013-04-05 54.880001 55.639999 54.400002 55.189999 467900 55.189999
2013-04-08 55.139999 55.369999 54.330002 55.32 340000 55.32
2013-04-09 55.360001 56.419998 55.279999 55.950001 440200 55.950001
2013-04-10 56.060001 57.689999 56.040001 57.439999 665300 57.439999
2013-04-11 57.439999 58.080002 57.09 57.619999 375000 57.619999
2013-04-12 57.34 57.380001 56.240002 56.77 363500 56.77
2013-04-15 56.419998 56.419998 55.139999 55.330002 559000 55.330002
2013-04-16 55.939999 56.110001 54.830002 54.98 399600 54.98
2013-04-17 54.599998 54.990002 53.369999 53.849998 957300 53.849998
2013-04-18 54.040001 54.279999 52.259998 53.59 977600 53.59
2013-04-19 53.59 55.060001 53.5 54.830002 380400 54.830002
2013-04-22 55.150002 55.150002 53.639999 54.599998 477800 54.599998
2013-04-23 54.490002 55.299999 53.810001 54.959999 621700 54.959999
2013-04-24 55.02 56.369999 54.740002 56.049999 318200 56.049999
2013-04-25 56.310001 57.02 55.66 56.939999 573500 56.939999
2013-04-26 57.099998 57.470001 56.080002 57.25 349700 57.25
2013-04-29 57.209999 58.029999 56.619999 57.200001 401400 57.200001
2013-04-30 57.09 58.889999 56.93 58.790001 399500 58.790001
2013-05-01 58.57 58.610001 57.610001 57.970001 344500 57.970001
2013-05-02 58.02 58.939999 58.02 58.580002 346800 58.580002
2013-05-03 58.990002 60.32 58.389999 58.529999 533200 58.529999
2013-05-06 58.59 59.77 58.540001 59.560001 355700 59.560001
2013-05-07 59.669998 59.939999 58.849998 59.77 297100 59.77
2013-05-08 59.84 60.52 59.299999 60.240002 542200 60.240002
2013-05-09 62.099998 63 59.369999 60.470001 890100 60.470001
2013-05-10 60.619999 62.049999 60.619999 61.830002 1033100 61.830002
2013-05-13 61.860001 63.290001 61.860001 62.59 1078300 62.59
2013-05-14 62.490002 63.400002 61.490002 63.259998 864600 63.259998
2013-05-15 63.23 63.450001 62.630001 63.439999 445400 63.439999
2013-05-16 63.330002 64.790001 63.330002 64.099998 499300 64.099998
2013-05-17 64.379997 65.970001 64.349998 65.769997 455200 65.769997
2013-05-20 65.839996 66.489998 64.959999 65.5 626200 65.5
2013-05-21 65.669998 66.25 65.470001 65.519997 459800 65.519997
2013-05-22 65.559998 65.830002 63.700001 63.77 648700 63.77
2013-05-23 62.970001 63.610001 61.810001 63.490002 510400 63.490002
2013-05-24 63.07 63.439999 62.16 62.610001 312500 62.610001
2013-05-28 63.349998 63.889999 63.27 63.860001 389900 63.860001
2013-05-29 63.41 63.689999 62.669998 62.84 218400 62.84
2013-05-30 62.93 65.089996 62.77 64.459999 392300 64.459999
2013-05-31 64.129997 64.379997 63.389999 63.470001 337300 63.470001
2013-06-03 63.490002 64.050003 62.32 63.27 359900 63.27
2013-06-04 63.189999 64.480003 62.889999 64.199997 356900 64.199997
2013-06-05 64.230003 64.379997 63.150002 63.23 422900 63.23
2013-06-06 63.330002 63.330002 61.970001 62.619999 534200 62.619999
2013-06-07 62.599998 63.939999 62.240002 63.43 403100 63.43
2013-06-10 63.450001 64.029999 63.279999 64.010002 221000 64.010002
2013-06-11 63.540001 63.799999 62.91 63.509998 303400 63.509998
2013-06-12 63.970001 64.209999 63.02 63.189999 406500 63.189999
2013-06-13 63.18 65.160004 62.889999 65.110001 569900 65.110001
2013-06-14 65.190002 65.739998 63.959999 64.839996 339400 64.839996
2013-06-17 65.300003 65.519997 64.459999 64.720001 206200 64.720001
2013-06-18 64.800003 65.75 64.57 65.260002 272800 65.260002
2013-06-19 65.18 65.309998 64.32 64.589996 247300 64.589996
2013-06-20 63.810001 63.810001 60.880001 61.360001 484900 61.360001
2013-06-21 61.529999 62.529999 61.389999 62.119999 637300 62.119999
2013-06-24 61.150002 61.450001 58.02 59.099998 840100 59.099998
2013-06-25 59.799999 60.790001 59.459999 60.779999 509000 60.779999
2013-06-26 61.310001 62.299999 60.849998 62.040001 306800 62.040001
2013-06-27 62.490002 63.220001 62.169998 62.75 275000 62.75
2013-06-28 62.5 63.150002 61.849998 63.119999 997000 63.119999
2013-07-01 63.560001 64.059998 63.209999 63.459999 494600 63.459999
2013-07-02 63.619999 64.449997 62.759998 62.799999 683500 62.799999
2013-07-03 62.41 63.09 59.950001 62.939999 1033800 62.939999
2013-07-05 63.43 64.459999 62.98 64.339996 248400 64.339996
2013-07-08 64.529999 65.379997 64.410004 65.220001 475300 65.220001
2013-07-09 65.68 65.910004 64.760002 64.940002 288800 64.940002
2013-07-10 64.760002 65.169998 64.589996 64.989998 342500 64.989998
2013-07-11 65.940002 66.160004 65.470001 65.839996 446000 65.839996
2013-07-12 65.940002 66.25 65.400002 66.209999 398000 66.209999
2013-07-15 66.480003 66.629997 66.150002 66.269997 322800 66.269997
2013-07-16 66.889999 66.889999 64.440002 64.949997 332400 64.949997
2013-07-17 65.010002 65.230003 64.650002 64.980003 389900 64.980003
2013-07-18 65.440002 66.040001 64.980003 65.349998 267200 65.349998
2013-07-19 65.010002 65.779999 64.699997 65.599998 223200 65.599998
2013-07-22 65.639999 66 65.190002 65.209999 204000 65.209999
2013-07-23 65.25 65.580002 64.860001 65.400002 339400 65.400002
2013-07-24 65.440002 66.239998 64.860001 65.970001 351000 65.970001
2013-07-25 66.029999 66.099998 64.18 65.489998 453500 65.489998
2013-07-26 65.269997 66.019997 65.169998 65.760002 424200 65.760002
2013-07-29 65.760002 66.139999 64.910004 65.099998 319500 65.099998
2013-07-30 66.010002 66.120003 65.470001 65.559998 304100 65.559998
2013-07-31 65.910004 66.279999 65.599998 65.870003 542100 65.870003
2013-08-01 66.639999 66.860001 65.550003 66.190002 405700 66.190002
2013-08-02 66 66.389999 65.57 65.919998 598400 65.919998
2013-08-05 66.260002 67.580002 65.970001 66.989998 545600 66.989998
2013-08-06 67 67.129997 65.82 66.010002 371000 66.010002
2013-08-07 65.550003 66 64.419998 64.870003 631900 64.870003
2013-08-08 66.970001 67.769997 65.599998 67.050003 1256500 67.050003
2013-08-09 67.209999 68.510002 67.059998 67.419998 494700 67.419998
2013-08-12 67.32 69.419998 67.120003 69.019997 608000 69.019997
2013-08-13 72.389999 73.919998 71.580002 73.610001 2373300 73.610001
2013-08-14 73.459999 73.849998 72.519997 73.050003 805400 73.050003
2013-08-15 72 72.080002 70.669998 71.040001 869300 71.040001
2013-08-16 71.099998 72.889999 70.639999 71.919998 1634300 71.919998
2013-08-19 71.980003 72.089996 71.349998 71.510002 495700 71.510002
2013-08-20 71.519997 72.610001 70.75 72.18 599500 72.18
2013-08-21 71.849998 72.050003 70.769997 71.330002 479900 71.330002
2013-08-22 71.400002 73.349998 71.400002 72.760002 223600 72.760002
2013-08-23 72.879997 73.300003 71.720001 71.839996 375400 71.839996
2013-08-26 71.75 72.239998 71.120003 71.269997 252900 71.269997
2013-08-27 70.650002 70.769997 69.650002 69.919998 724300 69.919998
2013-08-28 69.790001 70.620003 69.489998 70.449997 284400 70.449997
2013-08-29 70.459999 72.379997 70.419998 72.25 446800 72.25
2013-08-30 72.300003 72.440002 70.879997 71.610001 386300 71.610001
2013-09-03 72.449997 73.529999 71.940002 72.43 555700 72.43
2013-09-04 72.300003 73.190002 72.010002 72.720001 486600 72.720001
2013-09-05 72.709999 73.870003 72.699997 73.300003 357200 73.300003
2013-09-06 73.370003 73.839996 72.169998 73.059998 305600 73.059998
2013-09-09 73.150002 74.309998 72.980003 74.309998 402300 74.309998
2013-09-10 74.760002 75.150002 74.349998 74.699997 479800 74.699997
2013-09-11 74.959999 75 74.010002 74.330002 318600 74.330002
2013-09-12 74 74.230003 73.099998 73.190002 558700 73.190002
2013-09-13 73.410004 73.529999 72.349998 73.260002 546400 73.260002
2013-09-16 74.93 75.050003 73.580002 73.769997 387900 73.769997
2013-09-17 74.019997 74.029999 73.18 73.239998 583700 73.239998
2013-09-18 73.230003 74.059998 73.059998 73.779999 662800 73.779999
2013-09-19 73.82 74.190002 73.260002 73.440002 512700 73.440002
2013-09-20 73.559998 74.300003 73.269997 73.389999 598700 73.389999
