"Index" "TZ6.Open" "TZ6.High" "TZ6.Low" "TZ6.Close" "TZ6.Volume" "TZ6.Adjusted"
2013-02-26 9.163 9.163 9.163 9.163 0 9.163
2013-02-27 8.85 8.85 8.85 8.85 0 8.85
2013-02-28 8.946 8.946 8.946 8.946 0 8.946
2013-03-01 8.985 8.985 8.985 8.985 0 8.985
2013-03-04 8.845 8.845 8.845 8.845 0 8.845
2013-03-05 8.41 8.41 8.41 8.41 0 8.41
2013-03-06 8.416 8.416 8.416 8.416 0 8.416
2013-03-07 8.44 8.44 8.44 8.44 0 8.44
2013-03-08 8.473 8.473 8.473 8.473 0 8.473
2013-03-11 8.742 8.742 8.742 8.742 0 8.742
2013-03-12 8.784 8.784 8.784 8.784 0 8.784
2013-03-13 8.873 8.873 8.873 8.873 0 8.873
2013-03-14 8.961 8.961 8.961 8.961 0 8.961
2013-03-15 9.024 9.024 9.024 9.024 0 9.024
2013-03-18 8.791 8.791 8.791 8.791 0 8.791
2013-03-19 8.87 8.87 8.87 8.87 0 8.87
2013-03-20 8.954 8.954 8.954 8.954 0 8.954
2013-03-21 9.09 9.09 9.09 9.09 0 9.09
2013-03-22 8.99 8.99 8.99 8.99 0 8.99
2013-03-25 8.936 8.936 8.936 8.936 0 8.936
2013-03-26 9.147 9.147 9.147 9.147 0 9.147
2013-03-27 8.813 8.813 8.813 8.813 0 8.813
2013-03-28 9.155 9.155 9.155 9.155 0 9.155
2013-03-29 9.155 9.155 9.155 9.155 0 9.155
2013-04-01 9.155 9.155 9.155 9.155 0 9.155
2013-04-02 8.998 8.998 8.998 8.998 0 8.998
2013-04-03 8.704 8.704 8.704 8.704 0 8.704
2013-04-04 8.333 8.333 8.333 8.333 0 8.333
2013-04-05 7.445 7.445 7.445 7.445 0 7.445
2013-04-08 7.187 7.187 7.187 7.187 0 7.187
2013-04-09 7.398 7.398 7.398 7.398 0 7.398
2013-04-10 7.505 7.505 7.505 7.505 0 7.505
2013-04-11 7.918 7.918 7.918 7.918 0 7.918
2013-04-12 8.302 8.302 8.302 8.302 0 8.302
2013-04-15 8.208 8.208 8.208 8.208 0 8.208
2013-04-16 8.026 8.026 8.026 8.026 0 8.026
2013-04-17 8.272 8.272 8.272 8.272 0 8.272
2013-04-18 8.249 8.249 8.249 8.249 0 8.249
2013-04-19 8.144 8.144 8.144 8.144 0 8.144
2013-04-22 8.052 8.052 8.052 8.052 0 8.052
2013-04-23 8.38 8.38 8.38 8.38 0 8.38
2013-04-24 8.37 8.37 8.37 8.37 0 8.37
2013-04-25 8.353 8.353 8.353 8.353 0 8.353
2013-04-26 8.556 8.556 8.556 8.556 0 8.556
2013-04-29 8.59 8.59 8.59 8.59 0 8.59
2013-04-30 8.739 8.739 8.739 8.739 0 8.739
2013-05-01 8.739 8.739 8.739 8.739 0 8.739
2013-05-02 8.52 8.52 8.52 8.52 0 8.52
2013-05-03 8.52 8.52 8.52 8.52 0 8.52
2013-05-06 8.39 8.39 8.39 8.39 0 8.39
2013-05-07 8.575 8.575 8.575 8.575 0 8.575
2013-05-08 8.712 8.712 8.712 8.712 0 8.712
