"Index" "TZ6.Open" "TZ6.High" "TZ6.Low" "TZ6.Close" "TZ6.Volume" "TZ6.Adjusted"
2013-05-09 8.659 8.659 8.659 8.659 0 8.659
2013-05-10 9.167 9.167 9.167 9.167 0 9.167
2013-05-13 9.562 9.562 9.562 9.562 0 9.562
2013-05-14 9.598 9.598 9.598 9.598 0 9.598
2013-05-15 9.815 9.815 9.815 9.815 0 9.815
2013-05-16 10.225 10.225 10.225 10.225 0 10.225
2013-05-17 10.355 10.355 10.355 10.355 0 10.355
2013-05-20 10.475 10.475 10.475 10.475 0 10.475
2013-05-21 10.645 10.645 10.645 10.645 0 10.645
2013-05-22 10.765 10.765 10.765 10.765 0 10.765
2013-05-23 10.335 10.335 10.335 10.335 0 10.335
2013-05-24 10.3 10.3 10.3 10.3 0 10.3
2013-05-27 9.728 9.728 9.728 9.728 0 9.728
2013-05-28 9.679 9.679 9.679 9.679 0 9.679
2013-05-29 10.045 10.045 10.045 10.045 0 10.045
2013-05-30 9.658 9.658 9.658 9.658 0 9.658
2013-05-31 9.452 9.452 9.452 9.452 0 9.452
2013-06-03 9.102 9.102 9.102 9.102 0 9.102
2013-06-04 9.245 9.245 9.245 9.245 0 9.245
2013-06-05 8.693 8.693 8.693 8.693 0 8.693
2013-06-06 8.76 8.76 8.76 8.76 0 8.76
2013-06-07 8.728 8.728 8.728 8.728 0 8.728
2013-06-10 9.051 9.051 9.051 9.051 0 9.051
2013-06-11 9.066 9.066 9.066 9.066 0 9.066
2013-06-12 9.017 9.017 9.017 9.017 0 9.017
2013-06-13 8.864 8.864 8.864 8.864 0 8.864
2013-06-14 8.703 8.703 8.703 8.703 0 8.703
2013-06-17 9.001 9.001 9.001 9.001 0 9.001
2013-06-18 9.39 9.39 9.39 9.39 0 9.39
2013-06-19 9.634 9.634 9.634 9.634 0 9.634
2013-06-20 9.442 9.442 9.442 9.442 0 9.442
2013-06-21 9.546 9.546 9.546 9.546 0 9.546
2013-06-24 9.563 9.563 9.563 9.563 0 9.563
2013-06-25 9.556 9.556 9.556 9.556 0 9.556
2013-06-26 9.596 9.596 9.596 9.596 0 9.596
2013-06-27 9.85 9.85 9.85 9.85 0 9.85
2013-06-28 10.21 10.21 10.21 10.21 0 10.21
2013-07-01 10.44 10.44 10.44 10.44 0 10.44
2013-07-02 10.57 10.57 10.57 10.57 0 10.57
2013-07-03 10.47 10.47 10.47 10.47 0 10.47
