"Index" "A49.Open" "A49.High" "A49.Low" "A49.Close" "A49.Volume" "A49.Adjusted"
2013-03-29 0.94 0.94 0.94 0.94 0 0.94
2013-04-01 0.94 0.94 0.94 0.94 0 0.94
2013-04-02 0.94 0.94 0.94 0.94 0 0.94
2013-04-03 0.834 0.834 0.834 0.834 0 0.834
2013-04-04 0.877 0.877 0.877 0.877 0 0.877
2013-04-05 0.95 0.95 0.95 0.95 0 0.95
2013-04-08 0.949 0.949 0.949 0.949 0 0.949
2013-04-09 0.968 0.968 0.968 0.968 0 0.968
2013-04-10 0.942 0.942 0.942 0.942 0 0.942
2013-04-11 0.93 0.93 0.93 0.93 0 0.93
2013-04-12 0.916 0.916 0.916 0.916 0 0.916
2013-04-15 0.881 0.881 0.881 0.881 0 0.881
2013-04-16 0.892 0.892 0.892 0.892 0 0.892
2013-04-17 0.915 0.915 0.915 0.915 0 0.915
2013-04-18 0.921 0.921 0.921 0.921 0 0.921
2013-04-19 0.907 0.907 0.907 0.907 0 0.907
2013-04-22 0.913 0.913 0.913 0.913 0 0.913
2013-04-23 0.912 0.912 0.912 0.912 0 0.912
2013-04-24 0.917 0.917 0.917 0.917 0 0.917
2013-04-25 0.916 0.916 0.916 0.916 0 0.916
2013-04-26 0.921 0.921 0.921 0.921 0 0.921
2013-04-29 0.923 0.923 0.923 0.923 0 0.923
2013-04-30 0.953 0.953 0.953 0.953 0 0.953
2013-05-01 0.953 0.953 0.953 0.953 0 0.953
2013-05-02 0.951 0.951 0.951 0.951 0 0.951
2013-05-03 0.986 0.986 0.986 0.986 0 0.986
2013-05-06 0.971 0.971 0.971 0.971 0 0.971
2013-05-07 0.944 0.944 0.944 0.944 0 0.944
2013-05-08 0.967 0.967 0.967 0.967 0 0.967
2013-05-09 0.942 0.942 0.942 0.942 0 0.942
2013-05-10 0.839 0.839 0.839 0.839 0 0.839
2013-05-13 0.871 0.871 0.871 0.871 0 0.871
2013-05-14 0.866 0.866 0.866 0.866 0 0.866
2013-05-15 0.872 0.872 0.872 0.872 0 0.872
2013-05-16 0.877 0.877 0.877 0.877 0 0.877
2013-05-17 0.88 0.88 0.88 0.88 0 0.88
2013-05-20 0.869 0.869 0.869 0.869 0 0.869
2013-05-21 0.843 0.843 0.843 0.843 0 0.843
2013-05-22 0.865 0.865 0.865 0.865 0 0.865
2013-05-23 0.875 0.875 0.875 0.875 0 0.875
2013-05-24 0.86 0.86 0.86 0.86 0 0.86
2013-05-27 0.852 0.852 0.852 0.852 0 0.852
2013-05-28 0.851 0.851 0.851 0.851 0 0.851
2013-05-29 0.865 0.865 0.865 0.865 0 0.865
2013-05-30 0.84 0.84 0.84 0.84 0 0.84
2013-05-31 0.839 0.839 0.839 0.839 0 0.839
2013-06-03 0.815 0.815 0.815 0.815 0 0.815
2013-06-04 0.846 0.846 0.846 0.846 0 0.846
2013-06-05 0.819 0.819 0.819 0.819 0 0.819
2013-06-06 0.817 0.817 0.817 0.817 0 0.817
2013-06-07 0.815 0.815 0.815 0.815 0 0.815
2013-06-10 0.853 0.853 0.853 0.853 0 0.853
2013-06-11 0.841 0.841 0.841 0.841 0 0.841
2013-06-12 0.824 0.824 0.824 0.824 0 0.824
2013-06-13 0.819 0.819 0.819 0.819 0 0.819
2013-06-14 0.816 0.816 0.816 0.816 0 0.816
2013-06-17 0.826 0.826 0.826 0.826 0 0.826
2013-06-18 0.852 0.852 0.852 0.852 0 0.852
2013-06-19 0.817 0.817 0.817 0.817 0 0.817
2013-06-20 0.819 0.819 0.819 0.819 0 0.819
2013-06-21 0.8 0.8 0.8 0.8 0 0.8
2013-06-24 0.813 0.813 0.813 0.813 0 0.813
2013-06-25 0.797 0.797 0.797 0.797 0 0.797
2013-06-26 0.816 0.816 0.816 0.816 0 0.816
2013-06-27 0.822 0.822 0.822 0.822 0 0.822
2013-06-28 0.754 0.754 0.754 0.754 0 0.754
2013-07-01 0.782 0.782 0.782 0.782 0 0.782
2013-07-02 0.779 0.779 0.779 0.779 0 0.779
2013-07-03 0.832 0.832 0.832 0.832 0 0.832
2013-07-04 0.847 0.847 0.847 0.847 0 0.847
2013-07-05 0.824 0.824 0.824 0.824 0 0.824
2013-07-08 0.846 0.846 0.846 0.846 0 0.846
2013-07-09 0.83 0.83 0.83 0.83 0 0.83
2013-07-10 0.832 0.832 0.832 0.832 0 0.832
2013-07-11 0.833 0.833 0.833 0.833 0 0.833
2013-07-12 0.833 0.833 0.833 0.833 0 0.833
2013-07-15 0.838 0.838 0.838 0.838 0 0.838
2013-07-16 0.834 0.834 0.834 0.834 0 0.834
2013-07-17 0.834 0.834 0.834 0.834 0 0.834
2013-07-18 0.834 0.834 0.834 0.834 0 0.834
2013-07-19 0.842 0.842 0.842 0.842 0 0.842
2013-07-22 0.829 0.829 0.829 0.829 0 0.829
2013-07-23 0.842 0.842 0.842 0.842 0 0.842
2013-07-24 0.843 0.843 0.843 0.843 0 0.843
2013-07-25 0.857 0.857 0.857 0.857 0 0.857
2013-07-26 0.848 0.848 0.848 0.848 0 0.848
2013-07-29 0.841 0.841 0.841 0.841 0 0.841
2013-07-30 0.913 0.913 0.913 0.913 0 0.913
2013-07-31 1.018 1.018 1.018 1.018 0 1.018
2013-08-01 0.982 0.982 0.982 0.982 0 0.982
2013-08-02 0.946 0.946 0.946 0.946 0 0.946
2013-08-05 0.916 0.916 0.916 0.916 0 0.916
2013-08-06 0.92 0.92 0.92 0.92 0 0.92
2013-08-07 0.936 0.936 0.936 0.936 0 0.936
2013-08-08 0.917 0.917 0.917 0.917 0 0.917
2013-08-09 0.929 0.929 0.929 0.929 0 0.929
2013-08-12 0.929 0.929 0.929 0.929 0 0.929
2013-08-13 0.907 0.907 0.907 0.907 0 0.907
2013-08-14 0.913 0.913 0.913 0.913 0 0.913
2013-08-15 0.915 0.915 0.915 0.915 0 0.915
2013-08-16 0.82 0.82 0.82 0.82 0 0.82
2013-08-19 0.854 0.854 0.854 0.854 0 0.854
2013-08-20 0.878 0.878 0.878 0.878 0 0.878
2013-08-21 0.841 0.841 0.841 0.841 0 0.841
2013-08-22 0.841 0.841 0.841 0.841 0 0.841
2013-08-23 0.83 0.83 0.83 0.83 0 0.83
2013-08-26 0.817 0.817 0.817 0.817 0 0.817
2013-08-27 0.802 0.802 0.802 0.802 0 0.802
2013-08-28 0.838 0.838 0.838 0.838 0 0.838
2013-08-29 0.801 0.801 0.801 0.801 0 0.801
2013-08-30 0.802 0.802 0.802 0.802 0 0.802
2013-09-02 0.812 0.812 0.812 0.812 0 0.812
2013-09-03 0.812 0.812 0.812 0.812 0 0.812
2013-09-04 0.807 0.807 0.807 0.807 0 0.807
2013-09-05 0.774 0.774 0.774 0.774 0 0.774
2013-09-06 0.763 0.763 0.763 0.763 0 0.763
2013-09-09 0.724 0.724 0.724 0.724 0 0.724
2013-09-10 0.743 0.743 0.743 0.743 0 0.743
2013-09-11 0.723 0.723 0.723 0.723 0 0.723
2013-09-12 0.737 0.737 0.737 0.737 0 0.737
2013-09-13 0.737 0.737 0.737 0.737 0 0.737
2013-09-16 0.693 0.693 0.693 0.693 0 0.693
2013-09-17 0.642 0.642 0.642 0.642 0 0.642
2013-09-18 0.651 0.651 0.651 0.651 0 0.651
2013-09-19 0.655 0.655 0.655 0.655 0 0.655
2013-09-20 0.643 0.643 0.643 0.643 0 0.643
2013-09-23 0.642 0.642 0.642 0.642 0 0.642
2013-09-24 0.645 0.645 0.645 0.645 0 0.645
2013-09-25 0.645 0.645 0.645 0.645 0 0.645
2013-09-26 0.656 0.656 0.656 0.656 0 0.656
2013-09-27 0.636 0.636 0.636 0.636 0 0.636
2013-09-30 0.637 0.637 0.637 0.637 0 0.637
2013-10-01 0.648 0.648 0.648 0.648 0 0.648
2013-10-02 0.647 0.647 0.647 0.647 0 0.647
2013-10-03 0.637 0.637 0.637 0.637 0 0.637
2013-10-04 0.643 0.643 0.643 0.643 0 0.643
2013-10-07 0.647 0.647 0.647 0.647 0 0.647
2013-10-08 0.653 0.653 0.653 0.653 0 0.653
2013-10-09 0.658 0.658 0.658 0.658 0 0.658
2013-10-10 0.665 0.665 0.665 0.665 0 0.665
2013-10-11 0.636 0.636 0.636 0.636 0 0.636
2013-10-14 0.672 0.672 0.672 0.672 0 0.672
2013-10-15 0.673 0.673 0.673 0.673 0 0.673
2013-10-16 0.666 0.666 0.666 0.666 0 0.666
2013-10-17 0.668 0.668 0.668 0.668 0 0.668
2013-10-18 0.712 0.712 0.712 0.712 0 0.712
2013-10-21 0.801 0.801 0.801 0.801 0 0.801
2013-10-22 0.794 0.794 0.794 0.794 0 0.794
2013-10-23 0.753 0.753 0.753 0.753 0 0.753
2013-10-24 0.734 0.734 0.734 0.734 0 0.734
2013-10-25 0.709 0.709 0.709 0.709 0 0.709
2013-10-28 0.709 0.709 0.709 0.709 0 0.709
2013-10-29 0.676 0.676 0.676 0.676 0 0.676
2013-10-30 0.69 0.69 0.69 0.69 0 0.69
2013-10-31 0.684 0.684 0.684 0.684 0 0.684
2013-11-01 0.702 0.702 0.702 0.702 0 0.702
2013-11-04 0.692 0.692 0.692 0.692 0 0.692
