"Index" "BH.Open" "BH.High" "BH.Low" "BH.Close" "BH.Volume" "BH.Adjusted"
2013-02-27 378.900328 392.000337 378.900328 385.05035 6200 331.960275
2013-02-28 385.85035 389.560335 373.000324 374.380325 10900 322.761415
2013-03-01 372.010306 377.050344 370.060322 374.260325 6800 322.65796
2013-03-04 374.140325 374.970308 368.350338 369.310304 7600 318.390439
2013-03-05 374.400325 375.890308 371.15034 374.150307 4600 322.563111
2013-03-06 375.000325 379.790346 374.790307 378.680328 5100 326.468541
2013-03-07 376.970344 386.000333 376.970344 382.980331 4700 330.175667
2013-03-08 386.960333 388.320334 374.110307 385.110314 4300 332.011972
2013-03-11 385.110314 391.000336 382.36033 385.080332 3600 331.986123
2013-03-12 387.680334 388.360334 380.160329 384.150349 4000 331.184365
2013-03-13 382.390313 390.690318 380.000329 385.640297 3400 332.468881
2013-03-14 385.000332 392.000337 384.020331 389.570353 3400 335.857068
2013-03-15 387.100298 391.960337 383.200331 385.120332 6800 332.020608
2013-03-18 385.470315 390.120336 385.000332 385.220332 8700 332.106821
2013-03-19 384.940332 390.000335 383.090313 384.770314 2400 331.71885
2013-03-20 384.870314 388.850352 382.010348 384.060331 4600 331.106759
2013-03-21 380.330311 385.710315 380.010311 384.050314 3000 331.098122
2013-03-22 382.150312 387.890316 382.150312 383.700331 4100 330.796395
2013-03-25 383.700331 387.690316 375.000325 376.290308 6700 324.408053
2013-03-26 376.290308 379.530311 372.000323 374.330307 5000 322.718293
2013-03-27 373.010306 376.400326 367.50032 373.060324 3700 321.623413
2013-03-28 374.020325 375.520326 368.400321 373.190306 3100 321.735474
2013-04-01 374.490307 387.000333 371.610305 377.460327 5400 325.416751
2013-04-02 380.220329 380.250311 374.000289 375.750344 3300 323.942537
2013-04-03 375.500326 381.490347 371.750341 373.240324 3900 321.778595
2013-04-04 372.600324 377.550309 372.210306 376.760326 5000 324.813266
2013-04-05 372.530306 375.990344 370.610305 374.380325 5800 322.761415
2013-04-08 373.770342 385.000332 373.770342 384.040331 5300 331.089516
2013-04-09 384.040331 385.510315 380.220329 385.510315 9800 332.356821
2013-04-10 385.110314 387.000333 383.120331 383.520331 4600 330.641213
2013-04-11 387.670352 387.670352 384.150349 386.400333 4000 333.124125
2013-04-12 384.660332 392.000337 383.000331 385.29035 7300 332.167184
2013-04-15 381.150312 383.500296 373.150306 374.800325 7500 323.123506
2013-04-16 376.360326 380.110346 370.840322 374.000289 4500 322.433778
2013-04-17 371.060287 375.990344 370.050304 373.540324 4000 322.037232
2013-04-18 373.530342 378.000327 370.020322 372.470341 5300 321.114776
2013-04-19 375.310343 382.510313 373.030306 378.920328 5000 326.67545
2013-04-22 379.25031 383.650313 375.86029 380.200329 2000 327.778966
2013-04-23 384.240332 384.240332 376.960327 380.070311 5000 327.666875
2013-04-24 379.630346 386.940298 379.630346 381.50033 3100 328.899726
2013-04-25 383.700331 387.000333 380.000329 385.790315 5100 332.598215
2013-04-26 385.01035 387.740334 380.000329 383.270349 3300 330.425697
2013-04-29 386.100333 388.250317 382.64033 385.560297 2000 332.399912
2013-04-30 383.960331 389.790318 383.000331 387.280334 4300 333.882793
2013-05-01 384.91035 389.6003 384.91035 385.09035 14100 331.99476
2013-05-02 387.480334 391.990355 385.910315 391.960337 5700 337.917525
2013-05-03 394.750356 406.500347 392.000337 400.820343 13600 345.555929
2013-05-06 402.150326 405.000346 399.000342 400.970361 3900 345.685262
2013-05-07 402.520344 403.990363 398.270323 402.970327 3700 347.409476
2013-05-08 402.000344 403.000344 399.780342 402.780344 4200 347.245688
2013-05-09 402.350326 403.000344 400.000342 402.020344 4300 346.590475
2013-05-10 403.000344 404.510328 400.19036 404.500345 2000 348.728539
2013-05-13 404.770363 404.990328 400.000342 402.050361 3200 346.616354
2013-05-14 401.490361 404.840346 398.100341 402.500344 4300 347.004294
2013-05-15 402.040344 405.650364 402.000344 404.990328 3200 349.150964
2013-05-16 402.680344 403.500345 398.120341 402.740344 3700 347.211204
2013-05-17 401.000308 406.000346 400.860343 405.480346 5600 349.573419
2013-05-20 406.000346 407.000347 401.330361 404.000345 5300 348.297478
2013-05-21 402.900344 404.990328 400.500343 404.160345 4700 348.435417
2013-05-22 405.000346 407.000347 401.510326 403.860345 7900 348.176781
2013-05-23 402.550362 405.990329 400.010325 403.280344 13200 347.67675
2013-05-24 400.140342 403.890327 398.130359 399.760342 5300 344.642079
2013-05-28 404.100345 410.000349 400.000342 404.880346 3700 349.056145
2013-05-29 403.360345 403.360345 398.310323 400.890361 1900 345.616293
2013-05-30 401.030325 401.030325 398.310323 399.120342 2200 344.090321
