"Index" "BH.Open" "BH.High" "BH.Low" "BH.Close" "BH.Volume" "BH.Adjusted"
2013-05-31 398.000341 404.000345 396.94034 402.550362 6000 347.047416
2013-06-03 404.800346 410.000349 401.810361 408.63033 15200 352.289089
2013-06-04 408.580348 416.150371 405.010363 411.56035 7200 354.815122
2013-06-05 411.70035 415.440353 407.93033 408.600348 3400 352.26324
2013-06-06 410.010331 412.180351 405.050363 407.390365 8700 351.220088
2013-06-07 408.750366 414.890335 406.410329 410.300349 4800 353.728848
2013-06-10 412.160351 415.800353 407.310365 411.260385 6600 354.556516
2013-06-11 408.110365 412.250368 407.000347 409.220349 9400 352.797756
2013-06-12 412.250368 412.250368 409.750331 410.670367 7200 354.047849
2013-06-13 411.750368 412.250368 409.700349 411.96035 7200 355.159971
2013-06-14 412.250368 412.250368 407.140347 408.17033 4800 351.892512
2013-06-17 410.98035 410.98035 403.690327 405.000346 3800 349.1596
2013-06-18 406.530364 407.340347 400.020342 404.480345 7800 348.711296
2013-06-19 404.260345 408.290366 403.210327 405.010363 1900 349.168236
2013-06-20 402.180344 406.000346 402.180344 403.340345 6800 347.728477
2013-06-21 406.410329 407.000347 402.190326 404.210327 7600 348.478508
2013-06-24 403.020344 403.500345 400.100342 400.240342 7100 345.055898
2013-06-25 402.030326 408.970366 400.000342 408.63033 8200 352.289089
2013-06-26 410.650367 410.930332 405.490364 408.300348 3800 352.004604
2013-06-27 409.470331 414.000352 407.000347 409.550331 7000 353.082241
2013-06-28 408.520348 413.460351 402.420344 410.400349 11300 353.815061
2013-07-01 412.760351 414.810335 408.000348 412.850369 8200 355.927275
2013-07-02 413.000351 415.000352 411.00035 414.99037 5300 357.772217
2013-07-03 413.960352 414.000352 408.01033 412.420351 1800 355.556548
2013-07-05 416.440353 416.870336 409.340349 415.380388 2500 358.10846
2013-07-08 416.000353 418.500355 415.000352 415.820353 6800 358.487763
2013-07-09 417.070336 419.740391 413.230334 415.630371 11200 358.323976
2013-07-10 415.07037 417.400354 413.080351 414.810335 4800 357.617005
2013-07-11 417.640354 418.940355 414.060352 418.350372 4800 360.668948
2013-07-12 417.44039 420.000356 416.360353 418.700355 4100 360.970676
2013-07-15 418.580355 424.490377 415.31037 423.710376 6200 365.289924
2013-07-16 422.750375 424.830341 418.020355 422.500358 4800 364.246741
2013-07-17 423.380358 426.870378 423.01034 425.160395 4200 366.540016
2013-07-18 427.610343 440.000369 425.160395 433.980365 29100 374.143905
2013-07-19 432.750347 433.700365 429.560362 430.800363 3200 371.402356
2013-07-22 433.160365 433.740365 425.010377 428.720362 5600 369.609141
2013-07-23 429.240362 430.490345 423.110376 425.130377 3900 366.514138
2013-07-24 427.540396 433.380365 420.000356 420.750339 3400 362.738011
2013-07-25 421.110339 422.000357 400.000342 419.330338 19300 361.513798
2013-07-26 419.130338 421.990375 396.32034 419.130338 5300 361.341373
2013-07-29 419.980356 419.980356 409.950331 416.400353 7500 358.987794
2013-07-30 416.850371 419.430373 411.370332 416.000353 2400 358.642945
2013-07-31 415.630371 418.190372 414.500352 416.560354 3600 359.125734
2013-08-01 418.570337 423.260393 416.040353 421.980357 3600 363.798437
2013-08-02 419.270373 432.890382 418.150372 432.360364 6600 372.747267
2013-08-05 430.300363 435.000366 426.00036 433.970383 4600 374.135299
2013-08-06 432.110382 432.330382 424.980359 428.470344 5100 369.393596
2013-08-07 429.17038 435.000366 423.000358 431.850382 13200 372.3076
2013-08-08 434.310383 439.990387 430.000363 438.700404 3900 378.213153
2013-08-09 440.000369 443.000371 436.000367 441.000405 4600 380.196034
2013-08-12 440.000369 441.50037 433.000365 438.670386 11200 378.187274
2013-08-13 439.250351 440.800405 434.020365 439.100369 16800 378.557971
2013-08-14 439.950352 445.000373 438.180368 444.77039 9600 383.44622
2013-08-15 443.57039 446.520374 440.000369 442.790389 8500 381.739218
2013-08-16 440.710352 445.000373 440.710352 442.120371 8200 381.16158
2013-08-19 444.49039 445.000373 442.120371 444.500372 5600 383.213432
2013-08-20 444.510355 449.850394 443.960372 449.700376 8200 387.696468
2013-08-21 449.500376 457.950399 449.500376 456.490398 21400 393.550293
2013-08-22 453.490396 467.890406 453.490396 465.990405 55900 401.740455
2013-08-23 430.000015 434.000015 425.320022 431.710009 28400 400.844948
2013-08-26 422.710019 431.720001 421.730011 429.709993 15300 398.987923
2013-08-27 427.859984 429.40002 408.249992 408.599997 12000 379.387184
2013-08-28 410.000019 416.790003 409.180009 412.999993 5900 383.472603
2013-08-29 414.530005 418.430022 410.739996 418.359981 16500 388.449379
2013-08-30 419.680003 422.210007 414.950018 417.450014 16200 387.60447
2013-09-03 429.189998 429.970008 417.420006 420.310006 23300 390.259987
2013-09-04 419.179991 421.549996 412.930019 420.290023 48100 390.241433
2013-09-05 419.929993 421.799986 414.109992 417.600021 16500 387.743752
2013-09-06 419.890026 421.989992 415.00001 418.130008 27800 388.235848
2013-09-09 418.000017 419.520005 415.750012 418.530005 13500 388.607247
2013-09-10 419.600004 420.620012 415.710012 419.040009 10200 389.080788
2013-09-11 415.00001 416.260015 411.660021 414.050009 14800 384.447548
2013-09-12 414.590021 415.430014 410.200017 414.000018 6500 384.401131
2013-09-13 414.829986 420.609987 413.320024 417.960018 15400 388.078011
2013-09-16 422.210007 423.240006 415.080009 418.140033 9800 388.245156
2013-09-17 418.000017 424.670035 415.540021 424.489988 8500 394.141121
2013-09-18 421.77001 425.910025 420.510005 425.010016 8600 394.62397
2013-09-19 426.000016 428.750001 423.990008 427.249997 4600 396.703804
2013-09-20 428.850017 428.850017 421.260006 422.510021 14000 392.302712
2013-09-23 423.160007 424.200031 417.51003 422.410005 9500 392.209847
2013-09-24 420.439997 427.999999 418.020001 422.440013 10700 392.237709
2013-09-25 421.519988 424.970016 415.090001 415.120009 10900 385.441048
2013-09-26 416.999993 423.220023 415.230016 419.190016 4000 389.22007
2013-09-27 417.940001 417.940001 411.120009 413.93001 7000 384.336128
2013-09-30 412.000002 413.940002 409.609981 412.670004 7600 383.166207
2013-10-01 411.409999 415.929994 409.560022 414.970002 9900 385.301766
2013-10-02 412.480031 417.030001 409.709996 415.220024 6900 385.533913
2013-10-03 413.480022 414.899994 410.149993 412.049993 8500 382.590523
2013-10-04 413.799987 414.000018 410.980027 413.989993 2200 384.391823
2013-10-07 410.140034 414.090009 410.109993 413.119992 8700 383.584023
2013-10-08 411.82002 413.640021 410.189992 410.619997 9700 381.262764
2013-10-09 410.100001 412.000002 409.760021 410.930003 6500 381.550606
2013-10-10 415.00001 415.00001 410.619997 413.030001 6800 383.500466
2013-10-11 413.97001 414.970002 410.410007 414.259999 7400 384.642525
2013-10-14 414.120017 416.070009 411.200009 415.329999 19700 385.636025
2013-10-15 415.890027 420.990001 411.320008 411.329999 4200 381.922005
2013-10-16 412.370023 415.190016 411.140025 413.049985 2600 383.51902
2013-10-17 413.200025 417.799986 413.049985 414.400015 3800 384.77253
2013-10-18 417.060009 417.960018 413.060009 416.390039 6600 386.620278
2013-10-21 416.299982 418.930001 413.340007 416.700012 5700 386.908089
2013-10-22 416.180016 417.670028 412.579981 415.900018 2800 386.165291
2013-10-23 415.70002 417.300007 414.040018 415.640037 3900 385.923897
2013-10-24 415.750012 420.890018 414.579997 419.859985 6400 389.842141
2013-10-25 419.440005 423.870009 417.049984 421.079992 6200 390.974923
2013-10-28 396.010029 427.840001 396.010029 425.570011 4400 395.143929
2013-10-29 425.950025 433.000023 420.030009 431.689993 14300 400.826363
2013-10-30 430.770001 434.610002 430.000015 430.030023 9200 399.285073
2013-10-31 430.000015 438.840007 430.000015 436.020014 8700 404.84681
2013-11-01 434.990015 438.670017 430.630018 437.370011 7900 406.100289
2013-11-04 437.880015 445.82999 435.000006 445.709991 10400 413.844003
2013-11-05 445.340002 456.200026 442.000014 453.21001 4600 420.807809
2013-11-06 455.489991 459.980011 447.000005 454.080011 5200 421.615609
2013-11-07 453.140035 459.93002 451.129995 456.950028 7200 424.280435
2013-11-08 453.370009 459.000003 452.150003 456.460008 3200 423.825448
2013-11-11 456.880021 460.890012 454.070019 455.710006 4300 423.129067
2013-11-12 453.899996 460.239992 453.029995 455.040003 3800 422.506967
2013-11-13 452.450017 456.850013 445.659999 456.740005 3100 424.085427
2013-11-14 454.140027 459.000003 451.999996 456.510032 2600 423.871896
2013-11-15 455.450024 462.880003 453.220002 461.720013 5000 428.70939
2013-11-18 461.570006 466.99001 459.470007 460.250017 4700 427.344491
2013-11-19 463.010027 469.96001 456.880021 460.609981 3300 427.67872
2013-11-20 461.000019 467.950035 460.620006 462.890028 2400 429.795755
2013-11-21 462.710013 474.990009 460.900003 474.579987 5100 440.649942
2013-11-22 475 482.070015 473.579996 478.010033 5700 443.834756
2013-11-25 482.590011 483.989999 477.000016 480.340005 12600 445.998148
2013-11-26 481.780026 481.780026 476.56002 480.790026 10600 446.415994
2013-11-27 480.790026 484.000024 477.659994 483.900008 5200 449.303629
2013-11-29 484.000024 485.059998 483.880025 485.059998 1900 450.380685
2013-12-02 485.400012 486.999998 474.87001 474.87001 4000 440.919229
2013-12-03 477.160015 484.320021 475.049992 481.590019 20500 447.158792
2013-12-04 480.010016 486.000007 476.500004 480.44002 4100 446.091013
2013-12-05 478.929992 483.460012 474.109983 480.589995 4300 446.230264
2013-12-06 481.829984 492.640017 481.829984 490.170029 3600 455.125375
2013-12-09 492.309995 496.939997 488.880016 495.720024 9500 460.278574
2013-12-10 492.829991 498.999997 484.890008 485.339996 9800 450.640665
2013-12-11 485.339996 485.339996 477.000016 479.239998 8400 444.976785
2013-12-12 480.9 485.330004 474.340022 477.090007 6200 442.980508
2013-12-13 476.549996 480.079991 470.060025 475.310006 2300 441.327768
2013-12-16 477.97 484.549994 475.799994 483.550003 7900 448.978647
2013-12-17 482.929991 485.650001 476.040024 480.359988 5300 446.016702
2013-12-18 480.000024 484.989991 478.000008 482.680002 4600 448.170847
2013-12-19 486.180022 490.380019 481.370004 488.250013 7100 453.34263
2013-12-20 499.200028 499.390034 492.420035 498.500017 16800 462.859812
2013-12-23 501.350018 512.890036 500.000021 511.060011 12000 474.52183
2013-12-24 512.979995 523.000026 511.030003 519.210049 3300 482.089182
2013-12-26 518.690021 519.820003 514.999994 519.270032 4300 482.144877
2013-12-27 521.349982 521.74002 514.999994 518.000002 11700 480.965647
2013-12-30 518.439998 518.919994 502.489992 509.950012 7500 473.49119
2013-12-31 511.890012 512.539998 504.510024 506.640031 4700 470.417856
2014-01-02 504.5 507.690014 498.700015 500.680015 7400 464.883951
2014-01-03 500.140036 506.740014 494.170029 502.170028 6500 466.267435
2014-01-06 501.549983 503.350001 482.000007 485.820025 13600 451.086374
2014-01-07 481.530003 491.170021 481.530003 484.870024 10900 450.204294
2014-01-08 483.279997 485.000015 477.730002 478.700019 11200 444.475412
2014-01-09 479.200031 481.93 470.060025 476.090016 20100 442.052011
2014-01-10 470.500022 481.990016 470.500022 479.559995 5900 445.273904
2014-01-13 478.000008 485.000015 478.000008 483.209989 12800 448.662942
2014-01-14 482.520003 495.709999 481.960008 491.970014 6900 456.796671
