"Index" "D2L.Open" "D2L.High" "D2L.Low" "D2L.Close" "D2L.Volume" "D2L.Adjusted"
2013-08-09 23.06 23.07 22.9 23.07 0 20.544
2013-08-12 23.06 23.06 23.06 23.06 0 20.535
2013-08-13 22.82 22.82 22.82 22.82 0 20.321
2013-08-14 22.82 22.97 22.82 22.97 0 20.455
2013-08-15 23.08 23.08 23.08 23.08 0 20.553
2013-08-16 23.08 23.14 23.06 23.14 0 20.606
2013-08-19 23.13 23.13 22.96 22.96 0 20.446
2013-08-20 22.93 22.93 22.93 22.93 0 20.419
2013-08-21 22.8 22.8 22.8 22.8 0 20.303
2013-08-22 22.98 23.01 22.98 23.01 0 20.49
2013-08-23 23.12 23.12 22.81 22.81 0 20.312
2013-08-26 22.8 22.86 22.8 22.86 0 20.357
2013-08-27 22.88 22.88 22.88 22.88 0 20.375
2013-08-28 22.58 22.58 22.26 22.26 0 19.822
2013-08-29 22 22.01 22 22.01 0 19.6
2013-08-30 22.09 22.09 21.96 22 0 19.591
2013-09-02 21.99 21.99 21.99 21.99 0 19.582
2013-09-03 22.04 22.04 22.04 22.04 0 19.627
2013-09-04 21.99 21.99 21.8 21.8 0 19.413
2013-09-05 21.79 21.85 21.79 21.85 0 19.457
2013-09-06 21.84 21.84 21.78 21.78 0 19.395
2013-09-09 21.8 21.8 21.8 21.8 0 19.413
2013-09-10 21.74 21.74 21.74 21.74 0 19.359
2013-09-11 21.88 21.88 21.88 21.88 0 19.484
2013-09-12 21.45 21.45 21.31 21.31 0 18.976
2013-09-13 21.08 21.08 20.83 20.83 0 18.549
2013-09-16 20.8 20.81 20.8 20.81 0 18.531
2013-09-17 20.8 20.8 20.8 20.8 0 18.522
2013-09-18 20.87 20.87 20.87 20.87 0 18.585
2013-09-19 20.81 20.81 20.81 20.81 0 18.531
2013-09-20 20.8 20.86 20.8 20.86 0 18.576
2013-09-23 20.85 20.85 20.85 20.85 0 18.567
