"Index" "D2L.Open" "D2L.High" "D2L.Low" "D2L.Close" "D2L.Volume" "D2L.Adjusted"
2013-04-02 24.21 24.21 24.21 24.21 0 21.559
2013-04-03 24.17 24.17 24.17 24.17 0 21.523
2013-04-04 24.27 24.27 24.27 24.27 0 21.612
2013-04-05 24.12 24.12 23.96 23.96 0 21.336
2013-04-08 23.82 23.82 23.82 23.82 0 21.212
2013-04-09 23.57 23.57 23.57 23.57 0 20.989
2013-04-10 23.67 23.67 23.67 23.67 0 21.078
2013-04-11 23.77 23.77 23.77 23.77 0 21.167
2013-04-12 23.82 23.82 23.71 23.71 0 21.114
2013-04-15 23.67 23.67 23.67 23.67 0 21.078
2013-04-16 23.57 23.57 23.57 23.57 0 20.989
2013-04-17 23.66 23.66 23.61 23.61 0 21.025
2013-04-18 23.72 23.72 23.72 23.72 0 21.123
2013-04-19 23.67 23.67 23.67 23.67 0 21.078
2013-04-22 23.48 23.48 23.48 23.48 0 20.909
2013-04-23 23.38 23.38 23.38 23.38 0 20.82
2013-04-24 23.67 23.67 23.67 23.67 0 21.078
2013-04-25 23.27 23.27 23.27 23.27 0 20.722
2013-04-26 23.38 23.48 23.38 23.48 0 20.909
2013-04-29 23.48 23.48 23.48 23.48 0 20.909
2013-04-30 23.62 23.62 23.62 23.62 0 21.034
2013-05-01 23.62 23.62 23.62 23.62 0 21.034
2013-05-02 23.67 23.67 23.56 23.56 0 20.98
2013-05-03 23.43 23.43 23.42 23.43 0 20.864
2013-05-06 23.43 23.43 23.43 23.43 0 20.864
2013-05-07 23.4 23.4 23.4 23.4 0 20.838
2013-05-08 23.18 23.18 23.18 23.18 0 20.642
2013-05-09 23.18 23.18 23.18 23.18 0 20.642
2013-05-10 23.23 23.23 23.23 23.23 0 20.686
2013-05-13 23.22 23.22 23.22 23.22 0 20.677
2013-05-14 23.26 23.26 23.26 23.26 0 20.713
2013-05-15 23.08 23.13 23.08 23.13 0 20.597
2013-05-16 23.23 23.23 23.23 23.23 0 20.686
2013-05-17 23.38 23.62 23.38 23.62 0 21.034
2013-05-20 23.48 23.48 23.38 23.38 0 20.82
2013-05-21 23.38 23.38 23.38 23.38 0 20.82
2013-05-22 23.42 23.42 23.42 23.42 0 20.855
2013-05-23 23.16 23.16 22.76 22.76 0 20.268
2013-05-24 23.15 23.15 23.15 23.15 0 20.615
2013-05-27 22.88 22.88 22.88 22.88 0 20.375
2013-05-28 22.69 22.69 22.69 22.69 0 20.205
2013-05-29 22.58 22.58 22.58 22.58 0 20.107
2013-05-30 22.68 22.68 22.68 22.68 0 20.196
2013-05-31 22.73 22.73 22.64 22.64 0 20.161
2013-06-03 22.63 22.63 22.61 22.61 0 20.134
2013-06-04 22.58 22.58 22.58 22.58 0 20.107
2013-06-05 22.39 22.39 22.39 22.39 0 19.938
2013-06-06 22.48 22.48 22.48 22.48 0 20.018
2013-06-07 22.57 22.57 22.37 22.37 0 19.92
2013-06-10 22.34 22.37 22.34 22.37 0 19.92
2013-06-11 22.19 22.19 22.19 22.19 0 19.76
2013-06-12 22.24 22.24 22.24 22.24 0 19.805
2013-06-13 22.26 22.26 22.26 22.26 0 19.822
2013-06-14 22.19 22.19 22.16 22.16 0 19.733
2013-06-17 22.19 22.19 22.19 22.19 0 19.76
2013-06-18 22.77 22.77 22.77 22.77 0 20.277
2013-06-19 22.78 22.78 22.78 22.78 0 20.286
2013-06-20 22.93 22.93 22.93 22.93 0 20.419
2013-06-21 22.93 22.93 22.93 22.93 0 20.419
2013-06-24 22.93 22.93 22.93 22.93 0 20.419
2013-06-25 22.65 22.65 22.65 22.65 0 20.17
2013-06-26 22.58 22.58 22.58 22.58 0 20.107
2013-06-27 22.58 22.58 22.58 22.58 0 20.107
2013-06-28 22.59 22.59 22.59 22.59 0 20.116
2013-07-01 22.59 22.59 22.59 22.59 0 20.116
2013-07-02 22.59 22.59 22.59 22.59 0 20.116
2013-07-03 22.83 22.83 22.83 22.83 0 20.33
2013-07-04 22.83 22.83 22.83 22.83 0 20.33
2013-07-05 22.78 22.78 22.78 22.78 0 20.286
2013-07-08 22.68 22.68 22.68 22.68 0 20.196
2013-07-09 22.34 22.34 22.34 22.34 0 19.894
2013-07-10 22.47 22.47 22.41 22.41 0 19.956
2013-07-11 22.44 22.46 22.4 22.46 0 20.001
2013-07-12 22.44 22.58 22.42 22.58 0 20.107
2013-07-15 22.16 22.16 22 22 0 19.591
2013-07-16 21.99 22.14 21.99 22.14 0 19.716
2013-07-17 22.09 22.11 22.09 22.11 0 19.689
2013-07-18 22.43 22.43 22.06 22.06 0 19.644
2013-07-19 22.05 22.13 22.05 22.13 0 19.707
2013-07-22 22.08 22.31 22.08 22.31 0 19.867
2013-07-23 22.09 22.09 22.09 22.09 0 19.671
2013-07-24 21.79 21.79 21.64 21.64 0 19.27
2013-07-25 21.79 22.71 21.79 22.71 0 20.223
2013-07-26 22.68 22.74 22.66 22.74 0 20.25
2013-07-29 22.73 22.73 22.73 22.73 0 20.241
2013-07-30 22.87 22.87 22.87 22.87 0 20.366
2013-07-31 22.98 22.98 22.91 22.91 0 20.401
2013-08-01 22.98 22.98 22.97 22.97 0 20.455
2013-08-02 22.83 23.12 22.83 23.12 0 20.588
2013-08-05 23.12 23.12 23.06 23.06 0 20.535
2013-08-06 23.13 23.13 23.13 23.13 0 20.597
2013-08-07 22.93 22.93 22.86 22.86 0 20.357
2013-08-08 22.82 22.82 22.82 22.82 0 20.321
