"Index" "KRU.Open" "KRU.High" "KRU.Low" "KRU.Close" "KRU.Volume" "KRU.Adjusted"
2014-08-20 79.5 79.699997 79 79.629997 3300 78.913232
2014-08-21 80.239998 81.949997 80.239998 81.949997 1200 81.212349
2014-08-22 81.57 82.470001 81.199997 82.269997 1500 81.529468
2014-08-25 83.279999 83.279999 81.709999 82.25 1000 81.509652
2014-08-26 82.25 82.25 82.25 82.25 0 81.509652
2014-08-27 83 83 82.889999 82.889999 1000 82.14389
2014-08-28 81.75 81.75 81.75 81.75 200 81.014152
2014-08-29 81.870003 82.099998 81.870003 82.099998 500 81.361
2014-09-02 83 84.040001 83 84.040001 600 83.28354
2014-09-03 84.900002 85.190002 83.480003 83.480003 2100 82.728584
2014-09-04 85.75 85.75 83.519997 83.519997 500 82.768217
2014-09-05 83.110001 83.110001 83.110001 83.110001 200 82.361911
2014-09-08 83.5 83.57 82.639999 83.57 500 82.81777
2014-09-09 82.389999 82.440002 82.029999 82.440002 1000 81.697944
2014-09-10 84 84.949997 83.32 84.949997 1500 84.185345
2014-09-11 84.879997 85.5 84.879997 85.5 700 84.730398
2014-09-12 87.400002 87.419998 85.419998 86.629997 700 85.850224
2014-09-15 86.599998 86.599998 86 86 600 85.225897
2014-09-16 84.540001 85.5 84.540001 85.5 700 84.730398
2014-09-17 84.080002 84.080002 84.080002 84.080002 200 83.323181
2014-09-18 85.459999 87.379997 85.459999 86.82 900 86.038516
2014-09-19 88 88.440002 86.099998 86.099998 2000 85.324996
2014-09-22 85 85 82.970001 82.970001 2200 82.223172
2014-09-23 82.459999 82.5 81.589996 82.480003 800 81.737585
2014-09-24 81.260002 81.5 80.349998 81.5 4400 80.766403
2014-09-25 80 80 78.379997 79.260002 2100 78.546567
2014-09-26 78.599998 79.019997 78.470001 79 2100 78.288906
2014-09-29 78.519997 79.449997 78.5 79.300003 1700 78.586208
2014-09-30 78.879997 78.879997 78.559998 78.559998 300 77.852864
2014-10-01 77.029999 77.029999 76.239998 76.32 900 75.633028
2014-10-02 77.699997 77.699997 77.599998 77.599998 300 76.901506
2014-10-03 77.599998 77.599998 77.599998 77.599998 0 76.901506
2014-10-06 78.040001 78.040001 78 78 400 77.297907
2014-10-07 76.010002 76.690002 74.760002 74.760002 2800 74.087073
2014-10-08 74.730003 76.169998 74.610001 76.07 1300 75.385279
2014-10-09 75.459999 75.599998 74.18 74.18 1800 73.512292
2014-10-10 73.040001 74.75 73.040001 73.980003 900 73.314095
2014-10-13 73 74.339996 73 74.25 700 73.581661
2014-10-14 76 76 76 76 100 75.315909
2014-10-15 73.050003 73.050003 68.410004 71.970001 5000 71.322185
2014-10-16 70.769997 74.279999 67.82 73.470001 1100 72.808683
2014-10-17 75.779999 75.779999 74.300003 74.300003 1500 73.631214
2014-10-20 74.68 74.68 74.68 74.68 300 74.007791
2014-10-21 77.550003 77.550003 77.550003 77.550003 200 76.85196
2014-10-22 78.910004 78.959999 77.860001 78.029999 1000 77.327636
2014-10-23 78.43 78.43 78.43 78.43 100 77.724037
2014-10-24 77.839996 77.849998 77.339996 77.849998 1500 77.149255
2014-10-27 77.620003 77.889999 77.620003 77.849998 500 77.149255
2014-10-28 80 82 80 82 1000 81.261902
2014-10-29 84 86.419998 83.220001 86.419998 13900 85.642115
2014-10-30 85.849998 85.849998 84.980003 84.989998 1500 84.224986
2014-10-31 88.089996 89.599998 88.089996 89.209999 1000 88.407002
2014-11-03 89.75 91.099998 89.75 90.5 5000 89.685392
2014-11-04 87.169998 88.510002 87.07 88.510002 3900 87.713306
2014-11-05 90 90.139999 88.769997 89.849998 4500 89.041241
2014-11-06 89.839996 91 89.839996 90.5 800 89.685392
2014-11-07 90.419998 91.580002 90.419998 91.239998 4200 90.418729
2014-11-10 91.919998 92.43 91.120003 91.480003 2100 90.656574
2014-11-11 92.849998 92.849998 92.150002 92.150002 500 91.320541
2014-11-12 91.82 95.440002 91.82 95.440002 1600 94.580928
2014-11-13 95.25 95.25 93.349998 93.349998 1900 92.509737
2014-11-14 92.25 92.860001 92.089996 92.089996 7900 91.261076
2014-11-17 90.339996 91.610001 90.160004 90.160004 2000 89.348456
2014-11-18 90.629997 91.690002 90.629997 91 500 90.180891
2014-11-19 88.339996 88.809998 88.339996 88.809998 900 88.010601
2014-11-20 88.25 89.190002 88.25 89.190002 1200 88.387186
2014-11-21 91.400002 91.400002 91.400002 91.400002 200 90.577292
2014-11-24 90.120003 90.120003 88.93 88.93 1200 88.129524
2014-11-25 90.760002 91.279999 90.139999 90.720001 800 89.903413
2014-11-26 90.720001 90.720001 90.720001 90.720001 0 89.903413
2014-11-28 90.610001 90.610001 88.879997 88.879997 900 88.079971
2014-12-01 84.199997 84.199997 83.599998 83.919998 1200 83.164618
2014-12-02 85.269997 86.690002 85.269997 86.690002 1200 85.909689
2014-12-03 86.93 86.93 86.809998 86.809998 300 86.028604
2014-12-04 87.059998 87.059998 87.059998 87.059998 300 86.276354
2014-12-05 88.82 91.980003 88.82 90.900002 2400 90.081793
2014-12-08 90.900002 92.400002 89.209999 89.699997 2700 88.89259
2014-12-09 88.150002 89.300003 88.150002 89.260002 1600 88.456555
2014-12-10 91.32 91.32 86.5 86.5 1200 85.721397
2014-12-11 86.989998 88.040001 86.989998 88.040001 400 87.247536
2014-12-12 85.980003 85.980003 85.139999 85.150002 900 84.38355
2014-12-15 84.010002 84.099998 83.339996 83.550003 800 82.797953
2014-12-16 85.400002 86 82.160004 84.870003 1400 84.106071
2014-12-17 83.019997 86.849998 83.019997 86.849998 5500 86.068245
2014-12-18 90.660004 91.25 90.57 90.57 2000 89.754761
2014-12-19 90.57 90.57 90.57 90.57 300 89.754761
2014-12-22 90.059998 90.059998 90.059998 90.059998 1100 89.473603
2014-12-23 91.739998 92.279999 91.739998 92.199997 500 91.599669
2014-12-24 92.199997 92.199997 92.199997 92.199997 0 91.599669
2014-12-26 93 93.809998 92.790001 92.970001 1100 92.364659
2014-12-29 94.800003 95.540001 94.800003 95.540001 600 94.917925
2014-12-30 95.059998 95.330002 95.059998 95.330002 400 94.709294
2014-12-31 93.349998 93.349998 93.349998 93.349998 400 92.742182
2015-01-02 92.150002 92.150002 88.110001 88.110001 1000 87.536303
2015-01-05 88.599998 88.599998 87.580002 87.580002 800 87.009755
2015-01-06 84.580002 84.580002 81.730003 81.730003 1900 81.197847
2015-01-07 82.980003 82.980003 82.169998 82.169998 1000 81.634977
2015-01-08 84.18 85.440002 84.18 84.980003 700 84.426686
2015-01-09 84.669998 84.669998 81.440002 81.440002 1900 80.909734
2015-01-12 81.239998 81.239998 78.519997 78.519997 1000 78.008741
2015-01-13 79.68 79.68 77.639999 77.639999 3800 77.134474
2015-01-14 75.489998 77.029999 74.43 74.589996 1200 74.10433
2015-01-15 74.830002 75.220001 74.330002 74.330002 1200 73.846028
2015-01-16 73.889999 77.169998 73.889999 77.169998 1900 76.667533
2015-01-20 75.769997 75.769997 75.769997 75.769997 600 75.276647
2015-01-21 76.75 76.75 74.980003 74.980003 7700 74.491797
2015-01-22 76.419998 82.459999 76.419998 82 1800 81.466086
2015-01-23 81.559998 81.559998 80 80.220001 600 79.697677
2015-01-26 82.18 82.449997 82.18 82.220001 700 81.684654
2015-01-27 79.839996 79.839996 79.839996 79.839996 300 79.320146
2015-01-28 77.82 78.459999 76.699997 76.790001 15900 76.29001
2015-01-29 74.800003 77.550003 74.800003 77.550003 1100 77.045063
2015-01-30 75.660004 77.529999 75.660004 76.75 500 76.250269
2015-02-02 75.970001 79.129997 75.970001 79.129997 900 78.61477
2015-02-03 83.550003 84.110001 82.830002 82.830002 15300 82.290683
2015-02-04 82.75 82.75 82.75 82.75 300 82.211202
2015-02-05 84.910004 84.910004 84.910004 84.910004 300 84.357142
2015-02-06 87 90.510002 87 90.139999 3000 89.553084
2015-02-09 88.290001 88.290001 86.360001 86.360001 23000 85.797698
2015-02-10 85.809998 87.269997 85.809998 87.269997 2000 86.701768
2015-02-11 85.470001 86.209999 85.470001 86.209999 200 85.648673
2015-02-12 89.199997 90 88.059998 90 1100 89.413996
2015-02-13 90.830002 90.860001 90.379997 90.379997 1300 89.791519
2015-02-17 90.900002 90.900002 90.900002 90.900002 400 90.308138
2015-02-18 88.800003 88.800003 88.800003 88.800003 300 88.221813
2015-02-19 87.839996 87.839996 87.839996 87.839996 200 87.268057
2015-02-20 88 88 88 88 200 87.427019
2015-02-23 88 88.019997 87.980003 88.019997 1800 87.446885
2015-02-24 90.510002 90.510002 90.510002 90.510002 400 89.920678
2015-02-25 89.949997 89.949997 88.629997 88.669998 1900 88.092654
2015-02-26 89.870003 89.870003 89.870003 89.870003 100 89.284846
2015-02-27 89.599998 89.599998 89.599998 89.599998 100 89.016599
2015-03-02 88.489998 90.440002 88.489998 90.139999 500 89.553084
2015-03-03 89.110001 89.879997 89.110001 89.790001 2500 89.205365
2015-03-04 88.110001 88.110001 87.610001 87.610001 300 87.039559
2015-03-05 86.639999 88.629997 86.639999 88.629997 400 88.052914
2015-03-06 91.43 91.43 89.949997 90.400002 1600 89.811393
2015-03-09 90.949997 92.550003 90.949997 92.550003 1000 91.947396
2015-03-10 90.43 90.43 89.010002 89.010002 1600 88.430445
2015-03-11 89.080002 90.010002 89.080002 90.010002 1300 89.423933
2015-03-12 92.580002 93.870003 92.120003 93.870003 800 93.258801
2015-03-13 93.870003 93.870003 93.870003 93.870003 0 93.258801
2015-03-16 94.669998 95.449997 93.349998 93.349998 1200 92.742182
2015-03-17 93.849998 93.860001 93.849998 93.860001 900 93.248864
2015-03-18 95.620003 96.129997 92.550003 92.629997 1300 92.026869
2015-03-19 92.349998 92.349998 91.07 91.830002 1900 91.232083
2015-03-20 92.550003 94.830002 92.169998 94.830002 1200 94.212549
2015-03-23 95.18 95.18 94.279999 94.279999 200 93.666127
2015-03-24 93 93.32 93 93.32 300 92.712379
2015-03-25 92.629997 92.629997 90.82 90.82 400 90.49825
2015-03-26 89.690002 89.690002 89.639999 89.639999 400 89.32243
2015-03-27 89.239998 89.239998 89.239998 89.239998 500 88.923845
2015-03-30 93.769997 93.769997 93.769997 93.769997 200 93.437796
2015-03-31 92.82 92.82 92.82 92.82 100 92.491164
2015-04-01 92.449997 92.650002 92.050003 92.050003 300 91.723896
2015-04-02 92.050003 92.050003 92.050003 92.050003 0 91.723896
2015-04-06 92.050003 92.050003 92.050003 92.050003 0 91.723896
2015-04-07 92.739998 93.93 92.739998 93.860001 1000 93.527481
2015-04-08 93.860001 93.860001 93.860001 93.860001 200 93.527481
2015-04-09 92.849998 92.849998 92.849998 92.849998 100 92.521057
2015-04-10 92.720001 93.040001 92.720001 92.779999 2800 92.451305
2015-04-13 93.040001 94.669998 93.040001 94.669998 1700 94.334609
2015-04-14 93.480003 93.480003 93.480003 93.480003 700 93.14883
2015-04-15 93.480003 93.480003 93.480003 93.480003 0 93.14883
2015-04-16 95.150002 96.5 95.150002 96.5 600 96.158127
2015-04-17 96.5 96.5 93.199997 93.379997 2300 93.049178
2015-04-20 93.379997 93.379997 93.379997 93.379997 0 93.049178
2015-04-21 94.480003 94.480003 94.480003 94.480003 200 94.145287
2015-04-22 96.089996 96.089996 95.610001 95.610001 700 95.271281
2015-04-23 95.43 95.459999 95.43 95.459999 300 95.121811
2015-04-24 95.459999 95.459999 95.459999 95.459999 0 95.121811
2015-04-27 92.43 92.43 91.699997 91.699997 400 91.375129
2015-04-28 94.150002 94.150002 94.150002 94.150002 200 93.816454
2015-04-29 95.5 95.550003 95.5 95.550003 400 95.211496
2015-04-30 93.82 94.370003 93.82 94.370003 500 94.035676
2015-05-01 92.519997 92.519997 92.519997 92.519997 100 92.192224
2015-05-04 93.5 93.5 93.5 93.5 200 93.168756
2015-05-05 93.5 93.5 93.5 93.5 0 93.168756
2015-05-06 93.5 93.5 93.5 93.5 0 93.168756
2015-05-07 94 94 94 94 200 93.666984
2015-05-08 93.639999 94.260002 93.639999 94.260002 700 93.926065
2015-05-11 96.709999 96.709999 96.709999 96.709999 500 96.367383
2015-05-12 96.150002 97.779999 96.150002 97.220001 800 96.875578
2015-05-13 94.839996 98.370003 94.839996 98.269997 3100 97.921853
2015-05-14 98.389999 98.5 97.989998 97.989998 1000 97.642847
2015-05-15 95.050003 95.300003 95.050003 95.300003 1100 94.962382
2015-05-18 99.040001 99.040001 99.029999 99.029999 500 98.679163
2015-05-19 100.279999 101.339996 100.279999 100.830002 3700 100.472789
2015-05-20 100.709999 100.709999 100 100.379997 700 100.024379
2015-05-21 100.199997 100.199997 99.75 99.779999 1800 99.426506
2015-05-22 100.290001 100.290001 99.529999 99.529999 500 99.177392
2015-05-26 96.230003 97.480003 96.230003 97.480003 400 97.134659
2015-05-27 99.099998 99.099998 99 99.099998 900 98.748915
2015-05-28 99.690002 99.690002 99.690002 99.690002 300 99.336829
2015-05-29 99.169998 99.269997 99.169998 99.269997 2100 98.918311
2015-06-01 99.75 99.75 97.370003 97.370003 400 97.025048
2015-06-02 99.900002 99.900002 99.900002 99.900002 200 99.546084
2015-06-03 102.629997 103.279999 102.199997 103.279999 1300 102.914107
2015-06-04 101.370003 101.629997 101.370003 101.629997 2000 101.269951
2015-06-05 103.260002 105.480003 102.93 104.790001 4400 104.418759
2015-06-08 104.82 106.720001 104.82 106.110001 13800 105.734082
2015-06-09 105.82 109.010002 105.75 108.120003 10900 107.736964
2015-06-10 109.660004 112.190002 108.889999 111.489998 16900 111.09502
2015-06-11 111.910004 112.540001 110.480003 110.480003 4700 110.088603
2015-06-12 110.25 111.220001 110.099998 110.360001 8200 109.969026
2015-06-15 110.389999 111.349998 107.830002 110.25 2700 109.859415
2015-06-16 110 112.559998 110 112.230003 1700 111.832404
2015-06-17 112.220001 112.690002 108.230003 108.25 12200 107.8665
2015-06-18 110.519997 111.150002 106.879997 110.599998 10700 110.208174
2015-06-19 109.139999 110.099998 109.139999 110.099998 1400 109.709945
2015-06-22 112.230003 112.82 111.199997 111.889999 7900 111.493604
2015-06-23 111.889999 114.839996 111.889999 114.839996 7400 114.43315
2015-06-24 114.889999 114.889999 113.389999 113.669998 4400 113.444125
2015-06-25 115 115.550003 113.5 113.5 5200 113.274464
2015-06-26 116.309998 116.309998 114.150002 114.779999 3900 114.551919
2015-06-29 113.5 113.510002 108.5 108.5 8800 108.2844
2015-06-30 109.849998 109.849998 108.5 108.599998 2500 108.384199
2015-07-01 109.470001 112.339996 109.470001 112.150002 5900 111.927148
2015-07-02 109 109.309998 107.57 107.989998 2500 107.775411
2015-07-06 105.129997 107.330002 105.129997 107.330002 7300 107.116726
2015-07-07 106.550003 106.550003 101.82 104.790001 6700 104.581773
2015-07-08 103.110001 103.699997 102.050003 102.959999 2800 102.755407
2015-07-09 104.010002 105.290001 104 105.290001 700 105.080779
2015-07-10 108.43 108.43 107.779999 108.199997 1900 107.984993
2015-07-13 109.209999 110.75 109.209999 110.550003 2500 110.330329
2015-07-14 110 110.07 109.029999 110.07 1700 109.85128
2015-07-15 111.760002 112.669998 111.760002 112 1100 111.777445
2015-07-16 114.269997 114.300003 112.949997 112.949997 700 112.725554
2015-07-17 112.900002 112.900002 108.589996 109.120003 5000 108.90317
2015-07-20 110.099998 111.5 109.879997 110.620003 3800 110.40019
2015-07-21 111 113.650002 109.68 109.68 3300 109.462055
2015-07-22 110.949997 113.849998 110.800003 113.849998 2300 113.623767
2015-07-23 113.870003 114.389999 109.449997 109.449997 7000 109.232509
2015-07-24 108.25 108.25 106.760002 106.849998 2300 106.637677
2015-07-27 108.519997 108.519997 102.800003 104.510002 4100 104.30233
2015-07-28 104.120003 105.07 103.650002 105 1500 104.791355
2015-07-29 106.400002 106.400002 104.790001 105 1100 104.791355
2015-07-30 105 106 105 106 800 105.789367
2015-07-31 105.669998 105.669998 105.349998 105.349998 1400 105.140658
2015-08-03 105.68 105.68 104.190002 105.220001 3300 105.010919
2015-08-04 108.080002 108.080002 107.900002 108.080002 900 107.865236
2015-08-05 107.709999 109.760002 107.650002 108.459999 2100 108.244478
2015-08-06 107.5 108.099998 105.349998 105.449997 2000 105.240457
2015-08-07 104.75 104.830002 104.75 104.830002 700 104.621694
2015-08-10 107.5 109.07 107.5 107.919998 1300 107.70555
2015-08-11 106.160004 106.160004 104.010002 104.099998 1700 103.893141
2015-08-12 103 103 99.769997 99.769997 2000 99.571744
2015-08-13 100.82 102.120003 100.82 101.879997 1000 101.677552
2015-08-14 101.82 104 101.82 104 3800 103.793342
2015-08-17 103.120003 106.029999 103.120003 105.389999 1700 105.180579
2015-08-18 105.389999 105.389999 105.389999 105.389999 0 105.180579
2015-08-19 103.790001 103.790001 102.489998 102.489998 500 102.28634
2015-08-20 97.75 98.5 96.870003 96.870003 4400 96.677512
2015-08-21 93.57 95.610001 93.169998 94.559998 5500 94.372097
2015-08-24 93.57 93.57 86.410004 86.410004 4700 86.238298
2015-08-25 87.099998 87.220001 82.559998 82.559998 1900 82.395943
2015-08-26 67.860001 85.050003 67.860001 82.919998 2100 82.755228
2015-08-27 90.489998 91.730003 89.43 89.43 1700 89.252294
2015-08-28 90.440002 90.480003 90.440002 90.449997 4300 90.270264
2015-08-31 92.150002 92.150002 92.150002 92.150002 400 91.96689
2015-09-01 90 90 86.300003 86.989998 1300 86.81714
2015-09-02 88.360001 88.360001 88.360001 88.360001 200 88.18442
2015-09-03 88.360001 88.360001 88.360001 88.360001 0 88.18442
2015-09-04 88.349998 89.089996 87.120003 87.620003 1000 87.445893
2015-09-08 91.400002 91.400002 90.599998 90.599998 500 90.419967
2015-09-09 94.309998 94.309998 93.730003 93.730003 500 93.543753
2015-09-10 93.800003 93.800003 93.800003 93.800003 800 93.613613
2015-09-11 93.169998 93.169998 93.169998 93.169998 300 92.98486
2015-09-14 93.169998 93.169998 93.169998 93.169998 0 92.98486
2015-09-15 96.360001 97.019997 96 97.019997 900 96.827208
2015-09-16 96.279999 97 96.269997 96.860001 1000 96.66753
2015-09-17 94.489998 95.550003 94.489998 94.5 800 94.312219
2015-09-18 89.029999 89.029999 88.160004 88.160004 700 87.984821
2015-09-21 91.669998 91.669998 91.669998 91.669998 300 91.487841
2015-09-22 90.309998 90.309998 88.459999 88.57 500 88.394002
2015-09-23 88.57 88.57 88.57 88.57 0 88.57
2015-09-24 88.849998 89.949997 88.849998 89.949997 800 89.949997
2015-09-25 100.739998 100.739998 93.32 93.32 1500 93.32
2015-09-28 91.629997 91.629997 91.629997 91.629997 400 91.629997
2015-09-29 91.389999 91.389999 89.739998 90.68 4500 90.68
2015-09-30 91.650002 91.849998 91.650002 91.849998 500 91.849998
2015-10-01 92 92 92 92 1000 92
2015-10-02 89.839996 89.839996 86.779999 88.830002 1700 88.830002
2015-10-05 93.639999 94 93.639999 94 900 94
2015-10-06 94 94 94 94 0 94
2015-10-07 95.650002 97.129997 95.650002 97.129997 1400 97.129997
2015-10-08 99.650002 99.650002 97.440002 97.440002 300 97.440002
2015-10-09 97.260002 97.260002 97.260002 97.260002 200 97.260002
2015-10-12 98.169998 98.169998 97.940002 97.940002 500 97.940002
2015-10-13 97.940002 97.940002 97.940002 97.940002 0 97.940002
2015-10-14 97.940002 97.940002 97.940002 97.940002 0 97.940002
2015-10-15 93.410004 93.410004 91.32 91.489998 1400 91.489998
2015-10-16 94.949997 95.639999 94.639999 94.639999 900 94.639999
2015-10-19 95.669998 96.040001 95.669998 95.739998 600 95.739998
2015-10-20 96.849998 96.849998 96.849998 96.849998 100 96.849998
2015-10-21 97.330002 97.330002 95.699997 95.699997 300 95.699997
2015-10-22 98 98 98 98 200 98
2015-10-23 101.18 102.040001 101.18 102.040001 500 102.040001
2015-10-26 100.809998 100.809998 100 100 1100 100
2015-10-27 97.800003 97.800003 97.769997 97.800003 1300 97.800003
2015-10-28 102.889999 102.889999 102.889999 102.889999 1700 102.889999
2015-10-29 105.910004 107.059998 105.739998 105.739998 1600 105.739998
2015-10-30 105.169998 105.169998 101.699997 101.699997 3300 101.699997
