"Index" "HY.Open" "HY.High" "HY.Low" "HY.Close" "HY.Volume" "HY.Adjusted"
2013-05-09 56.25 57.389999 55.720001 56.860001 42700 54.837625
2013-05-10 57.18 57.18 53.790001 55.43 37500 53.458486
2013-05-13 55.529999 56.419998 55.459999 56.169998 15900 54.172164
2013-05-14 56.130001 57.630001 55.720001 57.25 22500 55.213753
2013-05-15 56.98 57.599998 56.599998 57.080002 29600 55.049801
2013-05-16 57.119999 59.310001 56.580002 59.119999 114300 57.01724
2013-05-17 59.169998 60.18 58.939999 59.610001 36700 57.489813
2013-05-20 59.400002 61.799999 59.400002 60.959999 27900 58.791796
2013-05-21 60.799999 62.130001 60.5 61.049999 22400 58.878595
2013-05-22 60.91 61.740002 60.02 60.43 38400 58.280648
2013-05-23 60.09 60.790001 58.200001 59.220001 29100 57.113685
2013-05-24 58.68 59.59 58.200001 58.740002 3900 56.650758
2013-05-28 59.82 62.299999 59.209999 62.240002 31000 60.026272
2013-05-29 62.169998 64.07 61.299999 62.310001 28400 60.336133
2013-05-30 62.68 63.43 61.630001 62.799999 23500 60.810608
2013-05-31 62.330002 64.150002 61.799999 61.799999 52500 59.842287
2013-06-03 63.049999 65.510002 62.689999 65.139999 80900 63.076481
2013-06-04 65.010002 67.290001 65.010002 66.089996 172700 63.996384
2013-06-05 65.809998 65.809998 61.77 62.299999 45200 60.326447
2013-06-06 61.950001 63.549999 60.48 61.150002 26600 59.21288
2013-06-07 61.59 65.68 61.380001 65.169998 22100 63.10553
2013-06-10 65.580002 68.57 64.910004 67.989998 54600 65.836197
2013-06-11 67.010002 68.529999 66.610001 67.940002 30200 65.787785
2013-06-12 68.489998 69.669998 66.519997 67.279999 31900 65.14869
2013-06-13 66.910004 68.949997 65.93 68.669998 21200 66.494656
2013-06-14 68.760002 68.760002 66.379997 66.809998 17400 64.693577
2013-06-17 67.489998 68.110001 66.209999 67.900002 23700 65.749052
2013-06-18 68.410004 71.93 68.410004 71.290001 25300 69.031662
2013-06-19 71.300003 71.5 69.010002 69.339996 49700 67.14343
2013-06-20 68.260002 70.120003 66.599998 67.959999 80100 65.807149
2013-06-21 68.169998 69.099998 63.18 63.799999 222000 61.77893
2013-06-24 63.330002 63.330002 58.610001 59.84 63100 57.944377
2013-06-25 60.09 61.880001 59.509998 60.459999 105200 58.544735
2013-06-26 61.060001 65 60.259998 61.759998 40200 59.803553
2013-06-27 62.27 64.360001 62.27 63.779999 31100 61.759563
2013-06-28 63.470001 64.139999 62.790001 62.790001 355400 60.800927
2013-07-01 63.299999 66.080002 63.299999 65.139999 85900 63.076481
2013-07-02 65 65.339996 62.18 63.669998 42000 61.653047
2013-07-03 63.240002 64.120003 62.900002 63.830002 9300 61.807982
2013-07-05 65.239998 65.239998 62.52 63.77 32100 61.749882
2013-07-08 64.160004 65.309998 63.709999 64.559998 42000 62.514853
2013-07-09 65.059998 65.25 63.130001 64.230003 45500 62.195312
2013-07-10 64.099998 66.080002 63.950001 64.849998 40800 62.795667
2013-07-11 65.839996 68.639999 65.720001 67.919998 35500 65.768415
2013-07-12 67.690002 68.43 66.040001 66.419998 25400 64.315932
2013-07-15 66.669998 68.790001 66.669998 67.959999 38300 65.807149
2013-07-16 68.220001 68.360001 65.790001 65.809998 49500 63.725255
2013-07-17 66.370003 67.730003 65.269997 65.970001 63800 63.88019
2013-07-18 66.330002 69.739998 66.330002 69.080002 46700 66.891672
2013-07-19 68.970001 70.260002 68.68 69.220001 33000 67.027236
2013-07-22 69.529999 70.410004 68 68.400002 19800 66.233213
2013-07-23 68.419998 69.599998 67.550003 67.779999 65400 65.63285
2013-07-24 67.900002 68.519997 66.519997 66.68 39000 64.567698
2013-07-25 66.300003 67.739998 66.300003 66.980003 55200 64.858197
2013-07-26 66.040001 68.389999 65.489998 66.800003 22000 64.683899
2013-07-29 66.089996 66.879997 65.18 66.160004 23500 64.064174
2013-07-30 66.639999 67.529999 65.209999 65.870003 22500 63.78336
2013-07-31 65.900002 66.82 64.660004 65.010002 44300 62.950602
