"Index" "MKC.Open" "MKC.High" "MKC.Low" "MKC.Close" "MKC.Volume" "MKC.Adjusted"
2013-02-27 66.529999 67.440002 66.349998 67.32 640800 63.61961
2013-02-28 67.309998 67.660004 66.919998 67.269997 1342400 63.572356
2013-03-01 67.150002 68.480003 66.589996 68.389999 937500 64.630795
2013-03-04 68.25 69.260002 68.110001 69.220001 650800 65.415174
2013-03-05 69.370003 69.989998 68.870003 69.900002 715600 66.057797
2013-03-06 70 70.07 69.379997 69.769997 1128100 65.934938
2013-03-07 69.959999 70.440002 69.839996 70.150002 750100 66.294055
2013-03-08 70.440002 70.440002 69.720001 70.199997 536800 66.341302
2013-03-11 70 70.400002 69.839996 70.150002 669500 66.294055
2013-03-12 69.959999 70.43 69.699997 70.349998 420900 66.483059
2013-03-13 70.349998 70.690002 70.160004 70.339996 867000 66.473606
2013-03-14 70.510002 71.110001 70.389999 71.010002 556100 67.106784
2013-03-15 70.709999 70.970001 70.519997 70.75 846500 66.861073
2013-03-18 70.400002 70.870003 70.150002 70.599998 372100 66.719317
2013-03-19 70.75 71.080002 70.449997 71.010002 321300 67.106784
2013-03-20 71.400002 71.730003 71.199997 71.709999 644000 67.768304
2013-03-21 71.660004 71.790001 71.18 71.260002 394800 67.343042
2013-03-22 71.150002 72.25 71.150002 72.190002 373300 68.221923
2013-03-25 72.389999 72.449997 71.57 71.790001 342200 67.843908
2013-03-26 71.949997 72.57 71.82 72.410004 366800 68.429831
2013-03-27 72.029999 72.730003 71.879997 72.650002 630100 68.656637
2013-03-28 72.980003 73.690002 72.839996 73.550003 753900 69.507168
2013-04-01 73.209999 73.209999 71.959999 72.709999 816100 68.713337
2013-04-02 72.419998 73.699997 71.660004 72.620003 761100 68.628287
2013-04-03 72.470001 72.730003 71.470001 71.599998 840300 67.66435
2013-04-04 71.980003 72.389999 71.410004 71.68 692700 67.739954
2013-04-05 71.129997 71.199997 70.470001 70.900002 782800 67.002829
2013-04-08 71.019997 71.199997 70.419998 71.110001 504700 67.201285
