"Index" "MKC.Open" "MKC.High" "MKC.Low" "MKC.Close" "MKC.Volume" "MKC.Adjusted"
2013-04-09 70.849998 71.269997 70.379997 70.889999 704700 66.993377
2013-04-10 71.239998 71.589996 71.199997 71.489998 1005900 67.560395
2013-04-11 71.32 71.849998 71.099998 71.25 511100 67.655351
2013-04-12 71.120003 71.800003 70.940002 71.720001 571500 68.10164
2013-04-15 71.459999 71.629997 70.540001 70.540001 651400 66.981172
2013-04-16 70.959999 72.07 70.800003 71.900002 978600 68.272559
2013-04-17 71.480003 71.830002 71.040001 71.410004 755000 67.807282
2013-04-18 71.449997 71.919998 71.339996 71.459999 546600 67.854755
2013-04-19 71.75 72.599998 71.690002 72.300003 899900 68.65238
2013-04-22 71.860001 71.940002 71.269997 71.769997 680900 68.149113
2013-04-23 71.790001 72.330002 71.25 72.110001 545000 68.471963
2013-04-24 72.169998 72.330002 71.529999 71.599998 692100 67.987691
2013-04-25 71.790001 72.160004 71.599998 71.739998 477100 68.120628
2013-04-26 71.769997 72.010002 71.120003 71.199997 433700 67.60787
2013-04-29 71.300003 71.779999 71.099998 71.639999 363300 68.025674
2013-04-30 71.5 72.080002 71.260002 71.940002 456400 68.310542
2013-05-01 71.900002 72.650002 71.720001 71.790001 422600 68.168108
2013-05-02 71.809998 72.849998 71.809998 72.669998 408700 69.003708
2013-05-03 72 72.940002 72 72.68 575400 69.013206
2013-05-06 72.57 72.699997 72.099998 72.239998 340100 68.595402
2013-05-07 72.339996 73.139999 72.260002 73.129997 349800 69.4405
2013-05-08 73.029999 73.419998 72.559998 72.989998 385600 69.307563
2013-05-09 73.050003 73.360001 72.629997 72.830002 621100 69.155639
2013-05-10 72.739998 73.279999 72.669998 73.080002 349400 69.393027
2013-05-13 73.260002 73.900002 72.940002 73.669998 499300 69.953257
2013-05-14 73.68 74.769997 73.68 74.739998 473800 70.969274
2013-05-15 74.650002 74.860001 74.459999 74.760002 702100 70.988269
2013-05-16 74.580002 74.989998 74.440002 74.510002 463700 70.750882
2013-05-17 74.349998 74.870003 74.190002 74.68 777300 70.912303
2013-05-20 74.68 74.889999 74.279999 74.360001 512600 70.608448
2013-05-21 74.330002 74.629997 74.080002 74.339996 359100 70.589453
2013-05-22 74.290001 75.260002 73.860001 74 382000 70.26661
2013-05-23 73.650002 73.959999 73.300003 73.709999 507600 69.99124
2013-05-24 73.529999 74.029999 73.169998 73.830002 405000 70.105188
2013-05-28 74.220001 74.650002 73.540001 73.690002 452300 69.972252
2013-05-29 73.419998 73.480003 71.779999 71.879997 899600 68.253564
2013-05-30 71.949997 72.019997 71.150002 71.169998 767400 67.579385
2013-05-31 70.510002 70.870003 69.080002 69.080002 1113400 65.594832
2013-06-03 69.040001 69.989998 68.75 69.5 826200 65.99364
2013-06-04 69.25 70.010002 69.089996 69.470001 596300 65.965155
2013-06-05 68.93 69.379997 68.75 68.839996 484800 65.366935
2013-06-06 69 69.699997 68.68 69.699997 912500 66.183547
2013-06-07 69.839996 70.959999 69.730003 70.919998 558300 67.341998
2013-06-10 71 71 70.160004 70.779999 691200 67.209062
2013-06-11 70.620003 71.370003 70.120003 71 472400 67.417963
2013-06-12 71.470001 71.75 71.139999 71.370003 963200 67.769299
2013-06-13 71.510002 72.309998 71 72.129997 523800 68.490951
2013-06-14 72.169998 72.540001 71.870003 72.25 359500 68.604899
2013-06-17 72.599998 73.139999 72.480003 72.800003 608000 69.127154
2013-06-18 72.709999 73.43 72.610001 73.360001 317300 69.658899
2013-06-19 73.480003 73.489998 72.019997 72.019997 980700 68.3865
2013-06-20 71.589996 71.709999 69.900002 70 824800 66.468415
2013-06-21 70.5 71.529999 70.43 71.440002 1444800 67.835767
2013-06-24 70.849998 71.830002 70.540001 71.199997 517000 67.60787
2013-06-25 71.779999 71.779999 70.599998 71.169998 551500 67.579385
2013-06-26 71.620003 72.349998 71.589996 72.029999 583200 68.395998
2013-06-27 71 71.940002 69.599998 70.589996 1204100 67.028645
2013-06-28 70.440002 70.919998 69.660004 70.360001 791300 66.810253
2013-07-01 70.610001 70.910004 70.25 70.540001 742000 66.981172
2013-07-02 70.449997 70.529999 69.690002 70.099998 787800 66.563368
2013-07-03 68.110001 69.68 68.110001 69.169998 612500 66.000402
2013-07-05 69.589996 69.809998 68.809998 69.68 389600 66.487034
2013-07-08 69.989998 70.5 69.709999 70.160004 510700 66.945042
2013-07-09 70.75 70.849998 70.120003 70.300003 438200 67.078627
2013-07-10 70.040001 70.589996 70 70.489998 585100 67.259915
2013-07-11 71.339996 72.209999 71.129997 72.040001 828100 68.738892
2013-07-12 71.860001 71.989998 71.449997 71.629997 514900 68.347676
2013-07-15 71.589996 72.220001 71.589996 72.120003 322400 68.815228
2013-07-16 71.970001 72.199997 71.449997 72.050003 513700 68.748436
2013-07-17 72.349998 72.449997 71.57 72.080002 637200 68.77706
2013-07-18 71.940002 72.419998 71.690002 72.25 406300 68.939268
2013-07-19 72.239998 73.080002 71.849998 73.07 712800 69.721693
2013-07-22 72.68 72.860001 72.139999 72.459999 589800 69.139645
2013-07-23 72.599998 72.669998 72.019997 72.449997 303700 69.130101
2013-07-24 72.550003 72.629997 71.440002 71.599998 290700 68.319052
2013-07-25 71.410004 72.290001 71.360001 72.209999 330200 68.9011
2013-07-26 71.919998 72.190002 71.110001 71.949997 264900 68.653012
2013-07-29 71.830002 72.57 71.760002 71.849998 281200 68.557596
2013-07-30 72.32 72.790001 71.510002 71.599998 390500 68.319052
2013-07-31 71.709999 71.940002 71.260002 71.610001 327700 68.328596
2013-08-01 72.059998 72.639999 71.970001 72.540001 511900 69.21598
2013-08-02 72.349998 72.769997 71.860001 72.739998 276400 69.406813
2013-08-05 72.610001 72.669998 71.900002 72.529999 318400 69.206437
2013-08-06 72.459999 73.790001 72.419998 73.339996 531500 69.979317
2013-08-07 73.160004 73.389999 72.5 72.559998 370300 69.235061
2013-08-08 72.690002 73.339996 72.410004 73.110001 347600 69.759861
2013-08-09 72.910004 73.080002 72.440002 72.800003 460600 69.464068
2013-08-12 72.599998 73.169998 72.120003 73.099998 356400 69.750317
2013-08-13 73.389999 73.5 72.870003 73.220001 223000 69.864821
2013-08-14 73.050003 73.25 72.099998 72.099998 398200 68.79614
2013-08-15 71.800003 71.800003 70.669998 70.839996 355800 67.593876
2013-08-16 70.800003 70.879997 70.290001 70.690002 366400 67.450755
2013-08-19 70.529999 70.809998 70.370003 70.669998 306200 67.431667
2013-08-20 70.690002 71.029999 70.379997 70.650002 273500 67.412587
2013-08-21 70.5 70.620003 69.769997 69.849998 306900 66.649243
2013-08-22 69.959999 70.610001 69.580002 70.309998 210600 67.088163
2013-08-23 70.620003 70.730003 69.769997 70.160004 515700 66.945042
2013-08-26 70.050003 70.489998 68.760002 68.769997 586800 65.61873
2013-08-27 68.410004 68.779999 68.019997 68.07 477300 64.950809
2013-08-28 68.07 68.160004 66.919998 67.089996 903900 64.015713
2013-08-29 66.980003 67.739998 66.669998 67.610001 418100 64.511889
2013-08-30 67.720001 67.730003 67.190002 67.650002 476000 64.550057
2013-09-03 68.110001 68.43 67 67.459999 353900 64.368761
2013-09-04 67.339996 67.730003 66.940002 67.669998 410100 64.569137
2013-09-05 67.57 67.690002 67.18 67.389999 273700 64.301969
2013-09-06 67.489998 67.830002 66.760002 67.419998 288400 64.330593
2013-09-09 67.410004 68.150002 67.410004 68.150002 369000 65.027145
2013-09-10 68.139999 68.349998 66.900002 67.330002 506200 64.244721
2013-09-11 67.32 67.970001 67.110001 67.970001 253400 64.855393
2013-09-12 68.029999 68.029999 66.959999 67.300003 804300 64.216096
2013-09-13 67.269997 67.849998 67.269997 67.790001 350700 64.683641
2013-09-16 68.43 69 68.290001 68.68 342200 65.532858
2013-09-17 68.68 68.769997 68.309998 68.639999 358900 65.49469
2013-09-18 68.709999 69.519997 68.410004 69.480003 739900 66.296202
2013-09-19 69.839996 69.839996 68.629997 69.199997 684900 66.029026
2013-09-20 69.050003 69.309998 68.849998 68.910004 594500 65.752322
2013-09-23 68.610001 68.800003 68.080002 68.720001 312600 65.571026
2013-09-24 68.470001 69.129997 68.279999 68.57 378200 65.427898
2013-09-25 69.019997 69.059998 67.900002 68.050003 405100 64.931729
2013-09-26 66.449997 66.660004 66.07 66.559998 1095500 63.51
2013-09-27 65.959999 66.150002 64.040001 65.400002 993200 62.403159
2013-09-30 65 65.25 64.43 64.699997 723600 61.735231
2013-10-01 64.739998 64.980003 64.5 64.879997 966400 61.906983
2013-10-02 64.339996 64.82 63.549999 64.790001 1409900 61.821111
2013-10-03 64.550003 64.550003 63.380001 64.07 1451500 61.45661
2013-10-04 64 64.870003 63.810001 64.660004 705000 62.022548
2013-10-07 64.349998 65.220001 64.269997 64.889999 571200 62.243162
2013-10-08 65.019997 65.610001 64.779999 65.029999 807200 62.377451
2013-10-09 65.099998 65.300003 64.43 64.669998 608600 62.032135
2013-10-10 65.129997 66.419998 65.129997 66.269997 644000 63.56687
2013-10-11 66.029999 66.349998 65.830002 66.279999 477000 63.576464
2013-10-14 66 66.519997 65.870003 66.440002 411500 63.729941
2013-10-15 66.260002 66.410004 65.790001 65.870003 475600 63.183191
2013-10-16 66.309998 67.389999 66.120003 67.389999 659700 64.641188
2013-10-17 67.150002 68.07 67.059998 68.059998 519100 65.283857
2013-10-18 68.440002 68.5 67.589996 67.919998 1302300 65.149568
2013-10-21 67.699997 67.699997 67.120003 67.32 476100 64.574044
2013-10-22 67.559998 68.800003 67.209999 68.510002 515600 65.715506
2013-10-23 68.419998 68.849998 68.209999 68.580002 371100 65.782651
2013-10-24 68.720001 68.730003 68 68.620003 389300 65.82102
2013-10-25 68.660004 69.239998 68.25 69.150002 395000 66.3294
2013-10-28 69.150002 69.919998 68.889999 69.610001 440800 66.770636
2013-10-29 69.610001 69.980003 69.330002 69.970001 397900 67.115953
2013-10-30 69.889999 69.940002 69.209999 69.300003 284200 66.473283
2013-10-31 69.269997 69.529999 68.870003 69.150002 457700 66.3294
2013-11-01 69.150002 69.699997 68.559998 68.709999 770700 65.907345
2013-11-04 69.089996 69.300003 68.559998 68.970001 425400 66.156742
2013-11-05 68.779999 69.389999 68.650002 69.110001 368700 66.291031
2013-11-06 69.389999 70.400002 69.290001 70.150002 452700 67.288611
2013-11-07 70.190002 70.190002 68.739998 68.910004 531600 66.099192
2013-11-08 68.809998 69.110001 68.300003 69.099998 326600 66.281437
2013-11-11 69.129997 69.449997 68.849998 69.120003 215400 66.300625
2013-11-12 68.870003 69.230003 68.5 69.190002 385500 66.36777
2013-11-13 68.849998 69.809998 68.669998 69.800003 322000 66.952889
2013-11-14 69.800003 70.339996 69.730003 70.199997 329200 67.336567
2013-11-15 70.150002 70.25 69.550003 70.089996 355800 67.231053
2013-11-18 70.040001 70.239998 69.629997 69.779999 356200 66.9337
2013-11-19 69.550003 69.589996 68.830002 69.309998 371500 66.48287
2013-11-20 69.389999 69.599998 68.489998 68.610001 779600 65.811426
2013-11-21 68.769997 69.099998 68.599998 68.93 360700 66.118373
2013-11-22 68.940002 69.459999 68.669998 69.360001 503900 66.530834
2013-11-25 69.559998 69.839996 68.68 68.790001 351700 65.984084
2013-11-26 68.959999 69.690002 68.709999 69.139999 633400 66.319806
2013-11-27 69.440002 69.860001 69.139999 69.389999 358600 66.559609
2013-11-29 69.410004 69.910004 68.93 69 225600 66.185517
2013-12-02 69.059998 69.400002 68.68 68.910004 409000 66.099192
2013-12-03 68.830002 69.230003 68.370003 68.839996 485500 66.03204
2013-12-04 68.360001 68.900002 67.800003 68.589996 753400 65.792238
2013-12-05 68.5 68.720001 67.849998 68.019997 638500 65.245488
2013-12-06 68.5 69.480003 68.449997 69.370003 705800 66.540428
2013-12-09 69.660004 70.519997 69.580002 69.879997 549600 67.02962
2013-12-10 69.669998 69.870003 68.5 68.510002 572900 65.715506
2013-12-11 68.949997 69.620003 68.620003 68.940002 865900 66.127967
2013-12-12 68.709999 69.080002 67.940002 68.010002 643700 65.235901
2013-12-13 68.040001 68.339996 67.529999 67.660004 388700 64.900179
