"Index" "H2L.Open" "H2L.High" "H2L.Low" "H2L.Close" "H2L.Volume" "H2L.Adjusted"
2013-05-15 15.52 15.52 15.52 15.52 0 15.52
2013-05-16 15.575 15.575 15.575 15.575 0 15.575
2013-05-17 15.265 15.265 15.265 15.265 0 15.265
2013-05-20 15.625 15.625 15.625 15.625 0 15.625
2013-05-21 15.43 15.43 15.43 15.43 0 15.43
2013-05-22 15.525 15.525 15.525 15.525 0 15.525
2013-05-23 15.705 15.705 15.705 15.705 0 15.705
2013-05-24 15.595 15.595 15.595 15.595 0 15.595
2013-05-27 15.15 15.15 15.15 15.15 0 15.15
2013-05-28 15.165 15.165 15.165 15.165 0 15.165
2013-05-29 15.565 15.565 15.565 15.565 0 15.565
2013-05-30 14.68 14.68 14.68 14.68 0 14.68
2013-05-31 14.48 14.48 14.48 14.48 0 14.48
2013-06-03 14.31 14.31 14.31 14.31 0 14.31
2013-06-04 13.99 13.99 13.99 13.99 0 13.99
2013-06-05 13.795 13.795 13.795 13.795 0 13.795
2013-06-06 13.24 13.24 13.24 13.24 0 13.24
2013-06-07 13.56 13.56 13.56 13.56 0 13.56
2013-06-10 13.405 13.405 13.405 13.405 0 13.405
2013-06-11 13.295 13.295 13.295 13.295 0 13.295
2013-06-12 13.2 13.2 13.2 13.2 0 13.2
2013-06-13 12.74 12.74 12.74 12.74 0 12.74
2013-06-14 13.155 13.155 13.155 13.155 0 13.155
2013-06-17 13.02 13.02 13.02 13.02 0 13.02
2013-06-18 13.225 13.225 13.225 13.225 0 13.225
2013-06-19 13.305 13.305 13.305 13.305 0 13.305
2013-06-20 13.255 13.255 13.255 13.255 0 13.255
2013-06-21 13.055 13.055 13.055 13.055 0 13.055
2013-06-24 13.195 13.195 13.195 13.195 0 13.195
2013-06-25 12.805 12.805 12.805 12.805 0 12.805
2013-06-26 12.835 12.835 12.835 12.835 0 12.835
2013-06-27 13.525 13.525 13.525 13.525 0 13.525
2013-06-28 13.73 13.73 13.73 13.73 0 13.73
