"Index" "H2L.Open" "H2L.High" "H2L.Low" "H2L.Close" "H2L.Volume" "H2L.Adjusted"
2013-07-01 13.505 13.505 13.505 13.505 0 13.505
2013-07-02 13.51 13.51 13.51 13.51 0 13.51
2013-07-03 13.865 13.865 13.865 13.865 0 13.865
2013-07-04 13.81 13.81 13.81 13.81 0 13.81
2013-07-05 13.91 13.91 13.91 13.91 0 13.91
2013-07-08 14.435 14.435 14.435 14.435 0 14.435
2013-07-09 14.22 14.22 14.22 14.22 0 14.22
2013-07-10 14.445 14.445 14.445 14.445 0 14.445
2013-07-11 13.98 13.98 13.98 13.98 0 13.98
2013-07-12 14.165 14.165 14.165 14.165 0 14.165
2013-07-15 14.51 14.51 14.51 14.51 0 14.51
2013-07-16 14.67 14.67 14.67 14.67 0 14.67
2013-07-17 14.75 14.75 14.75 14.75 0 14.75
2013-07-18 14.76 14.76 14.76 14.76 0 14.76
2013-07-19 14.77 14.77 14.77 14.77 0 14.77
2013-07-22 14.955 14.955 14.955 14.955 0 14.955
2013-07-23 15.135 15.135 15.135 15.135 0 15.135
2013-07-24 15.075 15.075 15.075 15.075 0 15.075
2013-07-25 14.92 14.92 14.92 14.92 0 14.92
2013-07-26 15.395 15.395 15.395 15.395 0 15.395
2013-07-29 15.48 15.48 15.48 15.48 0 15.48
2013-07-30 15.4 15.4 15.4 15.4 0 15.4
2013-07-31 15.455 15.455 15.455 15.455 0 15.455
2013-08-01 15.665 15.665 15.665 15.665 0 15.665
2013-08-02 16.325 16.325 16.325 16.325 0 16.325
2013-08-05 16.355 16.355 16.355 16.355 0 16.355
2013-08-06 16.555 16.555 16.555 16.555 0 16.555
2013-08-07 16.21 16.21 16.21 16.21 0 16.21
2013-08-08 16.29 16.29 16.29 16.29 0 16.29
2013-08-09 16.28 16.28 16.28 16.28 0 16.28
2013-08-12 16.39 16.39 16.39 16.39 0 16.39
2013-08-13 16.37 16.37 16.37 16.37 0 16.37
2013-08-14 16.435 16.435 16.435 16.435 0 16.435
2013-08-15 16.265 16.265 16.265 16.265 0 16.265
2013-08-16 16.165 16.165 16.165 16.165 0 16.165
2013-08-19 16.135 16.135 16.135 16.135 0 16.135
2013-08-20 16.15 16.15 16.15 16.15 0 16.15
2013-08-21 16.535 16.535 16.535 16.535 0 16.535
2013-08-22 16.4 16.4 16.4 16.4 0 16.4
2013-08-23 16.555 16.555 16.555 16.555 0 16.555
2013-08-26 16.515 16.515 16.515 16.515 0 16.515
2013-08-27 16.825 16.825 16.825 16.825 0 16.825
2013-08-28 16.74 16.74 16.74 16.74 0 16.74
2013-08-29 16.96 16.96 16.96 16.96 0 16.96
2013-08-30 17.41 17.41 17.41 17.41 0 17.41
2013-09-02 17.235 17.235 17.235 17.235 0 17.235
2013-09-03 17.28 17.28 17.28 17.28 0 17.28
2013-09-04 17.385 17.385 17.385 17.385 0 17.385
2013-09-05 17.73 17.73 17.73 17.73 0 17.73
2013-09-06 17.58 17.58 17.58 17.58 0 17.58
2013-09-09 17.42 17.42 17.42 17.42 0 17.42
2013-09-10 17.89 17.89 17.89 17.89 0 17.89
2013-09-11 17.815 17.815 17.815 17.815 0 17.815
2013-09-12 17.65 17.65 17.65 17.65 0 17.65
2013-09-13 17.55 17.55 17.55 17.55 0 17.55
2013-09-16 17.51 17.51 17.51 17.51 0 17.51
2013-09-17 17.7 17.7 17.7 17.7 0 17.7
2013-09-18 17.7 17.7 17.7 17.7 0 17.7
2013-09-19 17.6 17.6 17.6 17.6 0 17.6
2013-09-20 17.32 17.32 17.32 17.32 0 17.32
2013-09-23 17.21 17.21 17.21 17.21 0 17.21
2013-09-24 17.19 17.19 17.19 17.19 0 17.19
2013-09-25 17.135 17.135 17.135 17.135 0 17.135
2013-09-26 17.595 17.595 17.595 17.595 0 17.595
2013-09-27 17.96 17.96 17.96 17.96 0 17.96
2013-09-30 18.28 18.28 18.28 18.28 0 18.28
2013-10-01 18.32 18.32 18.32 18.32 0 18.32
2013-10-02 19 19 19 19 0 19
2013-10-03 18.275 18.275 18.275 18.275 0 18.275
2013-10-04 18.08 18.08 18.08 18.08 0 18.08
2013-10-07 18.125 18.125 18.125 18.125 0 18.125
2013-10-08 17.76 17.76 17.76 17.76 0 17.76
2013-10-09 17.19 17.19 17.19 17.19 0 17.19
2013-10-10 17.435 17.435 17.435 17.435 0 17.435
2013-10-11 17.69 17.69 17.69 17.69 0 17.69
2013-10-14 17.865 17.865 17.865 17.865 0 17.865
2013-10-15 18.045 18.045 18.045 18.045 0 18.045
2013-10-16 18.02 18.02 18.02 18.02 0 18.02
2013-10-17 17.71 17.71 17.71 17.71 0 17.71
2013-10-18 17.92 17.92 17.92 17.92 0 17.92
2013-10-21 18.085 18.085 18.085 18.085 0 18.085
2013-10-22 18.09 18.09 18.09 18.09 0 18.09
2013-10-23 17.865 17.865 17.865 17.865 0 17.865
2013-10-24 17.97 17.97 17.97 17.97 0 17.97
2013-10-25 18.1 18.1 18.1 18.1 0 18.1
2013-10-28 18.29 18.29 18.29 18.29 0 18.29
2013-10-29 18.085 18.085 18.085 18.085 0 18.085
2013-10-30 18.52 18.52 18.52 18.52 0 18.52
2013-10-31 18.31 18.31 18.31 18.31 0 18.31
2013-11-01 18.025 18.025 18.025 18.025 0 18.025
2013-11-04 17.69 17.69 17.69 17.69 0 17.69
2013-11-05 17.875 17.875 17.875 17.875 0 17.875
2013-11-06 18.42 18.42 18.42 18.42 0 18.42
2013-11-07 18.675 18.675 18.675 18.675 0 18.675
2013-11-08 18.21 18.21 18.21 18.21 0 18.21
2013-11-11 18.48 18.48 18.48 18.48 0 18.48
2013-11-12 18.465 18.465 18.465 18.465 0 18.465
2013-11-13 18.305 18.305 18.305 18.305 0 18.305
2013-11-14 18.425 18.8 18.425 18.8 0 18.8
2013-11-15 18.39 18.39 18.39 18.39 0 18.39
2013-11-18 18.35 18.35 18.35 18.35 0 18.35
2013-11-19 17.76 17.76 17.76 17.76 0 17.76
2013-11-20 17.5 17.5 17.5 17.5 0 17.5
2013-11-21 17.655 17.655 17.655 17.655 0 17.655
2013-11-22 17.93 17.93 17.93 17.93 0 17.93
2013-11-25 18.435 18.435 18.435 18.435 0 18.435
2013-11-26 18.405 18.405 18.405 18.405 0 18.405
2013-11-27 18.525 18.525 18.525 18.525 0 18.525
2013-11-28 18.765 18.765 18.765 18.765 0 18.765
2013-11-29 18.72 18.72 18.72 18.72 0 18.72
2013-12-02 18.825 18.825 18.825 18.825 0 18.825
2013-12-03 18.91 18.91 18.91 18.91 0 18.91
2013-12-04 19.08 19.08 19.08 19.08 0 19.08
2013-12-05 18.755 18.755 18.755 18.755 0 18.755
2013-12-06 18.78 18.78 18.78 18.78 0 18.78
2013-12-09 18.71 18.71 18.71 18.71 0 18.71
2013-12-10 18.575 18.575 18.575 18.575 0 18.575
2013-12-11 18.235 18.235 18.235 18.235 0 18.235
2013-12-12 18.165 18.165 18.165 18.165 0 18.165
2013-12-13 18.02 18.02 18.02 18.02 0 18.02
2013-12-16 17.945 17.945 17.945 17.945 0 17.945
2013-12-17 18.495 18.495 18.495 18.495 0 18.495
2013-12-18 18.46 18.46 18.46 18.46 0 18.46
2013-12-19 18.83 18.83 18.83 18.83 0 18.83
2013-12-20 18.5 18.5 18.5 18.5 0 18.5
2013-12-23 19.135 19.135 19.135 19.135 0 19.135
2013-12-24 19.135 19.135 19.135 19.135 0 19.135
2013-12-25 19.135 19.135 19.135 19.135 0 19.135
2013-12-26 19.135 19.135 19.135 19.135 0 19.135
2013-12-27 19.565 19.565 19.565 19.565 0 19.565
2013-12-30 19.235 19.235 19.235 19.235 0 19.235
2013-12-31 19.235 19.235 19.235 19.235 0 19.235
2014-01-01 19.235 19.235 19.235 19.235 0 19.235
2014-01-02 19.34 19.34 19.34 19.34 0 19.34
2014-01-03 18.735 18.735 18.735 18.735 0 18.735
2014-01-06 18.925 18.925 18.925 18.925 0 18.925
2014-01-07 19.33 19.33 19.33 19.33 0 19.33
2014-01-08 19.655 19.655 19.655 19.655 0 19.655
2014-01-09 20.54 20.54 20.54 20.54 0 20.54
2014-01-10 20.655 20.655 20.655 20.655 0 20.655
2014-01-13 20.615 20.615 20.615 20.615 0 20.615
2014-01-14 20.44 20.44 20.44 20.44 0 20.44
2014-01-15 20.935 20.935 20.935 20.935 0 20.935
2014-01-16 21.81 21.81 21.81 21.81 0 21.81
2014-01-17 21.225 21.225 21.225 21.225 0 21.225
2014-01-20 21.49 21.49 21.49 21.49 0 21.49
