"Index" "MBE.Open" "MBE.High" "MBE.Low" "MBE.Close" "MBE.Volume" "MBE.Adjusted"
2015-03-03 37.122 37.122 37.122 37.122 0 37.122
2015-03-04 37.044 37.044 37.044 37.044 0 37.044
2015-03-05 37.186 37.186 37.186 37.186 0 37.186
2015-03-06 36.76 36.76 36.76 36.76 0 36.76
2015-03-09 36.856 36.856 36.856 36.856 0 36.856
2015-03-10 37.296 37.296 37.296 37.296 0 37.296
2015-03-11 37.586 37.586 37.586 37.586 0 37.586
2015-03-12 38.735 38.735 38.735 38.735 0 38.735
2015-03-13 38.664 38.664 38.664 38.664 0 38.664
2015-03-16 38.493 38.493 38.493 38.493 0 38.493
2015-03-17 38.622 38.622 38.622 38.622 0 38.622
2015-03-18 38.708 38.708 38.708 38.708 0 38.708
2015-03-19 38.086 38.086 38.086 38.086 0 38.086
2015-03-20 39.435 39.435 39.435 39.435 0 39.435
2015-03-23 39.504 39.504 39.504 39.504 0 39.504
2015-03-24 39.966 39.966 39.966 39.966 0 39.966
2015-03-25 40.282 40.282 40.282 40.282 0 40.282
2015-03-26 37.988 37.988 37.988 37.988 0 37.988
2015-03-27 38.494 38.494 38.494 38.494 0 38.494
2015-03-30 39.059 39.059 39.059 39.059 0 39.059
2015-03-31 40.31 40.31 40.31 40.31 0 40.31
2015-04-01 39.016 39.016 39.016 39.016 0 39.016
2015-04-02 38.933 38.933 38.933 38.933 0 38.933
2015-04-03 38.933 38.933 38.933 38.933 0 38.933
2015-04-06 38.933 38.933 38.933 38.933 0 38.933
2015-04-07 39.673 39.673 39.673 39.673 0 39.673
2015-04-08 39.406 39.406 39.406 39.406 0 39.406
2015-04-09 39.49 39.49 39.49 39.49 0 39.49
2015-04-10 39.877 39.877 39.877 39.877 0 39.877
2015-04-13 41.165 41.165 41.165 41.165 0 41.165
2015-04-14 40.764 40.764 40.764 40.764 0 40.764
2015-04-15 40.47 40.47 40.47 40.47 0 40.47
2015-04-16 40.771 40.771 40.771 40.771 0 40.771
2015-04-17 39.754 39.754 39.754 39.754 0 39.754
2015-04-20 39.984 39.984 39.984 39.984 0 39.984
2015-04-21 39.937 39.937 39.937 39.937 0 39.937
2015-04-22 39.506 39.506 39.506 39.506 0 39.506
2015-04-23 39.123 39.123 39.123 39.123 0 39.123
2015-04-24 38.661 38.661 38.661 38.661 0 38.661
2015-04-27 38.364 38.364 38.364 38.364 0 38.364
2015-04-28 37.667 37.667 37.667 37.667 0 37.667
2015-04-29 37.556 37.556 37.556 37.556 0 37.556
2015-04-30 36.761 36.761 36.761 36.761 0 36.761
2015-05-01 36.761 36.761 36.761 36.761 0 36.761
2015-05-04 33.129 33.129 33.129 33.129 0 33.129
2015-05-05 33.204 33.204 33.204 33.204 0 33.204
2015-05-06 33.079 33.079 33.079 33.079 0 33.079
