"Index" "UA.Open" "UA.High" "UA.Low" "UA.Close" "UA.Volume" "UA.Adjusted"
2013-05-03 57.259998 57.950001 57.099998 57.709999 2143200 28.855
2013-05-06 57.66 58.119999 57.360001 57.650002 1813200 28.825001
2013-05-07 57.509998 57.950001 57.5 57.860001 1916800 28.93
2013-05-08 57.669998 58.27 57.349998 58.209999 2238800 29.105
2013-05-09 58.209999 59.18 58.110001 58.650002 2542200 29.325001
2013-05-10 58.549999 59.970001 58.509998 59.849998 3030600 29.924999
2013-05-13 59.66 60.18 59.139999 59.43 2278600 29.715
2013-05-14 59.450001 60.869999 59.439999 60.610001 1830200 30.305
2013-05-15 60.619999 61.630001 60.5 61.380001 2021600 30.690001
2013-05-16 61.299999 61.790001 61.150002 61.389999 3130400 30.695
2013-05-17 61.439999 62.740002 61.34 62.509998 2862800 31.254999
2013-05-20 62.25 62.689999 61.68 62.080002 1958800 31.040001
2013-05-21 62 64.470001 61.889999 64.300003 4380000 32.150002
2013-05-22 64.300003 65.550003 63.41 63.560001 4935600 31.780001
2013-05-23 62.75 63.279999 62 63.009998 3674800 31.504999
2013-05-24 62.419998 62.73 61.57 62.540001 2268600 31.27
2013-05-28 63.360001 63.880001 63 63.290001 1806800 31.645
2013-05-29 62.82 63.48 62.360001 62.740002 1894800 31.370001
2013-05-30 62.68 63.470001 62.209999 62.740002 2296800 31.370001
2013-05-31 62.560001 63.110001 61.990002 62 2202600 31
2013-06-03 61.849998 62.380001 60.830002 61.75 2591400 30.875
2013-06-04 61.970001 62.990002 61.169998 61.540001 2239800 30.77
2013-06-05 61.700001 62.59 58.700001 59.639999 8530800 29.82
2013-06-06 59.490002 59.599998 58.720001 59.450001 4416800 29.725
