"Index" "UA.Open" "UA.High" "UA.Low" "UA.Close" "UA.Volume" "UA.Adjusted"
2013-06-07 59.73 60.330002 59 59.82 3392400 29.91
2013-06-10 59.919998 60.599998 59.650002 60.040001 2902800 30.02
2013-06-11 59.540001 60.07 59.200001 59.599998 2122400 29.799999
2013-06-12 59.900002 60.009998 58.639999 59.040001 2426400 29.52
2013-06-13 59.299999 59.610001 58.650002 59.389999 1297600 29.695
2013-06-14 59.200001 59.599998 58.790001 59.18 1326600 29.59
2013-06-17 59.650002 59.880001 59.240002 59.470001 1373400 29.735001
2013-06-18 59.639999 60.25 59.43 60.060001 1635600 30.030001
2013-06-19 60.009998 60.5 59.529999 59.68 1780400 29.84
2013-06-20 59.23 59.23 57.400002 57.720001 3266000 28.860001
2013-06-21 57.77 57.799999 56.23 56.82 4420800 28.41
2013-06-24 56.349998 57.290001 55.630001 56.68 1934200 28.34
2013-06-25 57.009998 58.009998 56.84 57.5 1789400 28.75
2013-06-26 58.139999 58.240002 57.650002 57.75 1665200 28.875
2013-06-27 58.16 58.810001 57.66 58.459999 1904800 29.23
2013-06-28 58.450001 59.950001 58.049999 59.709999 3604000 29.855
2013-07-01 59.799999 61.060001 59.759998 60.080002 1666200 30.040001
2013-07-02 59.959999 60.869999 59.450001 60.02 1210600 30.01
2013-07-03 59.630001 60.759998 59.580002 60.759998 1250000 30.379999
2013-07-05 60.950001 61.5 60.560001 61.220001 995000 30.610001
2013-07-08 61.41 62 61.41 61.580002 954400 30.790001
2013-07-09 61.700001 62 60.900002 61.68 1450600 30.84
2013-07-10 61.720001 62.400002 61.32 61.810001 1122600 30.905001
2013-07-11 62.25 62.25 59.900002 60.349998 3209600 30.174999
2013-07-12 60.349998 61.080002 60.349998 60.799999 1135200 30.4
2013-07-15 61 61.540001 60.669998 60.860001 1211000 30.43
2013-07-16 60.889999 60.98 59.450001 59.82 2375000 29.91
2013-07-17 59.959999 60.450001 59.82 60.34 2070200 30.17
2013-07-18 60.82 61.470001 60.52 61.110001 3087000 30.555
2013-07-19 61.360001 61.700001 60.560001 61.529999 2257400 30.764999
2013-07-22 61.439999 61.869999 60.950001 61.470001 1814800 30.735001
2013-07-23 61.599998 62.360001 61.369999 61.900002 2569800 30.950001
2013-07-24 62.029999 62.689999 61.57 61.830002 2541200 30.915001
2013-07-25 65.379997 69.550003 65.349998 69.379997 11556200 34.689999
2013-07-26 68.209999 68.730003 66.860001 68.529999 4384000 34.264999
2013-07-29 67.160004 68.080002 66.860001 67.660004 2610000 33.830002
2013-07-30 67.82 68.379997 66.900002 67.830002 2424800 33.915001
2013-07-31 68.129997 68.360001 67.019997 67.129997 1790600 33.564999
2013-08-01 67.940002 69.720001 67.639999 69.5 3115600 34.75
2013-08-02 69.050003 69.5 68.410004 69.129997 1659000 34.564999
2013-08-05 69.169998 69.900002 68.730003 69.269997 1280800 34.634998
2013-08-06 68.949997 70.300003 68.82 70.040001 2424800 35.02
2013-08-07 69.239998 70.339996 69.160004 69.5 2529600 34.75
2013-08-08 69.620003 72.470001 69.269997 71.980003 4175600 35.990002
2013-08-09 71.690002 73.150002 71.290001 72.690002 2821000 36.345001
2013-08-12 72.489998 74.449997 72.279999 73.93 3226000 36.965
2013-08-13 73.919998 74.220001 73.300003 74.07 2443000 37.035
2013-08-14 73.949997 74.110001 72.620003 73.300003 1927000 36.650002
2013-08-15 72.269997 72.330002 70.510002 70.599998 2879000 35.299999
2013-08-16 70.449997 70.900002 68.860001 68.93 3876800 34.465
2013-08-19 69.019997 71 68.940002 70.669998 2751200 35.334999
2013-08-20 70.110001 72.050003 69.709999 71.510002 2376400 35.755001
2013-08-21 71.349998 72.870003 71.110001 72.449997 2158400 36.224998
2013-08-22 72.550003 72.889999 71.790001 72.199997 1429000 36.099998
2013-08-23 72.220001 73.269997 71.739998 73.160004 1463800 36.580002
2013-08-26 73.57 74.580002 73.330002 73.860001 2090800 36.93
2013-08-27 73.050003 73.279999 71.790001 72.07 2457200 36.035
2013-08-28 71.790001 72.669998 71.269997 72.349998 1417000 36.174999
2013-08-29 72.349998 73.68 72.349998 73.32 950800 36.66
