"Index" "FO.Open" "FO.High" "FO.Low" "FO.Close" "FO.Volume" "FO.Adjusted"
2013-03-25 14.33004 14.33004 14.33004 14.33004 153800 11.61266
2013-03-26 14.33004 14.33004 14.33004 14.33004 15800 11.61266
2013-03-27 14.33004 14.33004 13.65 13.65 153500 11.06157
2013-03-28 13.65 13.65 13.65 13.65 315400 11.06157
2013-03-29 13.65 13.65 13.65 13.65 0 11.06157
2013-04-01 13.65 13.65 13.65 13.65 0 11.06157
2013-04-02 13.65 13.65 13.65 13.65 94200 11.06157
2013-04-03 13.65 13.65 13.65 13.65 141700 11.06157
2013-04-04 13.65 13.65 13.65 13.65 134600 11.06157
2013-04-05 13.65 13.65 13.65 13.65 69700 11.06157
2013-04-08 13.65 13.65 13.65 13.65 206800 11.06157
2013-04-09 13.65 13.65 13.65 13.65 190300 11.06157
2013-04-10 13.65 13.65 13.65 13.65 310600 11.06157
2013-04-11 13.65 13.65 13.65 13.65 148100 11.06157
2013-04-12 13.65 14.13996 13.65 14.13996 259500 11.45862
2013-04-15 14.13996 14.13996 14.13996 14.13996 82200 11.45862
2013-04-16 14.13996 14.13996 14.13996 14.13996 182600 11.45862
2013-04-17 14.13996 14.13996 14.13996 14.13996 159500 11.45862
2013-04-18 14.13996 14.13996 14.13996 14.13996 149600 11.45862
2013-04-19 14.13996 15.54996 14.13996 15.54996 473900 12.60125
