"Index" "FO.Open" "FO.High" "FO.Low" "FO.Close" "FO.Volume" "FO.Adjusted"
2013-04-22 15.54996 15.54996 15.54996 15.54996 283200 12.60125
2013-04-23 15.54996 15.54996 15.54996 15.54996 100900 12.60125
2013-04-24 15.54996 15.54996 15.54996 15.54996 129600 12.60125
2013-04-25 15.54996 15.54996 14.24004 14.24004 206100 11.53972
2013-04-26 14.24004 14.24004 14.24004 14.24004 160600 11.53972
2013-04-29 14.24004 14.24004 14.24004 14.24004 25500 11.53972
2013-04-30 14.24004 14.24004 14.24004 14.24004 306000 11.53972
2013-05-01 14.24004 14.24004 14.24004 14.24004 0 11.53972
2013-05-02 14.24004 14.24004 14.24004 14.24004 129000 11.53972
2013-05-03 14.24004 14.24004 14.24004 14.24004 611400 11.53972
2013-05-06 14.24004 14.24004 14.24004 14.24004 128100 11.53972
2013-05-07 14.24004 14.24004 14.24004 14.24004 131900 11.53972
2013-05-08 14.24004 14.24004 14.24004 14.24004 31900 11.53972
2013-05-09 14.24004 14.24004 14.24004 14.24004 646100 11.53972
2013-05-10 14.24004 14.24004 14.24004 14.24004 328400 11.53972
2013-05-13 14.24004 14.24004 14.24004 14.24004 214700 11.53972
2013-05-14 14.24004 14.24004 14.24004 14.24004 154300 11.53972
2013-05-15 14.24004 14.24004 14.24004 14.24004 590500 11.53972
2013-05-16 14.24004 14.24004 14.24004 14.24004 102600 11.53972
2013-05-17 14.24004 14.24004 14.24004 14.24004 173000 11.53972
2013-05-20 14.24004 14.24004 14.24004 14.24004 263500 11.53972
2013-05-21 14.24004 14.24004 14.24004 14.24004 99400 11.53972
2013-05-22 14.24004 14.24004 14.00004 14.00004 537100 11.34524
2013-05-23 14.00004 14.00004 14.00004 14.00004 41300 11.34524
2013-05-24 14.00004 14.00004 14.00004 14.00004 208000 11.34524
2013-05-27 14.00004 14.00004 14.00004 14.00004 56800 11.34524
2013-05-28 14.00004 14.00004 14.00004 14.00004 220500 11.34524
2013-05-30 14.00004 14.00004 14.00004 14.00004 104400 11.34524
2013-05-31 14.00004 14.00004 14.00004 14.00004 54100 11.34524
2013-06-03 14.00004 14.00004 14.00004 14.00004 34000 11.34524
2013-06-04 14.00004 14.00004 14.00004 14.00004 19200 11.34524
2013-06-05 14.00004 14.00004 14.00004 14.00004 16800 11.34524
2013-06-06 14.00004 15.39996 14.00004 15.39996 213100 12.47969
2013-06-07 15.39996 15.39996 15.39996 15.39996 71000 12.47969
2013-06-10 15.39996 15.39996 15.39996 15.39996 86900 12.47969
2013-06-11 15.39996 16.94004 15.39996 16.94004 96500 13.72773
2013-06-12 16.94004 17.01 16.94004 17.01 25911300 13.78442
2013-06-13 17.01 17.01 17.01 17.01 84600 13.78442
2013-06-14 17.01 17.01 17.01 17.01 179000 13.78442
2013-06-17 17.01 17.01 17.01 17.01 275800 13.78442
2013-06-18 17.01 17.01 17.01 17.01 73800 13.78442
2013-06-19 17.01 17.01996 17.01 17.01996 911500 13.79249
2013-06-20 17.01996 17.01996 17.01996 17.01996 341300 13.79249
2013-06-21 17.01996 17.01996 17.01996 17.01996 211700 13.79249
2013-06-24 17.01996 17.01996 17.01996 17.01996 221100 13.79249
2013-06-25 17.01996 17.01996 17.01996 17.01996 134400 13.79249
2013-06-26 17.01996 17.01996 17.01996 17.01996 196800 13.79249
2013-06-27 17.01996 17.01996 17.01996 17.01996 149300 13.79249
2013-06-28 17.01996 17.01996 17.01996 17.01996 118800 13.79249
2013-07-01 17.01996 17.01996 17.01996 17.01996 190900 13.79249
2013-07-02 17.01996 18.50004 17.01996 18.50004 394500 14.99191
2013-07-03 18.50004 18.50004 18.50004 18.50004 203200 14.99191
2013-07-04 18.50004 18.50004 18.50004 18.50004 131900 14.99191
2013-07-05 18.50004 20.34 18.50004 20.34 251800 16.48296
2013-07-08 20.34 20.34 20.34 20.34 133500 16.48296
2013-07-09 20.34 20.34 20.34 20.34 255100 16.48296
2013-07-10 20.34 20.34 20.34 20.34 37000 16.48296
2013-07-11 20.34 20.34 20.34 20.34 116000 16.48296
2013-07-12 20.34 20.34 20.34 20.34 158200 16.48296
2013-07-15 20.34 20.34 20.34 20.34 80400 16.48296
2013-07-16 20.34 22.37004 20.34 22.37004 220100 18.12805
2013-07-17 22.37004 24.6 22.37004 24.6 256100 19.93514
2013-07-18 24.6 27.06 24.6 27.06 801600 21.92866
2013-07-19 27.06 29.76 27.06 29.76 400500 24.11666
2013-07-22 29.76 32.73 29.76 32.73 706400 26.52346
2013-07-23 32.73 36 32.73 36 421000 29.17338
2013-07-24 36 39.6 36 39.6 1582300 32.09072
2013-07-25 39.6 43.56 35.69004 43.56 2899100 35.29979
2013-07-26 43.56 45.99996 43.56 43.82004 1664300 35.51052
2013-07-29 43.82004 43.82004 39.44004 39.44004 887100 31.96109
2013-07-30 39.44004 42.96996 39.44004 42 3827200 34.03561
2013-07-31 42 44.00004 42 43.95 2124600 35.61583
2013-08-01 43.95 43.95 43.95 43.95 522800 35.61583
2013-08-02 43.95 43.95 43.95 43.95 504000 35.61583
2013-08-05 43.95 43.95 43.95 43.95 305200 35.61583
2013-08-06 43.95 43.95 43.95 43.95 263600 35.61583
2013-08-07 43.95 43.95 43.95 43.95 197600 35.61583
2013-08-08 43.95 43.95 43.95 43.95 0 35.61583
2013-08-09 43.95 43.95 43.95 43.95 0 35.61583
2013-08-12 43.95 43.95 39.65004 39.65004 365100 32.13127
2013-08-13 39.65004 39.65004 39.65004 39.65004 537900 32.13127
2013-08-14 39.65004 39.65004 38.91 38.91 293300 31.53156
2013-08-15 38.91 38.91 38.91 38.91 156600 31.53156
2013-08-16 38.91 39.99996 38.91 39.99996 206600 32.41483
2013-08-19 39.99996 39.99996 39 39 335200 31.60449
2013-08-20 39 39 39 39 65900 31.60449
2013-08-21 39 39 39 39 349500 31.60449
2013-08-22 39 39 39 39 234700 31.60449
2013-08-23 39 39 39 39 170900 31.60449
2013-08-26 39 39 39 39 90200 31.60449
2013-08-27 39 39 39 39 514400 31.60449
2013-08-28 39 39 38.87004 38.87004 225200 31.49918
2013-08-29 38.87004 38.87004 38.87004 38.87004 285800 31.49918
2013-08-30 38.87004 38.87004 38.87004 38.87004 223700 31.49918
2013-09-02 38.87004 38.87004 38.87004 38.87004 31300 31.49918
2013-09-03 38.87004 38.87004 35.7 35.7 386600 28.93027
2013-09-04 35.7 35.7 35.7 35.7 343600 28.93027
2013-09-05 35.7 35.7 35.7 35.7 285400 28.93027
2013-09-06 35.7 35.7 35.7 35.7 112100 28.93027
2013-09-09 35.7 35.7 35.7 35.7 151200 28.93027
2013-09-10 35.7 35.7 35.7 35.7 283500 28.93027
2013-09-11 35.7 35.7 35.7 35.7 232100 28.93027
2013-09-12 35.7 35.7 35.7 35.7 178500 28.93027
2013-09-13 35.7 35.7 35.7 35.7 73400 28.93027
2013-09-16 35.7 35.7 35.7 35.7 289300 28.93027
2013-09-17 35.7 35.7 35.7 35.7 254700 28.93027
2013-09-18 35.7 35.7 35.7 35.7 275800 28.93027
2013-09-19 35.7 35.7 35.7 35.7 28600 28.93027
2013-09-20 35.7 35.7 35.7 35.7 206100 28.93027
2013-09-23 35.7 35.7 35.7 35.7 85700 28.93027
2013-09-24 35.7 35.7 35.7 35.7 183800 28.93027
2013-09-25 35.7 35.7 35.7 35.7 234700 28.93027
2013-09-26 35.7 35.7 35.7 35.7 201500 28.93027
2013-09-27 35.7 35.7 35.7 35.7 136200 28.93027
2013-10-01 35.7 35.7 35.7 35.7 0 28.93027
2013-10-02 37.38996 37.38996 37.38996 37.38996 205600 30.29976
2013-10-03 38.01 38.01 37.50996 37.50996 652300 30.39701
2013-10-04 37.50996 39.38004 37.50996 39.38004 139500 31.91247
2013-10-07 41.34 43.40004 41.34 43.40004 389300 35.17016
2013-10-08 45.57 45.57 45.57 45.57 597400 36.92863
2013-10-09 45.57 47.79996 45.57 47.79996 848000 38.73573
2013-10-10 45.72 48 45.72 48 318700 38.89784
2013-10-11 50.4 50.4 50.4 48 260900 38.89784
2013-10-14 50.4 52.92 50.4 52.92 222200 42.88486
2013-10-15 52.92 52.92 52.92 52.92 0 42.88486
2013-10-16 52.92 52.92 52.92 52.92 0 42.88486
2013-10-17 55.56 58.32996 55.56 58.32996 350200 47.26894
2013-10-18 61.23996 64.29996 61.23996 64.29996 498400 52.10686
2013-10-21 64.29996 64.29996 64.29996 64.29996 350500 52.10686
2013-10-22 67.50996 70.88004 67.50996 70.88004 482400 57.43917
2013-10-23 74.42004 74.55 74.42004 74.55 861800 60.4132
2013-10-24 78.27 78.27 78.27 74.55 918500 60.4132
2013-10-25 74.55 74.55 72.98004 72.98004 566600 59.14095
2013-10-28 72.98004 72.98004 72.98004 72.98004 448800 59.14095
2013-10-29 71.01 71.01 67.65 67.65 852500 54.82164
2013-10-30 67.65 67.65 67.65 67.65 926200 54.82164
2013-10-31 67.65 67.65 66.09996 67.65 131100 54.82164
2013-11-01 67.65 71.03004 67.65 71.03004 371700 57.56073
2013-11-04 74.58 78.3 74.58 78.3 318700 63.4521
2013-11-05 78.3 86.31996 78.3 86.31996 538100 69.95124
2013-11-06 90.63001 95.16001 90.63001 90.63001 1897800 73.44398
2013-11-07 90.63001 95.16001 90.63001 95.16001 883800 77.11497
2013-11-08 99.90996 104.90005 99.90996 104.90005 799400 85.00802
2013-11-11 104.90005 110.13997 100.01004 110.13997 1122500 89.2543
2013-11-12 115.64004 115.64004 115.64004 115.64004 693200 93.71141
2013-11-13 116.00005 116.00005 110.19996 110.19996 141400 89.30292
2013-11-14 115.64004 115.64004 115.64004 115.64004 645900 93.71141
2013-11-15 115.64004 115.64004 115.64004 115.64004 0 93.71141
2013-11-18 115.64004 115.64004 115.64004 115.64004 31500 93.71141
2013-11-19 115.64004 115.64004 115.64004 115.64004 90000 93.71141
2013-11-20 115.64004 115.64004 109.86001 109.86001 167200 89.02743
2013-11-21 109.86001 109.86001 104.37 109.86001 2543000 89.02743
2013-11-22 108.99996 108.99996 108.99996 109.86001 512000 89.02743
2013-11-25 108.99996 114.45 108.99996 114.45 879000 92.74703
2013-11-27 114.45 114.45 114.45 114.45 248800 92.74703
2013-11-28 114.45 114.45 108.72996 108.72996 212400 88.11167
2013-11-29 108.72996 114 103.29996 114 2926300 92.38236
2013-12-02 114 114 108.3 108.3 130800 87.76325
2013-12-03 108.3 108.3 108.3 108.3 695800 87.76325
2013-12-04 108.3 108.3 108.3 108.3 239100 87.76325
2013-12-05 108.3 108.3 108.3 108.3 47000 87.76325
2013-12-06 108.3 108.3 108.3 108.3 9000 87.76325
2013-12-09 108.3 108.3 108.3 108.3 800 87.76325
2013-12-10 108.3 108.3 108.3 108.3 2200 87.76325
2013-12-11 108.3 108.3 108.3 108.3 12100 87.76325
2013-12-12 108.3 108.3 108.3 108.3 15900 87.76325
2013-12-13 108.3 108.3 108.3 108.3 1200 87.76325
2013-12-16 108.3 108.3 108.3 108.3 600 87.76325
2013-12-17 108.3 108.3 108.3 108.3 1800 87.76325
2013-12-19 108.3 108.3 108.3 108.3 1500 87.76325
2013-12-20 108.3 108.3 108.3 108.3 0 87.76325
2013-12-23 108.3 108.3 108.3 108.3 700 87.76325
2013-12-25 108.3 108.3 108.3 108.3 0 87.76325
2013-12-26 108.3 108.3 108.3 108.3 0 87.76325
2013-12-30 108.3 108.3 108.3 108.3 1700 87.76325
2013-12-31 102.89004 102.89004 97.74996 97.74996 190500 79.21379
2014-01-01 97.74996 97.74996 97.74996 97.74996 0 79.21379
2014-01-02 97.74996 97.74996 92.87004 92.87004 413600 75.25925
2014-01-03 88.23001 92.64 88.23001 92.64 1022800 75.07282
2014-01-06 92.64 92.64 90 90 1424600 72.93345
2014-01-07 90 90 89.00005 89.00005 679200 72.12311
2014-01-08 89.00005 90 89.00005 89.00005 282500 72.12311
2014-01-09 89.00005 89.00005 84.57 89.00005 381600 72.12311
2014-01-10 89.00005 89.00005 89.00005 89.00005 131200 72.12311
2014-01-14 89.00005 89.00005 89.00005 89.00005 0 72.12311
2014-01-15 89.00005 89.00005 86.79996 86.79996 450800 70.34022
2014-01-16 86.79996 86.79996 85.98997 86.00005 433600 69.69199
2014-01-17 86.00005 86.00005 83.00005 83.00005 465900 67.26088
2014-01-20 83.00005 83.00005 82.50996 82.50996 1974100 66.86373
2014-01-21 82.50996 82.50996 82.43005 82.43005 271100 66.79897
2014-01-22 82.43005 90.24 82.43005 90.24 845700 73.12793
2014-01-23 90.24 92.81004 90.24 92.81004 925400 75.21062
2014-01-24 92.81004 96.99996 92.81004 92.81004 95500 75.21062
2014-01-27 92.81004 96.99996 92.81004 92.81004 157000 75.21062
2014-01-28 92.81004 92.81004 90.11004 90.11004 541800 73.02262
2014-01-29 90.11004 91.8 88.61004 91.8 730300 74.39211
2014-01-30 91.8 91.8 90.20005 90.20005 283400 73.09555
2014-01-31 90.20005 94.70005 90.20005 90.20005 481700 73.09555
2014-02-03 90.20005 99.39996 90.20005 99.39996 1108000 80.5509
2014-02-04 99.39996 102.89004 99.39996 99.39996 478900 80.5509
2014-02-05 99.39996 104.37 99.39996 102.21001 10552200 82.82809
2014-02-06 102.21001 105 102.21001 102.21001 149500 82.82809
2014-02-07 102.21001 107.30005 102.21001 102.21001 218400 82.82809
2014-02-10 102.21001 107.31996 102.21001 102.21001 287500 82.82809
2014-02-11 102.21001 102.21001 102.21001 102.21001 237400 82.82809
