"Index" "NYF.Open" "NYF.High" "NYF.Low" "NYF.Close" "NYF.Volume" "NYF.Adjusted"
2013-03-19 110.75 110.959999 110.709999 110.900002 13700 102.83232
2013-03-20 110.980003 110.980003 110.75 110.790001 2100 102.730322
2013-03-21 110.68 110.949997 110.68 110.690002 3600 102.637598
2013-03-22 110.68 110.93 110.68 110.760002 4400 102.702506
2013-03-25 110.839996 110.949997 110.709999 110.830002 3300 102.767413
2013-03-26 111.080002 111.080002 110.82 110.849998 11300 102.785955
2013-03-27 110.849998 111 110.849998 110.860001 2500 102.795229
2013-03-28 111.040001 111.150002 111 111.150002 5300 103.064133
2013-04-01 110.93 110.93 110.589996 110.68 2400 102.869881
2013-04-02 110.690002 110.949997 110.629997 110.699997 5100 102.888466
2013-04-03 110.970001 111.019997 110.709999 110.980003 3900 103.148714
2013-04-04 110.900002 111.139999 110.900002 111.139999 1700 103.29742
2013-04-05 110.129997 111.599998 110.129997 111.580002 18500 103.706374
2013-04-08 111.580002 111.889999 111.309998 111.309998 7900 103.455422
2013-04-09 111.360001 111.949997 111.360001 111.510002 9700 103.641314
2013-04-10 111.889999 111.949997 111.510002 111.889999 10900 103.994497
2013-04-11 111.349998 111.949997 111.349998 111.949997 5100 104.05026
2013-04-12 111.82 112.010002 111.75 111.790001 2000 103.901554
2013-04-15 112.07 112.07 111.809998 111.849998 5300 103.957318
2013-04-16 111.839996 111.940002 111.650002 111.739998 1200 103.85508
2013-04-17 111.849998 111.949997 111.580002 111.949997 5000 104.05026
2013-04-18 112 112 111.620003 111.620003 3400 103.743552
2013-04-19 111.620003 112 111.519997 112 4900 104.096735
2013-04-22 112.18 112.18 111.589996 112.18 3000 104.264034
