"Index" "NYF.Open" "NYF.High" "NYF.Low" "NYF.Close" "NYF.Volume" "NYF.Adjusted"
2013-04-23 112.220001 112.32 112.199997 112.32 1200 104.394154
2013-04-24 111.860001 112.279999 111.75 112.279999 4600 104.356976
2013-04-25 111.970001 112.279999 111.970001 112.110001 2200 104.198973
2013-04-26 112.290001 112.360001 112.019997 112.360001 3900 104.431332
2013-04-29 112.379997 112.419998 112.379997 112.410004 4300 104.477807
2013-04-30 112.400002 112.510002 112.269997 112.510002 8200 104.570749
2013-05-01 112.209999 112.349998 112.209999 112.25 2600 104.574472
2013-05-02 112.209999 112.379997 112.209999 112.300003 2700 104.621056
2013-05-03 112.330002 112.339996 112.080002 112.099998 5200 104.434728
2013-05-06 112.099998 112.190002 112.040001 112.059998 5200 104.397462
2013-05-07 111.690002 112.059998 111.690002 111.900002 8400 104.248406
2013-05-08 111.739998 112 111.739998 111.900002 8300 104.248406
2013-05-09 111.779999 112 111.779999 112 3300 104.341567
2013-05-10 112.07 112.080002 111.870003 111.870003 6000 104.220459
2013-05-13 111.839996 111.839996 111.639999 111.699997 7500 104.062078
2013-05-14 111.760002 111.82 111.339996 111.339996 3100 103.726694
2013-05-15 111.639999 111.639999 111.410004 111.629997 1500 103.996865
2013-05-16 111.459999 111.629997 111.459999 111.550003 3300 103.92234
2013-05-17 111.510002 111.75 111.510002 111.650002 12400 104.015501
2013-05-20 111.809998 111.879997 111.620003 111.849998 3600 104.201822
2013-05-21 111.900002 111.900002 111.5 111.720001 9500 104.080714
2013-05-22 111.75 111.75 111.32 111.519997 7600 103.894386
2013-05-23 111.639999 111.639999 111.209999 111.260002 2900 103.652169
2013-05-24 111.199997 111.300003 111.089996 111.220001 6800 103.614904
2013-05-28 111.309998 111.309998 110.830002 110.870003 9000 103.288838
2013-05-29 110.5 110.959999 110 110.400002 9200 102.850975
2013-05-30 110.029999 110.160004 109.760002 110.150002 3400 102.618069
2013-05-31 109.93 110.089996 109.760002 109.889999 4200 102.375846
2013-06-03 109.5 109.550003 109.349998 109.480003 1900 102.234846
2013-06-04 109.5 109.5 108.599998 108.599998 3300 101.413078
2013-06-05 108.449997 108.800003 108.449997 108.519997 5600 101.338371
2013-06-06 109.199997 109.199997 108.32 108.519997 6200 101.338371
2013-06-07 108.57 108.980003 108.529999 108.849998 4400 101.646534
2013-06-10 108.889999 108.889999 107.610001 107.610001 6800 100.488596
2013-06-11 107.370003 107.730003 106.739998 106.739998 12400 99.676168
2013-06-12 106.400002 106.5 106.019997 106.160004 13300 99.134557
2013-06-13 106 106.809998 105.57 105.57 42700 98.583598
2013-06-14 106.199997 107.139999 106.07 106.080002 4200 99.05985
2013-06-17 106.779999 106.870003 106.040001 106.599998 7200 99.545434
2013-06-18 106.139999 106.730003 106 106.699997 11900 99.638815
2013-06-19 106.800003 106.800003 105.760002 105.760002 3700 98.761027
2013-06-20 105.540001 105.739998 104.760002 104.779999 10100 97.845878
2013-06-21 104.5 104.769997 102.510002 103.300003 36900 96.463825
2013-06-24 102.699997 102.730003 101.209999 101.300003 20300 94.596181
2013-06-25 101.989998 103.389999 100.989998 103.080002 4800 96.258383
2013-06-26 103.080002 104 103.080002 103.760002 16600 96.893383
2013-06-27 104.050003 105.470001 103.970001 104.699997 6000 97.771171
2013-06-28 104.669998 104.669998 103.769997 104.389999 10800 97.481688
2013-07-01 105 105 104 104.220001 1500 97.569693
2013-07-02 105 105.519997 104.419998 104.830002 6700 98.140769
2013-07-03 105.589996 105.589996 104.550003 105 20100 98.29992
2013-07-05 105 105.25 103.800003 103.849998 11400 97.2233
2013-07-08 104 104 103.389999 103.879997 4200 97.251385
2013-07-09 104.459999 104.459999 103.739998 103.739998 2100 97.120319
2013-07-10 103.400002 104.099998 103.400002 103.690002 16000 97.073513
2013-07-11 103.93 104.959999 103.870003 104.300003 15200 97.64459
2013-07-12 105.25 105.25 104.43 104.43 1800 97.766292
2013-07-15 104.410004 104.980003 104.410004 104.940002 1300 98.243751
2013-07-16 105.699997 105.699997 104.400002 104.720001 4400 98.037788
2013-07-17 104.5 105.110001 104.5 104.559998 2200 97.887994
2013-07-18 104.019997 104.650002 104.019997 104.410004 9300 97.747571
2013-07-19 104.32 104.699997 103.93 103.93 4500 97.298197
2013-07-22 103.949997 103.949997 102.959999 102.959999 4600 96.390092
2013-07-23 101.269997 103.470001 101.269997 102.730003 4700 96.174772
2013-07-24 102.650002 102.879997 102.339996 102.360001 4200 95.828379
2013-07-25 102.830002 102.830002 102.300003 102.809998 3700 96.249662
2013-07-26 102 103.379997 102 102.879997 11600 96.315195
2013-07-29 102.050003 103.150002 102.050003 103.010002 6500 96.436904
2013-07-30 103.5 103.760002 103.099998 103.220001 3900 96.633503
2013-07-31 102.660004 103.120003 102.660004 103.089996 5800 96.511794
2013-08-01 102.900002 104.080002 102.900002 103.57 5400 97.20916
2013-08-02 103.440002 103.440002 103.440002 103.440002 200 97.087147
2013-08-05 103.349998 104.010002 103.349998 103.639999 36300 97.274861
2013-08-06 103.349998 103.720001 102.830002 102.970001 15700 96.646011
2013-08-07 102.769997 103.169998 102.760002 102.910004 3100 96.589698
2013-08-08 102.870003 103.489998 102.839996 102.849998 4800 96.533378
2013-08-09 102.949997 103.5 102.879997 102.879997 3500 96.561535
2013-08-12 102.949997 103.099998 102.93 103.089996 3200 96.758636
2013-08-13 102.900002 102.900002 102.389999 102.690002 8500 96.383209
2013-08-14 102.690002 103.199997 102.589996 102.610001 24500 96.30812
2013-08-15 102.5 102.830002 102.080002 102.400002 27600 96.111018
2013-08-16 102.330002 102.480003 102.309998 102.309998 700 96.026542
2013-08-19 99.800003 103.370003 99.800003 102.209999 1800 95.932685
2013-08-20 102.919998 102.970001 101.940002 102.529999 5500 96.233032
2013-08-21 102.5 102.5 101.809998 101.809998 5900 95.55725
2013-08-22 101.82 102.690002 101.82 102.690002 1900 96.383209
2013-08-23 101.610001 101.760002 101.559998 101.599998 3400 95.360148
2013-08-26 101.599998 101.599998 101.599998 101.599998 0 95.360148
2013-08-27 102.440002 102.440002 101.68 101.809998 3200 95.55725
2013-08-28 102.150002 102.25 101.75 101.760002 6500 95.510325
2013-08-29 101.519997 101.940002 101.519997 101.580002 3000 95.34138
2013-08-30 102.160004 102.239998 101.550003 101.610001 8800 95.369536
2013-09-03 101.620003 101.849998 101.339996 101.529999 4300 95.543631
2013-09-04 101.339996 101.709999 101.339996 101.389999 2300 95.411886
2013-09-05 101.389999 101.550003 100.959999 100.959999 3600 95.007239
2013-09-06 101.010002 101.610001 101.010002 101.5 400 95.515401
2013-09-09 101.290001 101.300003 101.169998 101.239998 4000 95.270729
2013-09-10 101.639999 101.639999 101.120003 101.199997 14700 95.233086
2013-09-11 101.330002 101.370003 101.25 101.370003 10300 95.393068
2013-09-12 101.959999 102.739998 101.489998 101.82 5300 95.816533
2013-09-13 101.870003 102.339996 101.870003 102.339996 900 96.305869
2013-09-16 102.300003 102.889999 102.300003 102.5 4900 96.456439
2013-09-17 102.879997 103.120003 102.5 103.120003 4700 97.039885
2013-09-18 103.239998 103.239998 102.459999 103 4300 96.926958
2013-09-19 104.5 104.5 103.589996 103.639999 10500 97.529222
2013-09-20 104.040001 104.330002 103.660004 103.769997 7700 97.651555
2013-09-23 104.050003 104.389999 103.75 104.25 7300 98.103256
2013-09-24 104.440002 104.440002 104.25 104.300003 5900 98.150311
2013-09-25 104 104.629997 104 104.029999 2600 97.896227
2013-09-26 104.110001 104.690002 104.110001 104.639999 1900 98.470261
2013-09-27 104.639999 104.639999 104.239998 104.449997 6700 98.291461
2013-09-30 105 105 103.75 103.75 8600 97.632737
2013-10-01 103.849998 104.230003 103.339996 103.339996 7900 97.492162
2013-10-02 104.610001 104.660004 103.449997 103.459999 11900 97.605374
2013-10-03 103.510002 104.43 103.510002 103.639999 8000 97.775189
2013-10-04 103.419998 104.239998 103.419998 104 6000 98.114818
2013-10-07 103.970001 104.279999 103.870003 103.870003 1500 97.992177
2013-10-08 104.040001 104.169998 104.040001 104.169998 1900 98.275196
2013-10-09 104.010002 104.349998 103.93 103.959999 5000 98.07708
2013-10-10 104.010002 104.669998 103.75 103.959999 1700 98.07708
2013-10-11 104.489998 104.489998 103.580002 103.589996 3400 97.728015
2013-10-14 104.480003 104.5 103.589996 104.489998 1600 98.577087
2013-10-15 103.800003 104 103.5 103.589996 2800 97.728015
2013-10-16 103.379997 104.370003 103.379997 104.150002 4400 98.256331
2013-10-17 103.5 104.5 103.5 104.5 6700 98.586523
2013-10-18 104.459999 104.629997 104.290001 104.339996 5900 98.435574
2013-10-21 104 104.82 104 104.239998 3000 98.341234
2013-10-22 104.220001 104.989998 104.220001 104.940002 21300 99.001627
2013-10-23 104.980003 105.43 104.970001 105.339996 8800 99.378986
2013-10-24 105.339996 106.040001 105.339996 105.809998 24300 99.822391
2013-10-25 106 106.290001 105.900002 106.199997 5300 100.19032
2013-10-28 106.410004 106.410004 105.980003 106.190002 7100 100.180892
2013-10-29 106.019997 106.139999 105.989998 106.07 9600 100.06768
2013-10-30 106.199997 106.209999 105.910004 105.940002 6600 99.945039
2013-10-31 106.150002 106.279999 105.910004 106.059998 1700 100.058243
2013-11-01 106 106 105.580002 105.580002 3800 99.85396
2013-11-04 105.870003 105.870003 105.559998 105.669998 5800 99.939076
2013-11-05 105.790001 105.790001 105.379997 105.43 4900 99.712094
2013-11-06 105.669998 105.669998 105.489998 105.489998 600 99.768838
2013-11-07 105.510002 105.75 105.510002 105.660004 2700 99.929623
2013-11-08 105.389999 105.389999 105 105.129997 24900 99.428362
2013-11-11 105.110001 105.25 105.110001 105.120003 2300 99.418909
2013-11-12 105.059998 105.190002 104.940002 105.040001 9600 99.343246
2013-11-13 105.080002 105.239998 105.080002 105.150002 9400 99.447281
2013-11-14 105.25 105.400002 105.120003 105.169998 22100 99.466193
2013-11-15 105.059998 105.389999 105.059998 105.309998 5600 99.5986
2013-11-18 105.209999 105.610001 105.209999 105.610001 11000 99.882332
2013-11-19 105.379997 105.699997 105.379997 105.580002 4800 99.85396
2013-11-20 106.370003 106.370003 105.370003 105.370003 2300 99.655351
2013-11-21 105.089996 105.82 104.739998 105.43 23500 99.712094
2013-11-22 105.25 105.389999 105.230003 105.330002 15900 99.617519
2013-11-25 105.519997 105.519997 105.279999 105.370003 5300 99.655351
2013-11-26 105.5 105.739998 105.5 105.550003 19300 99.825589
2013-11-27 105.480003 105.739998 105.32 105.459999 5500 99.740466
2013-11-29 105.93 106.019997 105.739998 105.849998 11900 100.109314
2013-12-02 105.300003 105.589996 105.059998 105.059998 12900 99.618145
2013-12-03 105.169998 105.300003 104.970001 105.07 7600 99.627629
2013-12-04 105 105.080002 104.839996 104.910004 4400 99.475921
2013-12-05 104.809998 104.919998 104.800003 104.800003 7100 99.371618
2013-12-06 104.760002 104.900002 104.75 104.760002 2500 99.333689
2013-12-09 104.870003 104.970001 104.730003 104.779999 14900 99.35265
2013-12-10 104.82 105 104.82 104.910004 4100 99.475921
2013-12-11 104.919998 105.040001 104.839996 104.900002 28200 99.466436
2013-12-12 104.949997 105.089996 104.82 104.860001 15300 99.428508
2013-12-13 104.940002 105.050003 104.709999 104.75 13800 99.324205
2013-12-16 104.800003 105.059998 104.769997 104.970001 11100 99.53281
2013-12-17 105.059998 105.059998 104.879997 104.989998 4500 99.551771
2013-12-18 104.980003 105.099998 104.760002 104.879997 11100 99.447468
2013-12-19 104.989998 104.989998 104.800003 104.800003 17400 99.371618
2013-12-20 104.879997 104.949997 104.75 104.779999 22200 99.35265
2013-12-23 104.669998 104.889999 104.480003 104.5 15100 99.087154
2013-12-24 104.610001 104.790001 104.610001 104.790001 1800 99.362134
2013-12-26 104.330002 104.599998 104.300003 104.519997 17800 99.364032
2013-12-27 104.540001 104.540001 104.239998 104.419998 8300 99.268966
2013-12-30 104.389999 104.57 104.349998 104.440002 12300 99.287984
2013-12-31 104.470001 104.599998 104.220001 104.410004 26200 99.259465
2014-01-02 104.599998 104.620003 104.120003 104.580002 10500 99.421077
2014-01-03 104.760002 104.760002 104.529999 104.529999 1600 99.373541
2014-01-06 104.730003 104.739998 104.660004 104.660004 3700 99.497132
2014-01-07 105 105 104.830002 104.919998 3300 99.744301
2014-01-08 104.959999 105.279999 104.940002 105.239998 5400 100.048515
2014-01-09 105.300003 105.620003 105.300003 105.5 2800 100.295692
2014-01-10 105.720001 106.07 105.720001 105.919998 9400 100.694971
2014-01-13 105.989998 106.209999 105.989998 106.209999 4400 100.970667
2014-01-14 106.32 106.360001 106.139999 106.199997 3200 100.961158
2014-01-15 106.440002 106.440002 106.239998 106.379997 5100 101.132279
2014-01-16 106.330002 106.57 106.330002 106.459999 4100 101.208334
2014-01-17 106.57 106.739998 106.5 106.68 3200 101.417483
2014-01-21 106.720001 106.720001 106.540001 106.550003 1500 101.293898
2014-01-22 106.68 106.989998 106.589996 106.959999 35600 101.683669
2014-01-23 106.82 107.07 106.82 106.989998 12400 101.712188
2014-01-24 107.139999 107.260002 107.080002 107.120003 15600 101.83578
2014-01-27 107.230003 107.260002 106.970001 107.010002 13500 101.731206
2014-01-28 107.050003 107.25 107.019997 107.019997 5000 101.740707
2014-01-29 107.099998 107.120003 106.889999 107 3200 101.721697
2014-01-30 107.050003 107.080002 107 107.080002 5700 101.797752
2014-01-31 106.879997 107.010002 106.839996 106.959999 4300 101.683669
2014-02-03 106.75 107.089996 106.629997 106.769997 5000 101.762773
2014-02-04 106.720001 106.769997 106.580002 106.690002 8100 101.68653
2014-02-05 106.510002 106.82 106.510002 106.779999 1600 101.772306
