"Index" "GS.Open" "GS.High" "GS.Low" "GS.Close" "GS.Volume" "GS.Adjusted"
2013-05-03 145.309998 146.839996 145.059998 145.369995 4018800 140.72824
2013-05-06 145.919998 149.539993 145.639999 148.449997 3740400 143.709896
2013-05-07 149.410004 149.940002 147.550003 149.320007 3137600 144.552126
2013-05-08 149.130005 150.990005 148.399994 150.259995 3519200 145.462099
2013-05-09 150.100006 150.860001 148.25 148.539993 2819500 143.797018
2013-05-10 148.570007 149.179993 147.5 149.100006 2632400 144.33915
2013-05-13 147.669998 150.330002 147.059998 149.630005 2975200 144.852225
2013-05-14 149.5 154.940002 149.5 154.520004 5825300 149.586084
2013-05-15 154.039993 156.279999 153.789993 155.610001 4177800 150.641276
2013-05-16 154.729996 157.490005 153.960007 154.470001 3233800 149.537677
2013-05-17 155.410004 158.699997 155 158.179993 4177000 153.129207
2013-05-20 157.580002 160.490005 157.520004 158.899994 4010100 153.826218
2013-05-21 158.669998 161.740005 158.529999 160.729996 4077900 155.597786
2013-05-22 160.610001 164.470001 158.529999 159.339996 6176200 154.252171
2013-05-23 156.360001 158.889999 154.619995 157.410004 5619800 152.383804
2013-05-24 155.570007 158.919998 155.289993 158.720001 3317100 153.651972
2013-05-28 160.919998 162.679993 159.910004 160.699997 4471200 156.06036
2013-05-29 159.740005 164.130005 159.410004 162.869995 4969100 158.167708
2013-05-30 162.660004 165.449997 161 164.350006 4336200 159.604989
2013-05-31 163.949997 165.830002 162.070007 162.080002 4404800 157.400523
2013-06-03 161.559998 163.740005 159.789993 163.559998 4557300 158.837789
2013-06-04 163.460007 165.740005 160.5 161.679993 3977300 157.012062
2013-06-05 161.429993 162.889999 157.550003 158.300003 4138300 153.729658
