"Index" "GS.Open" "GS.High" "GS.Low" "GS.Close" "GS.Volume" "GS.Adjusted"
2013-03-27 145.880005 148.630005 145.860001 147.839996 3964800 143.119373
2013-03-28 148.119995 149.059998 147.130005 147.149994 3701300 142.451403
2013-04-01 146.669998 148.059998 144.600006 146.039993 2581100 141.376845
2013-04-02 145.270004 147.490005 144.770004 146.679993 3374100 141.996409
2013-04-03 146.759995 146.869995 142.179993 143.410004 4373300 138.830833
2013-04-04 143.520004 144.949997 142.240005 142.990005 3423800 138.424245
2013-04-05 140.610001 143.800003 140.339996 143.690002 3864300 139.101891
2013-04-08 143.830002 144.119995 141.839996 143.820007 2908700 139.227745
2013-04-09 144.320007 147.570007 144.070007 146.520004 3262800 141.841529
2013-04-10 147.300003 149.740005 147.240005 149.460007 3127600 144.687655
2013-04-11 149.460007 150.589996 148.220001 149.070007 2951800 144.310109
2013-04-12 148.399994 149.600006 147.009995 149.119995 3131400 144.3585
2013-04-15 148.75 151.449997 145.529999 146.460007 5554900 141.783447
2013-04-16 148.130005 148.429993 142.139999 144.100006 8274400 139.498803
2013-04-17 142.990005 143.600006 138.050003 140.600006 6361500 136.11056
2013-04-18 140.089996 140.899994 137.419998 138.600006 4819700 134.174421
2013-04-19 139.309998 139.839996 137.850006 138.720001 3962600 134.290585
2013-04-22 139.009995 139.850006 137.289993 139.520004 3187100 135.065043
2013-04-23 140.440002 143.389999 139.919998 142.940002 3698200 138.375839
2013-04-24 143.270004 144.449997 142.949997 143.929993 2785200 139.334218
2013-04-25 144.110001 146.050003 143.75 144.759995 2637400 140.137717
2013-04-26 144.5 145.410004 143.070007 144.110001 2235200 139.508478
2013-04-29 144.539993 145.899994 143.910004 145.110001 2715300 140.476548
2013-04-30 145.190002 146.539993 144.559998 146.070007 2586300 141.405901
2013-05-01 145.830002 145.830002 142.399994 142.610001 3509000 138.056374
2013-05-02 142.679993 143.669998 140.389999 143.669998 4331900 139.082525
