"Index" "XPT.USD"
2013-05-18 1484.71
2013-05-19 1438
2013-05-20 1482.59
2013-05-21 1462.14
2013-05-22 1463.21
2013-05-23 1459.37
2013-05-24 1453.5
2013-05-25 1453.5
2013-05-26 1453.59
2013-05-27 1455.26
2013-05-28 1456
2013-05-29 1457.08
2013-05-30 1480.94
2013-05-31 1460.5
2013-06-01 1460.5
2013-06-02 1462.37
2013-06-03 1493.5
2013-06-04 1490.5
2013-06-05 1510.09
2013-06-06 1526.25
2013-06-07 1501
2013-06-08 1501
2013-06-09 1499.82
2013-06-10 1505.7
2013-06-11 1479.96
2013-06-12 1478.99
2013-06-13 1462.84
2013-06-14 1447
2013-06-15 1447
2013-06-16 1448.5
2013-06-17 1435.7
2013-06-18 1441
2013-06-19 1410.26
2013-06-20 1410.26
2013-06-21 1410.26
2013-06-22 1410.26
2013-06-23 1378.62
2013-06-24 1378.62
2013-06-25 1347.02
2013-06-26 1309.76
2013-06-27 1315.14
2013-06-28 1342
2013-06-29 1342
2013-06-30 1346
2013-07-01 1370.27
2013-07-02 1369.88
2013-07-03 1369.88
2013-07-04 1342.5
2013-07-05 1328.5
2013-07-06 1328.5
2013-07-07 1327.03
2013-07-08 1354.57
2013-07-09 1366.91
2013-07-10 1395.36
2013-07-11 1410.59
2013-07-12 1407
2013-07-13 1407
2013-07-14 1414.79
2013-07-15 1418.7
2013-07-16 1424.16
2013-07-17 1410.5
2013-07-18 1415.5
2013-07-19 1428
2013-07-20 1429.25
2013-07-21 1441.19
2013-07-22 1447.22
2013-07-23 1447
2013-07-24 1447
2013-07-25 1447
2013-07-26 1447
2013-07-27 1447
2013-07-28 1430.45
2013-07-29 1437.58
2013-07-30 1437.58
2013-07-31 1437.58
2013-08-01 1437.58
2013-08-02 1437.58
2013-08-03 1437.58
2013-08-04 1443.62
2013-08-05 1443.62
2013-08-06 1443.62
2013-08-07 1443.62
2013-08-08 1443.62
2013-08-09 1504.5
2013-08-10 1504.5
2013-08-11 1507.27
2013-08-12 1493.78
2013-08-13 1493.78
2013-08-14 1493.78
2013-08-15 1493.78
2013-08-16 1519.5
2013-08-17 1519.5
2013-08-18 1528.28
2013-08-19 1511.5
2013-08-20 1520
2013-08-21 1507.86
2013-08-22 1540.5
2013-08-23 1540.25
2013-08-24 1540.25
2013-08-25 1546.96
2013-08-26 1551.1
2013-08-27 1533.94
2013-08-28 1537.64
2013-08-29 1514.51
2013-08-30 1521.5
2013-08-31 1521.5
2013-09-01 1516.5
2013-09-02 1524.5
2013-09-03 1535.86
2013-09-04 1499.41
2013-09-05 1485.36
2013-09-06 1485.36
2013-09-07 1485.36
2013-09-08 1497.04
2013-09-09 1486.2
2013-09-10 1475.97
2013-09-11 1475.97
2013-09-12 1475.97
2013-09-13 1475.97
2013-09-14 1475.97
2013-09-15 1456.25
2013-09-16 1437.75
2013-09-17 1423.88
2013-09-18 1423.88
2013-09-19 1461.58
2013-09-20 1433
2013-09-21 1433
2013-09-22 1432.73
2013-09-23 1427.5
2013-09-24 1428.32
2013-09-25 1425.5
2013-09-26 1411.93
2013-09-27 1421.5
2013-09-28 1421.5
2013-09-29 1416.06
2013-09-30 1402.5
2013-10-01 1384.39
2013-10-02 1391.18
2013-10-03 1376.74
2013-10-04 1389
2013-10-05 1389
2013-10-06 1391.06
2013-10-07 1398.64
2013-10-08 1401.5
2013-10-09 1387.6
2013-10-10 1385.25
2013-10-11 1371.5
2013-10-12 1371.5
2013-10-13 1370.64
2013-10-14 1378.47
2013-10-15 1379.32
2013-10-16 1402.1
2013-10-17 1430.87
2013-10-18 1438.75
2013-10-19 1438.75
2013-10-20 1438.37
2013-10-21 1436
2013-10-22 1450.06
2013-10-23 1436.91
2013-10-24 1436.91
2013-10-25 1454.5
2013-10-26 1454.5
2013-10-27 1452.46
2013-10-28 1452.46
2013-10-29 1452.46
2013-10-30 1452.46
2013-10-31 1452.46
2013-11-01 1452.46
2013-11-02 1452.46
2013-11-03 1454.5
2013-11-04 1454.5
2013-11-05 1454.5
2013-11-06 1454.5
2013-11-07 1454.5
2013-11-08 1454.5
2013-11-09 1446.25
2013-11-10 1442.08
2013-11-11 1442.08
2013-11-12 1442.08
2013-11-13 1442.08
2013-11-14 1442.08
2013-11-15 1442.08
2013-11-16 1442.08
2013-11-17 1442.08
2013-11-18 1442.08
2013-11-19 1442.08
2013-11-20 1442.08
2013-11-21 1442.08
2013-11-22 1442.08
2013-11-23 1442.08
2013-11-24 1382.66
2013-11-25 1382.66
2013-11-26 1382.66
2013-11-27 1355.83
2013-11-28 1359.62
2013-11-29 1363
2013-11-30 1366.35
2013-12-01 1367.5
2013-12-02 1348.99
2013-12-03 1360.04
2013-12-04 1365.98
2013-12-05 1362.68
2013-12-06 1359
2013-12-07 1359
2013-12-08 1358
2013-12-09 1371.3
2013-12-10 1389.35
2013-12-11 1385.49
2013-12-12 1365.64
2013-12-13 1363.25
2013-12-14 1363.25
2013-12-15 1363.64
2013-12-16 1363.7
2013-12-17 1354.2
2013-12-18 1335.02
2013-12-19 1319.19
2013-12-20 1333.5
2013-12-21 1333.5
2013-12-22 1335.72
2013-12-23 1326.98
2013-12-24 1334
2013-12-25 1341.95
2013-12-26 1355.27
2013-12-27 1378
2013-12-28 1378
2013-12-29 1377
2013-12-30 1363
2013-12-31 1374
2014-01-01 1376.66
2014-01-02 1376.66
2014-01-03 1376.66
2014-01-04 1376.66
2014-01-05 1406.96
2014-01-06 1406.96
2014-01-07 1406.96
2014-01-08 1406.96
2014-01-09 1406.96
2014-01-10 1406.96
2014-01-11 1406.96
2014-01-12 1437.98
2014-01-13 1437.98
2014-01-14 1437.98
2014-01-15 1437.98
2014-01-16 1437.98
2014-01-17 1437.98
2014-01-18 1437.98
2014-01-19 1458.37
2014-01-20 1458.37
2014-01-21 1458.37
2014-01-22 1458.37
2014-01-23 1458.37
2014-01-24 1458.37
2014-01-25 1458.37
2014-01-26 1439.13
2014-01-27 1439.13
2014-01-28 1439.13
2014-01-29 1439.13
2014-01-30 1385.23
2014-01-31 1378
2014-02-01 1377.25
2014-02-02 1376.16
2014-02-03 1387
2014-02-04 1375.58
2014-02-05 1383.36
2014-02-06 1376.53
2014-02-07 1384.225
2014-02-08 1384.225
2014-02-09 1383.59
2014-02-10 1387
2014-02-11 1387.98
2014-02-12 1404.5
2014-02-13 1414.49
2014-02-14 1427.5
2014-02-15 1427.5
2014-02-16 1431.31
2014-02-17 1431.06
2014-02-18 1422.56
2014-02-19 1415.08
2014-02-20 1417.13
2014-02-21 1428
2014-02-22 1428
2014-02-23 1427.29
2014-02-24 1434.79
2014-02-25 1439.68
2014-02-26 1429.86
2014-02-27 1451.2
2014-02-28 1446
2014-03-01 1446
2014-03-02 1451.95
2014-03-03 1457.48
2014-03-04 1457.54
2014-03-05 1473.84
2014-03-06 1483.23
2014-03-07 1483.25
2014-03-08 1483.25
2014-03-09 1477.5
2014-03-10 1477.16
2014-03-11 1466.74
2014-03-12 1475.1
2014-03-13 1478.21
2014-03-14 1469.75
2014-03-15 1469.75
2014-03-16 1472.35
2014-03-17 1467.83
2014-03-18 1458.64
2014-03-19 1458.64
2014-03-20 1435.61
2014-03-21 1435
2014-03-22 1435
2014-03-23 1439.07
2014-03-24 1432.38
2014-03-25 1421.4
2014-03-26 1413.45
2014-03-27 1402
2014-03-28 1408.5
2014-03-29 1408.5
2014-03-30 1412.92
2014-03-31 1416.06
2014-04-01 1424.57
2014-04-02 1436.92
2014-04-03 1438.5
2014-04-04 1448.5
2014-04-05 1448.5
2014-04-06 1448.76
2014-04-07 1429
2014-04-08 1440.88
2014-04-09 1442.83
2014-04-10 1453.64
2014-04-11 1458.5
2014-04-12 1458.5
2014-04-13 1466
2014-04-14 1465.2
2014-04-15 1441.22
2014-04-16 1439.72
2014-04-17 1413
2014-04-18 1413
2014-04-19 1413
2014-04-20 1412.5
2014-04-21 1404.09
2014-04-22 1403.01
2014-04-23 1405.21
2014-04-24 1412.13
2014-04-25 1422
2014-04-26 1422
2014-04-27 1429.5
2014-04-28 1418.25
2014-04-29 1427.76
2014-04-30 1425.44
2014-05-01 1423.11
2014-05-02 1438.5
2014-05-03 1438.5
2014-05-04 1440.5
2014-05-05 1450.2
2014-05-06 1452.6
2014-05-07 1437.5
2014-05-08 1436.89
2014-05-09 1431.5
2014-05-10 1431.5
2014-05-11 1424.65
2014-05-12 1436.59
2014-05-13 1451.19
2014-05-14 1478.34
2014-05-15 1469.41
2014-05-16 1463
2014-05-17 1463
2014-05-18 1467.5
2014-05-19 1472
2014-05-20 1468.96
2014-05-21 1472.92
2014-05-22 1487.23
2014-05-23 1474.2
2014-05-24 1474.2
2014-05-25 1478.4
2014-05-26 1477.96
2014-05-27 1464.38
2014-05-28 1457.05
2014-05-29 1461
2014-05-30 1451.5
2014-05-31 1451.5
2014-06-01 1450.47
2014-06-02 1435.5
2014-06-03 1430.5
2014-06-04 1437.99
2014-06-05 1441.68
2014-06-06 1451.5
2014-06-07 1451.5
2014-06-08 1452.3
2014-06-09 1451.35
2014-06-10 1474.03
2014-06-11 1476.3
2014-06-12 1452.39
2014-06-13 1433.8
2014-06-14 1433.8
2014-06-15 1442.58
2014-06-16 1437.36
2014-06-17 1439.09
2014-06-18 1453
2014-06-19 1467.52
2014-06-20 1456.5
2014-06-21 1456.5
2014-06-22 1455
2014-06-23 1451.7
2014-06-24 1469.32
2014-06-25 1466.88
2014-06-26 1467.34
2014-06-27 1477
2014-06-28 1477
2014-06-29 1475.3
2014-06-30 1483.67
2014-07-01 1502.17
2014-07-02 1504.7
2014-07-03 1496.71
2014-07-04 1496.71
2014-07-05 1496.71
2014-07-06 1501.5
2014-07-07 1495.05
2014-07-08 1499.38
2014-07-09 1506.46
2014-07-10 1513.5
2014-07-11 1513.5
2014-07-12 1513.5
2014-07-13 1512.18
2014-07-14 1496.16
2014-07-15 1484.41
2014-07-16 1484.7
2014-07-17 1502.83
2014-07-18 1502.83
2014-07-19 1502.83
2014-07-20 1490.5
2014-07-21 1487.5
2014-07-22 1486.38
2014-07-23 1481.1
2014-07-24 1470.1
2014-07-25 1477.925
2014-07-26 1477.925
2014-07-27 1476.98
2014-07-28 1487.36
2014-07-29 1481.5
2014-07-30 1478.69
2014-07-31 1461.56
2014-08-01 1461.56
2014-08-02 1461.56
2014-08-03 1463.34
2014-08-04 1464.44
2014-08-05 1457.5
2014-08-06 1465.36
2014-08-07 1476
2014-08-08 1476
2014-08-09 1476
2014-08-10 1474
2014-08-11 1470.19
2014-08-12 1468.39
2014-08-13 1468.25
2014-08-14 1466.01
2014-08-15 1456.665
2014-08-16 1456.665
2014-08-17 1456.08
2014-08-18 1445.7
2014-08-19 1438.81
2014-08-20 1427.51
2014-08-21 1421
2014-08-22 1421.91
2014-08-23 1421.91
2014-08-24 1421
2014-08-25 1416.675
2014-08-26 1417
2014-08-27 1417
2014-08-28 1417
2014-08-29 1417
2014-08-30 1417
2014-08-31 1424.5
2014-09-01 1422.78
2014-09-02 1411.44
2014-09-03 1411.44
2014-09-04 1411.44
2014-09-05 1409.995
2014-09-06 1409.995
2014-09-07 1409.99
2014-09-08 1398.91
2014-09-09 1389.67
2014-09-10 1389.67
2014-09-11 1371.5
2014-09-12 1370.525
2014-09-13 1370.525
2014-09-14 1367
2014-09-15 1363.57
2014-09-16 1366
2014-09-17 1366
2014-09-18 1366
2014-09-19 1366
2014-09-20 1366
2014-09-21 1333.21
2014-09-22 1328
2014-09-23 1333.12
2014-09-24 1316
2014-09-25 1316
2014-09-26 1301.585
2014-09-27 1301.585
2014-09-28 1300.38
2014-09-29 1305
2014-09-30 1292.5
2014-10-01 1283.33
2014-10-02 1283.33
2014-10-03 1283.33
2014-10-04 1283.33
2014-10-05 1203.63
2014-10-06 1203.63
2014-10-07 1203.63
2014-10-08 1203.63
2014-10-09 1203.63
2014-10-10 1203.63
2014-10-11 1203.63
2014-10-12 1269.5
2014-10-13 1269.5
2014-10-14 1269.5
2014-10-15 1269.5
2014-10-16 1269.5
2014-10-17 1269.5
2014-10-18 1269.5
2014-10-19 1258.95
2014-10-20 1267.02
2014-10-21 1267.02
2014-10-22 1267.02
2014-10-23 1267.02
2014-10-24 1267.02
2014-10-25 1267.02
2014-10-26 1250.23
2014-10-27 1250.23
2014-10-28 1250.23
2014-10-29 1250.23
2014-10-30 1250.23
2014-10-31 1250.23
2014-11-01 1250.23
2014-11-02 1233.64
2014-11-03 1233.64
2014-11-04 1233.64
2014-11-05 1233.64
2014-11-06 1233.64
2014-11-07 1233.64
2014-11-08 1233.64
2014-11-09 1208.5
2014-11-10 1202.22
2014-11-11 1201.14
2014-11-12 1201.14
2014-11-13 1201.14
2014-11-14 1201.14
2014-11-15 1201.14
2014-11-16 1200.16
2014-11-17 1200.16
2014-11-18 1200.16
2014-11-19 1200.16
2014-11-20 1200.16
2014-11-21 1200.16
2014-11-22 1200.16
2014-11-23 1223.39
2014-11-24 1223.39
2014-11-25 1223.39
2014-11-26 1223.39
2014-11-27 1223.39
2014-11-28 1223.39
2014-11-29 1223.39
2014-11-30 1189.36
2014-12-01 1189.36
2014-12-02 1218.2
2014-12-03 1223.87
2014-12-04 1235.41
2014-12-05 1224.305
2014-12-06 1224.75
2014-12-07 1222.2
2014-12-08 1231.84
2014-12-09 1231.84
2014-12-10 1231.84
2014-12-11 1231.84
2014-12-12 1229.43
2014-12-13 1229.43
2014-12-14 1230.25
2014-12-15 1230.25
2014-12-16 1230.25
2014-12-17 1230.25
2014-12-18 1230.25
2014-12-19 1230.25
2014-12-20 1230.25
2014-12-21 1197.32
2014-12-22 1180.5
2014-12-23 1193
2014-12-24 1192.005
2014-12-25 1193.5
2014-12-26 1218
2014-12-27 1218
2014-12-28 1214.5
2014-12-29 1203.27
2014-12-30 1217.5
2014-12-31 1209.235
2015-01-01 1212.765
2015-01-02 1212.765
2015-01-03 1212.765
2015-01-04 1201.13
2015-01-05 1201.13
2015-01-06 1201.13
2015-01-07 1201.13
2015-01-08 1201.13
2015-01-09 1201.13
2015-01-10 1201.13
2015-01-11 1232.48
2015-01-12 1232.48
2015-01-13 1232.48
2015-01-14 1232.48
2015-01-15 1232.48
2015-01-16 1232.48
2015-01-17 1232.48
2015-01-18 1264.7
2015-01-19 1264.7
2015-01-20 1264.7
2015-01-21 1264.7
2015-01-22 1264.7
2015-01-23 1264.7
2015-01-24 1264.7
2015-01-25 1274.89
2015-01-26 1274.89
2015-01-27 1274.89
2015-01-28 1274.89
2015-01-29 1274.89
2015-01-30 1240.06
2015-01-31 1240.06
2015-02-01 1237
2015-02-02 1229.7
2015-02-03 1233.24
2015-02-04 1243.38
2015-02-05 1249.95
2015-02-06 1223
2015-02-07 1223
2015-02-08 1228.58
2015-02-09 1219.12
2015-02-10 1207.61
2015-02-11 1197.8
2015-02-12 1200.98
2015-02-13 1207.21
2015-02-14 1207.21
2015-02-15 1210.73
2015-02-16 1208
2015-02-17 1182.5
2015-02-18 1174
2015-02-19 1172.32
2015-02-20 1166.065
2015-02-21 1166.065
2015-02-22 1165.14
2015-02-23 1164.75
2015-02-24 1169.73
2015-02-25 1173.88
2015-02-26 1177.55
2015-02-27 1188.25
2015-02-28 1188.25
2015-03-01 1185.04
2015-03-02 1187.31
2015-03-03 1186.32
2015-03-04 1183.32
2015-03-05 1181.09
2015-03-06 1160.26
2015-03-07 1160.26
2015-03-08 1158.29
2015-03-09 1158.29
2015-03-10 1158.29
2015-03-11 1158.29
2015-03-12 1158.29
2015-03-13 1158.29
2015-03-14 1158.29
2015-03-15 1117.72
2015-03-16 1117.72
2015-03-17 1117.72
2015-03-18 1117.72
2015-03-19 1117.72
2015-03-20 1117.72
2015-03-21 1138.25
2015-03-22 1141.76
2015-03-23 1141.76
2015-03-24 1141.76
2015-03-25 1141.76
2015-03-26 1141.76
2015-03-27 1141.76
2015-03-28 1139.25
2015-03-29 1139
2015-03-30 1139
2015-03-31 1139
2015-04-01 1139
2015-04-02 1139
2015-04-03 1156.5
2015-04-04 1156.55
2015-04-05 1174.26
2015-04-06 1174.26
2015-04-07 1174.26
2015-04-08 1174.26
2015-04-09 1174.26
2015-04-10 1174.26
2015-04-11 1171.55
2015-04-12 1173.46
2015-04-13 1173.46
2015-04-14 1173.46
2015-04-15 1173.46
2015-04-16 1173.46
2015-04-17 1173.46
2015-04-18 1170.05
2015-04-19 1172.37
2015-04-20 1172.37
2015-04-21 1172.37
2015-04-22 1172.37
2015-04-23 1172.37
2015-04-24 1172.37
2015-04-25 1124.3
2015-04-26 1124.07
2015-04-27 1124.07
2015-04-28 1124.07
2015-04-29 1124.07
2015-04-30 1124.07
2015-05-01 1124.07
2015-05-02 1131.8
2015-05-03 1131.8
2015-05-04 1131.8
2015-05-05 1131.8
2015-05-06 1131.8
2015-05-07 1131.8
2015-05-08 1131.8
2015-05-09 1142.8
2015-05-10 1142.58
2015-05-11 1142.58
2015-05-12 1142.58
2015-05-13 1142.58
2015-05-14 1142.58
2015-05-15 1142.58
2015-05-16 1167.215
2015-05-17 1167.98
2015-05-18 1167.98
2015-05-19 1167.98
2015-05-20 1167.98
2015-05-21 1167.98
2015-05-22 1167.98
2015-05-23 1146.4
2015-05-24 1144.87
2015-05-25 1144.87
2015-05-26 1144.87
2015-05-27 1144.87
2015-05-28 1144.87
2015-05-29 1144.87
2015-05-30 1144.87
2015-05-31 1110.5
2015-06-01 1110.5
2015-06-02 1110.5
2015-06-03 1110.5
2015-06-04 1110.5
2015-06-05 1110.5
2015-06-06 1096.9
2015-06-07 1095.18
2015-06-08 1095.18
2015-06-09 1095.18
2015-06-10 1095.18
2015-06-11 1095.18
2015-06-12 1095.18
2015-06-13 1095.18
2015-06-14 1098.81
2015-06-15 1098.81
2015-06-16 1098.81
2015-06-17 1098.81
2015-06-18 1098.81
2015-06-19 1085.155
2015-06-20 1084.75
2015-06-21 1083.29
2015-06-22 1083.29
2015-06-23 1083.29
2015-06-24 1083.29
2015-06-25 1083.29
2015-06-26 1083.29
2015-06-27 1082.75
2015-06-28 1080.59
2015-06-29 1080.59
2015-06-30 1080.59
2015-07-01 1080.59
2015-07-02 1080.59
2015-07-03 1080.59
2015-07-04 1082.68
2015-07-05 1080
2015-07-06 1080
2015-07-07 1080
2015-07-08 1080
2015-07-09 1080
2015-07-10 1080
2015-07-11 1033
2015-07-12 1032.02
2015-07-13 1032.02
2015-07-14 1032.02
2015-07-15 1032.02
2015-07-16 1032.02
2015-07-17 1032.02
2015-07-18 993.5
2015-07-19 995.982
2015-07-20 995.982
2015-07-21 995.982
2015-07-22 995.982
2015-07-23 995.982
2015-07-24 995.982
2015-07-25 995.982
2015-07-26 988.816
2015-07-27 988.816
2015-07-28 988.816
2015-07-29 988.816
2015-07-30 988.816
2015-07-31 988.816
2015-08-01 983.25
2015-08-02 984.431
2015-08-03 984.431
2015-08-04 984.431
2015-08-05 984.431
2015-08-06 984.431
2015-08-07 984.431
2015-08-08 962.75
2015-08-09 957.387
2015-08-10 957.387
2015-08-11 957.387
2015-08-12 957.387
2015-08-13 957.387
2015-08-14 957.387
2015-08-15 992.75
2015-08-16 991
2015-08-17 991
2015-08-18 991
2015-08-19 991
2015-08-20 991
2015-08-21 991
2015-08-22 1020.75
2015-08-23 1023.73
2015-08-24 1023.73
2015-08-25 1023.73
2015-08-26 1023.73
2015-08-27 1023.73
2015-08-28 1023.73
2015-08-29 1018
2015-08-30 1011.93
2015-08-31 1011.93
2015-09-01 1011.93
2015-09-02 1011.93
2015-09-03 1011.93
2015-09-04 1011.93
2015-09-05 1011.93
2015-09-06 990.445
2015-09-07 990.445
2015-09-08 990.445
2015-09-09 990.445
2015-09-10 990.445
2015-09-11 990.445
2015-09-12 970.75
2015-09-13 968.348
2015-09-14 968.348
2015-09-15 968.348
2015-09-16 968.348
2015-09-17 968.348
2015-09-18 968.348
2015-09-19 981.25
2015-09-20 980.5
2015-09-21 980.5
2015-09-22 980.5
2015-09-23 980.5
2015-09-24 980.5
2015-09-25 980.5
2015-09-26 980.5
2015-09-27 947.262
2015-09-28 947.262
2015-09-29 947.262
2015-09-30 947.262
2015-10-01 947.262
2015-10-02 947.262
2015-10-03 910.75
2015-10-04 915.929
2015-10-05 915.929
2015-10-06 915.929
2015-10-07 915.929
2015-10-08 915.929
2015-10-09 915.929
2015-10-10 982.75
2015-10-11 977.528
2015-10-12 977.528
2015-10-13 977.528
2015-10-14 977.528
2015-10-15 977.528
2015-10-16 977.528
2015-10-17 1014.25
2015-10-18 1016
2015-10-19 1016
2015-10-20 1016
2015-10-21 1016
2015-10-22 1016
2015-10-23 1016
2015-10-24 1002.25
2015-10-25 1002.4
2015-10-26 1002.4
2015-10-27 1002.4
2015-10-28 1002.4
2015-10-29 1002.4
2015-10-30 1002.4
2015-10-31 985
2015-11-01 984.493
