"Index" "NQ.Open" "NQ.High" "NQ.Low" "NQ.Close" "NQ.Volume" "NQ.Adjusted"
2013-05-14 9.7 9.73 9.45 9.7 1104300 9.7
2013-05-15 9.8 9.8 9.41 9.6 2089600 9.6
2013-05-16 9 9.09 8.4 8.88 2452400 8.88
2013-05-17 8.7 8.8 8.1 8.25 1676700 8.25
2013-05-20 8.36 8.95 8.25 8.9 1197300 8.9
2013-05-21 8.92 8.98 8.65 8.94 553800 8.94
2013-05-22 8.91 9.12 8.41 8.5 829600 8.5
2013-05-23 8.41 8.54 8.25 8.5 511500 8.5
2013-05-24 8.42 8.55 8.19 8.35 453700 8.35
2013-05-28 8.41 8.5 8.17 8.2 358500 8.2
2013-05-29 8.19 8.2 7.9 8 605100 8
2013-05-30 8.05 8.45 7.86 8.37 977900 8.37
2013-05-31 8.39 8.44 8.1 8.12 370800 8.12
2013-06-03 8.13 8.23 7.9 7.99 340100 7.99
2013-06-04 8 8.22 7.93 7.98 307200 7.98
2013-06-05 7.94 8.01 7.72 7.81 492800 7.81
2013-06-06 7.8 8 7.7 7.93 204300 7.93
2013-06-07 7.9 8.2 7.9 8.08 261900 8.08
2013-06-10 8.1 8.25 8.04 8.18 296800 8.18
2013-06-11 8.2 8.22 8 8.03 280600 8.03
2013-06-12 8.15 8.17 7.98 8.03 316600 8.03
2013-06-13 8.02 8.44 7.98 8.39 510300 8.39
2013-06-14 8.4 8.54 8.04 8.05 442900 8.05
2013-06-17 8.08 8.15 7.99 8.02 292700 8.02
2013-06-18 8.01 8.48 7.91 8.25 717500 8.25
2013-06-19 8.39 8.39 8.05 8.05 340700 8.05
2013-06-20 7.9 8 7.8 7.88 394400 7.88
2013-06-21 8 8.01 7.65 7.84 537800 7.84
2013-06-24 7.84 7.89 7.05 7.38 1130000 7.38
2013-06-25 7.5 7.8 7.43 7.71 182100 7.71
2013-06-26 7.89 8.35 7.77 8.32 640500 8.32
2013-06-27 8.38 8.59 8.25 8.37 518500 8.37
2013-06-28 8.37 8.39 8.02 8.08 597500 8.08
2013-07-01 8.2 8.49 8.1 8.35 480000 8.35
2013-07-02 8.53 8.95 8.42 8.77 696500 8.77
2013-07-03 8.69 8.69 8.44 8.52 249700 8.52
2013-07-05 8.6 8.9 8.6 8.9 386800 8.9
2013-07-08 8.9 9.54 8.9 9.5 665200 9.5
2013-07-09 9.39 9.45 8.98 9.12 656500 9.12
2013-07-10 9.08 9.5 9.06 9.46 351200 9.46
2013-07-11 9.6 9.65 9.25 9.27 298600 9.27
2013-07-12 9.34 9.59 9.26 9.58 461800 9.58
2013-07-15 9.6 9.79 9.52 9.79 599500 9.79
2013-07-16 10.36 10.99 9.7 9.84 2952600 9.84
2013-07-17 9.8 10.3 9.6 10.25 921400 10.25
2013-07-18 10.33 10.49 10.21 10.39 599300 10.39
2013-07-19 10.35 11.23 10.27 10.98 1442900 10.98
2013-07-22 11.45 11.61 10.88 11.23 1704500 11.23
2013-07-23 11.92 12.21 11.41 12.08 2273600 12.08
2013-07-24 12.2 12.95 12.18 12.78 2490900 12.78
2013-07-25 12.98 13.78 12.85 13.65 2663900 13.65
2013-07-26 13.86 13.95 13 13.88 2284000 13.88
2013-07-29 13.95 14.56 13.52 13.94 160000 13.94
2013-07-30 13.95 15.28 13.78 15.16 1852200 15.16
2013-07-31 15.21 16.73 15.15 16.15 3998800 16.15
2013-08-01 16.530001 16.959999 15.35 15.76 3473400 15.76
2013-08-02 16 16 15.53 15.91 1214200 15.91
2013-08-05 16.299999 18.040001 16.01 17.950001 3475200 17.950001
2013-08-06 17.85 18.59 16.25 17.4 3165600 17.4
2013-08-07 17.450001 17.469999 16.719999 17.280001 1318100 17.280001
2013-08-08 17.51 17.950001 16.4 16.59 1692200 16.59
2013-08-09 16.700001 16.83 14.7 15.59 3435400 15.59
2013-08-12 15.75 16.950001 15.14 15.9 3989400 15.9
2013-08-13 18.09 19.98 17.5 19.51 10443200 19.51
2013-08-14 19.09 19.459999 18.129999 19.219999 3023600 19.219999
2013-08-15 18.66 18.700001 17.299999 17.700001 3313800 17.700001
2013-08-16 17.860001 18 16.9 17.98 2531200 17.98
2013-08-19 18.209999 19.16 17.65 18.530001 2307800 18.530001
2013-08-20 18.65 19.15 18.530001 18.84 1333600 18.84
2013-08-21 18.65 19.35 18.5 18.77 1441800 18.77
2013-08-22 19.07 19.219999 18.120001 18.24 1581900 18.24
2013-08-23 18.370001 18.889999 18.25 18.360001 1373900 18.360001
2013-08-26 17.98 18.040001 17.469999 17.860001 2640700 17.860001
2013-08-27 17.51 17.780001 17.440001 17.48 1418900 17.48
2013-08-28 17.41 17.41 16.6 16.76 2042700 16.76
2013-08-29 17 17.25 16.549999 16.77 1966900 16.77
2013-08-30 17.25 17.32 16.51 16.940001 2182000 16.940001
2013-09-03 17.299999 18.01 16.75 16.92 1939500 16.92
2013-09-04 16.559999 16.74 15.36 16.57 4381400 16.57
2013-09-05 16.780001 17.84 16.65 17.27 2199100 17.27
2013-09-06 17.450001 17.549999 16.66 17.040001 1487200 17.040001
2013-09-09 17.059999 18.4 17.059999 17.98 2767700 17.98
2013-09-10 18.379999 18.389999 17.540001 17.879999 1709400 17.879999
2013-09-11 18.16 18.98 17.57 18.15 3694700 18.15
2013-09-12 18.450001 20.209999 17.629999 20.110001 4836100 20.110001
2013-09-13 21.34 22.52 20.76 21.84 11698800 21.84
2013-09-16 22.9 22.950001 20.280001 20.6 5621200 20.6
2013-09-17 20.549999 22.85 20.26 22.5 5353300 22.5
2013-09-18 22.57 23.6 21.9 22.65 4587300 22.65
2013-09-19 22.98 23.389999 21.9 22.440001 3276900 22.440001
2013-09-20 23 23.42 22.35 22.860001 4417800 22.860001
2013-09-23 23.25 23.959999 21.51 23.799999 4348000 23.799999
2013-09-24 23.98 24.1 23.1 23.360001 3146700 23.360001
2013-09-25 23.26 23.9 23.07 23.33 1986000 23.33
2013-09-26 23.5 23.9 23.059999 23.450001 1691700 23.450001
2013-09-27 23.219999 23.5 22.299999 22.450001 2546200 22.450001
2013-09-30 21.870001 22.5 20.75 21.790001 2880700 21.790001
2013-10-01 21.629999 22 20.540001 21 5364800 21
2013-10-02 20.879999 21.85 20.879999 21.700001 3904300 21.700001
2013-10-03 21.799999 22.25 20.32 20.76 4077500 20.76
2013-10-04 20.84 21.92 20.33 21.700001 3496100 21.700001
2013-10-07 21.41 22.35 20.85 20.92 3037300 20.92
2013-10-08 19.92 21.4 19.5 19.700001 6090800 19.700001
2013-10-09 20.07 20.120001 17.530001 18.9 6028700 18.9
2013-10-10 19.65 19.98 19.299999 19.68 2647900 19.68
2013-10-11 19.85 20.23 19.4 20.1 2320700 20.1
2013-10-14 19.82 21.34 19.549999 21.26 2894400 21.26
2013-10-15 21.629999 22.049999 20.620001 20.799999 5418100 20.799999
2013-10-16 21.200001 21.77 20.83 21.67 3929700 21.67
2013-10-17 22.16 24.6 22.040001 24.440001 7347100 24.440001
2013-10-18 25.290001 25.559999 23.68 24.92 8471900 24.92
2013-10-21 25.459999 25.9 24.5 24.620001 6006300 24.620001
2013-10-22 24.780001 24.860001 22.6 23.84 5643600 23.84
2013-10-23 23.5 23.709999 22.65 22.879999 4638000 22.879999
2013-10-24 23 23.200001 8.46 12.09 29378600 12.09
2013-10-25 10.5 13.38 9.61 10.63 31720900 10.63
2013-10-28 11.64 12.73 7.58 8.8 35987300 8.8
2013-10-29 9.82 12.19 8.42 11.01 28358000 11.01
2013-10-30 12.1 13.64 11.88 12.25 16614900 12.25
2013-10-31 12.95 14.88 12.37 14.4 17225600 14.4
2013-11-01 15.32 15.85 12.5 12.78 22782500 12.78
2013-11-04 13.4 13.59 11.5 11.94 11276300 11.94
2013-11-05 11.35 11.47 9.32 9.52 17018000 9.52
2013-11-06 10.33 11.3 10.12 11.14 9634000 11.14
2013-11-07 11.2 11.69 10.25 10.97 5154500 10.97
2013-11-08 11.2 11.74 10.75 11.33 4124300 11.33
2013-11-11 11.59 13.55 11.55 13.49 8667200 13.49
2013-11-12 14.71 14.75 13.65 14.31 10744800 14.31
2013-11-13 13.81 14.6 12.7 13.05 9744400 13.05
2013-11-14 13.18 13.5 12.22 12.61 5031300 12.61
2013-11-15 12.54 13.45 11.7 12.66 6863800 12.66
2013-11-18 13.11 13.99 12.72 12.9 4894600 12.9
2013-11-19 13.42 13.71 12.74 13.37 4603800 13.37
2013-11-20 14.12 14.41 13.75 13.92 7153000 13.92
2013-11-21 14.18 14.51 13.7 14.24 4495900 14.24
2013-11-22 14.13 14.38 13.8 14.15 2544900 14.15
2013-11-25 14.03 14.1 13 13.12 3279900 13.12
2013-11-26 12.53 13.08 12.5 12.98 2114900 12.98
2013-11-27 12.84 13.25 12.71 12.96 1337200 12.96
2013-11-29 12.97 13.28 12.97 13.06 947200 13.06
2013-12-02 13.12 13.44 13.01 13.39 1513100 13.39
2013-12-03 13.4 13.47 13.05 13.28 2046500 13.28
2013-12-04 13.12 13.75 12.5 13.73 1921000 13.73
2013-12-05 13.59 14.18 13.26 13.54 2675900 13.54
2013-12-06 13.37 13.85 12.02 12.54 2782800 12.54
2013-12-09 12.91 12.97 12.29 12.57 1395600 12.57
2013-12-10 12.35 12.61 11.67 11.85 3059700 11.85
2013-12-11 11.99 12.07 10.53 11.3 6432100 11.3
2013-12-12 11.3 11.74 10.94 11.03 3260300 11.03
2013-12-13 10.9 12.18 10.88 12.1 3559500 12.1
2013-12-16 11.93 12.36 11.51 11.75 2447300 11.75
2013-12-17 11.68 11.98 11.52 11.85 1382000 11.85
2013-12-18 11.55 11.84 11.1 11.25 2215000 11.25
2013-12-19 11.16 11.96 11.12 11.84 2916100 11.84
2013-12-20 11.61 11.86 11.23 11.5 2968100 11.5
2013-12-23 11.83 11.94 11.32 11.56 2698900 11.56
2013-12-24 11.5 11.6 11.32 11.45 574100 11.45
2013-12-26 11.4 12.48 11.4 12.25 2734100 12.25
2013-12-27 12.25 12.35 11.67 11.85 1462100 11.85
