"Index" "ETR.Open" "ETR.High" "ETR.Low" "ETR.Close" "ETR.Volume" "ETR.Adjusted"
2013-03-12 63.549999 63.799999 63.209999 63.470001 687600 55.752978
2013-03-13 63.450001 64 63.450001 63.68 924200 55.937444
2013-03-14 63.709999 63.919998 63.59 63.639999 1103300 55.902307
2013-03-15 63.330002 65.389999 63.259998 65.230003 1971100 57.298989
2013-03-18 64.779999 65.059998 64.330002 64.459999 805900 56.622606
2013-03-19 64.419998 64.739998 63.740002 64.019997 934200 56.236102
2013-03-20 64.290001 64.300003 63.799999 63.970001 1575500 56.192185
2013-03-21 63.700001 63.93 62.75 62.919998 1100600 55.269847
2013-03-22 62.939999 63 62.099998 62.380001 1717200 54.795506
2013-03-25 62.43 62.650002 61.419998 61.669998 1645500 54.171829
2013-03-26 61.919998 62.75 61.830002 62.689999 2189800 55.067812
2013-03-27 62.369999 63 62.290001 62.939999 911900 55.287416
2013-03-28 63 63.41 62.73 63.240002 880700 55.550943
2013-04-01 63.369999 63.48 63.119999 63.389999 521100 55.682703
2013-04-02 63.669998 64.349998 63.509998 64.029999 1197300 56.244888
2013-04-03 64.190002 65.190002 63.950001 65 2148800 57.096951
2013-04-04 65.010002 66.559998 65 66.519997 1672500 58.432138
2013-04-05 66.349998 67.470001 66.160004 67.279999 1403200 59.099735
2013-04-08 67.300003 67.889999 67 67.860001 1232700 59.609217
2013-04-09 67.860001 67.959999 67.559998 67.650002 955200 59.424751
2013-04-10 67.919998 68.339996 67.839996 68.260002 1701900 59.960585
2013-04-11 68.260002 69.139999 67.809998 69.050003 1285200 60.654533
2013-04-12 68.959999 69.699997 68.919998 69.699997 1262500 61.225497
