"Index" "RL.Open" "RL.High" "RL.Low" "RL.Close" "RL.Volume" "RL.Adjusted"
2014-08-05 154.649994 157.460007 154.190002 156.570007 1446200 153.926708
2014-08-06 152.220001 158 152.220001 156.880005 1953900 154.231472
2014-08-07 159.100006 159.960007 157.509995 158.119995 1345500 155.450528
2014-08-08 158.139999 160.550003 157.270004 160.440002 645700 157.731368
2014-08-11 161.5 163.419998 161.009995 162.759995 1031500 160.012193
2014-08-12 162.669998 163.880005 161.779999 162.779999 1262600 160.031859
2014-08-13 162.699997 162.850006 159.949997 162.240005 1141900 159.500982
2014-08-14 162.130005 163.339996 161.199997 163.179993 577400 160.4251
2014-08-15 164.039993 164.509995 162.169998 163.539993 846100 160.779023
2014-08-18 164.580002 166.350006 164.070007 165.360001 575400 162.568304
2014-08-19 165.729996 167.029999 165.729996 167 530500 164.180616
2014-08-20 166.419998 169.910004 165.830002 169.330002 995000 166.471282
2014-08-21 169.539993 170 168.410004 169.270004 731700 166.412297
2014-08-22 169.5 170.830002 168.809998 169.770004 583800 166.903856
2014-08-25 170.289993 170.729996 169.649994 169.960007 624400 167.09065
2014-08-26 169.899994 169.899994 168.639999 169 805800 166.146851
2014-08-27 169.75 170.630005 168.660004 169.679993 635700 166.815364
2014-08-28 168.449997 169.270004 167.289993 169.050003 658700 166.19601
2014-08-29 169 169.350006 167.919998 169.199997 517800 166.343471
2014-09-02 169.289993 170.339996 168.839996 169.809998 611200 166.943174
2014-09-03 169.899994 170.009995 168.720001 169.050003 596400 166.19601
2014-09-04 169.75 173.460007 169.75 172.460007 1096800 169.548444
2014-09-05 171.660004 172.990005 171.059998 172.899994 582400 169.981003
2014-09-08 172.380005 173.360001 172.220001 172.5 426700 169.587762
2014-09-09 174.309998 174.470001 172.919998 173.520004 745100 170.590546
2014-09-10 173.509995 174.759995 173.25 174.699997 733600 171.750617
2014-09-11 174.139999 174.979996 172.880005 173.270004 676100 170.344767
2014-09-12 172.970001 174.089996 172.970001 173.789993 920600 170.855977
2014-09-15 173.460007 174.009995 170.759995 170.990005 986800 168.10326
2014-09-16 171 172.600006 170.630005 172.600006 732700 169.68608
2014-09-17 173.100006 173.389999 171.619995 172.779999 578000 169.863034
2014-09-18 172.800003 173.809998 172.240005 172.839996 567300 169.922018
2014-09-19 173.899994 173.960007 171.660004 171.979996 1377700 169.076537
2014-09-22 171.880005 172.589996 169.289993 169.839996 1061700 166.972666
2014-09-23 169.679993 170.570007 169.160004 170.009995 955700 167.139794
2014-09-24 170.190002 170.809998 166.759995 167.600006 1403700 165.207783
2014-09-25 167.130005 167.440002 163.850006 164.919998 1151100 162.566028
2014-09-26 165.889999 166.059998 163.100006 165.639999 838300 163.275753
2014-09-29 164.669998 166.190002 164.369995 165.029999 597600 162.674459
2014-09-30 164.889999 165.699997 163.759995 164.729996 694800 162.378738
2014-10-01 164.800003 164.800003 161.839996 163.360001 975300 161.028297
2014-10-02 163.270004 167.339996 162.860001 167.119995 1126200 164.734624
2014-10-03 167.509995 168.440002 166.220001 166.399994 772100 164.024899
2014-10-06 166.759995 167.520004 163.979996 164.389999 804400 162.043594
2014-10-07 163.479996 164.820007 162.929993 163.119995 914800 160.791717
2014-10-08 163.509995 166.300003 162.779999 166.110001 886400 163.739045
2014-10-09 165.220001 166.119995 162.850006 163.039993 1044000 160.712857
2014-10-10 163.389999 164.289993 160.429993 160.429993 799300 158.14011
2014-10-13 160.160004 160.199997 157.220001 157.529999 768000 155.281509
2014-10-14 158.949997 159.270004 156.850006 157.729996 853200 155.478652
2014-10-15 155.539993 157.389999 153.389999 156.720001 1047600 154.483073
2014-10-16 154.509995 159.509995 153.5 157.669998 793500 155.41951
2014-10-17 158.929993 159.509995 155.559998 156.25 1174900 154.01978
2014-10-20 155.309998 157.470001 154.029999 157.199997 912400 154.956218
2014-10-21 157.679993 161.220001 157.669998 161.160004 602900 158.859702
2014-10-22 161.210007 162.990005 160.559998 160.570007 476800 158.278127
2014-10-23 161.380005 163.350006 160.860001 161.179993 727800 158.879405
2014-10-24 161.029999 161.029999 159.479996 160.25 1148900 157.962687
2014-10-27 160.25 161.539993 158.479996 161.350006 1071000 159.046992
2014-10-28 161.059998 161.470001 158.960007 160.919998 1167700 158.623122
2014-10-29 157.669998 167 157.520004 161.789993 2436800 159.480699
2014-10-30 161.550003 166.589996 160.970001 166.110001 952200 163.739045
2014-10-31 167.100006 167.949997 164.279999 164.839996 908500 162.487168
2014-11-03 164.75 166.559998 164.320007 165.679993 684900 163.315175
2014-11-04 165.479996 165.5 162.309998 164.149994 718200 161.807015
2014-11-05 164.610001 165.690002 164 164.779999 536200 162.428027
2014-11-06 165.470001 171.600006 165.309998 171.389999 872800 168.943681
2014-11-07 170.919998 174.899994 170.779999 174 1387400 171.516428
2014-11-10 174.369995 175.449997 171.580002 171.919998 762000 169.466114
2014-11-11 171.080002 172.460007 170.399994 171.070007 657700 168.628256
2014-11-12 170.940002 173.419998 169.899994 172.929993 839400 170.461693
2014-11-13 172.830002 174.149994 171.509995 173.169998 746800 170.698273
2014-11-14 173.419998 174.729996 172.470001 174.240005 727400 171.753007
2014-11-17 173.789993 176.410004 173.119995 176.050003 805100 173.53717
2014-11-18 175.580002 176.720001 174.639999 176.559998 723600 174.039885
2014-11-19 176 179.779999 175.610001 179.660004 948800 177.095644
2014-11-20 178.740005 182.020004 178.110001 179.779999 1038600 177.213926
2014-11-21 181.410004 182.5 179.429993 180.050003 945000 177.480076
2014-11-24 180.520004 181.800003 178.809998 181.320007 605100 178.731953
2014-11-25 181.320007 183.479996 181.149994 182.639999 857600 180.033105
2014-11-26 182.619995 183.279999 181.570007 182.070007 501600 179.471248
2014-11-28 182.589996 185.139999 182.520004 184.899994 511000 182.260841
2014-12-01 183.830002 184.259995 180.649994 181.279999 1002800 178.692516
2014-12-02 181.770004 182.779999 180.220001 180.580002 630800 178.00251
2014-12-03 180.550003 183.399994 180.050003 183.279999 633600 180.663969
2014-12-04 182.419998 184.660004 182.240005 183.160004 907900 180.545687
2014-12-05 182.789993 183.589996 181.570007 183.300003 553600 180.683688
2014-12-08 183.179993 184.449997 182.119995 183.080002 723700 180.466827
2014-12-09 180.970001 183.229996 180.559998 182.440002 542700 179.835962
2014-12-10 182.070007 182.830002 179.350006 180.100006 596000 177.529366
2014-12-11 180.110001 183.350006 179.639999 180.919998 600500 178.337654
2014-12-12 180.919998 183.75 179.899994 181.639999 811500 179.047378
2014-12-15 182.25 182.729996 178.889999 180.029999 900900 177.460358
2014-12-16 179.789993 179.850006 176.5 176.600006 785300 174.079323
2014-12-17 176.820007 179.619995 175.199997 179.199997 804900 176.642203
2014-12-18 181 181.820007 179.210007 180.589996 827800 178.012362
2014-12-19 180.789993 181.800003 176.929993 178.820007 899800 176.267637
2014-12-22 179.149994 180.440002 178.889999 180.229996 653600 177.6575
2014-12-23 180.229996 184.279999 180.229996 183.649994 725200 181.481809
2014-12-24 184.149994 184.869995 183.899994 184.350006 342900 182.173557
2014-12-26 184.839996 185.919998 184.479996 185.119995 400100 182.934455
2014-12-29 184.5 187.25 184.259995 186.729996 532000 184.525448
2014-12-30 186.679993 187.460007 185.220001 186.229996 382400 184.031351
2014-12-31 186.410004 187.490005 185.119995 185.160004 461100 182.973992
2015-01-02 185.979996 186.669998 181.410004 183.100006 503400 180.938314
2015-01-05 179.779999 180.5 176.820007 177.880005 1761800 175.779941
2015-01-06 178.039993 178.490005 173.25 174.410004 1486500 172.350907
2015-01-07 175.669998 178.899994 175.5 178.779999 620400 176.669309
2015-01-08 177.699997 179.570007 177.089996 178.570007 790700 176.461797
2015-01-09 177.169998 177.410004 174.279999 175.990005 744900 173.912255
2015-01-12 174.649994 176 173.229996 174.419998 999700 172.360783
2015-01-13 175.880005 177.529999 172.199997 173.639999 922300 171.589993
2015-01-14 171.800003 173.449997 169.720001 172.300003 774500 170.265817
2015-01-15 172.300003 172.830002 169.410004 169.460007 532100 167.45935
2015-01-16 169.570007 170.320007 167.539993 170.050003 1249700 168.042381
2015-01-20 170.850006 170.949997 167.820007 168.220001 1083000 166.233984
2015-01-21 167.559998 171 167.25 169.520004 744300 167.518639
2015-01-22 170.229996 172.089996 169.289993 170.830002 1207500 168.813171
2015-01-23 170.479996 171.529999 168.660004 168.770004 955500 166.777494
2015-01-26 168.199997 169.630005 166.529999 169.289993 1030200 167.291344
2015-01-27 168.479996 168.649994 164.490005 167.5 1303700 165.522483
2015-01-28 168.699997 169.139999 166.110001 166.199997 922800 164.237828
2015-01-29 167.119995 170.529999 166.779999 170.029999 764200 168.022613
2015-01-30 167.809998 169.869995 166 166.889999 959500 164.919684
2015-02-02 166.440002 168.440002 164.009995 167.800003 1068100 165.818944
2015-02-03 168.789993 171.270004 168.139999 170.830002 1181500 168.813171
2015-02-04 151.5 153.270004 139.210007 139.710007 10498600 138.06058
2015-02-05 138.089996 143.199997 136.5 141.770004 4375100 140.096258
2015-02-06 142.240005 142.240005 138.399994 138.869995 2435600 137.230486
2015-02-09 138.550003 138.690002 135.100006 136.089996 1949700 134.483308
2015-02-10 137.039993 137.490005 134.880005 135.110001 1804800 133.514882
2015-02-11 135.490005 136.279999 134.339996 135.169998 1851400 133.574172
2015-02-12 135.320007 136.199997 134.259995 135.800003 1341200 134.196739
2015-02-13 135.899994 137.149994 134.869995 135.199997 1364000 133.603816
2015-02-17 135.210007 136.740005 133.5 136.339996 1206200 134.730357
2015-02-18 136.300003 137.139999 136.009995 136.419998 1025700 134.809414
2015-02-19 136.050003 137.5 135.690002 136.970001 1174100 135.352924
2015-02-20 136.75 140.479996 136.440002 139.300003 1517900 137.655417
2015-02-23 139.770004 140.009995 138.300003 138.669998 1093600 137.03285
2015-02-24 138.369995 139.070007 137.869995 138.089996 720700 136.459696
2015-02-25 138.100006 139.009995 137.910004 138.440002 983700 136.80557
2015-02-26 138.429993 139.020004 137.210007 137.479996 758300 135.856897
2015-02-27 137.479996 137.979996 136.020004 137.410004 813900 135.787731
2015-03-02 137.850006 138.589996 136.919998 138.059998 775600 136.430051
2015-03-03 138.470001 138.470001 135.649994 135.929993 901100 134.325194
2015-03-04 135.789993 136.039993 134.440002 134.940002 1138800 133.346891
2015-03-05 134.990005 135.660004 134.139999 134.289993 634100 132.704556
2015-03-06 134.149994 134.800003 131.5 131.929993 1125100 130.372418
2015-03-09 131.789993 133.009995 131.179993 132.860001 975400 131.291446
2015-03-10 132.009995 132.009995 129.5 130.460007 1165000 128.919787
2015-03-11 130.5 131.320007 127.290001 127.660004 1248400 126.152841
2015-03-12 128.130005 130.649994 127.599998 130.479996 1049500 128.93954
2015-03-13 129.729996 130.529999 128.929993 130.009995 752500 128.475087
2015-03-16 130.110001 130.600006 129 129.699997 864400 128.16875
2015-03-17 129.020004 130.229996 128.710007 129.100006 779800 127.575842
2015-03-18 128.949997 132.660004 128.820007 132.300003 1020400 130.73806
2015-03-19 132.100006 133.440002 131.589996 132.639999 890800 131.074042
2015-03-20 132.940002 133.880005 132.5 133.179993 1187100 131.60766
2015-03-23 133.160004 134.350006 133.119995 133.869995 538700 132.289516
2015-03-24 133.550003 134.119995 133.199997 133.729996 647900 132.15117
2015-03-25 133.440002 134.399994 132.860001 132.860001 982300 131.784171
2015-03-26 131.869995 132.699997 131.25 131.970001 567100 130.901378
2015-03-27 131.710007 132.990005 130.289993 131.220001 562000 130.157451
2015-03-30 132.759995 133.119995 131.919998 132.270004 457300 131.198952
2015-03-31 131.449997 132.889999 131.130005 131.5 622900 130.435183
2015-04-01 131.570007 132.759995 130.029999 132.699997 1026800 131.625463
2015-04-02 132.910004 134.809998 132.470001 134.669998 1398000 133.579512
2015-04-06 133.759995 138.020004 133.759995 137.820007 1807000 136.704014
2015-04-07 139.059998 140.490005 139 139.190002 1541200 138.062916
2015-04-08 139.889999 140.660004 138.600006 139.440002 919800 138.310891
2015-04-09 139.330002 141.080002 139.210007 140.259995 880800 139.124243
2015-04-10 139.919998 140.139999 137.139999 138.119995 917600 137.001573
2015-04-13 137.679993 138 136.800003 137.529999 662500 136.416354
2015-04-14 137.339996 137.990005 136.729996 137.089996 506100 135.979914
2015-04-15 138 138.369995 137.479996 137.570007 628800 136.456038
2015-04-16 137.779999 138.169998 136.619995 137.320007 686500 136.208063
2015-04-17 136.160004 136.75 133.460007 133.779999 782000 132.696719
2015-04-20 135.089996 137.610001 134.830002 136.949997 711200 135.841048
2015-04-21 137.139999 137.839996 134.550003 135.949997 759800 134.849146
2015-04-22 136.630005 136.630005 135.330002 136.389999 615700 135.285585
2015-04-23 136.910004 138.679993 136.339996 137.369995 585200 136.257646
2015-04-24 137.300003 138.320007 136.029999 136.470001 475200 135.36494
2015-04-27 136.199997 136.940002 135.309998 135.699997 453900 134.60117
2015-04-28 134.740005 136.160004 133.600006 134.860001 523600 133.767976
2015-04-29 134.449997 134.699997 132.910004 134.070007 855100 132.984379
2015-04-30 134.009995 134.539993 132.279999 133.410004 834400 132.32972
2015-05-01 134.110001 136.649994 133.940002 136.119995 738300 135.017768
2015-05-04 136.110001 136.860001 135.369995 135.949997 685900 134.849146
2015-05-05 135.270004 136.169998 134.389999 135.399994 622000 134.303597
2015-05-06 135.309998 135.490005 133.699997 133.940002 601700 132.855427
2015-05-07 134.229996 134.699997 133.179993 134.080002 621800 132.994293
2015-05-08 135 135.880005 134.240005 134.389999 746000 133.30178
2015-05-11 134.25 135.580002 133.960007 134.639999 1061600 133.549756
2015-05-12 133.649994 134.729996 132.380005 133.199997 1824500 132.121414
2015-05-13 129.5 134.779999 128.279999 129.179993 3250800 128.133962
2015-05-14 130.259995 132.75 127.769997 131.690002 1625700 130.623647
2015-05-15 131.770004 134.100006 131.479996 133.110001 919400 132.032146
2015-05-18 133.369995 134.309998 132.320007 132.529999 753800 131.456841
2015-05-19 132.369995 132.759995 130.350006 130.699997 894500 129.641658
2015-05-20 131.039993 132.360001 130.820007 131.389999 1055700 130.326073
2015-05-21 131.039993 131.770004 130.710007 131.529999 879700 130.464939
2015-05-22 131.75 133.399994 131.690002 133.029999 677700 131.952792
2015-05-26 132.529999 132.639999 128.419998 128.440002 1189200 127.399963
2015-05-27 128.029999 129.720001 127.779999 128.259995 765300 127.221413
2015-05-28 130.710007 132.949997 129.990005 131.850006 1050500 130.782355
2015-05-29 131.630005 132.220001 130 130.399994 790300 129.344084
2015-06-01 130.770004 132.240005 129.779999 131.600006 755100 130.534379
2015-06-02 132.139999 136.270004 132.110001 135.369995 1844500 134.273841
2015-06-03 135.369995 137.570007 135.169998 136.860001 1181000 135.751781
2015-06-04 135.949997 137.889999 135.949997 137.080002 963100 135.970001
2015-06-05 137 138.050003 136.759995 137.100006 887800 135.989843
2015-06-08 136.5 137.229996 136.100006 136.429993 583600 135.325255
2015-06-09 136.699997 137.259995 135.660004 136.309998 684000 135.206231
2015-06-10 136.720001 137.419998 135.470001 135.580002 605800 134.482147
2015-06-11 135.559998 136.320007 134.25 135.770004 518400 134.670611
2015-06-12 135.279999 135.419998 134.179993 135.25 357600 134.154817
2015-06-15 134.490005 134.850006 133.330002 134.050003 506300 132.964537
2015-06-16 133.5 134.880005 133.080002 134.369995 716000 133.281938
2015-06-17 134.610001 135.169998 132.949997 134.710007 721500 133.619197
2015-06-18 135.529999 140 135.25 139.5 1230500 138.370403
2015-06-19 139.100006 140.899994 138.710007 140.240005 1148700 139.104416
2015-06-22 141 141.029999 138.979996 139.259995 593900 138.132341
2015-06-23 139.110001 140 138.520004 139.559998 571200 138.429915
2015-06-24 138.899994 139 137.419998 137.649994 974600 137.026298
2015-06-25 138.020004 138.440002 136.110001 136.169998 625500 135.553008
2015-06-26 136.809998 137.440002 135.779999 136.860001 1357600 136.239884
2015-06-29 135.389999 135.669998 133.779999 133.830002 836100 133.223615
2015-06-30 134.580002 134.580002 131.940002 132.360001 599500 131.760274
2015-07-01 133.339996 133.580002 131.830002 133.259995 858900 132.65619
2015-07-02 133.580002 135.270004 133.320007 134.759995 639400 134.149393
2015-07-06 133.690002 134.070007 131.419998 132.619995 674100 132.01909
2015-07-07 133.050003 133.949997 130.869995 133.789993 618800 133.183787
2015-07-08 132.639999 133.800003 129.050003 129.539993 725900 128.953044
2015-07-09 130.800003 131.529999 128.779999 128.990005 621700 128.405548
2015-07-10 130.5 131.429993 128.449997 129.699997 791900 129.112323
2015-07-13 132 134.550003 131.639999 134.270004 819500 133.661623
2015-07-14 134.5 135.520004 133.889999 135.279999 541100 134.667042
2015-07-15 135.029999 135.169998 132.369995 132.589996 625000 131.989228
2015-07-16 133.449997 134.169998 132.679993 132.990005 500600 132.387424
2015-07-17 132.600006 133 130.25 130.759995 427900 130.167518
2015-07-20 130.710007 131.139999 129.820007 130.509995 691300 129.91865
2015-07-21 130.429993 132.039993 129.520004 130.270004 448700 129.679748
2015-07-22 129.869995 130.639999 129.580002 130.029999 489000 129.440829
2015-07-23 130.779999 130.779999 128.589996 128.820007 389500 128.236321
2015-07-24 129.589996 129.899994 125.440002 126.849998 573000 126.275238
2015-07-27 126.489998 126.5 124.379997 125 792500 124.433622
2015-07-28 125.5 126.730003 123.519997 126.610001 764800 126.036327
2015-07-29 126.459999 127.07 125.440002 126.919998 539300 126.34492
2015-07-30 126.379997 127.800003 125.879997 127.120003 548600 126.544019
2015-07-31 127.419998 127.839996 125.739998 125.889999 1194100 125.319589
2015-08-03 125.239998 125.660004 119.160004 123.290001 2223800 122.731371
2015-08-04 123.510002 125.730003 122.43 123.309998 1489200 122.751277
2015-08-05 127.650002 129.160004 120.879997 121.5 2201500 120.94948
2015-08-06 121.830002 122.290001 119.620003 120.169998 2291400 119.625505
2015-08-07 119.739998 120.839996 119 120.199997 1434900 119.655368
2015-08-10 121.029999 121.410004 119.309998 120.540001 1349600 119.993831
2015-08-11 119.830002 120.010002 118.510002 119 1212900 118.460808
2015-08-12 118.480003 118.480003 116.18 118 1107600 117.465339
2015-08-13 118.230003 118.699997 117.019997 117.290001 906000 116.758557
2015-08-14 117.330002 118.580002 117.029999 118 1165100 117.465339
2015-08-17 117.269997 118.150002 116.459999 117.989998 711500 117.455382
2015-08-18 118 118.309998 116.620003 117.230003 1018300 116.698831
2015-08-19 117.080002 117.43 115.43 115.720001 1164700 115.195671
2015-08-20 114.459999 115.480003 112.879997 112.900002 1456800 112.388449
2015-08-21 111.650002 112.5 110.18 110.639999 1514100 110.138687
2015-08-24 105.040001 111.720001 104.629997 107.589996 2295400 107.102503
2015-08-25 110.010002 110.199997 104.940002 105.019997 1294300 104.544148
2015-08-26 107.690002 108.290001 104.339996 106.790001 1348800 106.306133
2015-08-27 108.629997 109.879997 107.129997 109.18 1151200 108.685303
2015-08-28 109.040001 111.720001 108.5 110.889999 1019700 110.387554
2015-08-31 110.370003 113.190002 109.419998 111.190002 1140600 110.686198
2015-09-01 109.370003 110.709999 107.760002 108.440002 773200 107.948658
2015-09-02 109.669998 109.870003 107.5 109.5 611000 109.003853
2015-09-03 110.199997 111.540001 109.050003 110.959999 922400 110.457236
2015-09-04 109.449997 110.32 108.25 108.980003 517400 108.486212
2015-09-08 110.730003 111.360001 109.940002 111.050003 636700 110.546833
2015-09-09 112.260002 113.5 108.599998 108.839996 662900 108.346839
2015-09-10 108.660004 110.260002 108.589996 109.120003 631300 108.625577
2015-09-11 108.879997 110.330002 108.040001 109.709999 651500 109.2129
2015-09-14 109.370003 109.379997 107.410004 107.910004 629400 107.421061
2015-09-15 108.339996 109.900002 107.800003 109.709999 719800 109.2129
2015-09-16 109.709999 114.910004 109.5 114.599998 1249200 114.080743
2015-09-17 114.410004 116.050003 113.489998 113.949997 1235100 113.433687
2015-09-18 112.5 112.830002 109.07 109.379997 1021500 108.884394
2015-09-21 110.779999 111.889999 110.110001 111.510002 1116100 111.004747
2015-09-22 110 110.68 109.050003 110.349998 785400 109.85
2015-09-23 110.440002 112.07 106.919998 108.07 563400 108.07
2015-09-24 109.529999 110.629997 106.919998 109.199997 932600 109.199997
2015-09-25 110.470001 110.709999 107.75 108.32 746100 108.32
2015-09-28 107.790001 109.230003 104.610001 104.879997 763100 104.879997
2015-09-29 104.790001 105.790001 103.290001 104.050003 677600 104.050003
2015-09-30 111.620003 119.139999 111.550003 118.160004 4760000 118.160004
2015-10-01 117.199997 118.25 115.110001 116.559998 1562700 116.559998
2015-10-02 115.459999 117.370003 113.5 117.360001 1105700 117.360001
2015-10-05 118.260002 119.519997 116.309998 119.279999 915500 119.279999
2015-10-06 119.110001 121.300003 117.889999 119.989998 989400 119.989998
2015-10-07 120.330002 120.970001 117.269997 118.620003 1100700 118.620003
2015-10-08 118.639999 122.089996 117.099998 121.25 939500 121.25
2015-10-09 120 121.559998 118.900002 120.540001 751200 120.540001
2015-10-12 121.849998 123 119.739998 120.580002 596000 120.580002
2015-10-13 119.269997 120.269997 118.190002 118.730003 633800 118.730003
2015-10-14 119.110001 120.099998 118.120003 118.730003 744700 118.730003
2015-10-15 119.230003 119.610001 115.879997 117.290001 827700 117.290001
2015-10-16 117.82 117.82 115.18 116.959999 725800 116.959999
2015-10-19 116.669998 117.660004 115.75 117.209999 912100 117.209999
2015-10-20 117.209999 118.650002 116 117.75 962000 117.75
2015-10-21 118.080002 118.099998 115.5 115.809998 931300 115.809998
2015-10-22 116.290001 117.510002 115.809998 116.68 399200 116.68
2015-10-23 114.940002 116.68 110.480003 113.690002 2024300 113.690002
2015-10-26 114.099998 115.519997 113 113.610001 652500 113.610001
2015-10-27 113.800003 114.470001 112.050003 112.18 917900 112.18
2015-10-28 112.279999 113.360001 110.589996 112.43 861900 112.43
2015-10-29 109.419998 111.010002 108.980003 110.330002 1192400 110.330002
2015-10-30 110.669998 112 110.260002 110.769997 1008500 110.769997
