"Index" "CB.Open" "CB.High" "CB.Low" "CB.Close" "CB.Volume" "CB.Adjusted"
2013-04-05 87.339996 87.760002 86.93 87.629997 1011000 83.137478
2013-04-08 87.589996 88.529999 87.57 88.489998 867000 83.953389
2013-04-09 88.599998 89.080002 88.199997 88.529999 991800 83.991339
2013-04-10 88.720001 88.980003 88.099998 88.919998 779800 84.361345
2013-04-11 89.040001 89.5 88.949997 89.309998 884200 84.73135
2013-04-12 89.089996 89.470001 88.760002 89.139999 613400 84.570067
2013-04-15 88.949997 89.099998 87.57 87.580002 931600 83.090046
2013-04-16 87.889999 88.720001 87.75 88.629997 729400 84.086211
2013-04-17 88.330002 88.5 87.25 87.610001 927300 83.118507
2013-04-18 87.75 88 86.599998 86.910004 1107200 82.454396
2013-04-19 87.330002 88.029999 87.07 87.889999 1256300 83.384151
2013-04-22 88.099998 88.470001 87.220001 87.650002 785600 83.156457
2013-04-23 89.459999 89.870003 88.43 89.120003 910400 84.551096
2013-04-24 89.599998 89.599998 88.800003 89.139999 775000 84.570067
2013-04-25 89.099998 89.209999 88.339996 89.050003 816300 84.484685
2013-04-26 89.389999 89.980003 87.75 87.809998 1423200 83.30825
2013-04-29 88 88.330002 87.860001 87.970001 1128500 83.460051
2013-04-30 87.839996 88.279999 87.480003 88.07 1009600 83.554923
2013-05-01 88.139999 88.419998 87.160004 87.300003 1188400 82.824402
2013-05-02 87.519997 87.75 86.959999 87.18 882300 82.710551
2013-05-03 87.910004 88.360001 87.739998 88.120003 1482500 83.602363
2013-05-06 88.099998 88.760002 87.919998 88.610001 751200 84.06724
2013-05-07 88.660004 89.220001 88.5 89.129997 792600 84.560578
2013-05-08 89.010002 89.93 88.849998 89.889999 796400 85.281617
2013-05-09 89.919998 90.099998 88.690002 88.839996 1084500 84.285444
2013-05-10 89.019997 89.18 88.599998 89.139999 752500 84.570067
2013-05-13 88.959999 89.599998 88.730003 89.510002 823400 84.921101
2013-05-14 89.629997 90.559998 89.510002 90.300003 908300 85.670601
2013-05-15 90.110001 90.639999 89.879997 90.599998 704200 85.955217
2013-05-16 90.18 90.589996 89.849998 89.870003 773400 85.262646
2013-05-17 90.010002 90.580002 89.559998 89.879997 1058500 85.272128
2013-05-20 89.769997 89.870003 88.949997 88.949997 808700 84.389806
2013-05-21 89.080002 89.32 88.150002 88.629997 1239100 84.086211
2013-05-22 88.480003 89.389999 87.610001 88.010002 1022000 83.498001
2013-05-23 87.529999 88.07 87.129997 87.82 922000 83.31774
2013-05-24 87.559998 88.050003 87.18 88.019997 785300 83.507484
2013-05-28 88.82 88.940002 87.540001 87.889999 817300 83.384151
2013-05-29 87.32 87.730003 86.730003 87.379997 1229700 82.900295
2013-05-30 87.440002 88 87.279999 87.720001 1171600 83.222868
2013-05-31 87.57 88.199997 87.089996 87.099998 1386200 82.634651
2013-06-03 86.959999 87.029999 85.849998 86.75 1095500 82.302596
2013-06-04 86.699997 86.970001 85.940002 86.160004 1163000 81.742847
2013-06-05 86.029999 86.25 85.290001 85.330002 1312600 80.955396
2013-06-06 85.199997 86.459999 84.82 86.449997 1231000 82.017973
2013-06-07 86.779999 87.239998 86.360001 86.959999 1342700 82.501829
2013-06-10 87.199997 87.75 86.779999 87.459999 1294300 82.976195
2013-06-11 86.970001 87.43 86.470001 86.559998 765800 82.122334
2013-06-12 87.050003 87.230003 85.809998 85.839996 588100 81.439245
2013-06-13 85.839996 87.230003 85.489998 87.110001 980100 82.64414
2013-06-14 87.010002 87.470001 86.260002 86.300003 603400 81.875669
2013-06-17 86.730003 87.620003 86.68 87.410004 877700 82.928763
2013-06-18 87.529999 88.150002 87.339996 87.970001 537600 83.460051
2013-06-19 87.620003 87.730003 85.589996 85.610001 1099000 81.629327
2013-06-20 85.07 85.269997 83.389999 83.510002 1459500 79.626974
2013-06-21 83.790001 83.980003 82.68 83.150002 2163100 79.283713
2013-06-24 82.370003 82.519997 81.68 81.790001 1777500 77.986949
2013-06-25 82.470001 82.93 82.029999 82.400002 1421100 78.568586
2013-06-26 82.959999 83.849998 82.949997 83.529999 1575800 79.646041
2013-06-27 83.970001 84.82 83.800003 84.620003 1096600 80.685362
2013-06-28 84.529999 85.110001 84.129997 84.650002 1413200 80.713966
2013-07-01 84.970001 85.720001 84.949997 85.220001 922800 81.257462
2013-07-02 85.32 85.879997 84.75 85 1110000 81.04769
2013-07-03 84.669998 85.339996 84.519997 85.129997 684200 81.171643
2013-07-05 85.419998 85.940002 85.050003 85.940002 734900 81.943985
2013-07-08 86.239998 87.089996 86.239998 86.660004 1008300 82.630507
2013-07-09 87.050003 87.709999 86.769997 87 1425400 82.954695
2013-07-10 86.849998 86.989998 85.150002 85.510002 1724500 81.533978
2013-07-11 86.339996 86.739998 86.010002 86.629997 922400 82.601896
2013-07-12 86.699997 87.800003 86.550003 87.760002 814000 83.679358
2013-07-15 87.519997 87.519997 86.75 87 1578800 82.954695
2013-07-16 87.150002 87.470001 86.980003 87.190002 1231200 83.135862
2013-07-17 87.540001 88.07 87.349998 88.059998 865600 83.965405
2013-07-18 88.139999 88.839996 88.07 88.599998 893100 84.480297
2013-07-19 88.370003 88.660004 88.010002 88.639999 1153700 84.518438
2013-07-22 88.639999 89.419998 88.300003 89.410004 645300 85.252639
2013-07-23 89.5 89.5 86.879997 86.879997 1452900 82.840272
2013-07-24 87.040001 87.379997 86.040001 86.199997 1062600 82.19189
2013-07-25 86.199997 86.610001 85.779999 86.419998 891500 82.401662
2013-07-26 86.75 87.239998 85.550003 87.230003 1344200 83.174003
2013-07-29 87.370003 87.370003 86.870003 87.059998 727700 83.011902
2013-07-30 87.559998 87.720001 86.669998 86.949997 935200 82.907017
2013-07-31 87.139999 87.349998 86.360001 86.5 1588200 82.477944
2013-08-01 86.900002 87.610001 86.75 87.370003 1216600 83.307493
2013-08-02 87.349998 87.5 86.75 87.07 1131100 83.02144
2013-08-05 85.589996 86.559998 85.589996 86.099998 1472000 82.096541
2013-08-06 86.150002 86.300003 85.330002 85.589996 1267200 81.610253
2013-08-07 85.419998 86.190002 84.809998 85.110001 1136300 81.152576
2013-08-08 85.410004 86.040001 85.019997 85.459999 1309900 81.4863
2013-08-09 85.400002 85.790001 85.089996 85.489998 816400 81.514904
2013-08-12 85.379997 85.919998 85.129997 85.519997 1417000 81.543508
2013-08-13 85.830002 86.160004 85 85.93 936200 81.934448
2013-08-14 85.75 86.07 85.599998 85.900002 1058500 81.905844
2013-08-15 85.489998 85.669998 84.82 85.010002 837400 81.057227
2013-08-16 84.800003 85.449997 84.760002 84.980003 1131400 81.028623
2013-08-19 84.709999 84.75 84.110001 84.160004 1089000 80.246752
2013-08-20 84.150002 84.879997 84.089996 84.610001 871000 80.675825
2013-08-21 84.440002 84.879997 83.949997 84.080002 1142600 80.17047
2013-08-22 84.220001 85.089996 84.080002 84.93 671500 80.980945
2013-08-23 85 85.239998 84.379997 85.150002 867800 81.190717
2013-08-26 85.199997 85.25 84.260002 84.260002 962700 80.342101
2013-08-27 83.5 84.239998 83.099998 83.470001 1145400 79.588833
2013-08-28 83.489998 83.730003 83.18 83.43 931700 79.550692
2013-08-29 83.260002 83.739998 83.080002 83.339996 613300 79.464873
2013-08-30 83.610001 83.610001 82.800003 83.169998 920400 79.302779
2013-09-03 84.139999 84.379997 83.330002 83.830002 1058900 79.932094
2013-09-04 83.580002 84.330002 83.32 84.110001 862800 80.199074
2013-09-05 84.040001 84.800003 83.919998 84.459999 1207300 80.532798
2013-09-06 84.730003 84.839996 83.32 84.300003 860000 80.380242
2013-09-09 84.360001 85.82 84.360001 85.790001 960100 81.800958
2013-09-10 86.440002 86.550003 85.949997 86.519997 1186100 82.49701
2013-09-11 86.57 87.699997 86.449997 87.699997 1110200 83.622143
2013-09-12 87.580002 87.580002 86.980003 87.139999 927000 83.088184
2013-09-13 87.230003 87.800003 87.150002 87.610001 640700 83.536332
2013-09-16 88.580002 88.730003 88.18 88.370003 882300 84.260995
2013-09-17 88.370003 88.879997 88.370003 88.760002 812000 84.632861
2013-09-18 88.279999 89.419998 87.959999 89.290001 1073500 85.56236
2013-09-19 89.459999 90.209999 89.43 89.809998 951200 86.060648
2013-09-20 89.889999 90.699997 89.68 89.980003 1658300 86.223557
2013-09-23 89.879997 90.059998 89.43 89.769997 837800 86.022317
2013-09-24 89.470001 90.110001 89.419998 89.550003 1232400 85.811508
2013-09-25 89.699997 90.32 89.5 90.099998 849300 86.338542
2013-09-26 90.150002 90.550003 89.540001 90.019997 693200 86.261881
2013-09-27 89.809998 89.839996 89.300003 89.650002 752800 85.907332
2013-09-30 89.059998 89.669998 88.830002 89.260002 1133700 85.533614
2013-10-01 89.309998 89.709999 89.029999 89.260002 680500 85.533614
2013-10-02 88.919998 89.290001 88.339996 89.290001 1085100 85.56236
2013-10-03 89.040001 89.160004 88.110001 88.300003 684000 84.613692
2013-10-04 88.290001 88.889999 88.120003 88.870003 650700 85.159896
2013-10-07 88.379997 88.980003 87.860001 88.5 722400 84.80534
2013-10-08 88.82 89.029999 87.940002 87.980003 1211600 84.307052
2013-10-09 88.07 88.279999 87.339996 87.580002 801500 83.92375
2013-10-10 88.400002 89.5 88.400002 89.379997 1131100 85.6486
2013-10-11 89.18 90.279999 89.099998 90.160004 764600 86.396043
2013-10-14 89.690002 90.459999 89.559998 90.379997 581900 86.606852
2013-10-15 90.059998 90.519997 89.669998 89.760002 691300 86.01274
2013-10-16 90.220001 91.419998 90.110001 91.400002 855300 87.584274
2013-10-17 90.779999 92.290001 90.690002 92.209999 714300 88.360456
2013-10-18 92.660004 92.830002 92 92.709999 965000 88.839582
2013-10-21 92.470001 93.339996 92.470001 93.160004 702700 89.2708
2013-10-22 93.940002 94.199997 93.43 93.93 1193500 90.008651
2013-10-23 93.839996 93.959999 92.739998 93.190002 855000 89.299546
2013-10-24 93.769997 93.790001 92.669998 92.940002 1602000 89.059983
2013-10-25 92.870003 93.489998 92 92.199997 1731000 88.350871
2013-10-28 92.260002 92.879997 92.199997 92.599998 1117900 88.734174
2013-10-29 93.010002 93.25 92.709999 93.239998 829200 89.347455
2013-10-30 93.199997 93.379997 92.32 92.739998 854800 88.868328
2013-10-31 92.870003 92.889999 92.07 92.080002 938300 88.235886
2013-11-01 92.099998 92.269997 91.830002 92.089996 799900 88.245463
2013-11-04 92.43 92.699997 92.239998 92.589996 460400 88.724589
2013-11-05 92.5 92.839996 92.220001 92.830002 750900 88.954575
2013-11-06 93 94 93 93.900002 1188200 89.979905
2013-11-07 94 94.199997 93.449997 93.540001 1003800 89.634933
2013-11-08 93.519997 94.370003 93.519997 94.32 964800 90.382369
2013-11-11 94.120003 94.730003 93.989998 94.540001 656400 90.593186
2013-11-12 94.169998 94.389999 92.599998 92.910004 1279100 89.031237
2013-11-13 92.800003 93.980003 92.550003 93.970001 826100 90.046982
2013-11-14 94.010002 94.800003 93.620003 94.779999 884600 90.823164
2013-11-15 94.690002 94.989998 94.639999 94.82 700500 90.861495
2013-11-18 94.75 95.150002 94.220001 94.720001 645000 90.765671
2013-11-19 94.739998 95.019997 94.540001 94.699997 509700 90.746502
2013-11-20 94.599998 95.169998 94.230003 94.559998 1133200 90.612347
2013-11-21 94.910004 96.330002 94.739998 96.120003 934500 92.107226
2013-11-22 95.959999 96.900002 95.860001 96.839996 466600 92.797162
2013-11-25 97.019997 97.279999 96.93 97.040001 496000 92.988817
2013-11-26 97.040001 97.389999 96.82 97.110001 902200 93.055894
2013-11-27 97.110001 97.440002 97 97.339996 653300 93.276288
2013-11-29 97.470001 97.790001 96.400002 96.449997 541400 92.423444
2013-12-02 96.349998 96.449997 95.370003 95.449997 1399300 91.465192
2013-12-03 95.129997 96.190002 94.940002 95.400002 1359900 91.417283
2013-12-04 94.860001 95.940002 93.389999 94.099998 1450500 90.171552
2013-12-05 93.75 94.040001 92.989998 93.089996 1341300 89.203715
2013-12-06 94.120003 95.089996 93.900002 94.849998 682600 90.890242
2013-12-09 94.980003 95.110001 94.43 94.769997 721900 90.81358
2013-12-10 94.470001 95 94.120003 94.120003 1011200 90.190721
2013-12-11 94.269997 94.379997 93.32 93.440002 1357300 89.539109
2013-12-12 93.370003 93.839996 92.809998 92.849998 1163700 88.973737
2013-12-13 92.959999 93.410004 92.769997 92.980003 684700 89.098314
2013-12-16 93.400002 93.540001 93.019997 93.120003 870400 89.232469
2013-12-17 93.059998 93.25 92.389999 92.540001 828800 88.676681
2013-12-18 92.57 92.879997 91.910004 92.830002 1996200 89.37955
2013-12-19 92.459999 93.830002 92.379997 93.629997 993600 90.14981
2013-12-20 93.860001 94.900002 93.860001 94.440002 1839900 90.929708
2013-12-23 94.940002 95.129997 94.43 94.580002 585400 91.064503
2013-12-24 94.690002 95.279999 94.510002 95.220001 323400 91.680714
2013-12-26 95.309998 96.07 95.040001 95.82 944900 92.258411
2013-12-27 95.889999 96.160004 95.470001 95.75 439000 92.191013
2013-12-30 95.620003 96.379997 95.510002 96.139999 470200 92.566516
2013-12-31 96.360001 96.82 96.260002 96.629997 690500 93.038301
2014-01-02 96.410004 96.410004 94.669998 95 1070700 91.46889
2014-01-03 94.730003 95.110001 93.620003 93.839996 1488300 90.352003
2014-01-06 94.419998 94.690002 93.57 93.760002 1078500 90.274983
2014-01-07 92.790001 93.860001 92.790001 93.199997 1418500 89.735793
2014-01-08 93.18 93.330002 92.129997 92.449997 1349200 89.01367
2014-01-09 92.779999 93.089996 91.589996 91.800003 2392100 88.387836
2014-01-10 91.919998 92.019997 91.160004 91.800003 1458600 88.387836
2014-01-13 91.389999 91.760002 89.970001 90.110001 1807800 86.76065
2014-01-14 90.18 91.300003 90.18 90.910004 1548500 87.530917
2014-01-15 91.110001 91.230003 90.410004 90.879997 1801600 87.502026
2014-01-16 90.849998 91.029999 90.120003 90.349998 1191400 86.991727
2014-01-17 90.040001 90.139999 89.589996 89.769997 2555100 86.433284
2014-01-21 87.959999 89.75 87.940002 89.269997 2718000 85.951869
2014-01-22 89.309998 89.580002 89.080002 89.129997 1228500 85.817073
2014-01-23 88.68 88.889999 87.690002 87.910004 1469800 84.642426
2014-01-24 87.099998 87.779999 85.919998 85.93 1544200 82.736019
2014-01-27 86.019997 86.730003 85.779999 85.949997 1997100 82.755272
2014-01-28 86.269997 87.190002 86.220001 86.949997 1733700 83.718102
2014-01-29 86.190002 86.949997 86.120003 86.32 1745400 83.111522
2014-01-30 86.900002 87 86.279999 86.760002 1536800 83.53517
2014-01-31 85.599998 85.809998 83.32 84.540001 3030100 81.397685
2014-02-03 84.400002 84.800003 82.980003 83 2144700 79.914925
2014-02-04 83.43 83.75 82.989998 83.300003 1610300 80.203777
2014-02-05 83.199997 83.940002 83.07 83.239998 1744500 80.146002
2014-02-06 83.529999 83.959999 83.199997 83.940002 1302100 80.819988
2014-02-07 84.150002 84.559998 83.75 84.370003 1634100 81.234006
2014-02-10 84.230003 85.029999 83.989998 84.989998 1255100 81.830956
2014-02-11 84.849998 85.889999 84.720001 85.650002 1224500 82.466427
2014-02-12 85.190002 85.529999 84.610001 84.860001 1719200 81.70579
2014-02-13 84.449997 85.360001 84.18 85.32 995800 82.148692
2014-02-14 85.169998 86.199997 84.980003 86.120003 1283700 82.918959
2014-02-18 86.309998 86.940002 86.150002 86.669998 1139500 83.448511
2014-02-19 86.480003 87.080002 86.029999 86.050003 1019900 82.851561
2014-02-20 86.120003 86.690002 85.550003 86.489998 973500 83.275201
2014-02-21 86.720001 87.360001 86.459999 87.050003 1373000 83.814391
2014-02-24 86.949997 87.660004 86.5 86.559998 1230300 83.342599
2014-02-25 86.389999 87.260002 85.980003 87.040001 1345800 83.804761
2014-02-26 86.849998 87.059998 86.110001 86.330002 1301300 83.121152
2014-02-27 86.260002 87.400002 86.230003 87.139999 1268200 83.901043
2014-02-28 87.510002 87.949997 87.110001 87.480003 1054000 84.228409
2014-03-03 86.959999 87.150002 86.379997 86.889999 920900 83.660335
2014-03-04 88.019997 88.099998 87.540001 87.860001 1354500 84.594282
2014-03-05 87.68 87.879997 87.300003 87.620003 949300 84.363204
2014-03-06 87.870003 88.099998 87.400002 87.790001 1129100 84.526884
2014-03-07 88.169998 88.209999 87.260002 87.419998 1092000 84.170634
2014-03-10 87.230003 87.660004 86.940002 87.589996 974500 84.334313
2014-03-11 87.779999 87.839996 86.919998 87.129997 969800 83.891412
2014-03-12 86.209999 86.790001 85.959999 86.720001 1287600 83.978569
2014-03-13 86.949997 87.120003 86.089996 86.230003 1043000 83.504061
2014-03-14 86 86.639999 86 86.129997 1440800 83.407217
2014-03-17 86.510002 87.059998 86.230003 86.889999 1212000 84.143193
2014-03-18 87.459999 87.660004 86.910004 86.959999 1143900 84.21098
2014-03-19 86.989998 87.230003 85.709999 85.949997 1400100 83.232906
2014-03-20 85.620003 86.199997 85.190002 85.379997 3502700 82.680926
2014-03-21 86.029999 86.43 85.690002 86.230003 3759700 83.504061
2014-03-24 86.129997 86.809998 86.129997 86.169998 1494500 83.445953
2014-03-25 86.580002 87.199997 86.379997 87.059998 1340800 84.307817
2014-03-26 87.440002 87.830002 87.18 87.25 1797100 84.491813
2014-03-27 87.220001 87.639999 86.870003 87.32 1648800 84.5596
2014-03-28 87.709999 88.139999 87.25 88.139999 1600800 85.353678
2014-03-31 88.599998 89.349998 88.510002 89.300003 2264500 86.477011
2014-04-01 89.660004 89.830002 88.309998 88.730003 1619900 85.92503
2014-04-02 88.639999 89.07 88.489998 88.949997 1270300 86.138069
2014-04-03 89.150002 89.309998 88.839996 89.239998 1272600 86.418902
2014-04-04 89.779999 89.800003 89.160004 89.25 1257700 86.428588
2014-04-07 89.139999 89.410004 88.510002 88.639999 1442800 85.837871
2014-04-08 88.379997 88.580002 88.099998 88.400002 1339500 85.60546
2014-04-09 88.690002 89.209999 88.260002 89.18 1144800 86.360801
2014-04-10 89.199997 89.639999 88.360001 88.400002 1510200 85.60546
2014-04-11 88.019997 88.949997 88.019997 88.690002 1321900 85.886294
2014-04-14 89.510002 89.57 88.709999 89.489998 2846600 86.660999
2014-04-15 89.489998 90.089996 89.169998 90.089996 1246000 87.24203
2014-04-16 90.57 91.040001 90.120003 90.870003 1218400 87.997379
2014-04-17 90.739998 91.389999 90.580002 90.809998 1417800 87.939271
