"Index" "CB.Open" "CB.High" "CB.Low" "CB.Close" "CB.Volume" "CB.Adjusted"
2013-02-27 83.440002 84.5 83.269997 84.419998 1011600 79.68079
2013-02-28 84.360001 84.82 83.989998 84.029999 1813000 79.312684
2013-03-01 83.739998 84.690002 83.559998 84.68 1549100 79.926196
2013-03-04 84.660004 85.220001 84.400002 85.220001 1280100 80.435882
2013-03-05 85.510002 86.169998 85.349998 85.769997 1601800 80.955001
2013-03-06 85.949997 86.339996 85.349998 85.510002 809300 80.709603
2013-03-07 85.660004 85.870003 85.5 85.660004 959100 80.851183
2013-03-08 86.040001 86.040001 85.309998 85.739998 806700 80.926687
2013-03-11 85.669998 85.849998 85.349998 85.690002 1088500 80.879498
2013-03-12 85.5 85.889999 85.300003 85.690002 1011400 80.879498
2013-03-13 85.209999 85.809998 84.93 85.699997 864200 81.306423
2013-03-14 85.760002 86.169998 85.68 86.169998 1020000 81.752329
2013-03-15 85.519997 86.169998 85.489998 85.519997 2114400 81.135651
2013-03-18 85 85.669998 84.93 85.230003 775200 80.860525
2013-03-19 85.489998 85.839996 84.839996 85.32 1365700 80.945907
2013-03-20 85.760002 86.279999 85.550003 86.050003 955400 81.638485
2013-03-21 85.75 86.050003 85.209999 85.5 731800 81.116679
2013-03-22 85.68 86.410004 85.650002 86.410004 901800 81.98003
2013-03-25 86.889999 86.980003 86.169998 86.510002 1268600 82.074902
2013-03-26 86.82 86.959999 86.379997 86.620003 972200 82.179263
2013-03-27 86.160004 86.879997 86.029999 86.800003 1116900 82.350035
2013-03-28 86.93 87.610001 86.709999 87.529999 947700 83.042606
2013-04-01 87.629997 87.879997 87.040001 87.400002 557100 82.919274
2013-04-02 87.879997 88.279999 87.699997 88.040001 881600 83.526462
2013-04-03 88.199997 88.699997 87.370003 87.410004 1055500 82.928763
2013-04-04 87.629997 88.349998 87.540001 88.120003 593200 83.602363
