"Index" "AR.Open" "AR.High" "AR.Low" "AR.Close" "AR.Volume" "AR.Adjusted"
2015-05-21 40.990002 41.650002 40.990002 41.27 1172800 41.27
2015-05-22 40.560001 41.639999 40.32 40.799999 1192700 40.799999
2015-05-26 40.32 40.810001 39.959999 40.299999 1484700 40.299999
2015-05-27 40.189999 40.66 39.68 40.299999 1160000 40.299999
2015-05-28 40.23 41.259998 39.470001 40.34 2080300 40.34
2015-05-29 40.23 40.52 39.799999 40.009998 1652200 40.009998
2015-06-01 40.110001 40.209999 39.240002 39.529999 1216200 39.529999
2015-06-02 39.419998 40.52 39.419998 40.07 945600 40.07
2015-06-03 39.790001 40.209999 39.220001 39.25 801600 39.25
2015-06-04 38.939999 39.130001 38.119999 38.380001 1246400 38.380001
2015-06-05 38.150002 39.41 38 38.189999 1184700 38.189999
2015-06-08 38.240002 38.639999 37.41 37.98 1159400 37.98
2015-06-09 38.52 39.220001 38.07 38.130001 1079300 38.130001
2015-06-10 38.669998 38.669998 36.779999 37.599998 2277000 37.599998
2015-06-11 37.68 37.700001 36.220001 36.669998 2097300 36.669998
2015-06-12 36.490002 36.650002 35.98 36.200001 1898100 36.200001
2015-06-15 35.919998 36.880001 35.900002 36.52 854900 36.52
2015-06-16 36.400002 36.77 36.049999 36.349998 1445100 36.349998
2015-06-17 36.73 37.07 35.950001 36.220001 1195000 36.220001
2015-06-18 36.419998 36.48 35.810001 36.150002 1930700 36.150002
2015-06-19 35.93 36.029999 35.080002 35.240002 2074600 35.240002
2015-06-22 35.549999 35.75 35.02 35.720001 1310100 35.720001
2015-06-23 35.650002 35.830002 35.139999 35.790001 1482300 35.790001
2015-06-24 35.73 36.240002 35.349998 35.709999 2117200 35.709999
2015-06-25 35.709999 35.830002 35.18 35.200001 1608300 35.200001
2015-06-26 35.240002 35.41 34.759998 35.119999 3250300 35.119999
2015-06-29 34.549999 34.93 33.98 34.220001 1184700 34.220001
2015-06-30 34.619999 34.669998 33.889999 34.34 1295400 34.34
2015-07-01 34.330002 34.560001 33.310001 33.610001 2752400 33.610001
2015-07-02 33.810001 34.049999 33.169998 33.25 2120300 33.25
2015-07-06 32.619999 33.009998 32.110001 32.299999 3637100 32.299999
2015-07-07 32.209999 33.029999 31.33 33.02 2313900 33.02
2015-07-08 32.98 32.990002 30.93 31.23 1446200 31.23
2015-07-09 31.809999 32.02 31.02 31.040001 1594500 31.040001
2015-07-10 31.42 31.440001 30.129999 30.190001 1393300 30.190001
2015-07-13 30.620001 31.25 30.110001 31.24 2454600 31.24
2015-07-14 31.389999 32.599998 30.92 32.580002 2282400 32.580002
2015-07-15 32.41 32.529999 31.209999 31.6 2198000 31.6
2015-07-16 31.709999 31.709999 30.959999 31.549999 2462300 31.549999
2015-07-17 31.450001 31.450001 30.139999 30.43 2330000 30.43
2015-07-20 30.379999 30.48 29.25 29.5 4036200 29.5
2015-07-21 29.559999 30.139999 29.040001 29.26 2861500 29.26
2015-07-22 29.08 29.51 28.549999 28.84 3098800 28.84
2015-07-23 28.74 29.07 27.82 28.549999 4931200 28.549999
2015-07-24 28.5 28.540001 27.879999 28.24 2598400 28.24
2015-07-27 27.809999 28.440001 27.23 27.52 2513900 27.52
2015-07-28 27.719999 29.040001 27.43 28.48 1996900 28.48
2015-07-29 28.299999 28.83 27.6 28.41 2562100 28.41
2015-07-30 28.389999 29.219999 27.709999 28.049999 2053700 28.049999
2015-07-31 28.139999 28.18 27.49 27.51 2557900 27.51
2015-08-03 27.09 27.780001 26.379999 26.440001 2428900 26.440001
2015-08-04 26.809999 27.15 26.18 26.530001 1651100 26.530001
2015-08-05 26.809999 27.23 25.75 25.84 2486800 25.84
2015-08-06 25.450001 26.620001 25.09 26.5 3526400 26.5
2015-08-07 26.200001 26.91 25.610001 25.969999 2033700 25.969999
2015-08-10 26.07 27.120001 25.83 27.030001 1585300 27.030001
2015-08-11 26.27 26.93 26.07 26.809999 1725500 26.809999
2015-08-12 26.75 28.01 26.74 27.940001 1880900 27.940001
2015-08-13 27.73 27.76 26.42 26.690001 1740900 26.690001
2015-08-14 26.700001 27.32 26.6 27.09 2021500 27.09
2015-08-17 26.91 27.75 26.639999 27.120001 1573500 27.120001
2015-08-18 27.1 27.57 26.620001 27.42 1724100 27.42
2015-08-19 27.209999 27.58 25.129999 25.440001 2702800 25.440001
2015-08-20 25.34 26.24 25.190001 25.379999 2061300 25.379999
2015-08-21 24.82 25.719999 24.219999 24.23 3031400 24.23
2015-08-24 23.75 23.950001 22.139999 22.309999 3828900 22.309999
2015-08-25 23.559999 23.559999 21.58 21.610001 3281900 21.610001
2015-08-26 22.33 22.860001 21.540001 22.85 3414000 22.85
2015-08-27 23.66 24.59 23.139999 24.26 3267200 24.26
2015-08-28 24.07 26.08 24.07 25.24 3163600 25.24
2015-08-31 25.360001 26.030001 24.33 25.84 3495300 25.84
2015-09-01 25.27 26.309999 24.9 25.84 3423700 25.84
2015-09-02 26.26 26.33 24.76 25.719999 2115300 25.719999
2015-09-03 26 26.790001 25.35 26.15 1461000 26.15
2015-09-04 25.73 25.860001 25.07 25.27 1403300 25.27
2015-09-08 25.35 25.870001 24.879999 25.48 1373100 25.48
2015-09-09 25.719999 26.299999 24.950001 25.030001 2179600 25.030001
2015-09-10 25.059999 25.450001 24.6 25.139999 2313800 25.139999
2015-09-11 24.700001 24.809999 24.17 24.6 1969100 24.6
2015-09-14 24.379999 24.49 23.559999 23.690001 1821900 23.690001
2015-09-15 23.84 24.360001 23.74 23.799999 2047900 23.799999
2015-09-16 24.08 25.610001 24.059999 25.540001 2856000 25.540001
2015-09-17 25.43 26.120001 25.139999 25.209999 2119000 25.209999
2015-09-18 24.67 24.799999 23.389999 23.559999 5105500 23.559999
2015-09-21 23.780001 24 23.08 23.190001 1921400 23.190001
2015-09-22 22.76 23.33 22.51 22.620001 2337500 22.620001
2015-09-23 22.620001 22.9 21.639999 21.9 2102400 21.9
2015-09-24 21.77 22.26 21.389999 21.940001 3111300 21.940001
2015-09-25 22.040001 22.190001 21.360001 21.52 2464700 21.52
2015-09-28 21.1 21.379999 20.120001 20.200001 3281400 20.200001
2015-09-29 20.379999 20.790001 20 20.51 2432200 20.51
2015-09-30 20.799999 21.17 20.309999 21.16 2519300 21.16
2015-10-01 21.450001 22.51 21.07 21.209999 3892500 21.209999
2015-10-02 20.98 22.120001 20.799999 21.98 2438800 21.98
2015-10-05 22.27 23.32 22.16 23.26 1976700 23.26
2015-10-06 23.35 25.610001 22.860001 25.57 4447400 25.57
2015-10-07 26 26.59 24.51 25.200001 3092400 25.200001
2015-10-08 25.26 26.120001 25 25.83 2034300 25.83
2015-10-09 25.99 26.16 24.809999 24.860001 2455200 24.860001
2015-10-12 24.719999 24.719999 23.190001 23.65 2347400 23.65
2015-10-13 23.49 24.4 23.01 23.58 1972400 23.58
2015-10-14 23.360001 23.9 22.98 23.65 1491800 23.65
2015-10-15 23.450001 24.49 23.4 24.219999 1326000 24.219999
2015-10-16 24.139999 24.5 23.17 24.120001 1428800 24.120001
2015-10-19 23.530001 23.870001 22.299999 23.24 1455200 23.24
2015-10-20 23.26 24.200001 23.030001 23.76 1304000 23.76
2015-10-21 23.559999 23.84 22.27 22.4 1337500 22.4
2015-10-22 22.530001 22.83 21.52 21.91 1987300 21.91
2015-10-23 21.700001 22.16 21.16 21.969999 1921000 21.969999
2015-10-26 21.9 22.040001 21.16 21.4 3744800 21.4
2015-10-27 20.940001 21.24 20.610001 20.700001 2581100 20.700001
2015-10-28 20.76 21.799999 20.52 21.18 3556100 21.18
2015-10-29 24.120001 24.120001 21.5 22.879999 4006600 22.879999
2015-10-30 23.200001 23.799999 22.309999 23.57 3823200 23.57
