"Index" "AR.Open" "AR.High" "AR.Low" "AR.Close" "AR.Volume" "AR.Adjusted"
2014-09-25 56.57 56.669998 54.25 54.52 1296500 54.52
2014-09-26 54.369999 55.57 53.939999 55.200001 967200 55.200001
2014-09-29 54.82 55.619999 53.720001 55.389999 817200 55.389999
2014-09-30 55.23 56.23 54.529999 54.889999 2234300 54.889999
2014-10-01 54.91 55.599998 53.939999 54.029999 1215800 54.029999
2014-10-02 53.549999 53.830002 52.330002 53.130001 1255400 53.130001
2014-10-03 53.349998 53.369999 51.779999 52.220001 1197500 52.220001
2014-10-06 52.279999 52.73 51.759998 51.860001 708400 51.860001
2014-10-07 51.75 51.880001 49.950001 50.07 1453800 50.07
2014-10-08 49.900002 49.970001 48.439999 49.689999 1647000 49.689999
2014-10-09 49.16 49.540001 47.689999 47.799999 1295000 47.799999
2014-10-10 47.73 48.650002 46.400002 47.380001 1151100 47.380001
2014-10-13 47.200001 47.720001 45.779999 46.080002 1014100 46.080002
2014-10-14 46.82 48.82 45.75 46.139999 1960200 46.139999
2014-10-15 45.540001 49.139999 44.669998 48.66 2482600 48.66
2014-10-16 47.060001 52.860001 47.060001 52.439999 2317900 52.439999
2014-10-17 53.779999 54.110001 49.439999 50.209999 2050000 50.209999
2014-10-20 50.16 51.349998 48.810001 49.459999 1022900 49.459999
2014-10-21 50 50.549999 49.25 49.880001 1391500 49.880001
2014-10-22 49.860001 50.119999 47.650002 47.75 1355600 47.75
2014-10-23 48.48 49.77 47.93 48.439999 1175800 48.439999
2014-10-24 48.529999 49.68 47.919998 48.91 1039700 48.91
2014-10-27 49.110001 49.18 47.23 48.43 788600 48.43
2014-10-28 48.240002 50.07 48.240002 50.07 962700 50.07
2014-10-29 50.639999 51.5 50.27 50.830002 948100 50.830002
2014-10-30 50.360001 51.5 50.310001 51.25 1046200 51.25
2014-10-31 50.799999 52.48 50.52 52.439999 1579400 52.439999
2014-11-03 52.66 54.32 51.639999 52.299999 2463500 52.299999
2014-11-04 52.23 52.73 50.540001 51.25 2091500 51.25
2014-11-05 51.959999 52.68 51.009998 52.310001 1794800 52.310001
2014-11-06 51.75 53 49.470001 52.799999 2163200 52.799999
2014-11-07 53.400002 55.860001 52.860001 55.060001 2075100 55.060001
2014-11-10 55.25 56.810001 54.07 54.779999 1870900 54.779999
2014-11-11 54.619999 55.709999 53.709999 55.060001 1040200 55.060001
2014-11-12 54.57 56.240002 54.549999 55.509998 1583300 55.509998
2014-11-13 55.02 55.110001 52.580002 53.18 1254200 53.18
2014-11-14 53.18 53.900002 52.02 52.509998 1303300 52.509998
2014-11-17 52.049999 52.939999 51.029999 52.27 1334500 52.27
2014-11-18 52.009998 52.700001 51.869999 52.150002 599200 52.150002
2014-11-19 52.59 53.009998 51.869999 52.299999 823500 52.299999
2014-11-20 52.529999 53.419998 52.080002 53.240002 1237500 53.240002
2014-11-21 54.009998 54.450001 52.290001 52.810001 1557900 52.810001
2014-11-24 52.549999 52.950001 51.849998 52.599998 852100 52.599998
2014-11-25 52.700001 53.080002 51 51.470001 2092600 51.470001
2014-11-26 51.049999 51.549999 49.029999 49.299999 2155700 49.299999
2014-11-28 47.580002 48.419998 46.459999 46.919998 922000 46.919998
2014-12-01 46.450001 47.080002 45.599998 46.709999 1238800 46.709999
2014-12-02 46.639999 47 45.139999 45.259998 1067600 45.259998
2014-12-03 44.740002 46.310001 44.73 46.009998 1409200 46.009998
2014-12-04 45.349998 45.529999 43.57 43.970001 1385700 43.970001
2014-12-05 44 44.130001 41.639999 42.279999 1796600 42.279999
2014-12-08 41.32 41.459999 37.860001 38.599998 3457900 38.599998
2014-12-09 38.5 39.779999 38.5 39.189999 1780800 39.189999
2014-12-10 38.029999 39.52 37.849998 39.040001 2239600 39.040001
2014-12-11 38.810001 40.369999 38.459999 39.220001 2502100 39.220001
2014-12-12 38.810001 40.389999 38.419998 39.889999 2121100 39.889999
2014-12-15 40.200001 40.830002 39.349998 39.549999 2591400 39.549999
2014-12-16 39.130001 41.860001 39.049999 40.990002 2087200 40.990002
2014-12-17 40.990002 44.509998 40.759998 43.330002 1594900 43.330002
2014-12-18 44.48 44.830002 41.73 43.049999 1587200 43.049999
2014-12-19 43.400002 44.27 42.450001 44.009998 2657700 44.009998
2014-12-22 42.48 43.619999 42.049999 42.66 2439800 42.66
2014-12-23 42.950001 44.130001 42.889999 43.139999 2608200 43.139999
2014-12-24 43.130001 43.139999 41.900002 42.5 775400 42.5
2014-12-26 42.650002 42.66 40.759998 41.41 1229500 41.41
2014-12-29 41.68 42.709999 40.970001 41.290001 1933200 41.290001
2014-12-30 40.970001 41.5 40.34 40.68 1882600 40.68
2014-12-31 40.360001 41.25 40.049999 40.580002 1266100 40.580002
2015-01-02 40.599998 42.419998 39.970001 42.349998 1526500 42.349998
2015-01-05 41.950001 42.09 38.32 38.48 2018200 38.48
2015-01-06 38.41 39.150002 36.799999 38.07 2669100 38.07
2015-01-07 38.57 38.57 35.869999 36.639999 2185700 36.639999
2015-01-08 37.060001 38.09 36.439999 37.830002 1422700 37.830002
2015-01-09 37.669998 39.709999 37.380001 39.330002 2386800 39.330002
2015-01-12 38.84 38.880001 35.98 36.529999 2618000 36.529999
2015-01-13 36.59 37.259998 35.669998 36.279999 2100600 36.279999
2015-01-14 35.950001 36.720001 35.25 36.099998 2749700 36.099998
2015-01-15 36.919998 36.970001 34.849998 35.18 2937600 35.18
2015-01-16 35.459999 37.299999 35.240002 37.220001 1312000 37.220001
2015-01-20 36.630001 36.990002 35.25 36.549999 1683900 36.549999
2015-01-21 36.970001 37.98 36.779999 37 2134300 37
2015-01-22 37.02 37.5 35.630001 35.91 2169500 35.91
2015-01-23 35.060001 37.040001 34.990002 35.490002 1472700 35.490002
2015-01-26 35.68 37.889999 35.580002 36.650002 2345700 36.650002
2015-01-27 36.549999 37.450001 36.189999 36.82 1525000 36.82
2015-01-28 36.48 36.5 34.240002 34.59 1627300 34.59
2015-01-29 34.799999 35.200001 33.790001 34.02 1821000 34.02
2015-01-30 33.470001 34.900002 33.25 34.650002 1820300 34.650002
2015-02-02 35.369999 36.759998 35 36.549999 1997700 36.549999
2015-02-03 37.580002 38.720001 36.669998 38.580002 2369900 38.580002
2015-02-04 38.23 38.880001 37.200001 38.009998 2077000 38.009998
2015-02-05 37.700001 40.5 37.700001 40.41 2110100 40.41
2015-02-06 40.849998 40.900002 39.189999 39.970001 2360100 39.970001
2015-02-09 40.029999 41.93 39.959999 40.669998 2008600 40.669998
2015-02-10 40.869999 41.029999 39.09 40.98 1612000 40.98
2015-02-11 40.849998 41.25 39.290001 39.77 1622100 39.77
2015-02-12 40.41 40.650002 39.310001 39.650002 1354700 39.650002
2015-02-13 40.209999 40.57 39.549999 40.34 1014200 40.34
2015-02-17 40.130001 42.139999 39.360001 42.02 1437500 42.02
2015-02-18 41.41 42.259998 40.630001 41.040001 1052400 41.040001
2015-02-19 39.900002 41.779999 39.48 41.279999 840500 41.279999
2015-02-20 41.299999 41.66 40 40.240002 1143700 40.240002
2015-02-23 40.150002 40.619999 39.450001 40.150002 1247000 40.150002
2015-02-24 40.299999 40.650002 38.950001 39.41 1515100 39.41
2015-02-25 39.57 41.07 39.330002 41.029999 1972000 41.029999
2015-02-26 41 41.970001 39.18 40.52 2526000 40.52
2015-02-27 40.900002 40.939999 38.950001 39.450001 1621600 39.450001
2015-03-02 39.450001 39.450001 37.25 38.02 1735500 38.02
2015-03-03 38.25 38.73 37.759998 37.849998 1182600 37.849998
2015-03-04 38.240002 38.549999 37.529999 38.450001 806600 38.450001
2015-03-05 38.009998 38.110001 36.990002 37.130001 9993400 37.130001
2015-03-06 37 37.369999 36.650002 36.889999 3895300 36.889999
2015-03-09 37.540001 37.650002 36.029999 36.049999 2813400 36.049999
2015-03-10 35.720001 36.060001 35.220001 35.529999 1908200 35.529999
2015-03-11 35.599998 36.639999 35.25 36.43 1635400 36.43
2015-03-12 36.57 37.139999 35.880001 36.380001 1270600 36.380001
2015-03-13 35.939999 35.990002 34.799999 35.16 1349800 35.16
2015-03-16 34.860001 35.080002 33.68 34.93 1535400 34.93
2015-03-17 34.720001 35.830002 34.529999 35.450001 1412600 35.450001
2015-03-18 34.959999 37.130001 34.75 36.959999 1537800 36.959999
2015-03-19 36.139999 36.290001 35.57 35.630001 1266800 35.630001
2015-03-20 36 36.580002 35.66 36.029999 1856100 36.029999
2015-03-23 35.77 36.619999 35.200001 35.279999 1289100 35.279999
2015-03-24 35.43 35.509998 34.799999 35.080002 1441900 35.080002
2015-03-25 35.43 36.080002 34.84 35.450001 1605200 35.450001
2015-03-26 36.619999 36.709999 34.84 35.330002 1200500 35.330002
2015-03-27 35 35.369999 34.490002 34.970001 881000 34.970001
2015-03-30 35.259998 36.02 34.349998 35.209999 1505100 35.209999
2015-03-31 34.82 35.73 34.630001 35.32 1459200 35.32
2015-04-01 35.389999 36.18 35.09 35.349998 1472900 35.349998
2015-04-02 35.240002 36.830002 34.990002 36.779999 2074100 36.779999
2015-04-06 37.139999 37.48 36.919998 37.16 2233500 37.16
2015-04-07 36.970001 38.09 36.970001 38.009998 2448000 38.009998
2015-04-08 38.240002 38.259998 37.189999 37.549999 1921400 37.549999
2015-04-09 37.720001 38.060001 37.310001 37.68 1031200 37.68
2015-04-10 37.740002 37.860001 36.98 37.349998 968700 37.349998
2015-04-13 37.450001 37.709999 37.07 37.59 1228600 37.59
2015-04-14 37.880001 39.189999 37.869999 38.990002 1323400 38.990002
2015-04-15 39.389999 41.700001 38.869999 41.349998 2104200 41.349998
2015-04-16 41.060001 42.009998 40.139999 41.57 2493900 41.57
2015-04-17 41.139999 41.639999 40.529999 41.470001 1480800 41.470001
2015-04-20 41.169998 42.25 41.080002 41.580002 1385600 41.580002
2015-04-21 41.669998 42.189999 40.990002 41.380001 1245600 41.380001
2015-04-22 41.540001 42.16 41.150002 41.950001 987400 41.950001
2015-04-23 42.080002 42.810001 42 42.299999 1140400 42.299999
2015-04-24 41.990002 42.830002 41.779999 42.560001 1632100 42.560001
2015-04-27 42.18 42.59 41.669998 41.810001 1702900 41.810001
2015-04-28 41.869999 42.66 41.689999 41.919998 1195800 41.919998
2015-04-29 41.669998 42.900002 41.43 42.599998 1417900 42.599998
2015-04-30 44.73 44.830002 40.220001 44.310001 2731200 44.310001
2015-05-01 44.380001 45.5 43.82 44.889999 2770400 44.889999
2015-05-04 44.900002 45.150002 43.970001 44.450001 1143200 44.450001
2015-05-05 45 45.189999 43.619999 43.919998 1729100 43.919998
2015-05-06 44.470001 45.080002 43.709999 44.049999 2383200 44.049999
2015-05-07 43.889999 43.900002 42.82 43.580002 1647100 43.580002
2015-05-08 43.560001 46.060001 42.84 45.650002 3115700 45.650002
2015-05-11 45.639999 45.889999 44.290001 44.490002 1446200 44.490002
2015-05-12 45.110001 45.439999 44.169998 44.360001 1922800 44.360001
2015-05-13 44.75 44.990002 42.889999 43.240002 1974400 43.240002
2015-05-14 42.959999 43.130001 41.799999 41.900002 2335200 41.900002
2015-05-15 41.599998 43.450001 41.279999 42.75 2149500 42.75
2015-05-18 42.450001 42.990002 41.689999 42.52 1559000 42.52
2015-05-19 41.599998 41.830002 40.650002 41.119999 1485600 41.119999
2015-05-20 40.939999 41.25 40.27 40.98 1322900 40.98
