"Index" "MNH.Open" "MNH.High" "MNH.Low" "MNH.Close" "MNH.Volume" "MNH.Adjusted"
2014-10-13 0.015 0.015 0.015 0.015 0 0.015
2014-10-14 0.015 0.015 0.015 0.015 1393500 0.015
2014-10-15 0.01 0.01 0.01 0.01 125000 0.01
2014-10-16 0.015 0.015 0.015 0.015 623000 0.015
2014-10-17 0.015 0.015 0.015 0.015 242400 0.015
2014-10-20 0.015 0.015 0.015 0.015 182000 0.015
2014-10-21 0.015 0.02 0.015 0.02 3618000 0.02
2014-10-22 0.02 0.02 0.02 0.02 110000 0.02
2014-10-23 0.02 0.02 0.015 0.015 738600 0.015
2014-10-24 0.01 0.01 0.01 0.01 4e+05 0.01
2014-10-27 0.01 0.01 0.01 0.01 412000 0.01
2014-10-28 0.01 0.01 0.01 0.01 0 0.01
2014-10-29 0.01 0.01 0.005 0.01 1844100 0.01
2014-10-30 0.005 0.005 0.005 0.005 50000 0.005
2014-10-31 0.005 0.005 0.005 0.005 2342100 0.005
2014-11-03 0.005 0.005 0.005 0.005 2406000 0.005
2014-11-04 0.005 0.005 0.005 0.005 2000 0.005
2014-11-05 0.005 0.005 0.005 0.005 0 0.005
2014-11-06 0.005 0.005 0.005 0.005 10000 0.005
2014-11-07 0.005 0.005 0.005 0.005 24500 0.005
2014-11-10 0.005 0.005 0.005 0.005 0 0.005
2014-11-11 0.005 0.005 0.005 0.005 0 0.005
2014-11-12 0.005 0.005 0.005 0.005 0 0.005
2014-11-13 0.005 0.005 0.005 0.005 0 0.005
2014-11-14 0.005 0.005 0.005 0.005 0 0.005
2014-11-17 0.01 0.01 0.01 0.01 2000 0.01
2014-11-18 0.01 0.01 0.01 0.01 0 0.01
2014-11-19 0.005 0.005 0.005 0.005 1385600 0.005
2014-11-20 0.01 0.01 0.005 0.005 290000 0.005
2014-11-21 0.005 0.005 0.005 0.005 0 0.005
2014-11-24 0.005 0.005 0.005 0.005 0 0.005
2014-11-25 0.005 0.005 0.005 0.005 0 0.005
2014-11-26 0.005 0.005 0.005 0.005 0 0.005
2014-11-27 0.005 0.005 0.005 0.005 0 0.005
2014-11-28 0.005 0.005 0.005 0.005 1800 0.005
2014-12-01 0.005 0.005 0.005 0.005 79000 0.005
2014-12-02 0.005 0.005 0.005 0.005 0 0.005
2014-12-03 0.005 0.005 0.005 0.005 1900 0.005
2014-12-04 0.005 0.005 0.005 0.005 0 0.005
2014-12-05 0.005 0.005 0.005 0.005 5100 0.005
2014-12-08 0.005 0.005 0.005 0.005 0 0.005
2014-12-09 0.005 0.005 0.005 0.005 5000 0.005
2014-12-10 0.005 0.005 0.005 0.005 0 0.005
2014-12-11 0.005 0.005 0.005 0.005 320000 0.005
2014-12-12 0.005 0.005 0.005 0.005 608000 0.005
2014-12-15 0.005 0.005 0.005 0.005 160000 0.005
2014-12-16 0.005 0.005 0.005 0.005 0 0.005
2014-12-17 0.005 0.005 0.005 0.005 0 0.005
2014-12-18 0.005 0.005 0.005 0.005 5000 0.005
2014-12-19 0.005 0.005 0.005 0.005 12000 0.005
2014-12-22 0.005 0.005 0.005 0.005 567000 0.005
2014-12-23 0.005 0.005 0.005 0.005 0 0.005
2014-12-24 0.005 0.005 0.005 0.005 0 0.005
2014-12-25 0.005 0.005 0.005 0.005 0 0.005
2014-12-26 0.005 0.005 0.005 0.005 0 0.005
2014-12-29 0.005 0.005 0.005 0.005 160000 0.005
2014-12-30 0.005 0.005 0.005 0.005 0 0.005
2014-12-31 0.005 0.005 0.005 0.005 10000 0.005
2015-01-01 0.005 0.005 0.005 0.005 0 0.005
2015-01-02 0.005 0.005 0.005 0.005 272000 0.005
2015-01-05 0.005 0.005 0.005 0.005 103000 0.005
2015-01-06 0.005 0.005 0.005 0.005 93600 0.005
2015-01-07 0.005 0.005 0.005 0.005 0 0.005
2015-01-08 0.005 0.005 0.005 0.005 1500 0.005
2015-01-09 0.005 0.005 0.005 0.005 6000 0.005
2015-01-12 0.005 0.005 0.005 0.005 0 0.005
2015-01-13 0.005 0.005 0.005 0.005 0 0.005
2015-01-14 0.005 0.005 0.005 0.005 0 0.005
2015-01-15 0.005 0.005 0.005 0.005 0 0.005
2015-01-16 0.005 0.005 0.005 0.005 0 0.005
2015-01-19 0.005 0.005 0.005 0.005 0 0.005
2015-01-20 0.005 0.005 0.005 0.005 50000 0.005
2015-01-21 0.005 0.005 0.005 0.005 0 0.005
2015-01-22 0.005 0.005 0.005 0.005 0 0.005
2015-01-23 0.005 0.005 0.005 0.005 50000 0.005
2015-01-26 0.005 0.005 0.005 0.005 0 0.005
2015-01-27 0.005 0.005 0.005 0.005 110000 0.005
2015-01-28 0.005 0.005 0.005 0.005 0 0.005
2015-01-29 0.005 0.005 0.005 0.005 0 0.005
2015-01-30 0.005 0.005 0.005 0.005 221000 0.005
2015-02-02 0.005 0.005 0.005 0.005 38000 0.005
2015-02-03 0.005 0.005 0.005 0.005 40000 0.005
2015-02-04 0.005 0.005 0.005 0.005 0 0.005
2015-02-05 0.005 0.005 0.005 0.005 0 0.005
2015-02-06 0.005 0.005 0.005 0.005 0 0.005
2015-02-09 0.005 0.005 0.005 0.005 0 0.005
2015-02-10 0.005 0.005 0.005 0.005 0 0.005
2015-02-11 0.005 0.005 0.005 0.005 0 0.005
2015-02-12 0.005 0.005 0.005 0.005 0 0.005
2015-02-13 0.005 0.005 0.005 0.005 15500 0.005
2015-02-16 0.005 0.005 0.005 0.005 0 0.005
2015-02-17 0.005 0.005 0.005 0.005 0 0.005
2015-02-18 0.005 0.005 0.005 0.005 0 0.005
2015-02-19 0.005 0.005 0.005 0.005 0 0.005
2015-02-20 0.005 0.015 0.005 0.01 6389700 0.01
2015-02-23 0.01 0.01 0.01 0.01 1843400 0.01
2015-02-24 0.01 0.01 0.005 0.005 1185000 0.005
2015-02-25 0.01 0.01 0.01 0.01 10000 0.01
2015-02-26 0.01 0.01 0.01 0.01 1000 0.01
2015-02-27 0.01 0.01 0.005 0.01 485400 0.01
2015-03-02 0.01 0.01 0.01 0.01 0 0.01
2015-03-03 0.01 0.01 0.01 0.01 2e+05 0.01
2015-03-04 0.01 0.01 0.01 0.01 59000 0.01
2015-03-05 0.01 0.01 0.01 0.01 0 0.01
2015-03-06 0.01 0.01 0.01 0.01 0 0.01
2015-03-09 0.01 0.01 0.01 0.01 162000 0.01
2015-03-10 0.005 0.01 0.005 0.01 349000 0.01
2015-03-11 0.01 0.01 0.01 0.01 0 0.01
2015-03-12 0.01 0.01 0.01 0.01 0 0.01
2015-03-13 0.005 0.005 0.005 0.005 7796500 0.005
2015-03-16 0.005 0.005 0.005 0.005 1264000 0.005
2015-03-17 0.005 0.005 0.005 0.005 68900 0.005
2015-03-18 0.005 0.005 0.005 0.005 0 0.005
2015-03-19 0.005 0.005 0.005 0.005 55000 0.005
2015-03-20 0.005 0.005 0.005 0.005 133000 0.005
2015-03-23 0.005 0.005 0.005 0.005 0 0.005
2015-03-24 0.005 0.005 0.005 0.005 3980000 0.005
2015-03-25 0.005 0.005 0.005 0.005 1549000 0.005
2015-03-26 0.005 0.005 0.005 0.005 1392000 0.005
2015-03-27 0.005 0.005 0.005 0.005 302400 0.005
2015-03-30 0.005 0.005 0.005 0.005 190000 0.005
2015-03-31 0.005 0.005 0.005 0.005 30000 0.005
2015-04-01 0.005 0.005 0.005 0.005 340000 0.005
2015-04-02 0.005 0.005 0.005 0.005 0 0.005
2015-04-03 0.005 0.005 0.005 0.005 0 0.005
2015-04-06 0.005 0.005 0.005 0.005 110000 0.005
2015-04-07 0.005 0.005 0.005 0.005 1783500 0.005
2015-04-08 0.005 0.005 0.005 0.005 12000 0.005
2015-04-09 0.005 0.005 0.005 0.005 403300 0.005
2015-04-10 0.005 0.01 0.005 0.01 1274000 0.01
2015-04-13 0.005 0.01 0.005 0.01 551500 0.01
2015-04-14 0.005 0.01 0.005 0.005 285000 0.005
2015-04-15 0.01 0.01 0.005 0.005 110000 0.005
2015-04-16 0.005 0.01 0.005 0.005 135000 0.005
2015-04-17 0.01 0.01 0.005 0.005 205000 0.005
2015-04-20 0.005 0.005 0.005 0.005 6144800 0.005
2015-04-21 0.005 0.005 0.005 0.005 4e+05 0.005
2015-04-22 0.005 0.005 0.005 0.005 2e+05 0.005
2015-04-23 0.005 0.005 0.005 0.005 0 0.005
2015-04-24 0.005 0.005 0.005 0.005 40000 0.005
2015-04-27 0.005 0.005 0.005 0.005 0 0.005
2015-04-28 0.005 0.005 0.005 0.005 9900 0.005
2015-04-29 0.005 0.005 0.005 0.005 0 0.005
2015-04-30 0.005 0.005 0.005 0.005 935800 0.005
2015-05-01 0.005 0.005 0.005 0.005 60000 0.005
2015-05-04 0.005 0.005 0.005 0.005 0 0.005
2015-05-05 0.005 0.005 0.005 0.005 231000 0.005
2015-05-06 0.005 0.005 0.005 0.005 0 0.005
2015-05-07 0.005 0.005 0.005 0.005 30900 0.005
2015-05-08 0.005 0.005 0.005 0.005 84000 0.005
2015-05-11 0.005 0.005 0.005 0.005 0 0.005
2015-05-12 0.005 0.005 0.005 0.005 0 0.005
2015-05-13 0.005 0.005 0.005 0.005 0 0.005
2015-05-14 0.005 0.005 0.005 0.005 260100 0.005
2015-05-15 0.005 0.005 0.005 0.005 0 0.005
2015-05-18 0.005 0.005 0.005 0.005 0 0.005
2015-05-19 0.005 0.005 0.005 0.005 0 0.005
2015-05-20 0.005 0.005 0.005 0.005 0 0.005
2015-05-21 0.005 0.005 0.005 0.005 0 0.005
2015-05-22 0.005 0.005 0.005 0.005 0 0.005
2015-05-25 0.005 0.005 0.005 0.005 0 0.005
2015-05-26 0.005 0.005 0.005 0.005 0 0.005
2015-05-27 0.005 0.005 0.005 0.005 0 0.005
2015-05-28 0.005 0.005 0.005 0.005 65000 0.005
2015-05-29 0.005 0.005 0.005 0.005 0 0.005
2015-06-01 0.005 0.005 0.005 0.005 0 0.005
2015-06-02 0.005 0.005 0.005 0.005 0 0.005
2015-06-03 0.005 0.005 0.005 0.005 0 0.005
2015-06-04 0.005 0.005 0.005 0.005 0 0.005
2015-06-05 0.005 0.005 0.005 0.005 0 0.005
2015-06-08 0.005 0.005 0.005 0.005 0 0.005
2015-06-09 0.005 0.005 0.005 0.005 0 0.005
2015-06-10 0.005 0.005 0.005 0.005 334500 0.005
2015-06-11 0.005 0.005 0.005 0.005 0 0.005
2015-06-12 0.005 0.005 0.005 0.005 0 0.005
2015-06-15 0.005 0.005 0.005 0.005 0 0.005
2015-06-16 0.005 0.005 0.005 0.005 0 0.005
2015-06-17 0.005 0.005 0.005 0.005 0 0.005
2015-06-18 0.005 0.005 0.005 0.005 0 0.005
2015-06-19 0.005 0.005 0.005 0.005 0 0.005
2015-06-22 0.005 0.005 0.005 0.005 0 0.005
2015-06-23 0.005 0.005 0.005 0.005 0 0.005
2015-06-24 0.005 0.005 0.005 0.005 0 0.005
2015-06-25 0.005 0.005 0.005 0.005 7700 0.005
2015-06-26 0.005 0.005 0.005 0.005 0 0.005
2015-06-29 0.005 0.005 0.005 0.005 0 0.005
2015-06-30 0.005 0.005 0.005 0.005 5000 0.005
2015-07-01 0.005 0.005 0.005 0.005 0 0.005
2015-07-02 0.005 0.005 0.005 0.005 0 0.005
2015-07-03 0.005 0.005 0.005 0.005 0 0.005
2015-07-06 0.005 0.005 0.005 0.005 0 0.005
2015-07-07 0.005 0.005 0.005 0.005 0 0.005
2015-07-08 0.005 0.005 0.005 0.005 0 0.005
2015-07-09 0.005 0.005 0.005 0.005 0 0.005
2015-07-10 0.005 0.005 0.005 0.005 0 0.005
2015-07-13 0.005 0.005 0.005 0.005 0 0.005
2015-07-14 0.005 0.005 0.005 0.005 0 0.005
2015-07-15 0.005 0.005 0.005 0.005 0 0.005
2015-07-16 0.005 0.005 0.005 0.005 0 0.005
2015-07-17 0.005 0.005 0.005 0.005 110000 0.005
2015-07-20 0.005 0.005 0.005 0.005 0 0.005
2015-07-21 0.005 0.005 0.005 0.005 0 0.005
2015-07-22 0.005 0.005 0.005 0.005 0 0.005
2015-07-23 0.005 0.005 0.005 0.005 0 0.005
2015-07-24 0.005 0.005 0.005 0.005 0 0.005
2015-07-27 0.005 0.005 0.005 0.005 5000 0.005
2015-07-28 0.005 0.005 0.005 0.005 0 0.005
2015-07-29 0.005 0.005 0.005 0.005 0 0.005
2015-07-30 0.005 0.005 0.005 0.005 0 0.005
2015-07-31 0.005 0.005 0.005 0.005 0 0.005
2015-08-03 0.005 0.005 0.005 0.005 0 0.005
2015-08-04 0.005 0.005 0.005 0.005 0 0.005
2015-08-05 0.005 0.005 0.005 0.005 0 0.005
2015-08-06 0.005 0.005 0.005 0.005 0 0.005
2015-08-07 0.005 0.005 0.005 0.005 0 0.005
2015-08-10 0.005 0.005 0.005 0.005 0 0.005
2015-08-11 0.005 0.005 0.005 0.005 0 0.005
2015-08-12 0.005 0.005 0.005 0.005 0 0.005
2015-08-13 0.005 0.005 0.005 0.005 0 0.005
2015-08-14 0.005 0.005 0.005 0.005 0 0.005
2015-08-17 0.005 0.005 0.005 0.005 0 0.005
2015-08-18 0.005 0.005 0.005 0.005 0 0.005
2015-08-19 0.005 0.005 0.005 0.005 0 0.005
2015-08-20 0.005 0.005 0.005 0.005 0 0.005
2015-08-21 0.005 0.005 0.005 0.005 0 0.005
2015-08-24 0.005 0.005 0.005 0.005 0 0.005
2015-08-25 0.005 0.005 0.005 0.005 0 0.005
2015-08-26 0.005 0.005 0.005 0.005 0 0.005
2015-08-27 0.005 0.005 0.005 0.005 0 0.005
2015-08-28 0.005 0.005 0.005 0.005 0 0.005
2015-08-31 0.005 0.005 0.005 0.005 0 0.005
2015-09-01 0.005 0.005 0.005 0.005 0 0.005
2015-09-02 0.005 0.005 0.005 0.005 737000 0.005
2015-09-03 0.005 0.005 0.005 0.005 0 0.005
2015-09-04 0.005 0.005 0.005 0.005 0 0.005
2015-09-07 0.005 0.005 0.005 0.005 0 0.005
2015-09-08 0.005 0.005 0.005 0.005 0 0.005
2015-09-09 0.005 0.005 0.005 0.005 0 0.005
2015-09-10 0.005 0.005 0.005 0.005 0 0.005
2015-09-11 0.005 0.005 0.005 0.005 0 0.005
2015-09-14 0.005 0.005 0.005 0.005 0 0.005
2015-09-15 0.005 0.005 0.005 0.005 0 0.005
2015-09-16 0.005 0.005 0.005 0.005 0 0.005
2015-09-17 0.005 0.005 0.005 0.005 0 0.005
2015-09-18 0.005 0.005 0.005 0.005 0 0.005
2015-09-21 0.005 0.005 0.005 0.005 0 0.005
2015-09-22 0.005 0.005 0.005 0.005 0 0.005
2015-09-23 0.005 0.005 0.005 0.005 0 0.005
2015-09-24 0.005 0.005 0.005 0.005 0 0.005
2015-09-25 0.005 0.005 0.005 0.005 0 0.005
2015-09-28 0.005 0.005 0.005 0.005 0 0.005
2015-09-29 0.005 0.005 0.005 0.005 0 0.005
2015-09-30 0.005 0.005 0.005 0.005 0 0.005
2015-10-01 0.005 0.005 0.005 0.005 0 0.005
2015-10-02 0.005 0.005 0.005 0.005 0 0.005
2015-10-05 0.005 0.005 0.005 0.005 0 0.005
2015-10-06 0.005 0.005 0.005 0.005 0 0.005
2015-10-07 0.005 0.005 0.005 0.005 9000 0.005
2015-10-08 0.005 0.005 0.005 0.005 0 0.005
2015-10-09 0.005 0.005 0.005 0.005 0 0.005
2015-10-12 0.005 0.005 0.005 0.005 0 0.005
2015-10-13 0.005 0.005 0.005 0.005 0 0.005
2015-10-14 0.005 0.005 0.005 0.005 0 0.005
2015-10-15 0.005 0.005 0.005 0.005 0 0.005
2015-10-16 0.005 0.005 0.005 0.005 0 0.005
2015-10-19 0.005 0.005 0.005 0.005 0 0.005
2015-10-20 0.005 0.005 0.005 0.005 0 0.005
2015-10-21 0.005 0.005 0.005 0.005 0 0.005
2015-10-22 0.005 0.005 0.005 0.005 0 0.005
2015-10-23 0.005 0.005 0.005 0.005 0 0.005
2015-10-26 0.005 0.005 0.005 0.005 0 0.005
2015-10-27 0.005 0.005 0.005 0.005 0 0.005
2015-10-28 0.005 0.005 0.005 0.005 10000 0.005
2015-10-29 0.005 0.005 0.005 0.005 0 0.005
2015-10-30 0.005 0.005 0.005 0.005 0 0.005
