"Index" "STZ.Open" "STZ.High" "STZ.Low" "STZ.Close" "STZ.Volume" "STZ.Adjusted"
2013-06-20 51.299999 51.310001 50.110001 50.380001 2288400 50.003335
2013-06-21 50.790001 51.02 50.040001 50.490002 2048900 50.112513
2013-06-24 50.009998 50.77 49.09 50.330002 1650600 49.953709
2013-06-25 50.599998 50.91 50.220001 50.509998 1194200 50.13236
2013-06-26 50.849998 51.799999 50.75 51.389999 1407200 51.005782
2013-06-27 51.639999 52.41 51.59 51.869999 1032100 51.482192
2013-06-28 51.709999 52.310001 51.419998 52.119999 3064700 51.730323
2013-07-01 52.490002 53.25 52.16 53.150002 2817300 52.752625
2013-07-02 52.439999 53.75 50.16 51.25 8252600 50.866829
2013-07-03 50.93 51.07 50.310001 50.459999 2662900 50.082734
2013-07-05 50.790001 50.93 50.220001 50.59 1883200 50.211764
2013-07-08 50.669998 51.09 50.310001 50.970001 1687700 50.588924
2013-07-09 51.23 51.490002 50.810001 51.259998 1236900 50.876753
2013-07-10 51.27 51.5 50.959999 51.23 975000 50.846978
2013-07-11 52.139999 52.400002 51.57 52.209999 2143600 51.819651
2013-07-12 52.139999 52.48 51.93 52.310001 767400 51.918905
