"Index" "STZ.Open" "STZ.High" "STZ.Low" "STZ.Close" "STZ.Volume" "STZ.Adjusted"
2013-04-30 47.549999 49.360001 47.389999 49.349998 4171100 48.981033
2013-05-01 48.970001 49.91 48.970001 49.23 2803600 48.861931
2013-05-02 49.25 49.93 49.240002 49.91 2455800 49.536847
2013-05-03 50.099998 50.34 49.75 50.209999 2068800 49.834604
2013-05-06 50.09 50.34 49.549999 50.23 1320800 49.854455
2013-05-07 50.259998 50.52 50.099998 50.150002 1673700 49.775055
2013-05-08 50.189999 50.310001 49.849998 49.900002 1642400 49.526924
2013-05-09 49.91 49.970001 48.720001 48.799999 2055600 48.435146
2013-05-10 48.98 49.439999 48.68 49.349998 1785900 48.981033
2013-05-13 49.369999 49.700001 49.099998 49.360001 791100 48.99096
2013-05-14 49.459999 50.16 49.380001 50.130001 1426300 49.755204
2013-05-15 49.889999 50.59 49.66 50.240002 1052400 49.864382
2013-05-16 51.009998 53 51.009998 51.759998 4418200 51.373014
2013-05-17 51.84 52.27 51.32 52.209999 1833800 51.819651
2013-05-20 51.900002 52.099998 51.369999 51.450001 1243900 51.065334
2013-05-21 51.450001 52.259998 51.25 51.889999 1960800 51.502043
2013-05-22 51.84 52.419998 51.189999 51.5 2075000 51.11496
2013-05-23 51.150002 51.939999 50.830002 51.880001 1500500 51.49212
2013-05-24 51.68 53.02 51.43 53 2189000 52.603745
2013-05-28 53.48 54.200001 53.080002 53.470001 2323100 53.070232
2013-05-29 53.220001 53.939999 52.98 53.549999 2620100 53.149632
2013-05-30 53.650002 54.639999 53.560001 54.360001 2712600 53.953578
2013-05-31 54.099998 54.439999 52.650002 53.009998 3360400 52.613669
2013-06-03 53.209999 53.5 52.029999 53.41 2142300 53.01068
2013-06-04 53.34 53.650002 51.73 52.110001 2862800 51.7204
2013-06-05 51.880001 53.27 51.57 51.950001 3185200 51.561596
2013-06-06 52.189999 52.490002 50.740002 52.34 3234200 51.94868
2013-06-07 52.59 53.490002 52.59 53.34 2679600 52.941203
2013-06-10 53.48 53.619999 52.669998 52.799999 1377900 52.40524
2013-06-11 52.259998 52.880001 51.830002 52.16 1702100 51.770025
2013-06-12 52.209999 52.360001 51.200001 51.509998 1771000 51.124883
2013-06-13 51.5 52.110001 51.09 52.009998 1220900 51.621145
2013-06-14 51.889999 52.130001 51.490002 52.02 1018000 51.631072
2013-06-17 52.360001 52.73 51.889999 52.349998 1059000 51.958603
2013-06-18 52.200001 52.669998 51.75 52.59 974100 52.196811
2013-06-19 52.610001 52.790001 51.689999 51.700001 1007900 51.313465
