"Index" "EW.Open" "EW.High" "EW.Low" "EW.Close" "EW.Volume" "EW.Adjusted"
2013-03-25 82.370003 82.529999 80.910004 81.709999 932800 81.709999
2013-03-26 81.919998 82.25 81.5 81.980003 429900 81.980003
2013-03-27 81.529999 82.389999 81.209999 81.690002 525200 81.690002
2013-03-28 81.800003 82.790001 81.470001 82.160004 879700 82.160004
2013-04-01 82.209999 83.139999 82.050003 82.290001 540900 82.290001
2013-04-02 82.5 83.489998 82.480003 83.150002 1013400 83.150002
2013-04-03 83.199997 83.760002 82.93 83.419998 715200 83.419998
2013-04-04 83.480003 83.809998 82.279999 82.419998 795500 82.419998
2013-04-05 81.800003 82.300003 81.169998 81.400002 832000 81.400002
2013-04-08 81.290001 81.769997 81.059998 81.620003 1016500 81.620003
2013-04-09 81.830002 83.889999 81.830002 83.589996 878600 83.589996
2013-04-10 83.660004 83.949997 82.519997 83.080002 776000 83.080002
2013-04-11 83.220001 84.589996 83.139999 83.82 775700 83.82
2013-04-12 83.790001 84.839996 83.790001 84.800003 969500 84.800003
2013-04-15 84.599998 85.150002 83.5 83.660004 950400 83.660004
2013-04-16 83.949997 84.989998 83.589996 84.93 781800 84.93
2013-04-17 84.57 84.860001 82.470001 83.889999 986500 83.889999
2013-04-18 83.970001 84.419998 82.43 82.75 668900 82.75
2013-04-19 83.059998 83.720001 82.349998 83.120003 845800 83.120003
2013-04-22 83.309998 83.699997 82.849998 83.629997 1241600 83.629997
2013-04-23 84.019997 86.110001 82.169998 82.809998 2561000 82.809998
2013-04-24 66.550003 66.599998 63.5 64.599998 11493400 64.599998
2013-04-25 65.739998 66.129997 65.349998 65.389999 4134500 65.389999
2013-04-26 65.330002 65.860001 64.040001 64.169998 1500700 64.169998
2013-04-29 64.480003 64.739998 63.880001 64.279999 1337000 64.279999
2013-04-30 64.419998 64.650002 62.990002 63.790001 1902500 63.790001
2013-05-01 63.52 63.970001 62.34 62.540001 1614900 62.540001
2013-05-02 62.779999 64.68 62.779999 64.190002 1521500 64.190002
2013-05-03 64.510002 64.510002 62.950001 63.209999 1371700 63.209999
2013-05-06 63.139999 64.150002 62.900002 63.66 1084700 63.66
2013-05-07 63.900002 64.040001 63.220001 63.990002 1502700 63.990002
2013-05-08 64 65.5 63.610001 65.449997 1605300 65.449997
2013-05-09 65.43 67.459999 65.110001 66.730003 1434000 66.730003
2013-05-10 66.639999 67.970001 66.550003 67.870003 1224400 67.870003
2013-05-13 67.669998 68.25 67.269997 67.339996 1082700 67.339996
2013-05-14 69.019997 72 68.739998 71.57 2782100 71.57
2013-05-15 71.57 72.400002 70.68 71.139999 1410100 71.139999
2013-05-16 70.849998 70.849998 67.75 68.610001 1995300 68.610001
2013-05-17 68.68 69.230003 66.410004 67.059998 2041900 67.059998
2013-05-20 67 67 64.75 66.370003 2338500 66.370003
2013-05-21 66.239998 66.32 64.889999 66 1990700 66
2013-05-22 65.949997 66.949997 64.07 64.300003 2092400 64.300003
2013-05-23 63.970001 66.300003 63.950001 65.720001 1462500 65.720001
2013-05-24 65.720001 66.160004 64.889999 65.529999 1169500 65.529999
2013-05-28 66.220001 66.620003 64.779999 65.190002 1266700 65.190002
2013-05-29 64.599998 64.959999 63.540001 64.220001 1063700 64.220001
2013-05-30 64.410004 65.339996 64.290001 64.949997 1280900 64.949997
2013-05-31 64.650002 67.290001 64.25 66.459999 2061900 66.459999
2013-06-03 66.620003 66.699997 65.550003 66.239998 1369200 66.239998
2013-06-04 65.779999 66.349998 64.910004 65.400002 1149200 65.400002
2013-06-05 65.110001 66.889999 65.110001 66.57 1387300 66.57
2013-06-06 66.349998 66.949997 65.470001 66.5 1377900 66.5
2013-06-07 66.849998 67.239998 66.349998 67.199997 1235800 67.199997
2013-06-10 68.300003 69.790001 68 69.449997 1582600 69.449997
2013-06-11 68.800003 69.029999 68.050003 68.290001 1020400 68.290001
2013-06-12 68.739998 69.300003 67.470001 68.269997 886200 68.269997
2013-06-13 68.699997 72.639999 68.699997 71.949997 1995900 71.949997
2013-06-14 70.690002 71.5 69.620003 70 1595000 70
2013-06-17 70.379997 70.68 70.080002 70.480003 814500 70.480003
2013-06-18 70.470001 70.610001 69.690002 70.160004 790200 70.160004
2013-06-19 70.269997 70.559998 68.809998 68.82 907500 68.82
2013-06-20 68.389999 68.489998 66.599998 66.690002 798000 66.690002
2013-06-21 67.139999 67.75 65.980003 66.449997 1436900 66.449997
2013-06-24 66.32 66.760002 64.360001 66.349998 1399600 66.349998
2013-06-25 66.970001 67.510002 66.169998 67.190002 757200 67.190002
2013-06-26 67.709999 68.089996 66.199997 66.230003 537400 66.230003
2013-06-27 66.559998 67.459999 66.510002 66.82 481100 66.82
2013-06-28 66.800003 67.839996 66.730003 67.199997 972200 67.199997
2013-07-01 67.32 67.800003 66.82 67.059998 791000 67.059998
2013-07-02 66.830002 67.080002 65.620003 66.059998 1253500 66.059998
2013-07-03 65.93 65.959999 65.150002 65.25 410100 65.25
2013-07-05 65.529999 66.620003 65.370003 66.599998 472800 66.599998
2013-07-08 67.029999 67.650002 66.550003 66.809998 803900 66.809998
2013-07-09 67.040001 67.330002 65.550003 65.739998 1214500 65.739998
2013-07-10 65.57 65.940002 65.029999 65.470001 1052900 65.470001
2013-07-11 66.190002 66.459999 65.339996 65.790001 1405900 65.790001
2013-07-12 68.57 69.139999 67.099998 67.849998 2240300 67.849998
2013-07-15 67.709999 67.889999 66.089996 67.440002 1294400 67.440002
2013-07-16 67.449997 67.800003 66.349998 66.410004 1332500 66.410004
2013-07-17 66.650002 67.169998 66.43 66.470001 815300 66.470001
2013-07-18 67.870003 68.169998 66.199997 67.010002 1065500 67.010002
2013-07-19 66.949997 68.339996 66.690002 68.25 984200 68.25
2013-07-22 68.330002 69.830002 68.110001 69.610001 1146200 69.610001
2013-07-23 69.660004 71.029999 69 70.860001 1556200 70.860001
2013-07-24 71.010002 71.400002 69.580002 70.18 1925500 70.18
2013-07-25 70.160004 70.860001 69.660004 70.68 1370800 70.68
2013-07-26 70.57 73.309998 69.75 71.800003 2351400 71.800003
2013-07-29 71.790001 72.139999 70.019997 71.010002 1236400 71.010002
2013-07-30 71.019997 71.440002 70.330002 70.510002 806700 70.510002
2013-07-31 70.709999 72 70.440002 71.379997 1044000 71.379997
2013-08-01 72.199997 73.730003 72.160004 73.400002 1199800 73.400002
2013-08-02 73.150002 73.43 72.379997 72.610001 751300 72.610001
2013-08-05 72.300003 73.120003 72.190002 72.809998 575000 72.809998
2013-08-06 72.790001 73.199997 71.970001 72.209999 785600 72.209999
2013-08-07 72 72.309998 71.440002 72.019997 649900 72.019997
2013-08-08 72.290001 73.040001 71.639999 72.830002 584200 72.830002
2013-08-09 72.699997 73.32 72.209999 72.669998 525600 72.669998
2013-08-12 72.400002 72.790001 72.010002 72.32 488600 72.32
2013-08-13 72.459999 72.730003 71.599998 72.019997 582100 72.019997
2013-08-14 71.949997 72.989998 71.949997 72.769997 686500 72.769997
2013-08-15 72.309998 72.309998 70.599998 71.309998 871000 71.309998
2013-08-16 70.919998 71.029999 69.650002 70.010002 712100 70.010002
2013-08-19 70.089996 70.25 69.440002 69.470001 934600 69.470001
2013-08-20 69.5 70.919998 69.389999 70.459999 860900 70.459999
2013-08-21 70.599998 72.610001 70.599998 71.699997 1281900 71.699997
2013-08-22 71.760002 72.93 71.739998 72.300003 1145100 72.300003
2013-08-23 72.790001 73.230003 72.650002 72.940002 1159700 72.940002
2013-08-26 72.980003 73.489998 72.720001 72.989998 843500 72.989998
2013-08-27 72.400002 72.43 71.110001 71.169998 756800 71.169998
2013-08-28 71.089996 71.57 70.290001 70.510002 789100 70.510002
2013-08-29 70.309998 70.93 70.25 70.690002 563000 70.690002
2013-08-30 70.68 70.959999 70.129997 70.379997 729000 70.379997
2013-09-03 71.099998 71.529999 70.139999 70.559998 958500 70.559998
2013-09-04 70.489998 71.440002 70.379997 71.360001 841700 71.360001
2013-09-05 71.239998 72.309998 71.239998 71.790001 699000 71.790001
2013-09-06 72.160004 72.269997 71.410004 71.470001 998000 71.470001
2013-09-09 71.599998 71.919998 71.480003 71.720001 1028000 71.720001
2013-09-10 72.150002 72.610001 71.860001 72.110001 593400 72.110001
2013-09-11 72.239998 72.519997 72.019997 72.389999 798000 72.389999
2013-09-12 72.290001 72.300003 71.620003 71.699997 507100 71.699997
2013-09-13 71.620003 71.889999 71.230003 71.610001 645300 71.610001
2013-09-16 72.379997 72.5 71.5 71.620003 715400 71.620003
2013-09-17 71.57 72.459999 71.309998 71.75 659600 71.75
2013-09-18 71.589996 71.75 69.879997 70.839996 2282200 70.839996
2013-09-19 71.150002 71.150002 70.459999 70.709999 625400 70.709999
2013-09-20 70.629997 70.919998 69.919998 70.029999 1112000 70.029999
2013-09-23 69.93 70.220001 69.120003 69.269997 6497700 69.269997
2013-09-24 69.25 70 69.25 69.690002 1883800 69.690002
