"Index" "FEW.Open" "FEW.High" "FEW.Low" "FEW.Close" "FEW.Volume" "FEW.Adjusted"
2015-07-13 2.102 2.102 2.102 2.102 0 2.102
2015-07-14 2.1 2.1 2.1 2.1 0 2.1
2015-07-15 2.102 2.102 2.102 2.102 0 2.102
2015-07-16 2.1 2.1 2.1 2.1 0 2.1
2015-07-17 2.1 2.1 2.1 2.1 0 2.1
2015-07-20 2.05 2.05 2.05 2.05 0 2.05
2015-07-21 2.1 2.1 2.1 2.1 0 2.1
2015-07-22 2.1 2.1 2.1 2.1 0 2.1
2015-07-23 2.1 2.1 2.1 2.1 0 2.1
2015-07-24 2.15 2.15 2.15 2.15 0 2.15
2015-07-27 2.195 2.195 2.195 2.195 0 2.195
2015-07-28 2.194 2.194 2.194 2.194 0 2.194
2015-07-29 2.25 2.25 2.25 2.25 0 2.25
2015-07-30 2.25 2.25 2.25 2.25 0 2.25
2015-07-31 2.25 2.25 2.25 2.25 0 2.25
2015-08-03 2.25 2.25 2.25 2.25 0 2.25
2015-08-04 2.195 2.195 2.195 2.195 0 2.195
2015-08-05 2.195 2.195 2.195 2.195 0 2.195
2015-08-06 2.1 2.1 2.1 2.1 0 2.1
2015-08-07 2.1 2.1 2.1 2.1 0 2.1
2015-08-10 2.1 2.1 2.1 2.1 0 2.1
2015-08-11 2.1 2.1 2.1 2.1 0 2.1
2015-08-12 2.1 2.1 2.1 2.1 0 2.1
2015-08-13 2.12 2.12 2.12 2.12 0 2.12
2015-08-14 2.12 2.12 2.12 2.12 0 2.12
2015-08-17 2.1 2.1 2.1 2.1 0 2.1
2015-08-18 2.049 2.049 2.049 2.049 0 2.049
2015-08-19 2.051 2.051 2.051 2.051 0 2.051
2015-08-20 2.051 2.051 2.051 2.051 0 2.051
2015-08-21 2.051 2.051 2.051 2.051 0 2.051
2015-08-24 2 2 2 2 0 2
2015-08-25 2 2 2 2 0 2
2015-08-26 2 2 2 2 0 2
2015-08-27 2 2 2 2 0 2
2015-08-28 2 2 2 2 0 2
2015-08-31 2 2 2 2 0 2
2015-09-01 2 2 2 2 0 2
2015-09-02 2 2 2 2 0 2
2015-09-03 2 2 2 2 0 2
2015-09-04 2 2 2 2 0 2
2015-09-07 2 2 2 2 0 2
2015-09-08 2 2 2 2 0 2
2015-09-09 2 2 2 2 0 2
2015-09-10 2 2 2 2 0 2
2015-09-11 2.01 2.01 2.01 2.01 0 2.01
2015-09-14 2.01 2.01 2.01 2.01 0 2.01
2015-09-15 2.01 2.01 2.01 2.01 0 2.01
2015-09-16 2.01 2.01 2.01 2.01 0 2.01
2015-09-17 2 2 2 2 0 2
2015-09-18 2 2 2 2 0 2
2015-09-21 2 2 2 2 0 2
2015-09-22 2 2 2 2 0 2
2015-09-23 2 2 2 2 0 2
2015-09-24 2 2 2 2 0 2
2015-09-25 2 2 2 2 0 2
2015-09-28 2 2 2 2 0 2
2015-09-29 2 2 2 2 0 2
2015-09-30 2 2 2 2 0 2
2015-10-01 2 2 2 2 0 2
2015-10-02 2 2 2 2 0 2
2015-10-05 2 2 2 2 0 2
2015-10-06 2 2 2 2 0 2
2015-10-07 2 2 2 2 0 2
2015-10-08 2 2 2 2 0 2
2015-10-09 2 2 2 2 0 2
2015-10-12 2 2 2 2 0 2
2015-10-13 2 2 2 2 0 2
2015-10-14 2 2 2 2 0 2
2015-10-15 2 2 2 2 0 2
2015-10-16 2 2 2 2 0 2
2015-10-19 1.951 1.951 1.951 1.951 0 1.951
2015-10-20 1.951 1.951 1.951 1.951 0 1.951
2015-10-21 1.951 1.951 1.951 1.951 0 1.951
2015-10-22 1.951 1.951 1.951 1.951 0 1.951
2015-10-23 1.87 1.87 1.87 1.87 0 1.87
2015-10-26 1.858 1.858 1.858 1.858 0 1.858
2015-10-27 1.859 1.859 1.859 1.859 0 1.859
2015-10-28 1.815 1.815 1.815 1.815 0 1.815
2015-10-29 1.75 1.75 1.75 1.75 0 1.75
2015-10-30 1.78 1.78 1.78 1.78 0 1.78
