"Index" "KRZ.Open" "KRZ.High" "KRZ.Low" "KRZ.Close" "KRZ.Volume" "KRZ.Adjusted"
2013-12-10 48.52 49.605 48.37 49.25 360500 48.5181
2013-12-11 49.495 49.495 48.75 49.235 211200 48.5033
2013-12-12 49.2 49.35 48.7 48.8 369300 48.0748
2013-12-13 48.9 48.9 48.6 48.7 224200 47.9763
2013-12-16 48.5 48.945 48.5 48.86 153300 48.1339
2013-12-17 49 49.295 48.52 49 384100 48.2718
2013-12-18 49.335 49.335 48.56 48.88 530900 48.1536
2013-12-19 49 49.685 48.69 49.29 165800 48.5575
2013-12-20 49.3 49.685 48.865 49.315 297900 48.5821
2013-12-23 49.5 49.5 49 49.15 56300 48.4196
2013-12-24 49.435 49.93 48.2 49.45 20300 48.7151
2013-12-25 49.45 49.45 49.45 49.45 0 48.7151
2013-12-26 49.45 49.45 49.45 49.45 0 48.7151
2013-12-27 49.4 50 49.4 49.77 96700 49.0304
2013-12-30 49.655 50.15 49.085 49.96 62200 49.2175
2013-12-31 50.2 50.6 48.615 50.5 27000 49.7495
2014-01-01 50.5 50.5 50.5 50.5 0 49.7495
