"Index" "KRZ.Open" "KRZ.High" "KRZ.Low" "KRZ.Close" "KRZ.Volume" "KRZ.Adjusted"
2013-03-26 45.295 45.335 44.82 45.235 138500 44.1882
2013-03-27 44.9 45.345 44.8175 45.1 232600 44.0563
2013-03-28 45.05 46.99 44.005 46.485 376000 45.4092
2013-03-29 46.485 46.485 46.485 46.485 0 45.4092
2013-04-01 46.485 46.485 46.485 46.485 0 45.4092
2013-04-02 46.5 46.5 46.125 46.15 669900 45.082
2013-04-03 46 46 45 45 324300 43.9586
2013-04-04 45 45.425 44.735 45.16 486500 44.1149
2013-04-05 45.4 45.4 43.68 43.93 329400 42.9134
2013-04-08 43.53 44.085 43.5 43.995 316800 42.9769
2013-04-09 44 44 43.675 44 580200 42.9817
2013-04-10 43.4 43.895 43.4 43.895 455100 43.1242
2013-04-11 43.8 43.875 43.06 43.06 292600 42.3039
2013-04-12 43.55 43.55 42.91 43.2 197300 42.4414
2013-04-15 43.22 43.5 42.955 43.4 207400 42.6379
2013-04-16 43.595 43.7 43.005 43.025 130700 42.2695
2013-04-17 43.2 43.355 42.61 42.65 99800 41.9011
2013-04-18 43.485 43.485 42.45 42.95 207800 42.1958
2013-04-19 43.3 44.34 43.12 44.34 351100 43.5614
2013-04-22 43.92 44.58 43.92 44.5 131600 43.7186
2013-04-23 44.52 45.415 44.445 45.415 266300 44.6175
2013-04-24 45.425 45.435 44.77 45.4 180400 44.6028
2013-04-25 45.255 45.49 44.82 45 367600 44.2098
2013-04-26 44.63 45.54 44.63 45.3 127900 44.5045
2013-04-29 45.63 45.81 45.115 45.2 226200 44.4063
2013-04-30 45.2 45.2 44.645 44.91 492000 44.1214
2013-05-01 45.765 45.83 44.565 45.5 193600 44.701
2013-05-02 44.725 45.465 44.725 45.4 210000 44.6028
2013-05-03 45.3 45.5 45.245 45.5 176800 44.701
2013-05-06 45.5 45.5 45.5 45.5 0 44.701
2013-05-07 46.1 46.395 45.43 45.85 324100 45.0449
2013-05-08 45.9 46 45.525 45.8 253400 44.9957
2013-05-09 45.8 45.8 45.435 45.575 98800 44.7747
2013-05-10 45.75 45.85 45.315 45.785 285500 44.981
2013-05-13 45.545 46 45.405 45.59 184700 44.7894
2013-05-14 45.425 45.6 45.025 45.29 234100 44.4947
2013-05-15 45.4 45.48 45.055 45.3 327800 44.5045
2013-05-16 45.32 45.365 44.91 45 337300 44.2098
2013-05-17 45.345 45.345 43.925 44 256200 43.2273
2013-05-20 45 45 43.855 44 268200 43.2273
2013-05-21 44.19 44.77 43.92 44.5 413500 43.7186
2013-05-22 44.45 45.02 44.4 45 173800 44.2098
2013-05-23 44.93 44.995 43.875 44.795 350500 44.0084
2013-05-24 44.7 44.99 44.405 44.99 225500 44.2
2013-05-27 44.6 44.89 43.745 44.75 21400 43.9642
2013-05-28 44.5 45 44.5 44.75 127000 43.9642
2013-05-29 44.6 44.81 43.805 44.175 176800 43.3993
2013-05-30 44.22 44.51 43.755 43.8 236700 43.0309
2013-05-31 43.85 43.885 43.245 43.7 489300 42.9326
2013-06-03 43.7 43.7 43.7 43.7 0 42.9326
2013-06-04 43.34 44.805 43.34 44 189400 43.2273
2013-06-05 44.005 44.895 43.49 43.73 297800 42.9621
2013-06-06 44 44.09 43.42 43.42 164600 42.6575
2013-06-07 43.4 44.52 43.1 43.28 109400 42.52
2013-06-10 43.18 43.785 43.02 43.18 105700 42.4217
2013-06-11 43.345 43.605 42.85 43 408700 42.2449
2013-06-12 43 43.165 42.805 42.805 149000 42.0533
2013-06-13 42.99 42.99 42.28 42.3 127800 41.5572
2013-06-14 42.7 42.7 41.875 41.875 389200 41.1397
2013-06-17 42 42.945 41.695 42.215 544700 41.4737
2013-06-18 42.15 42.835 42 42.835 276200 42.0828
2013-06-19 42.94 43.1 42.12 42.315 246900 41.5719
2013-06-20 42 42.535 41.2738 41.465 81600 40.7369
2013-06-21 41.5 41.83 40.1 40.1 658300 39.3958
2013-06-24 40.29 41.175 39.75 39.85 133300 39.1502
2013-06-25 40.01 40.765 39.855 40.385 456200 39.6758
2013-06-26 41.245 41.605 40.725 41.355 141200 40.6288
2013-06-27 41.4 42.555 40.735 42.17 522500 41.4295
2013-06-28 42.435 42.73 42.3 42.4 411000 41.6554
2013-07-01 42.66 42.885 42.21 42.88 161100 42.127
2013-07-02 43 43.26 42.345 42.55 191800 41.8028
2013-07-03 42.735 43.25 41.975 43.18 249000 42.4217
2013-07-04 43.44 45 43.375 45 413000 44.2098
2013-07-05 45 45.79 44.79 45.26 473500 44.4652
2013-07-08 44.6 45.65 44.6 44.98 429100 44.1901
2013-07-09 45.185 45.6 44.725 45.6 357000 44.7993
2013-07-10 45.45 46.595 45.39 46.595 360600 45.7768
2013-07-11 46.25 46.375 45.725 46.1 170800 45.2905
2013-07-12 46.1 46.5 46.1 46.32 84700 45.5066
2013-07-15 46.68 46.851 46.2775 46.84 333700 46.0175
2013-07-16 46.75 46.84 45.955 46 488700 45.1922
2013-07-17 46 46.18 45.445 45.715 142400 44.9122
2013-07-18 45.95 46.475 45.545 46.475 230600 45.6589
2013-07-19 45.63 46.2 45.25 45.25 166700 44.4554
2013-07-22 46 46 45.12 45.28 209100 44.4849
2013-07-23 45.4 45.4 44.98 45.1 358600 44.308
2013-07-24 45 45.8 44.85 45.6 124200 44.7993
2013-07-25 46 46 45.265 45.9 113400 45.094
2013-07-26 45.595 45.895 44.66 45.24 398900 44.4456
2013-07-29 45.5 45.595 44.97 45.155 143300 44.3621
2013-07-30 45.665 45.665 45.005 45.17 81400 44.3768
2013-07-31 45.5 46.27 45.3 46.2 330400 45.3887
2013-08-01 46.44 46.505 45.91 46.35 161100 45.5361
2013-08-02 46.55 47.07 46.2 47.07 165900 46.2434
2013-08-05 46.78 47 46.3 46.35 185200 45.5361
2013-08-06 47.25 47.25 46.3 46.75 217200 45.9291
2013-08-07 46.75 46.95 46.38 46.85 316500 46.0273
2013-08-08 46.62 46.9 45.845 46.9 160100 46.0764
2013-08-09 47 47.815 46.685 47.32 133300 46.489
2013-08-12 47.4 47.4 46.82 47.03 87800 46.2041
2013-08-13 47.97 47.97 46.005 47.075 113700 46.2484
2013-08-14 46.5 48.01 46.5 47.71 161900 46.8722
2013-08-15 46.51 47.76 46.51 47.1 311000 46.2729
2013-08-16 47.5 48 46.8115 47.4 173500 46.5676
2013-08-19 47.6 48.59 46.6 47.99 163600 47.1473
2013-08-20 48.12 48.28 46.8 48.1 82900 47.2554
2013-08-21 47.775 48.3 47.565 48 75600 47.1571
2013-08-22 48.05 48.365 47.35 48.09 137000 47.2455
2013-08-23 47.83 48.29 47.35 47.8 105100 46.9606
2013-08-26 47.995 48.295 46.805 47.385 83400 46.5529
2013-08-27 47.49 47.875 47.045 47.15 85500 46.322
2013-08-28 47.2 47.43 46.88 47.085 78900 46.2582
2013-08-29 47.26 47.5 46.925 47.24 70500 46.4105
2013-08-30 47.3 47.96 46.885 47.73 249600 46.8918
2013-09-02 47 47.8 47 47.73 46800 46.8918
2013-09-03 47.67 47.67 46.925 46.95 149000 46.1255
2013-09-04 47.245 47.245 46.47 46.975 140300 46.1501
2013-09-05 47 47.98 46.9 47.96 66300 47.1178
2013-09-06 47.75 47.76 46.74 47.4 79900 46.5676
2013-09-09 47.155 47.245 46.2 46.2 218100 45.3887
2013-09-10 46.38 46.81 45.21 45.405 311000 44.6077
2013-09-11 45.465 45.72 44.61 45.4 497700 44.6028
2013-09-12 45.325 45.6 45.03 45.1 345000 44.308
2013-09-13 45.25 45.3 44.69 44.75 139600 43.9642
2013-09-16 44.91 45 44.23 44.5 225900 43.7186
2013-09-17 44.335 45.925 43.5 44.855 1476000 44.0673
2013-09-18 44.61 45.185 44.61 44.9 454500 44.1115
2013-09-19 45 45.44 44.94 44.98 833100 44.1901
2013-09-20 44.5 45.61 44.5 45.61 747600 44.8091
2013-09-23 45.785 45.93 45.385 45.86 246500 45.0547
2013-09-24 46 46 45.495 45.7 328300 44.8975
2013-09-25 45.65 45.965 45.53 45.8 221900 44.9957
2013-09-26 45.9 45.98 44.96 45.25 197700 44.4554
2013-09-27 45.5 45.5 44.215 44.5 276600 43.7186
2013-09-30 44.32 45.2 44.32 44.955 201300 44.1656
2013-10-01 45 45.07 44.115 45.035 215900 44.2442
2013-10-02 45.3 45.3 44.46 44.9 189900 44.1115
2013-10-03 44.775 45.015 44.75 45 116500 44.2098
2013-10-04 45.15 45.15 43.83 44.2 227900 43.4238
2013-10-07 43.75 44.43 43.75 44.2 207700 43.4238
2013-10-08 44.3 44.41 44.11 44.38 147300 43.6007
2013-10-09 44.4 44.4 43.665 44.1 176000 43.3256
2013-10-10 44.1 44.1 43.315 43.4 300900 42.6379
2013-10-11 43.6 43.8 42.96 43.2 263000 42.4414
2013-10-14 43.5 43.63 43.045 43.195 116500 42.4365
2013-10-15 43.6 43.995 43.38 43.8 238900 43.0309
2013-10-16 43 43.745 43 43.6 486900 42.952
2013-10-17 43.8 44.5 43.055 44.46 149900 43.7993
2013-10-18 45 45.475 44.325 45.46 190200 44.7844
2013-10-21 45.5 45.89 45.305 45.89 249800 45.208
2013-10-22 46 46.85 45.875 46.345 307700 45.6563
2013-10-23 46 46.34 44.705 45.84 222400 45.1588
2013-10-24 45.84 46.005 45.155 45.8 193000 45.1194
2013-10-25 45.8 45.8 45.35 45.58 249600 44.9026
2013-10-28 45.75 46.24 45.39 46.2 171400 45.5134
2013-10-29 45.755 46.41 45.755 46.355 103600 45.6661
2013-10-30 46.5 47.255 46.225 47.1 857400 46.4
2013-10-31 46.75 47.33 46.635 47.165 310600 46.4641
2013-11-01 47.36 47.36 46.65 47.06 216400 46.3606
2013-11-04 47.36 47.36 46.515 46.75 161000 46.0552
2013-11-05 47 47 45.115 46.585 163700 45.8927
2013-11-06 46.955 47.285 46.385 46.95 258200 46.2523
2013-11-07 46.55 47.26 46.5 47.2 305300 46.4986
2013-11-08 47.315 47.315 46.35 46.87 175900 46.1735
2013-11-11 47 47.11 46.705 46.89 81900 46.1932
2013-11-12 46.48 46.96 46.48 46.925 143700 46.2276
2013-11-13 47 47.065 46.715 46.835 125300 46.139
2013-11-14 46.7 47.045 46.565 46.89 204800 46.1932
2013-11-15 47.05 47.18 46.78 47.18 157700 46.4788
2013-11-18 47.3 47.3 46.93 47.075 111600 46.3754
2013-11-19 46.625 47 46.625 46.73 108800 46.0355
2013-11-20 47 47 46.525 47 99700 46.3015
2013-11-21 47 47.045 46.055 46.95 510100 46.2523
2013-11-22 46.95 47.08 46.665 47.05 261300 46.3508
2013-11-25 46.755 47 46.755 46.915 74600 46.2178
2013-11-26 46.635 46.865 46.05 46.8 833400 46.1045
2013-11-27 47 47.15 46.81 47 585100 46.3015
2013-11-28 47 47.215 47 47.14 80600 46.4394
2013-11-29 47.14 47.355 45.56 47.2 156200 46.4986
2013-12-02 47 47.605 46.9 47.38 267500 46.6759
2013-12-03 47.49 48.145 47 47.05 249400 46.3508
2013-12-04 47 47.575 47 47.31 138900 46.6069
2013-12-05 47.45 47.95 47.35 47.83 170800 47.1192
2013-12-06 47.91 48.75 47.805 48.62 813900 47.8974
2013-12-09 48.6 48.945 48.6 48.73 645500 48.0058
