"Index" "HB.Open" "HB.High" "HB.Low" "HB.Close" "HB.Volume" "HB.Adjusted"
2013-03-08 0.16 0.16 0.15 0.16 4400 8.15
2013-03-11 0.16 0.16 0.16 0.16 3900 7.85
2013-03-12 0.16 0.16 0.16 0.16 2100 8
2013-03-13 0.16 0.16 0.16 0.16 8600 8.2
2013-03-14 0.16 0.17 0.16 0.16 8500 8.25
2013-03-15 0.16 0.17 0.16 0.17 6300 8.35
2013-03-18 0.17 0.17 0.17 0.17 0 8.35
2013-03-22 0.17 0.17 0.17 0.17 0 8.35
2013-03-25 0.17 0.17 0.17 0.17 0 8.35
2013-03-27 0.17 0.17 0.17 0.17 0 8.35
2013-03-29 0.17 0.17 0.17 0.17 0 8.35
2013-04-01 0.17 0.17 0.17 0.17 0 8.35
2013-04-02 0.16 0.16 0.13 0.13 0 6.7
2013-04-03 0.12 0.12 0.11 0.11 500 5.4
2013-04-04 0.1 0.12 0.1 0.12 4700 5.95
2013-04-05 0.13 0.14 0.12 0.14 7200 7
2013-04-08 0.14 0.15 0.13 0.15 8000 7.5
2013-04-09 0.15 0.17 0.15 0.17 6000 8.3
2013-04-10 0.17 0.17 0.16 0.17 6700 8.45
2013-04-11 0.17 0.17 0.15 0.17 7500 8.45
2013-04-12 0.16 0.16 0.14 0.14 15700 6.85
2013-04-15 0.14 0.14 0.11 0.12 10800 5.85
2013-04-16 0.12 0.12 0.11 0.11 9100 5.35
2013-04-17 0.11 0.12 0.11 0.11 3100 5.65
2013-04-18 0.11 0.12 0.11 0.12 5600 5.9
2013-04-19 0.12 0.12 0.11 0.11 6800 5.45
2013-04-22 0.11 0.11 0.11 0.11 1100 5.55
2013-04-23 0.11 0.11 0.11 0.11 1300 5.35
2013-04-24 0.11 0.12 0.1 0.12 18500 5.8
2013-04-25 0.12 0.12 0.11 0.12 11900 6.05
2013-04-26 0.12 0.13 0.12 0.12 16300 6
2013-04-29 0.12 0.12 0.11 0.12 2000 5.8
2013-04-30 0.11 0.12 0.11 0.11 1800 5.7
2013-05-01 0.11 0.11 0.11 0.11 0 5.7
2013-05-02 0.11 0.12 0.11 0.11 4200 5.75
2013-05-03 0.11 0.11 0.11 0.11 0 5.75
2013-05-06 0.11 0.11 0.11 0.11 0 5.75
2013-05-07 0.11 0.11 0.11 0.11 0 5.75
2013-05-08 0.11 0.12 0.11 0.12 4300 5.85
2013-05-09 0.12 0.12 0.12 0.12 11200 6
2013-05-10 0.12 0.12 0.12 0.12 2300 5.9
2013-05-13 0.12 0.12 0.12 0.12 4700 5.9
2013-05-14 0.12 0.12 0.11 0.12 6100 5.85
2013-05-15 0.12 0.12 0.12 0.12 5300 5.95
2013-05-16 0.12 0.12 0.11 0.12 8900 6
2013-05-17 0.12 0.12 0.12 0.12 5200 5.9
2013-05-20 0.12 0.12 0.11 0.12 5900 5.95
2013-05-21 0.12 0.12 0.11 0.11 14400 5.75
2013-05-22 0.12 0.12 0.12 0.12 2200 5.9
2013-05-23 0.12 0.12 0.12 0.12 2300 5.85
2013-05-24 0.12 0.12 0.12 0.12 3900 5.95
2013-05-27 0.12 0.12 0.11 0.11 3100 5.75
2013-05-28 0.11 0.12 0.11 0.12 3000 5.8
2013-05-29 0.11 0.11 0.11 0.11 7000 5.6
2013-05-30 0.11 0.12 0.11 0.11 6700 5.5
2013-05-31 0.11 0.11 0.11 0.11 6700 5.55
2013-06-03 0.11 0.11 0.1 0.1 8000 5.25
2013-06-04 0.1 0.11 0.1 0.11 4600 5.3
2013-06-05 0.1 0.11 0.1 0.1 2000 5.2
2013-06-06 0.1 0.1 0.1 0.1 3000 5.15
2013-06-07 0.1 0.1 0.1 0.1 900 5.05
2013-06-10 0.1 0.1 0.1 0.1 3800 5.15
2013-06-11 0.1 0.1 0.1 0.1 5400 5
2013-06-12 0.1 0.1 0.1 0.1 3000 5
2013-06-13 0.1 0.1 0.1 0.1 300 5.05
2013-06-14 0.1 0.1 0.1 0.1 1100 5.1
2013-06-17 0.1 0.1 0.1 0.1 5000 5.2
2013-06-18 0.1 0.1 0.1 0.1 2200 5.15
2013-06-19 0.1 0.1 0.1 0.1 1300 5.1
2013-06-20 0.1 0.1 0.1 0.1 400 5.15
2013-06-21 0.1 0.1 0.1 0.1 700 5.1
2013-06-24 0.1 0.1 0.1 0.1 0 5.1
2013-06-25 0.1 0.11 0.1 0.11 6200 5.35
2013-06-26 0.1 0.1 0.1 0.1 4500 5.1
2013-06-27 0.11 0.11 0.1 0.1 6700 5.15
2013-06-28 0.1 0.1 0.1 0.1 3500 5.2
2013-07-01 0.1 0.11 0.1 0.11 5200 5.3
2013-07-02 0.11 0.11 0.11 0.11 0 5.3
2013-07-03 0.1 0.11 0.1 0.1 2000 5.25
2013-07-04 0.11 0.11 0.11 0.11 2700 5.3
2013-07-05 0.11 0.11 0.1 0.1 4500 5.2
2013-07-08 0.1 0.1 0.1 0.1 2700 5.1
2013-07-09 0.1 0.1 0.1 0.1 1200 5.05
2013-07-10 0.1 0.1 0.09 0.1 5100 4.8
2013-07-11 0.1 0.1 0.09 0.1 1700 4.8
2013-07-12 0.1 0.1 0.1 0.1 4400 4.85
2013-07-15 0.1 0.1 0.09 0.09 5000 4.6
2013-07-16 0.09 0.1 0.09 0.09 3300 4.55
2013-07-17 0.09 0.09 0.09 0.09 1000 4.45
