"Index" "MF.Open" "MF.High" "MF.Low" "MF.Close" "MF.Volume" "MF.Adjusted"
2014-07-29 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-30 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-31 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-01 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-04 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-05 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-06 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-08 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-11 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-12 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-08-13 96.065 96.29 96.05 96.05 1300 96.05
2014-08-14 95.35 95.35 95.35 95.35 0 95.35
2014-08-15 96.99 96.99 95.88 95.88 100 95.88
2014-08-18 97.145 97.24 97.03 97.24 0 97.24
2014-08-19 97.74 97.74 97.74 97.74 0 97.74
2014-08-20 96.395 96.395 96.395 96.395 0 96.395
2014-08-21 98.995 98.995 98.87 98.875 0 98.875
2014-08-22 99.12 99.12 99.12 99.12 0 99.12
2014-08-26 99.63 99.63 99.63 99.63 0 99.63
2014-08-27 102.5 102.5 102.5 102.5 0 102.5
2014-08-28 100.73 100.73 100.73 100.73 0 100.73
2014-08-29 92.0961 92.0961 91.4475 91.4475 300 91.4475
2014-09-01 93.72 93.72 93.3 93.3 700 93.3
2014-09-02 94.61 94.61 94.305 94.43 400 94.43
2014-09-03 96.3087 96.3087 95.705 95.98 2700 95.98
2014-09-04 97.22 97.61 97.22 97.4907 7700 97.4907
2014-09-05 96.73 96.73 96.73 96.73 400 96.73
2014-09-08 96.17 96.17 96.17 96.17 200 96.17
2014-09-09 96.12 96.12 96.07 96.07 0 96.07
2014-09-10 96.07 96.57 96.07 96.49 3100 96.49
2014-09-11 94.59 94.59 94.59 94.59 0 94.59
2014-09-12 94.28 94.28 94.28 94.28 0 94.28
2014-09-15 94.62 94.62 94.62 94.62 0 94.62
2014-09-16 93.525 93.615 93.505 93.505 0 93.505
2014-09-17 94.365 94.365 94.01 94.057 200 94.057
2014-09-18 94.58 94.83 94.58 94.83 1700 94.83
2014-09-19 94.42 94.42 94.42 94.42 400 94.42
2014-09-22 92.95 92.95 92.95 92.95 0 92.95
2014-09-23 92.945 92.945 92.945 92.945 0 92.945
2014-09-24 90.99 91.13 90.99 91.13 500 91.13
2014-09-25 90.15 90.21 90.11 90.21 0 90.21
2014-09-26 90.18 90.18 90.18 90.18 5900 90.18
2014-09-29 89.685 89.765 89.58 89.58 100 89.58
2014-09-30 89.94 90.05 89.885 90.05 0 90.05
2014-10-01 89.545 89.545 89.545 89.545 0 89.545
2014-10-02 87.6322 87.6322 87.6322 87.6322 500 87.6322
2014-10-03 87.335 87.58 87.25 87.37 200 87.37
2014-10-06 87.7332 87.7332 87.54 87.54 1200 87.54
2014-10-07 85.9 85.95 85.75 85.75 300 85.75
2014-10-08 84.52 84.8258 84.52 84.54 800 84.54
2014-10-09 84.255 84.48 84.15 84.15 600 84.15
2014-10-10 82.3 82.79 81.6948 82.3456 12700 82.3456
2014-10-13 82.465 82.93 81.56 81.8753 4000 81.8753
2014-10-14 82.14 82.14 81.6761 81.6761 4700 81.6761
2014-10-15 78.66 78.66 78.66 78.66 300 78.66
2014-10-16 79.2089 79.2089 78.535 78.63 1400 78.63
2014-10-17 81.41 81.53 81.41 81.53 0 81.53
2014-10-20 80.11 80.32 80.11 80.3 300 80.3
2014-10-21 83.86 84.13 83.86 84.01 1100 84.01
2014-10-22 82.245 82.245 82.245 82.245 0 82.245
2014-10-23 84.5 84.5 84.5 84.5 100 84.5
2014-10-24 84.65 84.65 84.65 84.65 0 84.65
2014-10-27 83.96 84.1 83.96 84.1 0 84.1
2014-10-28 84.28 84.47 84.28 84.47 400 84.47
2014-10-29 85.94 85.96 85.395 85.46 200 85.46
2014-10-30 86.44 86.44 86.26 86.26 200 86.26
2014-10-31 86.335 86.335 86.335 86.335 0 86.335
2014-11-03 88.3892 88.3892 87.96 87.96 400 87.96
2014-11-04 88.1131 88.1131 87.27 87.27 400 87.27
2014-11-05 89.25 89.275 89.13 89.13 0 89.13
2014-11-06 88.81 89.75 88.775 89.75 100 89.75
2014-11-07 89.8925 90.22 89.8925 90.22 0 90.22
2014-11-10 89.99 90.59 89.97 90.59 500 90.59
2014-11-11 91.37 91.41 91.37 91.41 0 91.41
2014-11-12 90.77 90.805 90.59 90.59 300 90.59
2014-11-13 90.79 90.79 90.79 90.79 200 90.79
2014-11-14 91.3544 91.56 91.2577 91.2577 600 91.2577
2014-11-17 91.85 91.85 91.85 91.85 0 91.85
2014-11-18 91.85 92.66 91.85 92.45 1500 92.45
2014-11-19 90.69 91.9 90.69 91.9 4400 91.9
2014-11-20 91.765 91.765 91.765 91.765 0 91.765
2014-11-21 93.09 93.09 92.8 93.06 800 93.06
2014-11-24 93.2 93.2 92.85 93 0 93
2014-11-25 92.93 92.93 92.93 92.93 0 92.93
2014-11-26 93.1025 94.55 93.1025 94.28 1100 94.28
2014-11-27 94.25 94.25 94.25 94.25 0 94.25
2014-11-28 94.62 94.7767 94.62 94.75 5600 94.75
2014-12-01 94.86 94.86 94.86 94.86 0 94.86
2014-12-02 94.75 94.75 94.75 94.75 100 94.75
2014-12-03 95.01 95.01 95.01 95.01 4400 95.01
2014-12-04 94.68 94.775 94.62 94.7316 900 94.7316
2014-12-05 96.19 96.19 96.19 96.19 0 96.19
2014-12-08 94.1788 94.1788 93.4591 93.4591 2900 93.4591
2014-12-09 92.33 92.33 91.476 91.476 0 91.476
2014-12-10 91.5367 91.5367 90.2652 90.308 300 90.308
2014-12-11 90.85 90.94 90.53 90.53 1700 90.53
2014-12-12 88.08 88.08 88.08 88.08 8000 88.08
2014-12-15 88.635 88.635 87.63 87.63 1300 87.63
2014-12-16 87.64 87.64 87.64 87.64 0 87.64
2014-12-17 88.77 88.77 88.77 88.77 400 88.77
2014-12-18 90.8 90.8 90.3157 90.3157 300 90.3157
2014-12-19 90.885 90.885 90.87 90.87 300 90.87
2014-12-22 92.2307 92.59 92.2307 92.59 900 92.59
2014-12-23 93.78 93.99 93.53 93.99 100 93.99
2014-12-24 93.865 93.865 93.865 93.865 0 93.865
2014-12-25 93.865 93.865 93.865 93.865 0 93.865
2014-12-26 93.865 93.865 93.865 93.865 0 93.865
2014-12-29 94.0939 94.3589 93.02 94.15 900 94.15
2014-12-30 93.17 92.9344 92.92 92.9344 7400 92.9344
2014-12-31 93 93 93 93 0 93
2015-01-01 93 93 93 93 0 93
2015-01-02 93.505 93.505 93.505 93.505 0 93.505
2015-01-05 90.24 90.38 90.38 90.38 0 90.38
2015-01-06 89.45 89.51 88.92 88.97 400 88.97
2015-01-07 89.32 89.32 89.32 89.32 200 89.32
2015-01-08 92.18 92.18 92.18 92.18 0 92.18
2015-01-09 91.905 91.905 91.905 91.905 0 91.905
2015-01-12 90.58 90.58 89.99 89.99 7700 89.99
2015-01-13 91.73 91.49 91.49 91.49 0 91.49
2015-01-14 89.75 89.75 89.75 89.75 0 89.75
2015-01-15 89.9204 90.41 89.9204 90.41 600 90.41
2015-01-16 91.705 91.54 91.54 91.54 10300 91.54
2015-01-19 92.395 92.52 92.52 92.52 100 92.52
2015-01-20 92.8132 93.25 92.8132 93.25 0 93.25
2015-01-21 93.25 93.99 91.65 93.99 2400 93.99
2015-01-22 94.93 96.52 94.69 96.52 100 96.52
2015-01-23 99.15 99.15 98.87 98.87 100 98.87
2015-01-26 100 100 100 100 900 100
2015-01-27 99.54 99.54 98.38 98.38 2200 98.38
2015-01-28 98.68 98.68 98.675 98.675 0 98.675
2015-01-29 99.3467 100 100 100 300 100
2015-01-30 100.15 100.15 99.45 99.45 100 99.45
2015-02-02 100.35 100.35 100.35 100.35 200 100.35
2015-02-03 100.85 101.1 100.85 101.1 4900 101.1
2015-02-04 101.45 101.45 101.45 101.45 0 101.45
2015-02-05 101.652 102.1 101.652 102.1 1900 102.1
2015-02-06 102.25 102.25 102.25 102.25 0 102.25
2015-02-09 101.705 101.705 101.705 101.705 0 101.705
2015-02-10 102.15 102.15 102.15 102.15 0 102.15
2015-02-11 101.325 101.6 101.6 101.6 0 101.6
2015-02-12 102.85 102.9 102.675 102.9 14500 102.9
2015-02-13 103.2 103.5 103.5 103.5 100 103.5
2015-02-16 103.8 103.85 103.5 103.85 100 103.85
2015-02-17 104.1 103.45 103.45 103.45 200 103.45
2015-02-18 103.33 105.85 103.33 104.991 4500 104.991
2015-02-19 104.95 106.85 106.85 106.85 100 106.85
2015-02-20 106.43 106.8 105.53 106.8 1100 106.8
2015-02-23 107.5 107.25 107.25 107.25 100 107.25
2015-02-24 107.13 108 106.53 108 1400 108
2015-02-25 107.7 107.2 106.9 106.9 900 106.9
2015-02-26 106.73 108.8 106.73 108.7 300 108.7
2015-02-27 109.2 109.25 108 108.85 1000 108.85
2015-03-02 108.675 109.05 108.65 109.05 300 109.05
2015-03-03 109.1 108.35 108.35 108.35 0 108.35
2015-03-04 108.55 109.35 109.35 109.35 300 109.35
2015-03-05 109.472 111.38 109.472 111.298 1100 111.298
2015-03-06 111.18 111.58 110.628 110.65 8800 110.65
2015-03-09 110.23 111.78 109.978 110.7 2100 110.7
2015-03-10 110.05 109.55 109.55 109.55 0 109.55
2015-03-11 110.6 110.65 110.65 110.65 500 110.65
2015-03-12 111.175 111.175 110.963 110.963 3100 110.963
2015-03-13 111.7 112.15 112.005 112.15 5000 112.15
2015-03-16 112.5 112.6 112.6 112.6 100 112.6
2015-03-17 112.3 111.6 111.6 111.6 1200 111.6
2015-03-18 111.25 112.75 112.75 112.75 300 112.75
2015-03-19 112.63 113.23 112.29 112.5 1400 112.5
2015-03-20 112.9 113.2 113.2 113.2 0 113.2
2015-03-23 112.4 113.2 113.2 113.2 100 113.2
2015-03-24 114 114 114 114 1800 114
2015-03-25 114 112.2 112.2 112.2 0 112.2
2015-03-26 110.35 109.7 109.7 109.7 200 109.7
2015-03-27 110.575 110.5 110.5 110.5 200 110.5
2015-03-30 110.9 110.65 110.65 110.65 0 110.65
2015-03-31 112.4 111.064 110.9 111.064 300 111.064
2015-04-01 112.65 112.3 112.3 112.3 0 112.3
2015-04-02 112.4 112.9 112.9 112.9 200 112.9
2015-04-03 112.9 112.9 112.9 112.9 0 112.9
2015-04-06 112.9 112.9 112.9 112.9 0 112.9
2015-04-07 112.873 115.3 112.873 115.3 1400 115.3
2015-04-08 115.575 114.8 114.8 114.8 800 114.8
2015-04-09 115.95 116.1 116.1 116.1 1300 116.1
2015-04-10 116.43 116.7 116.127 116.436 0 116.436
2015-04-13 116.55 116.3 116.3 116.3 0 116.3
2015-04-14 115.75 115.5 115.486 115.5 300 115.5
2015-04-15 115.65 116.05 115.995 116.05 200 116.05
2015-04-16 113.923 114.325 113.6 113.6 1200 113.6
2015-04-17 112.825 110.75 110.75 110.75 500 110.75
2015-04-20 111.175 111.8 111.4 111.8 1000 111.8
2015-04-21 113.22 113.372 111.82 112.441 0 112.441
2015-04-22 112.85 111.72 111.3 111.3 200 111.3
2015-04-23 111.65 110.7 110.7 110.7 300 110.7
2015-04-24 110.2 110.05 109.775 109.85 1500 109.85
2015-04-27 108.65 111.9 111.9 111.9 0 111.9
2015-04-28 110.5 110.1 110.1 110.1 600 110.1
2015-04-29 110.5 109.2 109.2 109.2 1200 109.2
2015-04-30 108.6 109.6 109.037 109.6 1700 109.6
2015-05-01 109.6 109.6 109.6 109.6 0 109.6
2015-05-04 109.6 109.6 109.6 109.6 0 109.6
2015-05-08 108.4 109.75 109.028 109.75 2900 109.75
2015-05-11 109.725 110.2 109.875 110.2 500 110.2
2015-05-12 110.025 108.85 108.85 108.85 0 108.85
2015-05-13 107.55 108.9 108.1 108.225 300 108.225
2015-05-14 108.525 108.95 108.525 108.95 600 108.95
2015-05-15 109.625 109.15 109.15 109.15 0 109.15
2015-05-18 109.02 109.52 108.62 109.35 400 109.35
2015-05-19 110.925 111.2 111.2 111.2 300 111.2
2015-05-20 111.22 111.7 111.15 111.7 200 111.7
2015-05-21 112 114.2 112.846 114.2 0 114.2
2015-05-22 114.223 115.25 113.725 115.25 300 115.25
2015-05-25 115.25 115.25 115.25 115.25 0 115.25
2015-05-26 115.875 115.875 114.35 114.35 0 114.35
2015-05-27 114.625 116.6 115 116.6 7200 116.6
2015-05-28 116.45 116.75 116.75 116.75 0 116.75
2015-05-29 116.5 116.5 116.05 116.05 1400 116.05
2015-06-01 115.35 115.5 115.1 115.1 300 115.1
2015-06-02 115.6 115.2 115.2 115.2 200 115.2
2015-06-03 115.223 115.42 114.82 115.3 4800 115.3
2015-06-04 114.35 114.525 114.35 114.45 200 114.45
2015-06-05 111.85 112.5 112.5 112.5 0 112.5
2015-06-08 110.95 111.85 110.95 111.45 400 111.45
2015-06-09 110.525 110.525 109.75 110.1 1500 110.1
2015-06-10 108.08 110.15 107.128 110.15 300 110.15
2015-06-11 111.65 111.675 110.575 110.575 400500 110.575
2015-06-12 110.25 110.831 110.831 110.831 500 110.831
2015-06-15 109.575 108.8 108.8 108.8 600 108.8
2015-06-16 108 109.6 109.6 109.6 0 109.6
2015-06-17 108.6 108.25 108.25 108.25 200 108.25
2015-06-18 108.025 108.9 108.9 108.9 1800 108.9
2015-06-19 109.25 109.1 109.1 109.1 0 109.1
2015-06-22 110.75 110.75 110.75 110.75 0 110.75
2015-06-23 114.9 115.45 115.45 115.45 200 115.45
2015-06-24 115.55 114.7 114.65 114.7 1700 114.7
2015-06-25 114.725 115 115 115 200 115
2015-06-26 114.3 115.6 115.6 115.6 100 115.6
2015-06-29 112.925 112.98 111.23 111.3 4600 111.3
2015-06-30 111.175 109.95 109.95 109.95 1600 109.95
2015-07-01 113.05 113.1 113.1 113.1 100 113.1
2015-07-02 113.675 112.45 112.45 112.45 0 112.45
2015-07-03 112.75 112.4 111.3 112.4 200 112.4
2015-07-06 109.72 109.822 109.422 109.5 800 109.5
2015-07-07 109.52 109.77 107.1 107.1 1300 107.1
2015-07-08 107.721 109.22 107.72 108.15 2700 108.15
2015-07-09 111.05 111.3 111.3 111.3 0 111.3
2015-07-10 115 115 115 115 300 115
2015-07-13 117.825 117.825 117.825 117.825 0 117.825
2015-07-14 118.4 119.1 119.1 119.1 600 119.1
2015-07-15 119.85 119.9 119.9 119.9 100 119.9
2015-07-16 119.92 122.325 119.92 121.75 2000 121.75
2015-07-17 121.85 121.95 121.95 121.95 0 121.95
2015-07-20 122.725 122 122 122 100 122
2015-07-21 122.35 122.45 122.45 122.45 100 122.45
2015-07-22 121.475 122.258 122.206 122.25 2000 122.25
2015-07-23 121.875 122.3 122.275 122.3 500 122.3
2015-07-24 122.318 122.318 122.1 122.1 0 122.1
2015-07-27 118.75 118.75 118.75 118.75 0 118.75
2015-07-28 119.25 119.96 119.623 119.623 4000 119.623
2015-07-29 120.05 120.05 120.05 120.05 300 120.05
2015-07-30 120.294 120.95 120.294 120.95 2100 120.95
2015-07-31 121.4 121.25 121.25 121.25 1300 121.25
2015-08-03 122.35 122.9 122.9 122.9 500 122.9
2015-08-04 122.28 122.45 121.925 122.45 500 122.45
2015-08-05 122.876 124.25 122.714 124.25 1500 124.25
2015-08-06 124.65 124.4 124.4 124.4 1200 124.4
2015-08-07 121.6 121.6 121.6 121.6 100 121.6
2015-08-10 122.125 122.257 120.88 122.225 4600 122.225
2015-08-11 121.8 121.4 121.4 121.4 0 121.4
2015-08-12 116.95 116.95 116.65 116.65 200 116.65
2015-08-13 117.625 120.05 119.6 120.05 2800 120.05
2015-08-14 120.7 120.7 119.25 119.25 2900 119.25
2015-08-17 119.95 119.95 119.95 119.95 200 119.95
2015-08-18 121.85 121.95 121.95 121.95 100 121.95
2015-08-19 119.15 118.45 118.45 118.45 100 118.45
2015-08-20 117.27 117.57 115.8 116.585 300 116.585
2015-08-21 114.9 112.6 112.6 112.6 3000 112.6
2015-08-24 111.52 111.52 106.5 107.075 700 107.075
2015-08-25 108.22 112.72 108.122 111.85 4400 111.85
2015-08-26 111.2 111.186 110.79 110.79 5900 110.79
2015-08-27 113.8 114.65 113.8 114.65 7800 114.65
2015-08-28 114.6 115.25 115.25 115.25 200 115.25
2015-08-31 115.25 115.25 115.25 115.25 0 115.25
2015-09-01 114.6 111.65 111.65 111.65 0 111.65
2015-09-02 112.175 112.5 112.5 112.5 200 112.5
2015-09-03 114.65 115.3 115.3 115.3 100 115.3
2015-09-04 114 113.25 111.025 112 200 112
2015-09-07 112.875 112 112 112 200 112
2015-09-08 113.3 113.3 113.3 113.3 100 113.3
2015-09-09 115.92 116.358 115.5 115.5 700 115.5
2015-09-10 113.15 113.044 110.937 110.95 200 110.95
2015-09-11 109.8 109.2 109.2 109.2 300 109.2
2015-09-14 108.5 108.2 108.2 108.2 0 108.2
2015-09-15 107.5 109 109 109 100 109
2015-09-16 109.5 110.2 109.4 109.4 100 109.4
2015-09-17 109.68 110.45 109.442 110.135 300 110.135
2015-09-18 109.13 109.13 107.65 107.65 300 107.65
2015-09-21 107.8 109.7 109.7 109.7 1800 109.7
2015-09-22 106.8 106.168 105.9 105.9 2400 105.9
2015-09-23 106.661 106.661 106.661 106.661 600 106.661
2015-09-24 107.2 104.564 104.268 104.55 3600 104.55
2015-09-25 105.75 106.6 105.95 105.95 3500 105.95
2015-09-28 104.125 103 103 103 500 103
2015-09-29 101.9 102.7 101.9 101.9 900 101.9
2015-09-30 102.95 104.7 103.38 104.7 100 104.7
2015-10-01 106.8 106.8 104.5 104.725 500 104.725
2015-10-02 103.45 105.1 105.1 105.1 0 105.1
2015-10-05 106.2 107.3 106.2 106.95 1800 106.95
2015-10-06 107.325 108.25 108.25 108.25 500 108.25
2015-10-07 108.95 108.369 107.65 108.369 600 108.369
2015-10-08 107.65 107.45 107.45 107.45 500 107.45
2015-10-09 108.35 108.85 108.85 108.85 0 108.85
2015-10-12 108.85 108.85 107.75 107.775 200 107.775
2015-10-13 106.4 107.1 105.93 106.804 1600 106.804
2015-10-14 106.65 106.7 106.7 106.7 0 106.7
2015-10-15 107.55 107.8 107.25 107.4 400 107.4
2015-10-16 108.6 107.7 107.7 107.7 0 107.7
2015-10-19 108.325 107.65 107.641 107.641 300 107.641
2015-10-20 106.85 106.85 106.1 106.408 3100 106.408
2015-10-21 106.03 106.577 103.879 105.902 6600 105.902
2015-10-22 105.98 107.309 105.421 107.309 500 107.309
2015-10-23 109.25 111.644 111.4 111.41 2400 111.41
2015-10-26 110.6 109.75 109.75 109.75 100 109.75
2015-10-27 109.575 108.3 108.3 108.3 2700 108.3
2015-10-28 108.8 108.85 108.85 108.85 0 108.85
2015-10-29 106.75 108.2 108.2 108.2 100 108.2
2015-10-30 108.228 109.15 108.228 108.72 400 108.72
