"Index" "MF.Open" "MF.High" "MF.Low" "MF.Close" "MF.Volume" "MF.Adjusted"
2013-06-05 0.0807 0.082 0.0773 0.0819 45900 0.0819
2013-06-06 0.0819 0.0819 0.0819 0.0819 0 0.0819
2013-06-07 0.0827 0.083 0.0827 0.083 20000 0.083
2013-06-10 0.0806 0.0824 0.0805 0.0824 71000 0.0824
2013-06-11 0.0796 0.0884 0.0796 0.0855 1820000 0.0855
2013-06-12 0.0854 0.0869 0.0801 0.0832 2082800 0.0832
2013-06-13 0.0832 0.0869 0.0818 0.0818 400700 0.0818
2013-06-14 0.0837 0.0839 0.0808 0.0819 90200 0.0819
2013-06-17 0.0825 0.0834 0.0812 0.0825 115300 0.0825
2013-06-18 0.0825 0.0835 0.0802 0.0822 39200 0.0822
2013-06-19 0.0829 0.0829 0.0791 0.0828 89900 0.0828
2013-06-20 0.0797 0.0829 0.0797 0.0827 56600 0.0827
2013-06-21 0.0791 0.083 0.079 0.0829 13100 0.0829
2013-06-24 0.0791 0.0829 0.0791 0.0828 19400 0.0828
2013-06-25 0.0793 0.0828 0.076 0.078 113700 0.078
2013-06-26 0.0818 0.0818 0.077 0.0807 40000 0.0807
2013-06-27 0.0786 0.0812 0.0769 0.0811 59300 0.0811
2013-06-28 0.0771 0.0811 0.0766 0.0801 17700 0.0801
2013-07-01 0.082 0.0835 0.08 0.08 61000 0.08
2013-07-02 0.0814 0.0814 0.079 0.0813 70000 0.0813
2013-07-03 0.077 0.0807 0.077 0.077 3000 0.077
2013-07-04 0.079 0.0806 0.0743 0.079 58300 0.079
2013-07-05 0.079 0.079 0.079 0.079 0 0.079
2013-07-08 0.079 0.079 0.079 0.079 0 0.079
2013-07-09 0.079 0.0779 0.074 0.0755 65100 0.0755
2013-07-10 0.0777 0.0793 0.072 0.0726 170000 0.0726
2013-07-11 0.072 0.0763 0.072 0.0737 7700 0.0737
2013-07-12 0.072 0.0764 0.0701 0.0764 70700 0.0764
2013-07-15 0.0799 0.0799 0.0782 0.0796 50000 0.0796
2013-07-16 0.0793 0.0793 0.0793 0.0793 2000 0.0793
2013-07-17 0.0788 0.0788 0.0788 0.0788 100 0.0788
2013-07-18 0.076 0.076 0.076 0.076 30000 0.076
2013-07-19 0.076 0.0789 0.0751 0.0785 1000 0.0785
2013-07-22 0.0777 0.0777 0.0714 0.073 335800 0.073
2013-07-23 0.0731 0.0765 0.071 0.0711 244700 0.0711
2013-07-24 0.0725 0.0725 0.07 0.0724 60900 0.0724
2013-07-25 0.0701 0.0723 0.0696 0.0723 73800 0.0723
2013-07-26 0.0696 0.0724 0.068 0.0723 200700 0.0723
2013-07-29 0.0701 0.0723 0.0687 0.0717 50600 0.0717
2013-07-30 0.0686 0.0716 0.0685 0.0708 231900 0.0708
2013-07-31 0.0681 0.0699 0.067 0.0689 274800 0.0689
2013-08-01 0.0684 0.069 0.0656 0.069 142200 0.069
2013-08-02 0.0687 0.0688 0.0661 0.0688 5000 0.0688
2013-08-05 0.069 0.069 0.0669 0.0688 307600 0.0688
2013-08-06 0.0667 0.0687 0.0665 0.0667 304400 0.0667
2013-08-07 0.0667 0.0689 0.0665 0.0688 283300 0.0688
2013-08-08 0.0687 0.0693 0.066 0.0687 281800 0.0687
2013-08-09 0.0687 0.0689 0.0667 0.0689 42600 0.0689
2013-08-12 0.07 0.07 0.0689 0.07 233500 0.07
2013-08-13 0.0681 0.078 0.068 0.0729 2508100 0.0729
2013-08-14 0.0731 0.0731 0.07 0.07 431300 0.07
2013-08-15 0.07 0.07 0.07 0.07 0 0.07
2013-08-16 0.0724 0.0741 0.07 0.07 294000 0.07
2013-08-19 0.0713 0.0713 0.068 0.0713 159100 0.0713
2013-08-20 0.0681 0.0696 0.068 0.0681 79300 0.0681
2013-08-21 0.0696 0.07 0.0685 0.0699 145400 0.0699
2013-08-22 0.07 0.0728 0.07 0.0709 52100 0.0709
2013-08-23 0.072 0.0748 0.0707 0.0722 225900 0.0722
2013-08-26 0.07 0.0714 0.0686 0.07 553300 0.07
2013-08-27 0.07 0.0709 0.069 0.0709 127300 0.0709
2013-08-28 0.07 0.07 0.067 0.07 119600 0.07
2013-08-29 0.07 0.0729 0.0673 0.0689 75600 0.0689
2013-08-30 0.0683 0.07 0.0683 0.0683 1e+05 0.0683
2013-09-02 0.068 0.0728 0.068 0.069 66400 0.069
2013-09-03 0.0699 0.0699 0.0686 0.0687 14100 0.0687
2013-09-04 0.0685 0.0685 0.068 0.068 42200 0.068
2013-09-05 0.0699 0.07 0.067 0.068 286500 0.068
2013-09-06 0.0692 0.0692 0.068 0.0686 55000 0.0686
2013-09-09 0.0699 0.0699 0.0671 0.0699 227400 0.0699
2013-09-10 0.0699 0.0698 0.0673 0.068 147400 0.068
2013-09-11 0.0681 0.0681 0.0681 0.0681 11500 0.0681
2013-09-12 0.0681 0.0694 0.0671 0.0689 118900 0.0689
2013-09-13 0.0694 0.0694 0.0676 0.0678 80200 0.0678
2013-09-16 0.0679 0.0689 0.0672 0.0673 177000 0.0673
2013-09-17 0.068 0.068 0.0673 0.068 72700 0.068
2013-09-18 0.068 0.068 0.0665 0.0666 622100 0.0666
2013-09-19 0.0672 0.069 0.0658 0.0687 621500 0.0687
2013-09-20 0.0672 0.068 0.0658 0.0677 285500 0.0677
2013-09-23 0.0691 0.0691 0.0677 0.0688 103600 0.0688
2013-09-24 0.068 0.0691 0.068 0.0684 323900 0.0684
2013-09-25 0.0685 0.0685 0.067 0.0682 387500 0.0682
2013-09-26 0.066 0.0685 0.066 0.066 196600 0.066
2013-09-27 0.066 0.0685 0.0655 0.0655 627500 0.0655
2013-09-30 0.0678 0.0678 0.063 0.0653 361600 0.0653
2013-10-01 0.066 0.0675 0.0645 0.0669 162000 0.0669
2013-10-02 0.0669 0.07 0.065 0.0656 496200 0.0656
2013-10-03 0.068 0.068 0.0655 0.0666 118200 0.0666
2013-10-04 0.0653 0.0665 0.064 0.0655 612200 0.0655
2013-10-07 0.0655 0.068 0.0647 0.0649 1144000 0.0649
2013-10-08 0.0655 0.0656 0.0651 0.0655 243200 0.0655
2013-10-09 0.0656 0.0665 0.0645 0.0659 102100 0.0659
2013-10-10 0.0648 0.0659 0.0648 0.0651 133500 0.0651
2013-10-11 0.065 0.0657 0.063 0.0655 682400 0.0655
2013-10-14 0.066 0.0667 0.0652 0.0666 307700 0.0666
2013-10-15 0.0666 0.0667 0.0651 0.0656 231900 0.0656
2013-10-16 0.066 0.075 0.066 0.0712 1610800 0.0712
2013-10-17 0.0712 0.0712 0.0677 0.0693 673100 0.0693
2013-10-18 0.0701 0.073 0.0701 0.0711 759200 0.0711
2013-10-21 0.072 0.0748 0.072 0.0729 397300 0.0729
2013-10-22 0.0715 0.0748 0.0712 0.0732 447000 0.0732
2013-10-23 0.073 0.073 0.0701 0.0719 211700 0.0719
2013-10-24 0.0718 0.0719 0.0701 0.0719 102300 0.0719
2013-10-25 0.074 0.074 0.07 0.0717 202800 0.0717
2013-10-28 0.072 0.072 0.0694 0.0694 25000 0.0694
2013-10-29 0.0725 0.0725 0.0692 0.0725 163000 0.0725
2013-10-30 0.0725 0.0745 0.0731 0.0739 278500 0.0739
2013-10-31 0.0735 0.0735 0.0727 0.0735 20900 0.0735
2013-11-01 0.0736 0.0769 0.073 0.074 318000 0.074
2013-11-04 0.0769 0.0769 0.073 0.0744 149000 0.0744
2013-11-05 0.0721 0.075 0.0713 0.0723 95400 0.0723
2013-11-06 0.0723 0.0723 0.0723 0.0723 0 0.0723
2013-11-07 0.054 0.0589 0.054 0.0589 141600 0.0589
2013-11-08 0.0604 0.0658 0.06 0.0633 7348400 0.0633
2013-11-11 0.0597 0.0597 0.0597 0.0597 48800 0.0597
2013-11-12 0.0597 0.062 0.059 0.0591 994400 0.0591
2013-11-13 0.06 0.0602 0.0573 0.0594 531700 0.0594
2013-11-14 0.0581 0.0598 0.056 0.0569 1423900 0.0569
2013-11-15 0.0571 0.0571 0.052 0.0524 1838400 0.0524
2013-11-18 0.0544 0.0545 0.0513 0.0529 1797500 0.0529
2013-11-19 0.0531 0.0535 0.052 0.0523 577800 0.0523
2013-11-20 0.0524 0.0524 0.051 0.0519 649800 0.0519
2013-11-21 0.053 0.0534 0.0511 0.053 586400 0.053
2013-11-22 0.053 0.053 0.052 0.052 662400 0.052
2013-11-25 0.0521 0.0523 0.0497 0.0499 3055700 0.0499
2013-11-26 0.05 0.05 0.0478 0.0499 2157700 0.0499
2013-11-27 0.045 0.0486 0.045 0.048 1959500 0.048
2013-11-28 0.048 0.049 0.046 0.047 2452200 0.047
2013-11-29 0.0472 0.0483 0.047 0.047 1279100 0.047
2013-12-02 0.0471 0.0471 0.0461 0.0471 578300 0.0471
2013-12-03 0.0468 0.047 0.045 0.0455 1361600 0.0455
2013-12-04 0.0455 0.046 0.043 0.0452 1549900 0.0452
2013-12-05 0.0434 0.0457 0.0433 0.0454 478400 0.0454
2013-12-06 0.0445 0.0445 0.043 0.0442 1478500 0.0442
2013-12-09 0.0443 0.0443 0.0422 0.0423 849500 0.0423
2013-12-10 0.0423 0.0429 0.0407 0.0421 1542500 0.0421
2013-12-11 0.0407 0.0419 0.0397 0.0404 1289800 0.0404
2013-12-12 0.0412 0.0412 0.039 0.039 882800 0.039
2013-12-13 0.0404 0.0404 0.039 0.0394 732000 0.0394
2013-12-16 0.0391 0.0407 0.0359 0.0372 1698200 0.0372
2013-12-17 0.0386 0.0397 0.0361 0.0362 1106100 0.0362
2013-12-18 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-19 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-20 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-23 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-25 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-26 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-27 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-30 0.0362 0.0362 0.0362 0.0362 0 0.0362
2013-12-31 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-01 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-02 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-03 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-06 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-08 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-09 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-10 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-13 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-14 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-15 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-16 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-17 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-20 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-21 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-22 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-23 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-27 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-28 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-29 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-30 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-01-31 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-03 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-04 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-05 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-06 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-10 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-11 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-12 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-13 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-14 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-17 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-18 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-19 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-20 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-21 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-25 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-26 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-27 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-02-28 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-03 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-04 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-05 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-06 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-10 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-11 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-12 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-13 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-14 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-17 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-18 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-19 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-20 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-21 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-25 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-26 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-27 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-28 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-03-31 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-01 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-02 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-03 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-04 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-08 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-09 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-10 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-11 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-14 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-15 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-16 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-17 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-18 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-21 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-22 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-23 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-25 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-28 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-29 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-04-30 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-01 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-02 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-05 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-06 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-08 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-09 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-12 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-13 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-14 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-15 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-16 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-19 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-20 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-21 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-22 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-23 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-26 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-27 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-28 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-29 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-05-30 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-02 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-03 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-04 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-05 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-06 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-09 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-10 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-11 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-12 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-13 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-16 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-17 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-18 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-19 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-20 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-23 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-25 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-26 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-27 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-06-30 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-01 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-02 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-03 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-04 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-07 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-08 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-09 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-10 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-11 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-14 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-15 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-16 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-17 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-18 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-21 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-22 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-23 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-24 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-25 0.0362 0.0362 0.0362 0.0362 0 0.0362
2014-07-28 0.0362 0.0362 0.0362 0.0362 0 0.0362
