"Index" "FH.Open" "FH.High" "FH.Low" "FH.Close" "FH.Volume" "FH.Adjusted"
2015-03-18 3.02439 3.02439 3.02439 3.02439 0 2.7778
2015-03-19 3.02439 3.02439 2.97561 3.02439 8900 2.7778
2015-03-23 2.97561 3.41463 2.97561 3.41463 211600 3.13622
2015-03-24 3.41463 3.41463 3.41463 3.41463 0 3.13622
2015-03-25 3.41463 3.41463 3.41463 3.41463 0 3.41463
2015-03-26 3.2 3.2 3.15 3.15 47000 3.15
2015-03-30 3.15 3.15 3.15 3.15 0 3.15
2015-03-31 3.15 3.15 3.15 3.15 0 3.15
2015-04-01 3.15 3.15 3.15 3.15 0 3.15
2015-04-02 3.15 3.15 3.15 3.15 0 3.15
2015-04-06 3.13 3.13 3.13 3.13 300 3.13
2015-04-07 3.13 3.13 3.13 3.13 0 3.13
2015-04-08 3.13 3.13 3.13 3.13 0 3.13
2015-04-09 3.13 3.13 3.13 3.13 0 3.13
2015-04-13 3.13 3.13 3.13 3.13 0 3.13
2015-04-14 3.13 3.13 3.13 3.13 0 3.13
2015-04-15 3.13 3.13 3.13 3.13 0 3.13
2015-04-16 3.13 3.13 3.13 3.13 0 3.13
2015-04-20 3.13 3.13 3.13 3.13 0 3.13
2015-04-21 3.13 3.13 3.13 3.13 0 3.13
2015-04-22 3.13 3.13 3.13 3.13 0 3.13
2015-04-23 3.13 3.13 3.13 3.13 0 3.13
2015-04-27 3.06 3.06 3.06 3.06 100 3.06
2015-04-28 3.06 3.06 3.06 3.06 1500 3.06
2015-04-29 3.06 3.06 3.06 3.06 0 3.06
2015-04-30 3.06 3.06 3.06 3.06 0 3.06
2015-05-04 3.05 3.05 3.05 3.05 700 3.05
2015-05-05 3.05 3.05 3.05 3.05 0 3.05
2015-05-06 3.05 3.05 3.05 3.05 0 3.05
2015-05-07 3.05 3.05 3.05 3.05 0 3.05
2015-05-11 3.05 3.05 3.05 3.05 0 3.05
2015-05-12 3.05 3.05 3.05 3.05 0 3.05
2015-05-13 3.05 3.05 3.05 3.05 0 3.05
2015-05-14 3.05 3.05 3.05 3.05 0 3.05
2015-05-18 3.05 3.05 3.05 3.05 0 3.05
2015-05-19 3.05 3.05 3.05 3.05 0 3.05
2015-05-20 3.05 3.05 2.91 2.91 14800 2.91
2015-05-21 3 3 3 3 1300 3
2015-05-25 3 3 3 3 0 3
2015-05-26 3 3 3 3 0 3
2015-05-27 3 3 3 3 0 3
2015-05-28 3 3 3 3 0 3
2015-06-01 3.05 3.05 3 3.05 29000 3.05
2015-06-02 3.05 3.05 3.05 3.05 0 3.05
2015-06-03 3.05 3.05 3.05 3.05 0 3.05
2015-06-04 3.05 3.05 3.05 3.05 0 3.05
2015-06-08 3.05 3.05 3.05 3.05 0 3.05
2015-06-09 3.05 3.05 3.05 3.05 0 3.05
2015-06-10 3.05 3.05 3.05 3.05 0 3.05
2015-06-11 3.05 3.05 3.05 3.05 0 3.05
2015-06-15 3.44 3.44 3.44 3.44 298000 3.44
2015-06-16 3.44 3.44 3.44 3.44 0 3.44
2015-06-17 3.44 3.44 3.44 3.44 0 3.44
2015-06-18 3.44 3.44 3.44 3.44 0 3.44
2015-06-22 3.05 3.05 3.05 3.05 100 3.05
2015-06-23 3.05 3.05 3.05 3.05 100 3.05
2015-06-24 3.05 3.05 3.05 3.05 0 3.05
2015-06-25 3.05 3.05 3.05 3.05 1300 3.05
2015-06-29 3.05 3.05 3.05 3.05 0 3.05
2015-06-30 3.05 3.05 3.05 3.05 0 3.05
2015-07-01 3.05 3.05 3.05 3.05 0 3.05
2015-07-02 3.05 3.05 3.05 3.05 0 3.05
2015-07-06 3.05 3.05 3.05 3.05 0 3.05
2015-07-07 3.18 3.18 3.18 3.18 4900 3.18
2015-07-08 3.18 3.18 3.18 3.18 0 3.18
2015-07-09 3.18 3.18 3.18 3.18 0 3.18
2015-07-13 3.18 3.18 3.18 3.18 4900 3.18
2015-07-14 3.18 3.18 3.18 3.18 0 3.18
2015-07-15 3.18 3.18 3.18 3.18 0 3.18
2015-07-16 3.18 3.18 3.18 3.18 0 3.18
2015-07-20 3.18 3.18 3.18 3.18 0 3.18
2015-07-21 3.18 3.18 3.18 3.18 0 3.18
2015-07-27 3.02 3.02 3.02 3.02 30000 3.02
2015-07-30 3.02 3.02 3.02 3.02 0 3.02
2015-08-03 3.05 3.05 3.02 3.02 9000 3.02
2015-08-04 3.02 3.02 3.02 3.02 0 3.02
2015-08-05 3 3 3 3 2200 3
2015-08-06 3 3 3 3 0 3
2015-08-10 3 3 3 3 0 3
2015-08-11 3 3 3 3 0 3
2015-08-12 3 3 3 3 0 3
2015-08-13 3 3 3 3 0 3
2015-08-17 3 3 3 3 0 3
2015-08-18 2.94 2.94 2.94 2.94 5500 2.94
2015-08-19 2.94 2.94 2.94 2.94 0 2.94
2015-08-20 2.85 2.85 2.8 2.8 46000 2.8
2015-08-24 2.8 2.8 2.8 2.8 0 2.8
2015-08-25 2.8 2.8 2.8 2.8 0 2.8
2015-08-26 2.99 2.99 2.99 2.99 10000 2.99
2015-08-27 2.99 2.99 2.99 2.99 0 2.99
2015-08-31 2.99 2.99 2.99 2.99 0 2.99
2015-09-01 2.99 2.99 2.99 2.99 0 2.99
2015-09-02 2.99 2.99 2.99 2.99 0 2.99
2015-09-03 2.99 2.99 2.99 2.99 0 2.99
2015-09-07 2.99 2.99 2.99 2.99 0 2.99
2015-09-08 2.99 2.99 2.99 2.99 0 2.99
2015-09-09 2.99 2.99 2.99 2.99 0 2.99
2015-09-10 2.99 2.99 2.99 2.99 0 2.99
2015-09-14 2.99 2.99 2.99 2.99 0 2.99
2015-09-15 2.99 2.99 2.99 2.99 0 2.99
2015-09-16 2.99 2.99 2.99 2.99 0 2.99
2015-09-17 2.99 2.99 2.99 2.99 0 2.99
2015-09-21 2.75 2.75 2.75 2.75 0 2.75
2015-09-22 2.75 2.75 2.75 2.75 0 2.75
2015-09-24 2.75 2.75 2.75 2.75 0 2.75
2015-09-28 2.75 2.75 2.75 2.75 0 2.75
2015-09-29 2.75 2.75 2.75 2.75 0 2.75
2015-09-30 2.75 2.75 2.75 2.75 0 2.75
2015-10-01 2.75 2.75 2.75 2.75 0 2.75
2015-10-05 2.7 2.7 2.7 2.7 0 2.7
2015-10-06 2.72 2.72 2.72 2.72 50000 2.72
2015-10-07 2.72 2.72 2.72 2.72 0 2.72
2015-10-08 2.72 2.72 2.72 2.72 0 2.72
2015-10-12 2.71 2.71 2.7 2.7 19000 2.7
2015-10-13 2.7 2.7 2.7 2.7 0 2.7
2015-10-14 2.7 2.7 2.7 2.7 0 2.7
2015-10-15 2.7 2.7 2.7 2.7 0 2.7
2015-10-19 2.7 2.7 2.7 2.7 0 2.7
2015-10-20 2.7 2.7 2.7 2.7 0 2.7
2015-10-21 2.7 2.7 2.7 2.7 0 2.7
2015-10-22 2.7 2.7 2.7 2.7 0 2.7
2015-10-26 2.7 2.7 2.7 2.7 0 2.7
2015-10-27 2.64 2.64 2.59 2.59 8000 2.59
2015-10-28 2.59 2.59 2.59 2.59 0 2.59
2015-10-29 2.59 2.59 2.59 2.59 0 2.59
