"Index" "RG.Open" "RG.High" "RG.Low" "RG.Close" "RG.Volume" "RG.Adjusted"
2013-10-30 282.54 282.54 282.54 282.54 0 282.54
2013-10-31 281.72 281.72 281.72 281.72 0 281.72
2013-11-01 282.23 282.23 282.23 282.23 0 282.23
2013-11-04 281.8 281.8 281.8 281.8 0 281.8
2013-11-05 277.91 277.91 277.91 277.91 0 277.91
2013-11-06 278.16 278.16 278.16 278.16 0 278.16
2013-11-07 277.15 277.15 277.15 277.15 0 277.15
2013-11-08 275.16 275.16 275.16 275.16 0 275.16
2013-11-11 272.87 272.87 272.87 272.87 0 272.87
2013-11-12 271.11 271.11 271.11 271.11 0 271.11
2013-11-13 273.53 273.53 273.53 273.53 0 273.53
2013-11-14 277.61 277.61 277.61 277.61 0 277.61
2013-11-15 279.9 279.9 279.9 279.9 0 279.9
2013-11-18 279.9 279.9 279.9 279.9 0 279.9
2013-11-19 280.74 280.74 280.74 280.74 0 280.74
2013-11-20 277.23 277.23 277.23 277.23 0 277.23
2013-11-21 277.18 277.18 277.18 277.18 0 277.18
2013-11-22 279.17 279.17 279.17 279.17 0 279.17
2013-11-25 276.32 276.32 276.32 276.32 0 276.32
2013-11-26 276.87 276.87 276.87 276.87 0 276.87
2013-11-27 281.31 281.31 281.31 281.31 0 281.31
2013-11-28 283.11 283.11 283.11 283.11 0 283.11
2013-11-29 287.76 287.76 287.76 287.76 0 287.76
2013-12-02 285.74 285.74 285.74 285.74 0 285.74
2013-12-03 285.78 285.78 285.78 285.78 0 285.78
2013-12-04 285.75 285.75 285.75 285.75 0 285.75
2013-12-05 289.08 289.08 289.08 289.08 0 289.08
2013-12-06 289.59 289.59 289.59 289.59 0 289.59
2013-12-09 291.62 291.62 291.62 291.62 0 291.62
2013-12-10 290.92 290.92 290.92 290.92 0 290.92
2013-12-11 290.37 290.37 290.37 290.37 0 290.37
2013-12-12 290.37 290.37 290.37 290.37 0 290.37
2013-12-13 287.9 287.9 287.9 287.9 0 287.9
2013-12-16 287.31 287.31 287.31 287.31 0 287.31
