"Index" "EPN.Open" "EPN.High" "EPN.Low" "EPN.Close" "EPN.Volume" "EPN.Adjusted"
2014-10-30 36.783 36.783 36.783 36.783 0 35.917
2014-10-31 37.666 37.666 37.666 37.666 0 36.78
2014-11-03 37.219 37.458 37.219 37.458 0 36.576
2014-11-04 37.229 37.229 37.229 37.229 0 36.353
2014-11-05 37.163 37.163 37.163 37.163 0 36.288
2014-11-06 36.689 36.689 36.689 36.689 0 35.826
2014-11-07 36.575 36.575 36.575 36.575 0 35.714
2014-11-10 36.441 36.441 36.441 36.441 0 35.583
2014-11-11 36.99 36.99 36.99 36.99 0 36.119
2014-11-12 36.618 36.618 36.618 36.618 0 35.756
2014-11-13 36.407 36.407 36.407 36.407 0 35.55
2014-11-14 36.001 36.001 36.001 36.001 0 35.154
2014-11-17 35.404 35.404 35.404 35.404 0 34.571
2014-11-18 36.152 36.152 36.152 36.152 0 35.301
2014-11-19 36.341 36.341 36.341 36.341 0 35.486
2014-11-20 36.659 36.659 36.659 36.659 0 35.796
2014-11-21 36.63 36.63 36.63 36.63 0 35.768
2014-11-24 37.614 37.614 37.614 37.614 0 36.729
2014-11-25 36.982 36.982 36.982 36.982 0 36.112
2014-11-26 37.003 37.003 37.003 37.003 0 36.132
2014-11-27 37.185 37.185 37.185 37.185 0 36.31
2014-11-28 37.347 37.347 37.347 37.347 0 36.468
2014-12-01 36.266 36.266 36.266 36.266 0 35.412
2014-12-02 36.004 36.004 36.004 36.004 0 35.157
2014-12-03 35.756 35.756 35.756 35.756 0 34.914
2014-12-04 36.138 36.138 36.138 36.138 0 35.287
2014-12-05 36.99 36.99 36.99 36.99 0 36.119
2014-12-08 37.203 37.203 37.203 37.203 0 36.327
2014-12-09 37.049 37.049 37.049 37.049 0 36.177
2014-12-10 35.69 35.69 35.69 35.69 0 34.85
2014-12-11 34.913 34.913 34.913 34.913 0 34.091
2014-12-12 34.367 34.367 34.367 34.367 0 33.558
2014-12-15 33.885 33.885 33.885 33.885 0 33.088
2014-12-16 33.704 33.704 33.704 33.704 0 32.911
2014-12-17 33.402 33.448 33.402 33.448 0 32.661
2014-12-18 34.654 34.654 34.654 34.654 0 33.838
2014-12-19 35.393 35.393 35.393 35.393 0 34.56
2014-12-22 35.041 35.041 35.041 35.041 0 34.216
2014-12-23 35.75 35.75 35.75 35.75 0 34.909
2014-12-24 35.75 35.75 35.75 35.75 0 34.909
2014-12-25 35.75 35.75 35.75 35.75 0 34.909
2014-12-26 35.75 35.75 35.75 35.75 0 34.909
2014-12-29 36.786 36.786 36.786 36.786 0 35.92
2014-12-30 37.727 37.727 37.727 37.727 0 36.839
2014-12-31 37.727 37.727 37.727 37.727 0 36.839
2015-01-01 37.727 37.727 37.727 37.727 0 36.839
2015-01-02 37.24 37.24 37.24 37.24 0 36.364
2015-01-05 37.884 37.884 37.884 37.884 0 36.992
2015-01-06 37.126 37.126 37.126 37.126 0 36.252
2015-01-07 37.761 37.761 37.761 37.761 0 36.872
2015-01-08 38.035 38.035 38.035 38.035 0 37.14
2015-01-09 38.05 38.05 38.05 38.05 0 37.154
2015-01-12 37.889 37.889 37.889 37.889 0 36.997
2015-01-13 37.736 37.736 37.736 37.736 0 36.848
2015-01-14 37.609 37.609 37.609 37.609 0 36.724
2015-01-15 37.744 37.744 37.744 37.744 0 36.856
2015-01-16 37.25 37.25 37.25 37.25 0 36.373
2015-01-19 37.891 37.891 37.891 37.891 0 36.999
2015-01-20 38.015 38.015 38.015 38.015 0 37.12
2015-01-21 37.698 37.698 37.698 37.698 0 36.972
2015-01-22 38.552 38.552 38.552 38.552 0 37.81
2015-01-23 40.302 40.302 40.302 40.302 0 39.526
2015-01-26 40.065 40.065 40.065 40.065 0 39.294
2015-01-27 40.014 40.014 40.014 40.014 0 39.244
2015-01-28 39.597 39.597 39.597 39.597 0 38.835
2015-01-29 39.302 39.302 39.302 39.302 0 38.545
2015-01-30 38.368 38.368 38.368 38.368 0 37.629
2015-02-02 37.754 37.754 37.754 37.754 0 37.027
2015-02-03 38.34 38.34 38.34 38.34 0 37.602
2015-02-04 39.084 39.084 39.084 39.084 0 38.332
2015-02-05 39.249 39.249 39.249 39.249 0 38.493
2015-02-06 38.797 38.797 38.797 38.797 0 38.05
2015-02-09 38.121 38.121 38.121 38.121 0 37.387
2015-02-10 38.562 38.562 38.562 38.562 0 37.82
2015-02-11 38.692 38.692 38.692 38.692 0 37.947
2015-02-12 38.178 38.178 38.178 38.178 0 37.443
2015-02-13 38.635 38.635 38.635 38.635 0 37.891
2015-02-16 39.422 39.422 39.422 39.422 0 38.663
2015-02-17 39.571 39.571 39.571 39.571 0 38.809
2015-02-18 39.152 39.152 39.152 39.152 0 38.398
2015-02-19 39.224 39.224 39.224 39.224 0 38.469
2015-02-20 39.594 39.594 39.594 39.594 0 38.832
2015-02-23 39.443 39.443 39.443 39.443 0 38.684
2015-02-24 39.411 39.411 39.411 39.411 0 38.652
2015-02-25 39.5 39.5 39.5 39.5 0 38.74
2015-02-26 39.595 39.595 39.595 39.595 0 38.833
2015-02-27 39.787 39.787 39.787 39.787 0 39.021
2015-03-02 40.514 40.514 40.514 40.514 0 39.734
2015-03-03 39.888 39.888 39.888 39.888 0 39.12
2015-03-04 40.19 40.19 40.19 40.19 0 39.416
2015-03-05 40.191 40.191 40.191 40.191 0 39.417
2015-03-06 40.162 40.162 40.162 40.162 0 39.389
2015-03-09 39.642 39.642 39.642 39.642 0 38.879
2015-03-10 39.754 39.754 39.754 39.754 0 38.989
2015-03-11 40.099 40.099 40.099 40.099 0 39.327
2015-03-12 40.702 40.702 40.702 40.702 0 39.919
2015-03-13 41.037 41.037 41.037 41.037 0 40.247
2015-03-16 40.799 40.799 40.799 40.799 0 40.014
2015-03-17 40.672 40.672 40.672 40.672 0 39.889
2015-03-18 40.964 41.088 40.964 41.088 0 40.297
2015-03-19 41.5 41.5 41.5 41.5 0 40.701
2015-03-20 40.951 40.951 40.951 40.951 0 40.163
2015-03-23 41.239 41.239 41.239 41.239 0 40.445
2015-03-24 41.096 41.096 41.096 41.096 0 40.305
2015-03-25 41.634 41.634 41.634 41.634 0 40.833
2015-03-26 40.878 40.878 40.878 40.878 0 40.091
2015-03-27 40.868 40.868 40.868 40.868 0 40.081
2015-03-30 41.22 41.22 41.22 41.22 0 40.427
2015-03-31 41.498 41.498 41.498 41.498 0 40.699
2015-04-01 41.47 41.47 41.47 41.47 0 40.672
2015-04-02 41.727 41.727 41.727 41.727 0 40.924
2015-04-03 41.727 41.727 41.727 41.727 0 40.924
2015-04-06 41.727 41.727 41.727 41.727 0 40.924
2015-04-07 42.203 42.203 42.203 42.203 0 41.391
2015-04-08 42.801 42.801 42.801 42.801 0 41.977
2015-04-09 43.266 43.266 43.266 43.266 0 42.433
2015-04-10 43.503 43.503 43.503 43.503 0 42.666
2015-04-13 44.891 44.891 44.891 44.891 0 44.027
2015-04-14 44.794 44.794 44.794 44.794 0 43.932
2015-04-15 44.212 44.212 44.212 44.212 0 43.361
2015-04-16 44.151 44.151 44.151 44.151 0 43.301
2015-04-17 44.677 44.677 44.677 44.677 0 43.817
2015-04-20 43.805 43.805 43.805 43.805 0 42.962
2015-04-21 43.791 43.791 43.791 43.791 0 42.948
2015-04-22 43.641 43.641 43.641 43.641 0 42.801
2015-04-23 43.279 43.279 43.279 43.279 0 42.446
2015-04-24 42.362 42.362 42.362 42.362 0 41.547
2015-04-27 42.569 42.569 42.569 42.569 0 41.75
2015-04-28 43.737 43.737 43.737 43.737 0 42.895
2015-04-29 43.247 43.247 43.247 43.247 0 42.415
2015-04-30 41.898 41.898 41.898 41.898 0 41.091
2015-05-01 41.898 41.898 41.898 41.898 0 41.091
2015-05-04 41.325 41.325 41.325 41.325 0 40.53
2015-05-05 41.586 41.586 41.586 41.586 0 40.786
2015-05-06 41.36 41.36 41.36 41.36 0 40.564
2015-05-07 40.714 40.714 40.714 40.714 0 39.93
2015-05-08 41.783 41.783 41.783 41.783 0 40.979
2015-05-11 42.335 42.335 42.335 42.335 0 41.52
2015-05-12 41.968 41.968 41.968 41.968 0 41.16
2015-05-13 41.748 41.748 41.748 41.748 0 40.944
2015-05-14 39.329 39.329 39.329 39.329 0 39.329
2015-05-15 41.024 41.024 41.024 41.024 0 41.024
2015-05-18 40.642 40.642 40.642 40.642 0 40.642
2015-05-19 40.833 40.833 40.833 40.833 0 40.833
2015-05-20 41.346 41.346 41.346 41.346 0 41.346
2015-05-21 41.321 41.321 41.321 41.321 0 41.321
2015-05-22 40.782 40.782 40.782 40.782 0 40.782
2015-05-25 40.782 40.782 40.782 40.782 0 40.782
2015-05-26 41.658 41.658 41.658 41.658 0 41.658
2015-05-27 41.104 41.104 41.104 41.104 0 41.104
2015-05-28 41.534 41.534 41.534 41.534 0 41.534
2015-05-29 41.061 41.061 41.061 41.061 0 41.061
2015-06-01 40.827 40.827 40.827 40.827 0 40.827
2015-06-02 40.167 40.167 40.167 40.167 0 40.167
2015-06-03 39.419 39.419 39.419 39.419 0 39.419
2015-06-04 38.709 38.709 38.709 38.709 0 38.709
2015-06-05 38.5 38.5 38.5 38.5 0 38.5
2015-06-08 38.751 38.751 38.751 38.751 0 38.751
2015-06-09 38.38 38.38 38.38 38.38 0 38.38
2015-06-10 38.51 38.51 38.51 38.51 0 38.51
2015-06-11 38.748 38.748 38.748 38.748 0 38.748
2015-06-12 38.638 38.638 38.638 38.638 0 38.638
2015-06-15 38.43 38.43 38.43 38.43 0 38.43
2015-06-16 37.84 37.84 37.84 37.84 0 37.84
2015-06-17 37.902 37.902 37.902 37.902 0 37.902
2015-06-18 37.562 37.562 37.562 37.562 0 37.562
2015-06-19 37.49 37.49 37.49 37.49 0 37.49
2015-06-22 36.492 36.492 36.492 36.492 0 36.492
2015-06-23 37.769 37.769 37.769 37.769 0 37.769
2015-06-24 37.996 37.996 37.996 37.996 0 37.996
2015-06-25 37.383 37.383 37.383 37.383 0 37.383
2015-06-26 36.96 36.96 36.96 36.96 0 36.96
2015-06-29 37.385 37.385 37.385 37.385 0 37.385
2015-06-30 36.033 36.033 36.033 36.033 0 36.033
2015-07-01 37.276 37.276 37.276 37.276 0 37.276
2015-07-02 36.513 36.513 36.513 36.513 0 36.513
2015-07-03 37.274 37.274 37.274 37.274 0 37.274
2015-07-06 36.975 36.975 36.975 36.975 0 36.975
2015-07-07 37.099 37.099 37.099 37.099 0 37.099
2015-07-08 36.409 36.409 36.409 36.409 0 36.409
2015-07-09 36.392 36.392 36.392 36.392 0 36.392
2015-07-10 37.133 37.133 37.133 37.133 0 37.133
2015-07-13 37.388 37.388 37.388 37.388 0 37.388
2015-07-14 38.417 38.417 38.417 38.417 0 38.417
2015-07-15 38.382 38.382 38.382 38.382 0 38.382
2015-07-16 38.872 38.872 38.872 38.872 0 38.872
2015-07-17 38.737 38.737 38.737 38.737 0 38.737
2015-07-20 39.155 39.155 39.155 39.155 0 39.155
2015-07-21 38.98 38.98 38.197 38.197 0 38.197
2015-07-22 38.144 38.144 38.144 38.144 0 38.144
2015-07-23 37.891 37.891 36.958 36.958 0 36.958
2015-07-24 37.322 37.322 37.322 37.322 0 37.322
2015-07-27 36.933 36.933 36.114 36.114 0 36.114
2015-07-28 36.494 36.494 36.494 36.494 0 36.494
2015-07-29 36.701 36.701 36.701 36.701 0 36.701
2015-07-30 36.517 36.517 36.517 36.517 0 36.517
2015-07-31 36.511 36.511 36.511 36.511 0 36.511
2015-08-03 37.331 37.331 37.331 37.331 0 37.331
2015-08-04 36.399 36.399 36.399 36.399 0 36.399
2015-08-05 36.378 36.457 36.378 36.457 0 36.457
2015-08-06 36.28 36.28 36.28 36.28 0 36.28
2015-08-07 36.698 36.83 36.698 36.83 0 36.83
2015-08-10 36.96 36.96 36.96 36.96 0 36.96
2015-08-11 36.927 36.927 36.927 36.927 0 36.927
2015-08-12 35.301 35.301 35.301 35.301 0 35.301
2015-08-13 35.494 35.494 35.494 35.494 0 35.494
2015-08-14 34.805 34.805 34.805 34.805 0 34.805
2015-08-17 34.932 34.932 34.932 34.932 0 34.932
2015-08-18 34.6 34.6 34.6 34.6 0 34.6
2015-08-19 34.283 34.283 34.283 34.283 0 34.283
2015-08-20 33.927 33.998 33.927 33.998 0 33.998
2015-08-21 33.561 33.561 33.561 33.561 0 33.561
2015-08-24 31.564 31.564 31.564 31.564 0 31.564
2015-08-25 30.849 31.326 30.849 31.326 0 31.326
2015-08-26 30.976 31.184 30.976 31.184 0 31.184
2015-08-27 31.535 31.535 31.535 31.535 0 31.535
2015-08-28 32.718 32.718 32.718 32.718 0 32.718
2015-08-31 32.613 32.613 32.613 32.613 0 32.613
2015-09-01 32.266 32.266 32.266 32.266 0 32.266
2015-09-02 32.337 32.337 32.337 32.337 0 32.337
2015-09-03 32.787 32.787 32.787 32.787 0 32.787
2015-09-04 33.32 33.32 33.32 33.32 0 33.32
2015-09-07 32.632 32.632 32.632 32.632 0 32.632
2015-09-08 32.455 32.455 32.455 32.455 0 32.455
2015-09-09 32.65 32.65 32.65 32.65 0 32.65
2015-09-10 32.305 32.305 32.305 32.305 0 32.305
2015-09-11 31.972 31.972 31.972 31.972 0 31.972
2015-09-14 31.372 31.372 31.372 31.372 0 31.372
2015-09-15 31.222 31.222 31.222 31.222 0 31.222
2015-09-16 32.243 32.243 32.243 32.243 0 32.243
2015-09-17 32.809 32.809 32.809 32.809 0 32.809
2015-09-18 32.751 32.751 32.751 32.751 0 32.751
2015-09-21 32.615 32.615 32.615 32.615 0 32.615
2015-09-22 32.528 32.528 32.528 32.528 0 32.528
2015-09-23 31.623 31.623 31.623 31.623 0 31.623
2015-09-24 30.889 31.143 30.437 31.143 0 31.143
2015-09-25 31.802 31.802 31.802 31.802 0 31.802
2015-09-28 31.284 31.284 31.284 31.284 0 31.284
2015-09-29 30.219 30.627 30.219 30.627 0 30.627
2015-09-30 30.953 30.953 30.953 30.953 0 30.953
2015-10-01 31.991 31.991 31.307 31.307 0 31.307
2015-10-02 31.534 31.534 30.847 30.847 0 30.847
2015-10-05 32.272 32.272 32.272 32.272 0 32.272
2015-10-06 32.489 32.489 32.489 32.489 0 32.489
2015-10-07 32.79 32.79 32.79 32.79 0 32.79
2015-10-08 32.779 32.779 32.779 32.779 0 32.779
2015-10-09 33.195 33.195 33.195 33.195 0 33.195
2015-10-12 32.73 32.73 32.73 32.73 0 32.73
2015-10-13 32.807 32.807 32.807 32.807 0 32.807
2015-10-14 32.435 32.435 32.435 32.435 0 32.435
2015-10-15 32.224 32.224 32.224 32.224 0 32.224
2015-10-16 33.013 33.013 33.013 33.013 0 33.013
2015-10-19 33.316 33.316 33.316 33.316 0 33.316
2015-10-20 33.279 33.279 33.279 33.279 0 33.279
2015-10-21 33.224 33.387 33.224 33.387 0 33.387
2015-10-22 33.614 34.498 33.614 34.498 0 34.498
2015-10-23 34.518 34.952 34.518 34.952 0 34.952
2015-10-26 34.938 35.155 34.938 35.155 0 35.155
2015-10-27 34.714 34.714 34.714 34.714 0 34.714
2015-10-28 34.342 34.342 34.342 34.342 0 34.342
2015-10-29 34.804 34.804 34.804 34.804 0 34.804
2015-10-30 34.768 34.768 34.768 34.768 0 34.768
