"Index" "NS.Open" "NS.High" "NS.Low" "NS.Close" "NS.Volume" "NS.Adjusted"
2013-03-12 50.209999 50.740002 49.959999 50.66 301400 40.411813
2013-03-13 50.669998 50.700001 50.130001 50.509998 247700 40.292156
2013-03-14 50.610001 50.849998 50.470001 50.849998 301200 40.563377
2013-03-15 50.830002 50.849998 50.459999 50.73 424900 40.467653
2013-03-18 50.25 51.369999 50.25 51.16 299000 40.810667
2013-03-19 51.259998 51.41 50.880001 51.369999 223200 40.978184
2013-03-20 51.5 51.810001 51.259998 51.720001 206900 41.257383
2013-03-21 51.799999 53.130001 51.75 52.52 329800 41.895548
2013-03-22 52.68 53.25 52.330002 52.759998 172700 42.086996
2013-03-25 52.75 53.189999 52.380001 52.549999 397200 41.919478
2013-03-26 52.82 53.450001 51.880001 53.450001 348000 42.637415
2013-03-27 52.869999 53.400002 52.279999 52.610001 390600 41.967342
2013-03-28 52.220001 53.439999 52.220001 53.34 258900 42.549667
2013-04-01 53.220001 53.450001 52.889999 53.450001 186500 42.637415
2013-04-02 53.450001 53.830002 53.009998 53.099998 232700 42.358216
2013-04-03 53.130001 53.209999 52.049999 52.080002 344100 41.544558
2013-04-04 52.16 52.549999 52 52.259998 126700 41.688143
2013-04-05 51.919998 52.720001 51.450001 52.720001 240200 42.05509
2013-04-08 52.75 53.540001 52.75 53.220001 274800 42.453943
2013-04-09 53.209999 54.950001 52.970001 54.279999 383400 43.29951
2013-04-10 54.419998 54.849998 54.099998 54.709999 212600 43.642524
2013-04-11 54.73 54.830002 54.5 54.540001 229900 43.506916
2013-04-12 54.299999 54.810001 54.049999 54.459999 163000 43.443098
2013-04-15 54.41 54.790001 53.669998 53.919998 249700 43.012335
2013-04-16 54.150002 54.740002 54.150002 54.599998 164900 43.554776
2013-04-17 54.450001 54.630001 53.759998 54 140100 43.076153
2013-04-18 54.25 54.290001 53.610001 53.880001 91400 42.980429
2013-04-19 53.900002 54.689999 53.84 54.349998 217800 43.355349
2013-04-22 54.349998 54.75 54.119999 54.599998 102900 43.554776
2013-04-23 54.59 54.900002 54.32 54.700001 247300 43.634549
2013-04-24 53.75 54.200001 52.200001 53 487200 42.278447
2013-04-25 52.34 52.73 50.669998 50.860001 679000 40.571355
2013-04-26 50.5 51.09 50.07 50.5 484900 40.28418
2013-04-29 50.599998 50.939999 49.650002 49.860001 365800 39.773649
2013-04-30 50 50.580002 49.900002 50.080002 398800 39.949145
2013-05-01 50.18 51 49.310001 49.360001 474800 39.374796
2013-05-02 48.790001 48.869999 47.860001 48.439999 374200 39.517559
2013-05-03 48.650002 49.119999 48.650002 49.09 208400 40.047833
2013-05-06 49.470001 49.650002 49 49.389999 252500 40.292574
2013-05-07 49.459999 49.73 49.360001 49.509998 245000 40.39047
2013-05-08 49.580002 50.5 49.509998 50.43 284100 41.141011
2013-05-09 50.32 51 50.009998 50.779999 270300 41.426541
2013-05-10 51.099998 51.099998 50.380001 50.52 203900 41.214434
2013-05-13 50.529999 50.529999 49.720001 50.099998 227000 40.871794
2013-05-14 49.959999 50.279999 49.52 49.759998 174400 40.594421
2013-05-15 49.470001 50 49.400002 49.849998 276300 40.667843
2013-05-16 49.990002 50.23 49.650002 49.709999 261600 40.553631
2013-05-17 50.110001 50.110001 49.52 49.66 252800 40.512842
2013-05-20 49.57 49.759998 49.07 49.220001 370300 40.153889
2013-05-21 49.099998 49.5 49.009998 49.150002 311000 40.096783
2013-05-22 49.470001 51.619999 49.099998 49.439999 285600 40.333364
2013-05-23 49.009998 49.169998 48.630001 48.869999 297200 39.868355
2013-05-24 48.650002 48.849998 48.599998 48.810001 254700 39.819409
2013-05-28 48.919998 49.400002 48.599998 48.630001 189600 39.672564
2013-05-29 48.5 48.639999 47.610001 47.689999 373600 38.905706
2013-05-30 47.689999 47.700001 46.5 47.009998 750700 38.350959
2013-05-31 46.950001 47.07 46.279999 46.59 296100 38.008323
2013-06-03 46.740002 47.09 45.77 45.860001 330300 37.412786
2013-06-04 45.650002 46.27 45.5 45.5 280100 37.119096
2013-06-05 45.5 45.720001 44.349998 44.959999 474600 36.678561
2013-06-06 44.759998 46.009998 44.759998 45.709999 270700 37.290414
2013-06-07 45.689999 47.16 45.639999 47.099998 423800 38.424381
2013-06-10 47.240002 47.330002 46.389999 46.439999 200700 37.885951
2013-06-11 46.400002 46.400002 44.799999 45.099998 412900 36.792773
2013-06-12 45.080002 45.099998 43.91 44.169998 388400 36.034075
2013-06-13 44.09 44.23 42.900002 44.049999 455700 35.936179
2013-06-14 43.889999 45.919998 43.889999 45.32 457400 36.972251
2013-06-17 45.66 46.009998 44.900002 45.16 184700 36.841722
2013-06-18 45.110001 45.150002 44.740002 45.080002 157700 36.776459
2013-06-19 45.200001 45.869999 45.049999 45.200001 605700 36.874355
2013-06-20 44.900002 45.130001 43.27 43.5 443300 35.487487
2013-06-21 43.380001 44.290001 43.299999 43.849998 480900 35.773017
2013-06-24 43.700001 43.990002 42.310001 43.369999 389700 35.381432
2013-06-25 43.82 44.740002 43.619999 44.619999 173400 36.401187
2013-06-26 45.43 46 44.779999 45.849998 473400 37.404626
2013-06-27 46.099998 46.68 45.709999 46.419998 381400 37.869634
2013-06-28 46.52 46.59 45.549999 45.650002 279400 37.241468
2013-07-01 45.68 46.52 45.5 46.349998 183300 37.812528
2013-07-02 46.419998 46.419998 45.290001 45.450001 204100 37.078306
2013-07-03 45.119999 45.330002 44.509998 45.32 144400 36.972251
2013-07-05 45.32 45.439999 44.02 44.360001 173900 36.189079
2013-07-08 45 45.5 44.02 44.830002 197000 36.572508
2013-07-09 44.790001 45.98 44.68 45.860001 305600 37.412786
2013-07-10 45.799999 46.009998 45.310001 45.689999 199000 37.274097
2013-07-11 45.84 46.040001 45.57 45.799999 426100 37.363836
2013-07-12 46.040001 46.040001 45.07 45.400002 178000 37.037517
2013-07-15 45.389999 45.849998 45.080002 45.400002 177400 37.037517
2013-07-16 45.060001 45.57 44.650002 45.060001 181000 36.760143
2013-07-17 45.060001 45.240002 44.75 44.75 207600 36.507243
2013-07-18 45.130001 45.599998 44.5 44.509998 357000 36.311448
2013-07-19 44.5 44.720001 44.16 44.259998 214300 36.107497
2013-07-22 44.299999 44.599998 43.880001 44.52 253800 36.319608
2013-07-23 44.599998 44.900002 44.299999 44.5 270300 36.303291
2013-07-24 44.5 44.630001 43.919998 44 186500 35.895389
2013-07-25 43.799999 44.459999 43.799999 43.93 264000 35.838283
2013-07-26 44.490002 45.73 44.110001 45.610001 413200 37.208835
2013-07-29 45.900002 46.349998 45 45.110001 288900 36.800933
2013-07-30 45.209999 45.580002 44.66 45.380001 235600 37.0212
2013-07-31 45.830002 45.830002 45.18 45.599998 269400 37.200675
2013-08-01 44.549999 44.779999 43.5 43.869999 750500 36.669894
2013-08-02 43.869999 43.98 43.110001 43.549999 281700 36.402414
2013-08-05 43.310001 43.900002 43.310001 43.900002 272600 36.694973
2013-08-06 44.049999 45.25 44.049999 44.900002 219500 37.530849
2013-08-07 44.560001 44.650002 43.77 43.830002 1094400 36.636462
2013-08-08 43.84 44.419998 43.529999 43.759998 421700 36.577947
2013-08-09 44.220001 44.490002 43.59 43.669998 415400 36.502718
