"Index" "TC.Open" "TC.High" "TC.Low" "TC.Close" "TC.Volume" "TC.Adjusted"
2014-10-14 1.98 2.05 1.94 1.96 1321400 1.96
2014-10-15 1.95 2.02 1.9 2.02 2352100 2.02
2014-10-16 1.96 2.03 1.94 1.97 1214000 1.97
2014-10-17 2.01 2.01 1.92 1.92 923400 1.92
2014-10-20 1.92 1.96 1.91 1.94 734300 1.94
2014-10-21 1.97 2.07 1.97 2.05 844100 2.05
2014-10-22 2.07 2.1 1.93 1.94 1184400 1.94
2014-10-23 1.96 2.04 1.93 1.97 635000 1.97
2014-10-24 1.98 2 1.89 1.9 1242600 1.9
2014-10-27 1.91 1.92 1.83 1.86 698500 1.86
2014-10-28 1.85 1.95 1.84 1.95 627600 1.95
2014-10-29 1.95 1.99 1.9 1.9 651600 1.9
2014-10-30 1.88 1.88 1.83 1.87 598800 1.87
2014-10-31 1.86 1.9 1.81 1.89 1332500 1.89
2014-11-03 1.9 1.93 1.85 1.87 945400 1.87
2014-11-04 1.89 1.89 1.8 1.83 1337900 1.83
2014-11-05 1.83 1.86 1.8 1.8 941700 1.8
2014-11-06 1.82 1.83 1.75 1.77 1297800 1.77
2014-11-07 1.79 2 1.78 2 1820300 2
2014-11-10 2 2.04 1.93 1.96 1656600 1.96
2014-11-11 2.16 2.27 2.1 2.15 2109500 2.15
2014-11-12 2.21 2.24 2.04 2.05 1409400 2.05
2014-11-13 2.05 2.08 1.91 1.93 1192700 1.93
2014-11-14 1.95 2.06 1.91 2.03 1409400 2.03
2014-11-17 2 2.07 1.99 2.03 747500 2.03
2014-11-18 2.01 2.07 1.97 1.98 932700 1.98
2014-11-19 1.98 2 1.9 1.92 1048800 1.92
2014-11-20 1.96 2 1.91 1.99 828100 1.99
2014-11-21 2 2.07 2 2.02 915900 2.02
2014-11-24 2.03 2.05 1.91 1.93 1154900 1.93
2014-11-25 1.94 1.97 1.87 1.92 2310600 1.92
2014-11-26 1.93 1.93 1.81 1.82 2592900 1.82
2014-11-28 1.79 1.8 1.68 1.69 1751800 1.69
2014-12-01 1.69 1.71 1.6 1.63 2264900 1.63
2014-12-02 1.61 1.63 1.53 1.54 1848600 1.54
2014-12-03 1.54 1.62 1.52 1.53 1839700 1.53
2014-12-04 1.53 1.59 1.5 1.51 1489800 1.51
2014-12-05 1.51 1.53 1.42 1.45 1434800 1.45
2014-12-08 1.48 1.53 1.39 1.43 1743800 1.43
2014-12-09 1.42 1.52 1.4 1.5 1889700 1.5
2014-12-10 1.49 1.51 1.38 1.44 2092900 1.44
2014-12-11 1.41 1.48 1.37 1.45 1553400 1.45
2014-12-12 1.41 1.47 1.38 1.38 1207700 1.38
2014-12-15 1.4 1.42 1.38 1.42 1430400 1.42
2014-12-16 1.42 1.5 1.4 1.45 1420200 1.45
2014-12-17 1.45 1.66 1.44 1.64 1883600 1.64
2014-12-18 1.69 1.71 1.6 1.69 1467400 1.69
2014-12-19 1.69 1.8 1.65 1.76 2195600 1.76
2014-12-22 1.74 1.75 1.55 1.6 1235300 1.6
2014-12-23 1.57 1.68 1.56 1.65 977900 1.65
2014-12-24 1.64 1.65 1.59 1.64 400400 1.64
2014-12-26 1.64 1.74 1.63 1.69 696800 1.69
2014-12-29 1.67 1.72 1.65 1.66 1115300 1.66
2014-12-30 1.69 1.7 1.65 1.69 929000 1.69
2014-12-31 1.67 1.72 1.59 1.67 1041100 1.67
2015-01-02 1.65 1.75 1.63 1.7 699800 1.7
2015-01-05 1.69 1.7 1.61 1.63 676300 1.63
2015-01-06 1.62 1.65 1.55 1.6 771100 1.6
2015-01-07 1.62 1.63 1.57 1.61 479400 1.61
2015-01-08 1.59 1.69 1.57 1.67 552700 1.67
2015-01-09 1.66 1.67 1.57 1.62 536400 1.62
2015-01-12 1.61 1.61 1.45 1.48 1323700 1.48
2015-01-13 1.47 1.47 1.33 1.39 1679300 1.39
2015-01-14 1.34 1.35 1.2 1.21 1768000 1.21
2015-01-15 1.29 1.31 1.2 1.2 1217400 1.2
2015-01-16 1.24 1.38 1.17 1.36 1336600 1.36
2015-01-20 1.33 1.38 1.25 1.28 1338900 1.28
2015-01-21 1.27 1.29 1.21 1.25 997300 1.25
2015-01-22 1.28 1.3 1.22 1.28 1113300 1.28
2015-01-23 1.28 1.28 1.21 1.24 643700 1.24
2015-01-26 1.25 1.29 1.21 1.27 664000 1.27
2015-01-27 1.25 1.28 1.2 1.24 684800 1.24
2015-01-28 1.24 1.28 1.21 1.21 356400 1.21
2015-01-29 1.22 1.23 1.18 1.19 1505900 1.19
2015-01-30 1.18 1.28 1.18 1.28 1478500 1.28
2015-02-02 1.27 1.34 1.24 1.34 999900 1.34
2015-02-03 1.4 1.5 1.37 1.48 1760500 1.48
2015-02-04 1.51 1.51 1.4 1.43 1464300 1.43
2015-02-05 1.4 1.5 1.4 1.48 1308500 1.48
2015-02-06 1.48 1.51 1.46 1.47 1088900 1.47
2015-02-09 1.47 1.52 1.46 1.47 766100 1.47
2015-02-10 1.47 1.49 1.42 1.43 676600 1.43
2015-02-11 1.42 1.45 1.37 1.41 602400 1.41
2015-02-12 1.43 1.51 1.42 1.44 893200 1.44
2015-02-13 1.45 1.53 1.44 1.49 845200 1.49
2015-02-17 1.49 1.54 1.46 1.53 746300 1.53
2015-02-18 1.5 1.57 1.49 1.53 503800 1.53
2015-02-19 1.5 1.57 1.49 1.53 574700 1.53
2015-02-20 1.5 1.63 1.49 1.61 1846700 1.61
2015-02-23 1.61 1.61 1.54 1.56 677300 1.56
2015-02-24 1.56 1.61 1.56 1.59 999400 1.59
2015-02-25 1.6 1.61 1.55 1.55 510900 1.55
2015-02-26 1.57 1.63 1.56 1.58 1490500 1.58
2015-02-27 1.58 1.63 1.56 1.59 1191300 1.59
2015-03-02 1.6 1.6 1.55 1.57 673100 1.57
2015-03-03 1.59 1.6 1.52 1.52 639400 1.52
2015-03-04 1.53 1.54 1.42 1.45 1589700 1.45
2015-03-05 1.46 1.48 1.31 1.31 2018300 1.31
2015-03-06 1.29 1.33 1.22 1.23 2273100 1.23
2015-03-09 1.24 1.27 1.18 1.19 2051000 1.19
2015-03-10 1.2 1.2 1.14 1.16 1559600 1.16
2015-03-11 1.14 1.17 1.13 1.15 1459800 1.15
2015-03-12 1.19 1.29 1.19 1.25 1776100 1.25
2015-03-13 1.23 1.25 1.19 1.24 678100 1.24
2015-03-16 1.26 1.28 1.2 1.28 841700 1.28
2015-03-17 1.25 1.3 1.25 1.29 724700 1.29
2015-03-18 1.26 1.38 1.25 1.36 1041300 1.36
2015-03-19 1.37 1.41 1.34 1.39 715000 1.39
2015-03-20 1.39 1.45 1.39 1.43 2666000 1.43
2015-03-23 1.43 1.49 1.43 1.45 1083800 1.45
2015-03-24 1.46 1.47 1.38 1.41 820000 1.41
2015-03-25 1.41 1.45 1.38 1.42 722500 1.42
2015-03-26 1.43 1.43 1.39 1.41 371400 1.41
2015-03-27 1.4 1.4 1.32 1.34 581300 1.34
2015-03-30 1.34 1.35 1.31 1.32 665400 1.32
2015-03-31 1.32 1.34 1.32 1.32 369600 1.32
2015-04-01 1.33 1.4 1.32 1.39 1218300 1.39
2015-04-02 1.39 1.47 1.39 1.45 858900 1.45
2015-04-06 1.45 1.49 1.4 1.41 606900 1.41
2015-04-07 1.42 1.46 1.41 1.43 492600 1.43
2015-04-08 1.43 1.46 1.41 1.41 304600 1.41
2015-04-09 1.4 1.43 1.38 1.41 522600 1.41
2015-04-10 1.45 1.46 1.42 1.44 731700 1.44
2015-04-13 1.4 1.44 1.37 1.37 686900 1.37
2015-04-14 1.38 1.39 1.3 1.31 750800 1.31
2015-04-15 1.33 1.35 1.3 1.32 976100 1.32
2015-04-16 1.33 1.36 1.31 1.33 573500 1.33
2015-04-17 1.33 1.33 1.24 1.29 1730700 1.29
2015-04-20 1.28 1.35 1.27 1.34 766400 1.34
2015-04-21 1.33 1.35 1.3 1.32 462800 1.32
2015-04-22 1.32 1.32 1.22 1.29 793600 1.29
2015-04-23 1.3 1.32 1.26 1.29 518900 1.29
2015-04-24 1.29 1.34 1.27 1.29 482900 1.29
2015-04-27 1.28 1.34 1.26 1.26 946900 1.26
2015-04-28 1.29 1.31 1.28 1.31 714800 1.31
2015-04-29 1.31 1.32 1.28 1.28 340300 1.28
2015-04-30 1.28 1.29 1.26 1.26 596300 1.26
2015-05-01 1.28 1.37 1.27 1.34 1359000 1.34
2015-05-04 1.35 1.39 1.35 1.38 652200 1.38
2015-05-05 1.38 1.39 1.31 1.36 836100 1.36
2015-05-06 1.37 1.39 1.31 1.31 542200 1.31
2015-05-07 1.27 1.29 1.17 1.22 3591400 1.22
2015-05-08 1.22 1.24 1.15 1.2 1517000 1.2
2015-05-11 1.2 1.21 1.16 1.17 1010800 1.17
2015-05-12 1.19 1.2 1.15 1.15 787700 1.15
2015-05-13 1.18 1.19 1.15 1.18 1317500 1.18
2015-05-14 1.2 1.21 1.18 1.19 767100 1.19
2015-05-15 1.19 1.19 1.16 1.18 440700 1.18
2015-05-18 1.17 1.18 1.16 1.17 457800 1.17
2015-05-19 1.18 1.19 1.15 1.15 1512800 1.15
2015-05-20 1.16 1.16 1.13 1.14 760600 1.14
2015-05-21 1.14 1.16 1.14 1.14 940700 1.14
2015-05-22 1.14 1.15 1.07 1.07 1586000 1.07
2015-05-26 1.06 1.08 0.99 1 2165400 1
2015-05-27 1.03 1.03 0.94 0.95 2706200 0.95
2015-05-28 0.98 0.98 0.86 0.89 3106200 0.89
2015-05-29 0.9 0.94 0.86 0.91 1598900 0.91
2015-06-01 0.91 0.94 0.9 0.92 720500 0.92
2015-06-02 0.94 1.1 0.94 1.07 2713200 1.07
2015-06-03 1.12 1.13 1.03 1.07 1382600 1.07
2015-06-04 1.07 1.1 1.01 1.04 629700 1.04
2015-06-05 1.03 1.06 1.01 1.03 490500 1.03
2015-06-08 1.03 1.05 1.01 1.01 561000 1.01
2015-06-09 1.01 1.03 1.01 1.01 342900 1.01
2015-06-10 1.01 1.04 1 1 1032300 1
2015-06-11 1 1.04 1 1.04 530900 1.04
2015-06-12 1.02 1.02 0.96 0.97 521500 0.97
2015-06-15 1 1 0.95 0.95 542300 0.95
2015-06-16 0.96 1.01 0.96 0.99 503700 0.99
2015-06-17 0.97 1 0.95 0.95 409200 0.95
2015-06-18 0.96 0.99 0.95 0.96 641400 0.96
2015-06-19 0.97 0.98 0.94 0.94 854300 0.94
2015-06-22 0.96 0.97 0.88 0.88 624400 0.88
2015-06-23 0.91 0.93 0.88 0.92 723600 0.92
2015-06-24 0.91 0.94 0.9 0.9 240500 0.9
2015-06-25 0.91 0.92 0.87 0.88 519900 0.88
2015-06-26 0.89 0.9 0.86 0.87 949600 0.87
2015-06-29 0.86 0.86 0.84 0.86 1073300 0.86
2015-06-30 0.87 0.87 0.81 0.82 1101100 0.82
2015-07-01 0.82 0.85 0.79 0.85 1660400 0.85
2015-07-02 0.8 0.81 0.74 0.75 2290900 0.75
2015-07-06 0.74 0.74 0.69 0.69 1746300 0.69
2015-07-07 0.71 0.75 0.65 0.75 1424100 0.75
2015-07-08 0.74 0.75 0.69 0.69 945600 0.69
2015-07-09 0.7 0.73 0.63 0.64 1536400 0.64
2015-07-10 0.67 0.68 0.63 0.65 643900 0.65
2015-07-13 0.65 0.66 0.61 0.63 792500 0.63
2015-07-14 0.66 0.66 0.62 0.62 1152700 0.62
2015-07-15 0.64 0.73 0.63 0.7 837300 0.7
2015-07-16 0.7 0.71 0.63 0.63 684800 0.63
2015-07-17 0.64 0.65 0.6 0.6 569100 0.6
2015-07-20 0.62 0.62 0.56 0.56 1459000 0.56
2015-07-21 0.57 0.64 0.54 0.62 963500 0.62
2015-07-22 0.61 0.62 0.58 0.6 2615200 0.6
2015-07-23 0.6 0.61 0.53 0.53 1005200 0.53
2015-07-24 0.54 0.57 0.54 0.55 507200 0.55
2015-07-27 0.56 0.57 0.53 0.54 414700 0.54
2015-07-28 0.53 0.62 0.53 0.58 1413200 0.58
2015-07-29 0.62 0.62 0.58 0.6 480300 0.6
2015-07-30 0.6 0.62 0.59 0.61 568700 0.61
2015-07-31 0.62 0.62 0.57 0.57 898400 0.57
2015-08-03 0.57 0.61 0.57 0.57 501300 0.57
2015-08-04 0.58 0.61 0.57 0.58 518700 0.58
2015-08-05 0.6 0.6 0.55 0.55 764500 0.55
2015-08-06 0.57 0.58 0.56 0.56 830900 0.56
2015-08-07 0.55 0.57 0.51 0.52 1257100 0.52
2015-08-10 0.53 0.56 0.5 0.55 729500 0.55
2015-08-11 0.56 0.57 0.52 0.52 255900 0.52
2015-08-12 0.54 0.56 0.52 0.56 756800 0.56
2015-08-13 0.54 0.55 0.51 0.51 336600 0.51
2015-08-14 0.51 0.53 0.49 0.49 606700 0.49
2015-08-17 0.52 0.52 0.48 0.5 441700 0.5
2015-08-18 0.5 0.51 0.48 0.48 637400 0.48
2015-08-19 0.49 0.5 0.47 0.48 498300 0.48
2015-08-20 0.49 0.5 0.47 0.47 399500 0.47
2015-08-21 0.47 0.49 0.46 0.49 560000 0.49
2015-08-24 0.47 0.49 0.44 0.49 786400 0.49
2015-08-25 0.49 0.5 0.44 0.46 602400 0.46
2015-08-26 0.48 0.48 0.42 0.42 751400 0.42
2015-08-27 0.43 0.46 0.43 0.43 710800 0.43
2015-08-28 0.46 0.5 0.44 0.5 886900 0.5
2015-08-31 0.49 0.53 0.48 0.48 770500 0.48
2015-09-01 0.5 0.53 0.49 0.53 576200 0.53
2015-09-02 0.52 0.53 0.47 0.48 677500 0.48
2015-09-03 0.51 0.53 0.5 0.51 742600 0.51
2015-09-04 0.5 0.53 0.5 0.5 358700 0.5
2015-09-08 0.51 0.6 0.51 0.6 1198500 0.6
2015-09-09 0.6 0.73 0.56 0.56 1491800 0.56
2015-09-10 0.56 0.65 0.56 0.58 646100 0.58
2015-09-11 0.59 0.62 0.56 0.57 390900 0.57
2015-09-14 0.59 0.59 0.54 0.54 567900 0.54
2015-09-15 0.56 0.58 0.55 0.56 234800 0.56
2015-09-16 0.57 0.6 0.56 0.59 769000 0.59
2015-09-17 0.6 0.6 0.56 0.6 379700 0.6
2015-09-18 0.57 0.58 0.5 0.56 1708700 0.56
2015-09-21 0.55 0.56 0.52 0.52 440200 0.52
2015-09-22 0.51 0.53 0.5 0.53 748900 0.53
2015-09-23 0.51 0.53 0.5 0.53 405100 0.53
2015-09-24 0.5 0.52 0.49 0.5 504000 0.5
2015-09-25 0.52 0.52 0.49 0.49 406800 0.49
2015-09-28 0.48 0.51 0.44 0.44 936600 0.44
2015-09-29 0.44 0.48 0.42 0.42 451200 0.42
2015-09-30 0.43 0.46 0.42 0.44 477200 0.44
2015-10-01 0.43 0.45 0.4 0.4 572900 0.4
2015-10-02 0.4 0.46 0.4 0.44 304600 0.44
2015-10-05 0.46 0.48 0.45 0.46 591700 0.46
2015-10-06 0.46 0.54 0.46 0.53 582700 0.53
2015-10-07 0.54 0.58 0.5 0.5 638900 0.5
2015-10-08 0.51 0.56 0.51 0.56 422900 0.56
2015-10-09 0.56 0.58 0.55 0.57 427700 0.57
2015-10-12 0.54 0.56 0.51 0.53 363000 0.53
2015-10-13 0.51 0.53 0.49 0.5 632100 0.5
2015-10-14 0.5 0.57 0.5 0.52 590400 0.52
2015-10-15 0.53 0.55 0.51 0.51 332200 0.51
2015-10-16 0.51 0.54 0.51 0.51 231400 0.51
2015-10-19 0.51 0.52 0.5 0.5 357600 0.5
2015-10-20 0.5 0.51 0.49 0.5 895500 0.5
2015-10-21 0.51 0.51 0.49 0.49 179800 0.49
2015-10-22 0.49 0.51 0.49 0.5 220300 0.5
2015-10-23 0.5 0.53 0.5 0.51 308400 0.51
2015-10-26 0.5 0.53 0.48 0.48 428000 0.48
2015-10-27 0.48 0.49 0.47 0.49 179200 0.49
2015-10-28 0.5 0.52 0.48 0.5 365300 0.5
2015-10-29 0.51 0.52 0.47 0.47 200800 0.47
2015-10-30 0.48 0.51 0.47 0.47 507100 0.47
